# r	h_0	h_1	h_2	h_3	h_4	h_5	h_6	h_7	h_8	h_9	h_10	h_11	h_12	h_13	h_14	h_15	h_16	h_17	h_18	h_19	h_20	h_21	h_22	h_23	
4.703013922029999350e+01 9.162049262241984025e+02 9.761742926642036764e+02 3.599240112000006775e+02 5.046506805750013882e+02 6.398576660000035190e+02 8.265440017142027500e+02 9.514753180642001098e+02 3.486076659999998810e+02 4.923216553000020212e+02 5.974203186000013375e+02 1.483935939999992115e+01 1.749033507999993162e+02 3.171286697500008813e+02 4.623519898000013200e+02 5.722903443000031984e+02 7.161116638499988767e+02 1.173758430500001850e+02 2.536456757000014477e+02 3.936400146999985736e+02 5.271359863500001666e+02 5.710986938999994891e+02 6.924266663000016706e+02 8.724589720641961321e+02 2.673403319999997620e+02
4.803013922029999350e+01 9.177669821642048191e+02 9.759031287142061046e+02 3.594833374000008916e+02 5.061316681499993138e+02 6.395329894999995304e+02 8.271467505641994649e+02 9.512342978642045637e+02 3.483151702999984991e+02 4.916806641000002855e+02 5.975336913999999524e+02 1.420849420000001828e+01 1.745653382000000420e+02 3.185501709000000119e+02 4.620418395999986387e+02 5.719916687500008265e+02 7.162999877999973251e+02 1.175340118999993138e+02 2.533713455500001146e+02 3.933248443500015128e+02 5.276183471999975154e+02 5.708020019499999762e+02 6.926137085000009392e+02 8.718209677642007591e+02 2.671149902500001190e+02
4.903013922029998639e+01 9.182786322642059531e+02 9.764546423642023001e+02 3.588436584499995661e+02 5.063755035499998485e+02 6.400386962999982643e+02 8.276443701641983353e+02 9.514678107141953660e+02 3.488296508999992511e+02 4.906328735666684224e+02 5.975468445000005886e+02 1.357592300000010255e+01 1.750716704999995272e+02 3.188053283999997802e+02 4.625650024999995367e+02 5.725483399000004283e+02 7.163359985499992035e+02 1.176096687499994005e+02 2.539495010999999067e+02 3.938760072000004584e+02 5.276506652999996732e+02 5.713376464999964810e+02 6.926460266499998397e+02 8.713746405642013997e+02 2.676353149999995367e+02
5.003013922029998639e+01 9.186633063141998718e+02 9.758473196642007679e+02 3.583215027000005648e+02 5.058354949999993551e+02 6.394256897500017658e+02 8.269946738141952665e+02 9.500858832641970366e+02 3.485904998999994859e+02 4.894853211000008741e+02 5.970181884499979788e+02 1.329783059999999750e+01 1.748190002499995899e+02 3.182748413499994058e+02 4.623396453999994264e+02 5.719171753000009630e+02 7.157884826499976043e+02 1.171050148000003901e+02 2.544513245000016468e+02 3.936329956500012486e+02 5.270961609000005410e+02 5.707123108000014327e+02 6.920971679499998572e+02 8.711314841142011574e+02 2.667050171000009868e+02
5.103013922029998639e+01 9.193214789142002701e+02 9.752279730642039794e+02 3.588183289000007790e+02 5.073324483333344688e+02 6.388173218000010820e+02 8.264644881142012309e+02 9.488769904641958419e+02 3.492670135500011384e+02 4.884502156666664519e+02 5.975620116999998572e+02 1.461559200000004921e+01 1.751074906000003466e+02 3.188460083999998460e+02 4.625793152000005648e+02 5.713089600000021164e+02 7.163641662500012899e+02 1.184099293000003854e+02 2.541066589000001841e+02 3.943111572000016167e+02 5.283761749250024877e+02 5.701183471999975154e+02 6.934019012749995454e+02 8.713866492141969502e+02 2.651201629999995930e+02
5.203013922029998639e+01 9.197116614642000059e+02 9.748192969641968375e+02 3.583923340000001190e+02 5.074416809000031208e+02 6.384023438000003807e+02 8.270903426142031094e+02 9.484299841642059619e+02 3.496470031999997445e+02 4.871180115000024671e+02 5.971538086333335968e+02 1.585420139999996536e+01 1.744903412000003300e+02 3.184156799000011233e+02 4.619053346000000602e+02 5.708919678000020212e+02 7.168996581999963382e+02 1.195950011999993876e+02 2.546018219500001578e+02 3.946869812000004458e+02 5.298846436000021640e+02 5.696723633000001428e+02 6.946496581999963382e+02 8.708401404141986859e+02 2.645243225000012899e+02
5.303013922029998639e+01 9.202624961142064421e+02 9.753761359142008587e+02 3.589441527999988466e+02 5.078098449999997683e+02 6.389923095500016643e+02 8.276309424641949590e+02 9.478458091142019839e+02 3.501860046500005410e+02 4.864791565000014089e+02 5.972417297499996494e+02 1.641066080000007332e+01 1.740789948000001459e+02 3.189408416999995097e+02 4.623516693499987014e+02 5.702801513999984309e+02 7.165343017999985022e+02 1.201741600499999549e+02 2.552185134999999718e+02 3.952694854500005022e+02 5.301400452500020037e+02 5.701549988000006124e+02 6.952313232500018785e+02 8.713859778641926823e+02 2.640886535999998159e+02
5.403013922029998639e+01 9.197208090641943272e+02 9.748064719142057584e+02 3.584396514999989449e+02 5.072113342000011471e+02 6.384813232499982405e+02 8.271813422642007936e+02 9.472969732641940936e+02 3.496498413999997865e+02 4.858630065999968792e+02 5.967062988666657475e+02 1.586779975000001741e+01 1.734503326499998366e+02 3.184046631000001071e+02 4.621363219999984722e+02 5.696589966000028653e+02 7.158491516499998397e+02 1.196275024500000654e+02 2.546971740999997564e+02 3.947314759000000777e+02 5.296770020000003569e+02 5.696336670000018785e+02 6.947201538000008441e+02 8.709606467642006464e+02 2.634438171500005410e+02
5.503013922029998639e+01 9.190819769641966559e+02 9.750653220141975908e+02 3.578066711999963445e+02 5.077240142999980890e+02 6.387393188999994891e+02 8.265233756142042694e+02 9.478004599641935783e+02 3.490223388999984309e+02 4.852466736000023957e+02 5.974196777500001190e+02 1.609259274999999434e+01 1.728560027999992599e+02 3.177856446000005235e+02 4.614954986999982793e+02 5.690276489499992749e+02 7.162167969000001904e+02 1.212536712600001891e+02 2.549698257500003820e+02 3.949878234999996494e+02 5.299923401000014564e+02 5.698905334499977471e+02 6.940869750999991084e+02 8.715101424142048927e+02 2.628526611999986926e+02
5.603013922029998639e+01 9.196478262642049231e+02 9.764819022642041091e+02 3.573510132000010344e+02 5.074006653000033111e+02 6.401520843750004133e+02 8.258962546641996596e+02 9.472878027642000234e+02 3.485933227999994415e+02 4.846003417999963858e+02 5.972063599000030081e+02 1.759776975000005450e+01 1.733270111499996347e+02 3.183341522499995335e+02 4.608926697999995667e+02 5.684526366999998572e+02 7.176321563999990758e+02 1.238411731999999574e+02 2.547103271999985736e+02 3.952869873000017833e+02 5.319255859199998895e+02 5.696770019999967190e+02 6.945743408000016643e+02 8.721431380641952273e+02 2.633958434999985911e+02
5.703013922029998639e+01 9.193299934641981963e+02 9.777717963142058579e+02 3.570868378000013763e+02 5.071016541000026336e+02 6.414873352499998873e+02 8.264544059141990147e+02 9.466399756642058492e+02 3.483143157999984396e+02 4.851526641999989806e+02 5.977405091000000539e+02 1.891230109999992237e+01 1.739531784000000698e+02 3.189688416000008147e+02 4.597703247333313925e+02 5.689766540500022529e+02 7.189475097499962430e+02 1.251116714500003582e+02 2.552523269499997696e+02 3.958063202500015905e+02 5.335120240000032936e+02 5.692630005000028177e+02 6.951640014500007965e+02 8.727584868642006768e+02 2.640009918499999912e+02
5.803013922029998639e+01 9.187563162642036332e+02 9.774272986642026808e+02 3.574201659999998810e+02 5.074080047499992361e+02 6.411766968000010820e+02 8.261680594641948119e+02 9.462019720641983440e+02 3.485979920000027050e+02 4.848190002999981516e+02 5.973670044000027701e+02 1.860308080000004338e+01 1.736023406999993313e+02 3.186579894999995304e+02 4.586376648000004934e+02 5.686913452000007965e+02 7.186600342000019737e+02 1.248020096000000194e+02 2.549246673999987252e+02 3.960964966499996081e+02 5.336756898000021465e+02 5.686653748499993526e+02 6.948543092000036268e+02 8.724419699642021442e+02 2.636996765000003506e+02
5.903013922029998639e+01 9.190380011641973397e+02 9.771394644642059575e+02 3.576823273000009067e+02 5.077140046000022267e+02 6.408261719500005711e+02 8.255367346641942277e+02 9.459071418141975300e+02 3.479559938000020338e+02 4.845323334000022442e+02 5.970763549499970395e+02 1.828488635000007889e+01 1.732801666499999556e+02 3.183505249000008916e+02 4.583404999000013049e+02 5.680156860500028415e+02 7.183785095499988529e+02 1.244888382500002990e+02 2.546483306999998604e+02 3.954530030000023544e+02 5.339660339000001841e+02 5.680449828999990132e+02 6.942433166999981040e+02 8.721194678641986684e+02 2.630588379000000714e+02
6.003013922029998639e+01 9.187296667641930981e+02 9.776486426641931757e+02 3.573909912000017357e+02 5.073993530000007013e+02 6.411420288500012248e+02 8.258865233142059878e+02 9.462014838142058579e+02 3.473289947500015842e+02 4.851681671500009543e+02 5.976890258999992511e+02 1.892337320000001455e+01 1.736311569500012411e+02 3.186961822499997652e+02 4.586161957000003895e+02 5.673900147000022116e+02 7.186991577500011772e+02 1.251120032999997420e+02 2.552401580999994621e+02 3.939573135250011546e+02 5.336676635999974678e+02 5.676996765499970934e+02 6.936329955999972299e+02 8.737079077642003995e+02 2.624290160999989894e+02
6.103013922029998639e+01 9.184134970642044209e+02 9.774339743641976384e+02 3.561980082333345194e+02 5.069640197999979137e+02 6.413213501000063843e+02 8.264587470141996164e+02 9.455756445642036851e+02 3.474859924999982468e+02 4.857873382500001753e+02 5.982436524000004283e+02 1.955233574999999746e+01 1.739228134000004502e+02 3.188460083999998460e+02 4.588153382000018610e+02 5.671119995500012010e+02 7.173046671666621705e+02 1.256453399999991234e+02 2.558854981000004045e+02 3.919683227499990608e+02 5.332573241999998572e+02 5.680446778000004997e+02 6.933623352499998873e+02 8.755756484141966212e+02 2.621248474000003625e+02
6.203013922029998639e+01 9.189473181641951669e+02 9.777131415141993784e+02 3.550123290999981691e+02 5.067770081499984371e+02 6.413581542999963858e+02 8.261410590642044554e+02 9.451649695641972357e+02 3.475151672499996494e+02 4.870700683750001190e+02 5.976250000500003807e+02 2.011325839999994969e+01 1.736186524000004283e+02 3.188745117500020569e+02 4.593283386499970220e+02 5.676796875000000000e+02 7.160437012000038521e+02 1.254539909499999339e+02 2.571786728249999214e+02 3.913753357000023243e+02 5.326160278500028653e+02 5.682659912000017357e+02 6.939013062000012724e+02 8.771816512391997094e+02 2.627420044500013319e+02
6.303013922029998639e+01 9.186944800142009626e+02 9.771931372641993221e+02 3.544430084499981604e+02 5.071350097999966238e+02 6.407093505999946501e+02 8.259685355142028129e+02 9.449114676142053213e+02 3.470119934499998635e+02 4.885496673999987252e+02 5.971138305999993463e+02 2.031276639999994771e+01 1.733086471499991603e+02 3.183525238500005798e+02 4.598633270499994978e+02 5.674283142499989481e+02 7.158145141999993939e+02 1.260116692000001422e+02 2.586258240000006481e+02 3.911625060999976995e+02 5.312728881666674852e+02 5.686291504499968141e+02 6.936623229999968316e+02 8.786238127641991014e+02 2.633385010000001785e+02
6.403013922029998639e+01 9.189057990141955088e+02 9.778358069642054033e+02 3.538356628999972600e+02 5.076860046500005410e+02 6.405206603999977233e+02 8.251995040141991922e+02 9.451914664641954005e+02 3.475883179000011296e+02 4.887656707999994978e+02 5.976233521000031033e+02 2.144409369999993942e+01 1.738063202000012097e+02 3.188520204000014928e+02 4.603653258999984246e+02 5.676681519000012486e+02 7.163346558000048390e+02 1.262854996000005485e+02 2.588909911999999167e+02 3.916143188999994891e+02 5.300729980999967665e+02 5.690956421000009868e+02 6.939023437500000000e+02 8.792738219141974696e+02 2.638250121999990370e+02
6.503013922029998639e+01 9.183019630641938420e+02 9.784826422641999670e+02 3.534079895000031684e+02 5.071901703500006988e+02 6.409216920000035316e+02 8.245081473642057972e+02 9.446503058142043301e+02 3.471620178000011947e+02 4.882168274000032397e+02 5.972173461999991559e+02 2.096775640000009844e+01 1.735556565000006231e+02 3.184183655000015278e+02 4.596671753999980865e+02 5.671119995000008203e+02 7.159136964000063017e+02 1.256199950999998691e+02 2.584094848999993701e+02 3.909028320500001428e+02 5.296936646000031033e+02 5.682855377249998128e+02 6.933586730999959400e+02 8.796446524641942233e+02 2.634206847999994352e+02
6.603013922029998639e+01 9.179229956641938770e+02 9.790129767642065417e+02 3.538994904000028328e+02 5.065709838999973726e+02 6.420362345666702595e+02 8.240516501641977811e+02 9.451553259641950717e+02 3.476504821999988053e+02 4.888066711999999825e+02 5.965893249500004458e+02 2.147584825000001274e+01 1.738151474000005692e+02 3.189238281500001904e+02 4.598945160000002943e+02 5.675913086000000476e+02 7.163798523000004934e+02 1.252536698000003526e+02 2.589840087999982643e+02 3.911489716500000213e+02 5.302120056000021577e+02 5.686538391499998397e+02 6.938629762000055052e+02 8.802293120641988935e+02 2.628148345999998128e+02
6.703013922029998639e+01 9.184141608142017503e+02 9.802641478892001032e+02 3.533759918499999912e+02 5.059391632500010019e+02 6.421660155999998096e+02 8.233978225141981966e+02 9.446826544641953660e+02 3.471209868999976607e+02 4.891414947500015842e+02 5.959367065999977058e+02 2.205481340000005730e+01 1.731353148999987752e+02 3.184114990000016405e+02 4.596659851000003982e+02 5.671836547999992035e+02 7.158983459500013851e+02 1.257728348499995263e+02 2.601848373749999155e+02 3.917323303499979374e+02 5.308024902500001190e+02 5.683920288000008441e+02 6.934219970999984071e+02 8.796794844141986687e+02 2.621860046000001603e+02
6.803013922029998639e+01 9.190024863142025424e+02 9.815403128641992225e+02 3.527480164000007790e+02 5.053309937000012724e+02 6.427188415999989957e+02 8.236477576141987811e+02 9.452094794142030878e+02 3.464840087999982643e+02 4.898446808000007877e+02 5.964461975499980326e+02 2.268216899999993075e+01 1.727203216999987490e+02 3.186883239999988291e+02 4.590356597999998485e+02 5.665285339500005648e+02 7.159370117500002380e+02 1.263861656500002937e+02 2.614953308500007552e+02 3.923773193499982881e+02 5.314348449499993876e+02 5.688485107500018785e+02 6.939531555499997921e+02 8.799546423642023001e+02 2.627290192499986006e+02
6.903013922029998639e+01 9.187613135642022826e+02 9.812383032641955651e+02 3.523329773000004934e+02 5.048766479999976582e+02 6.423919677999947453e+02 8.234283056642016163e+02 9.446946402641988243e+02 3.458603058000007877e+02 4.896296692000032635e+02 5.961646729000058258e+02 2.235210989999995945e+01 1.721216584000012517e+02 3.184553528000033111e+02 4.584219970999984071e+02 5.658473511999982293e+02 7.149041595500020776e+02 1.258961601499995595e+02 2.611643371999998635e+02 3.921310119999980088e+02 5.311243285999953514e+02 5.685617065999977058e+02 6.934008484000005410e+02 8.797146368641988374e+02 2.622031707499991171e+02
7.003013922029998639e+01 9.180773230642007547e+02 9.809106436641959590e+02 3.517379914000011922e+02 5.046134949000006600e+02 6.420976562500000000e+02 8.230325461642059963e+02 9.440716315642057452e+02 3.453086547999992035e+02 4.901926880000028177e+02 5.955043335000009392e+02 2.204926205000003847e+01 1.715283355999999912e+02 3.192901612000023306e+02 4.589526672499996494e+02 5.655036621000035666e+02 7.139840088000055403e+02 1.252526550000002317e+02 2.608551635999992868e+02 3.917510070999996969e+02 5.307955322500056354e+02 5.679580078500002855e+02 6.936745300999973551e+02 8.802428160642011790e+02 2.615286559999985911e+02
7.103013922029998639e+01 9.173913183641998330e+02 9.824878424641996162e+02 3.511266784999970696e+02 5.048815003000017896e+02 6.427070007500005886e+02 8.224263564642023994e+02 9.446724844642012613e+02 3.458410033999971347e+02 4.908128662499984785e+02 5.948546753999980865e+02 2.229413320000003296e+01 1.710743255999987014e+02 3.198986511499970220e+02 4.586593627999973251e+02 5.661071411400014313e+02 7.135697021999949357e+02 1.257679939500003456e+02 2.611671752999991440e+02 3.911371613000010257e+02 5.314246521499953815e+02 5.672786864999943646e+02 6.934869995000044582e+02 8.799503165641945088e+02 2.610790100000012899e+02
7.203013922029998639e+01 9.167844916641988675e+02 9.840369864642052562e+02 3.505159912500021164e+02 5.051921844500029692e+02 6.433259887499953038e+02 8.217904807642044034e+02 9.452739859641951625e+02 3.464503326500016556e+02 4.914006805500030168e+02 5.945676880000028177e+02 2.166421130000003359e+01 1.707685013499994966e+02 3.201598205500013137e+02 4.579918365500016080e+02 5.676716919500031509e+02 7.133070068499946501e+02 1.263915176500004236e+02 2.617676544500009186e+02 3.914049834999968880e+02 5.320493164500003331e+02 5.669908447000052547e+02 6.940028382000018610e+02 8.792648116142008803e+02 2.607939910999994026e+02
7.303013922029998639e+01 9.161666632642009063e+02 9.837279883642040659e+02 3.496967061333343736e+02 5.049463501999998698e+02 6.435874938999986625e+02 8.211964407642008155e+02 9.458658133642020402e+02 3.461510009999983595e+02 4.911313477000003331e+02 5.952043457000036142e+02 2.105318644999999833e+01 1.710894927999997890e+02 3.198496703999990132e+02 4.573446655000007013e+02 5.673286743000062415e+02 7.136400147499953164e+02 1.260836791999990965e+02 2.625846558000012010e+02 3.911023254000028828e+02 5.325773315999977058e+02 5.675213623000017833e+02 6.945848389000020688e+02 8.786043158641987247e+02 2.610976716000004672e+02
7.403013922029998639e+01 9.158788138142044772e+02 9.834054786142005469e+02 3.488128662499984785e+02 5.044856873000026098e+02 6.430043334999936633e+02 8.213736563642014517e+02 9.468216468141981750e+02 3.458395081500020751e+02 4.906786499000008916e+02 5.957359619000053499e+02 2.120163539999998648e+01 1.713274841500006005e+02 3.195780029499983357e+02 4.570630034999994677e+02 5.670081787500021164e+02 7.129836425999965286e+02 1.257658424999999625e+02 2.623703308500007552e+02 3.908033447999987402e+02 5.318978271999949357e+02 5.673736877500050468e+02 6.951568603499981691e+02 8.783458091142019839e+02 2.612996520999986387e+02
7.503013922029998639e+01 9.164233313642034773e+02 9.839209662641951581e+02 3.488560027999992599e+02 5.038889923000024282e+02 6.426993407999980263e+02 8.214559203141980106e+02 9.496116073927717025e+02 3.463563538000016706e+02 4.905016632500010019e+02 5.955540161500030081e+02 2.127533820000007836e+01 1.710053101000012248e+02 3.200843506000019261e+02 4.576080016999985673e+02 5.675326537999935681e+02 7.125502929999929620e+02 1.262966766000008647e+02 2.626273498499995185e+02 3.913686828999998397e+02 5.312299804999929620e+02 5.676271667500041076e+02 6.948377075000025798e+02 8.788626395642058924e+02 2.613794860499983770e+02
7.603013922029998639e+01 9.158018180141953053e+02 9.832608176142020966e+02 3.483336792000009154e+02 5.032319945999988704e+02 6.432119750999991084e+02 8.207458258642000146e+02 9.523869773141996120e+02 3.456976776499977859e+02 4.910696716999991622e+02 5.961263428500024020e+02 1.992549073333339038e+01 1.707131577000000107e+02 3.194463348500030406e+02 4.573479766999989806e+02 5.673168335000009392e+02 7.119441528500028653e+02 1.260500107500001832e+02 2.619623414000016055e+02 3.907221985500000301e+02 5.306723328000007314e+02 5.670596618499985198e+02 6.944160155999998096e+02 8.786123000141960802e+02 2.608059997499985911e+02
7.703013922029998639e+01 9.151752998642041348e+02 9.826623297641926911e+02 3.489953307999967365e+02 5.025859832999994978e+02 6.425823059500035015e+02 8.201006384642023477e+02 9.531223136141998111e+02 3.450783385999966413e+02 4.913376617499998247e+02 5.965746459999936633e+02 1.873889539999981935e+01 1.712953491000007489e+02 3.188676758000001428e+02 4.575756683500003419e+02 5.675503234999996494e+02 7.113176269999967190e+02 1.263213386500001434e+02 2.613548583999981929e+02 3.900846862999969744e+02 5.300776367000071332e+02 5.675993653000041377e+02 6.938479919499950483e+02 8.788708106142003089e+02 2.613389892999985022e+02
7.803013922029998639e+01 9.145049887641944224e+02 9.822366706641914789e+02 3.495189820000014151e+02 5.019363404000032460e+02 6.419603271999949357e+02 8.195686846642056480e+02 9.534919806641992182e+02 3.447019959000026574e+02 4.907914887000006274e+02 5.959181823999970220e+02 1.834716230000003634e+01 1.710790176500013331e+02 3.184756469999992987e+02 4.569190370000069379e+02 5.670326233000014327e+02 7.110973205999980564e+02 1.257991752500001894e+02 2.608418578999990132e+02 3.896700134999991860e+02 5.296282958999945549e+02 5.671693725999939488e+02 6.933710022000013851e+02 8.782509756641957210e+02 2.609233397999996669e+02
7.903013922029998639e+01 9.138736487642017892e+02 9.827573309642029926e+02 3.499780121000003419e+02 5.024111480999999912e+02 6.415619506999937585e+02 8.201221877641946776e+02 9.540029822642027284e+02 3.451843262000002142e+02 4.913280029000015929e+02 5.962318114999943646e+02 1.889151194999999461e+01 1.717716598999995767e+02 3.190010223499994026e+02 4.568781585499964422e+02 5.675786743000062415e+02 7.115549926999956369e+02 1.263233413999987533e+02 2.614076843000002555e+02 3.902201843500006362e+02 5.301223144499963382e+02 5.676830139500016230e+02 6.948684489666726449e+02 8.778313055642065592e+02 2.614293212999982643e+02
8.003013922029998639e+01 9.134813147641980322e+02 9.822484809142042650e+02 3.505573425500006124e+02 5.029916534500007401e+02 6.409032898000004934e+02 8.197219534642063081e+02 9.546173086641938426e+02 3.446506805499993789e+02 4.909116821999996318e+02 5.976368408500020450e+02 1.838434795000011945e+01 1.721120148000009067e+02 3.184355163500003982e+02 4.561850051999972493e+02 5.678928528000033111e+02 7.121025085500004934e+02 1.258616714000017964e+02 2.626782455749980727e+02 3.908590088499986450e+02 5.307659912500021164e+02 5.671248475000029430e+02 6.949654845999975805e+02 8.783434897141996771e+02 2.609209899999987101e+02
8.103013922029998639e+01 9.140429831141955219e+02 9.824873190641956171e+02 3.512053222500035190e+02 5.028106689999985974e+02 6.411672973999957321e+02 8.202404147142005968e+02 9.552526618142001098e+02 3.448816681000025710e+02 4.914609985999995843e+02 6.034120839666660459e+02 1.686298243333339997e+01 1.726933441499986657e+02 3.186728210500004934e+02 4.552799682999975630e+02 5.686355286000034539e+02 7.127235108000022592e+02 1.263773307999999815e+02 2.639874725500012573e+02 3.914683227499990608e+02 5.314288329999981215e+02 5.664463500999991084e+02 6.964621582500039949e+02 8.789676619641977595e+02 2.603009948999970220e+02
8.203013922029998639e+01 9.135043097641973873e+02 9.822636634641967248e+02 3.515866699000034714e+02 5.024049988000042504e+02 6.409866333999962080e+02 8.197313643642046372e+02 9.547249899642047239e+02 3.454763183499999286e+02 4.909253234999996494e+02 6.077503661999944597e+02 1.593426899999985835e+01 1.721678314500004490e+02 3.184279785000035190e+02 4.548763427999947453e+02 5.684089966000028653e+02 7.121076660500038997e+02 1.258876571500004502e+02 2.633894805999989330e+02 3.911893311000021640e+02 5.311560059000039473e+02 5.658408203500002855e+02 6.970936584500013851e+02 8.784461508641979890e+02 2.596116485500024282e+02
8.303013922029998639e+01 9.135523138642020058e+02 9.827928229141980410e+02 3.521233367999993789e+02 5.021321716500024195e+02 6.405586547999992035e+02 8.199934608141993522e+02 9.540883246641897131e+02 3.459800109999996494e+02 4.909942931999976281e+02 6.082403259499988053e+02 1.641232495000008385e+01 1.715136719000001904e+02 3.179939880000019912e+02 4.545841675000046962e+02 5.674131062666662046e+02 7.121710204999981215e+02 1.246011658000006719e+02 2.634169922000000952e+02 3.905510101500003657e+02 5.304968261999965762e+02 5.652386474999948405e+02 6.979978027500037570e+02 8.785043097642046632e+02 2.596483155000023544e+02
8.403013922029998639e+01 9.137099905641953228e+02 9.824926520641893148e+02 3.548798103499984791e+02 5.024191741999966325e+02 6.399148254500032635e+02 8.197061415641946951e+02 9.536186590642028023e+02 3.464885254000000714e+02 4.924042663600004630e+02 6.086098023000013200e+02 1.610574150000002192e+01 1.710883484000005410e+02 3.173754883000001428e+02 4.553678588999973726e+02 5.668454895500035491e+02 7.136077881000004481e+02 1.235738334999987273e+02 2.636085052999987965e+02 3.908351745999971172e+02 5.298726808000064921e+02 5.657868652999968617e+02 6.986115112500046962e+02 8.789743033142003696e+02 2.598073272499968880e+02
8.503013922029998639e+01 9.139866400641985820e+02 9.813188696975315679e+02 3.576873321999992186e+02 5.027378540999998222e+02 6.402610168499959400e+02 8.202788859641950694e+02 9.533323203141917475e+02 3.471033325499993225e+02 4.939543457499967190e+02 6.089459838999973726e+02 1.582864145000007738e+01 1.704731750500013732e+02 3.167506713999973726e+02 4.548327840333319614e+02 5.676159973500034539e+02 7.152096557499971823e+02 1.229689942000004521e+02 2.629683533999996143e+02 3.914298247999977320e+02 5.292363281500001904e+02 5.654689941999968141e+02 6.989448242500002380e+02 8.795989752642053645e+02 2.592026671999992686e+02
8.603013922029998639e+01 9.136769781642069574e+02 9.799392996641981881e+02 3.573943482000031509e+02 5.023936462999990908e+02 6.399686890000011772e+02 8.199157706641999539e+02 9.538503180641855579e+02 3.473756409000015992e+02 4.936333313000068301e+02 6.086353150000068126e+02 1.609922265000000152e+01 1.698076476999995066e+02 3.161423340499968617e+02 4.536360015999962343e+02 5.673262939999985974e+02 7.148633423999999650e+02 1.226618347000003268e+02 2.623311767500017595e+02 3.911086425999965286e+02 5.285676879999955418e+02 5.650900268999976106e+02 6.986266480000049341e+02 8.801563101641950198e+02 2.586393585500009067e+02
8.703013922029998639e+01 9.130208121642062906e+02 9.801093054641969502e+02 3.570693359500000952e+02 5.020904846999983420e+02 6.396560059000039473e+02 8.196456900642006076e+02 9.536071463642001618e+02 3.467516479999976582e+02 4.933105011000006925e+02 6.083444824499965762e+02 1.544657710000001316e+01 1.691529922999998234e+02 3.167603149499991559e+02 4.530016785000043456e+02 5.669073485999979312e+02 7.145481567500028177e+02 1.233063240499996027e+02 2.627213287499980652e+02 3.907931518999976106e+02 5.282943115500020212e+02 5.648483276499973726e+02 6.981909790000063367e+02 8.799087973642017459e+02 2.589796600500012573e+02
8.803013922029998639e+01 9.123469916642061435e+02 9.806216422142024385e+02 3.575970154000024195e+02 5.026777953999990132e+02 6.401653441999951610e+02 8.201465254641952924e+02 9.538229743142001098e+02 3.471103439500002423e+02 4.938483582000044407e+02 6.095835113749963057e+02 1.504931159999978263e+01 1.686016845999984071e+02 3.176443176999964635e+02 4.526193542999972124e+02 5.667756652500029304e+02 7.151838379000037094e+02 1.246297531749996779e+02 2.624523315999977058e+02 3.913296813999986625e+02 5.288626709999953164e+02 5.651089782999988529e+02 6.980044861000060337e+02 8.805439673141954700e+02 2.586956787000017357e+02
8.903013922029998639e+01 9.120588218142074766e+02 9.812039710141980322e+02 3.573433380499991472e+02 5.032033080999972299e+02 6.398874816999959876e+02 8.199302111641954980e+02 9.533229666642000666e+02 3.485655059999990044e+02 4.939501241333346115e+02 6.110473633000001428e+02 1.440342334999991181e+01 1.681863402999988466e+02 3.173755035499998485e+02 4.524020080500049517e+02 5.677501017333319169e+02 7.158410034499975154e+02 1.261006775000005291e+02 2.620259704999989481e+02 3.910306702500020037e+02 5.286141662500012899e+02 5.644566651000059210e+02 6.986221618500057957e+02 8.811664725142036332e+02 2.583185119500012661e+02
9.003013922029998639e+01 9.126003180641855579e+02 9.814918052142020315e+02 3.575623321499988378e+02 5.026066589500042028e+02 6.401290283499984071e+02 8.201450625641955412e+02 9.538732977641921025e+02 3.492993317000000388e+02 4.950299988000042504e+02 6.112825012499961304e+02 1.376998139999977866e+01 1.675263366999988648e+02 3.175910034500011534e+02 4.526293488499941304e+02 5.689970093500014627e+02 7.163549804999929620e+02 1.263548393500004750e+02 2.613909912499984785e+02 3.912508239999988291e+02 5.287973327500003506e+02 5.638341674999974202e+02 6.988530273500000476e+02 8.813991347642004257e+02 2.588760072000004584e+02
9.103013922029998639e+01 9.123588171642040834e+02 9.809361335141875315e+02 3.568886414000007790e+02 5.020169982999941567e+02 6.394756469999992987e+02 8.194770346642035292e+02 9.533966284641937818e+02 3.496189881000027526e+02 4.946176757999928668e+02 6.107658080999972299e+02 1.319562154999994164e+01 1.670110092499999155e+02 3.169160461999999825e+02 4.519147034000052372e+02 5.696233215500033111e+02 7.157043457000036142e+02 1.258180008500003169e+02 2.608411712500019348e+02 3.906226501999990433e+02 5.282528381500014802e+02 5.632420044000027701e+02 6.983263549999974202e+02 8.808774672642030055e+02 2.586298523500008741e+02
9.203013922029998639e+01 9.128146429641928989e+02 9.814479895642143674e+02 3.574043274000032397e+02 5.015493469000066398e+02 6.381427816333356304e+02 8.188844195142009994e+02 9.543726620308685824e+02 3.501724853500018071e+02 4.952239990000016405e+02 6.113476563000003807e+02 1.259020139999984167e+01 1.675370178000011947e+02 3.174196777500001190e+02 4.524505158000029041e+02 5.701530151000042679e+02 7.151253661999944597e+02 1.263596725999996124e+02 2.613456726000003982e+02 3.902260132000010344e+02 5.288176879999955418e+02 5.628346558000048390e+02 6.988676757999928668e+02 8.814246435642126016e+02 2.588512115500016080e+02
