# r	vx_0	vx_1	vx_2	vx_3	vx_4	vx_5	vx_6	vx_7	vx_8	vx_9	vx_10	vx_11	vx_12	vx_13	vx_14	vx_15	vx_16	vx_17	vx_18	vx_19	vx_20	vx_21	vx_22	
4.203013922029999350e+01 1.277477111999978689e-02 2.774463042999980242e-02 2.855753479999948580e-02 2.742726134000040422e-02 3.664271323950669956e-02 2.539702199333259899e-02 3.117169800000067423e-02 2.879833375000052931e-02 2.126223143999995957e-02 3.444625063283977134e-02 3.149991007999986686e-02 2.784529571000039089e-02 2.916513977999930091e-02 2.300233460000017729e-02 2.849570313000003921e-02 3.200898800284014689e-02 2.700860214000003895e-02 2.798499907999976027e-02 2.601630249000081579e-02 9.582403569999587215e-03 2.422043456999963332e-02 3.620998162284012889e-02 3.029887898000035995e-02
4.303013922029999350e+01 1.275090183000211243e-02 2.798866573999896426e-02 2.853873596999946874e-02 2.722435912000073510e-02 3.711448118783992195e-02 2.513215255500072035e-02 3.102100067999947336e-02 2.878706663999983095e-02 2.121400147999957103e-02 3.449820729284024112e-02 3.162425192000007518e-02 2.787593691000002025e-02 2.935514830499996730e-02 2.266644592499942462e-02 2.849787598000111735e-02 3.200625439283923818e-02 2.701493532000022110e-02 2.798313292000020880e-02 2.635041809499962320e-02 9.165383904999907516e-03 2.424266358000022603e-02 3.626653425284021015e-02 3.028412627999953199e-02
4.403013922029999350e+01 1.265733336000121265e-02 2.800846254000009458e-02 2.867767334000018153e-02 2.716993407999980167e-02 3.735329037284027681e-02 2.499226760999954250e-02 3.100856933999987172e-02 2.862096252000046609e-02 2.115373841000036878e-02 3.472164575283941124e-02 3.163998126999988808e-02 2.788376922000024988e-02 2.949452820000005721e-02 2.249996947999970826e-02 2.850916138000029673e-02 3.181670056283967402e-02 2.719856568000032088e-02 2.780296629999975261e-02 2.649986573999995113e-02 9.197369389999949379e-03 2.414896849000069609e-02 3.636106321283950893e-02 3.012273025999986573e-02
4.503013922029999350e+01 1.249766539999982301e-02 2.801453095000017504e-02 2.873913879000065258e-02 2.725886230999967699e-02 3.726437512284101056e-02 2.499308775999961596e-02 3.101253359999921189e-02 2.873626402000008934e-02 2.096487731999950588e-02 3.479505711284048425e-02 3.176470070000005086e-02 2.793420106000012171e-02 2.950296018999943107e-02 2.230900880999979463e-02 2.850745848000078853e-02 3.176203062283987355e-02 2.726050187000000902e-02 2.774083252000018526e-02 2.650159606999986928e-02 9.255700670000078373e-03 2.423853759999983551e-02 3.627926313284042525e-02 3.024973296999980757e-02
4.603013922029999350e+01 1.243396760000032436e-02 2.801770476999902379e-02 2.861896667999972235e-02 2.737120055000050178e-02 3.714307386284054074e-02 2.500278320999932413e-02 3.094053344000005992e-02 2.873496704999997653e-02 2.101660155999997975e-02 3.475277196283996228e-02 3.195182686000000438e-02 2.805826263999988343e-02 2.943379821000053145e-02 2.205466613999960968e-02 2.857303466999946973e-02 3.170409528284055811e-02 2.725310515999990538e-02 2.793176879999991966e-02 2.650842591000000456e-02 9.056573490000300805e-03 2.425493773999914948e-02 3.616440971284075323e-02 3.019880167333319557e-02
4.703013922029999350e+01 1.199387328800105394e-02 2.801640623999939947e-02 2.894533387500014196e-02 2.704139708500042510e-02 3.733726714283984449e-02 2.498626326999947231e-02 3.069293211999995358e-02 2.874279786000042899e-02 2.101973265999986309e-02 3.475027069283971592e-02 3.201279827999987948e-02 2.844506379000031129e-02 2.904466401000008885e-02 2.198767090000037713e-02 2.876426390999913679e-02 3.151929837284025981e-02 2.725396653000025302e-02 2.799886779999942454e-02 2.669919433000031775e-02 8.792541509999864460e-03 2.426559448000043667e-02 3.600646115283889087e-02 3.024273452000072679e-02
4.803013922029999350e+01 1.162722931000025745e-02 2.798250426999895901e-02 2.932966614999968358e-02 2.668026427000004183e-02 3.752275221283998818e-02 2.481750946000102140e-02 3.068263701999878607e-02 2.867309876000035881e-02 2.117060545999993257e-02 3.460142309284001266e-02 3.207136880000000662e-02 2.879696653999999287e-02 2.869833373999972417e-02 2.198996583000043664e-02 2.886166380999929948e-02 3.151326735284040031e-02 2.716746673000015877e-02 2.799069976000027882e-02 2.685870056999919986e-02 8.636730950000491916e-03 2.436234131000019135e-02 3.584145185283996171e-02 3.032526702999987361e-02
4.903013922029998639e+01 1.163520201999926861e-02 2.774426574999945549e-02 2.950636902000005821e-02 2.673263854999968422e-02 3.752113477284001186e-02 2.476468810999940540e-02 3.073883057000077745e-02 2.836064453333383278e-02 2.138279418666643242e-02 3.447227823283990217e-02 3.229914949999988794e-02 2.874673158000004905e-02 2.875193481999994971e-02 2.199666748000017949e-02 2.875753172999975446e-02 3.152119657284004062e-02 2.726796647000010246e-02 2.798530122000010903e-02 2.675493161999984229e-02 8.737396239999362102e-03 2.426167603000067147e-02 3.574572278284031401e-02 3.051859741999962683e-02
5.003013922029998639e+01 1.143680267000017972e-02 2.776129913999995924e-02 2.950279845999975725e-02 2.671803895000048057e-02 3.751379681283870116e-02 2.461824189000035371e-02 3.096738586000049101e-02 2.817896424000027739e-02 2.150657346999942238e-02 3.452239096284040465e-02 3.230423392999991899e-02 2.869116821999996222e-02 2.881296081000000314e-02 2.191550598000030839e-02 2.877426146999932655e-02 3.152976896284055697e-02 2.746926194000025301e-02 2.783633422999991919e-02 2.669263304999985875e-02 8.723229980000178976e-03 2.427697142999968652e-02 3.580686323284026223e-02 3.038116912999996519e-02
5.103013922029998639e+01 1.118129883000074272e-02 2.798453369999935950e-02 2.970282388666673629e-02 2.629697469333332205e-02 3.752943326284002845e-02 2.448250046999892252e-02 3.134446715000106104e-02 2.783664042333306235e-02 2.182235920666667980e-02 3.467717859284005083e-02 3.209837972000006284e-02 2.874770355999990007e-02 2.874666136000014402e-02 2.174592896000030959e-02 2.901104124999983463e-02 3.167561514283982055e-02 2.713934591999996038e-02 2.804089966000028813e-02 2.681300354500017538e-02 8.348434454999005550e-03 2.465671081500040579e-02 3.559694958783948121e-02 3.001316529000052843e-02
5.203013922029998639e+01 1.102152709999936614e-02 2.798106994000065795e-02 2.980986938000059969e-02 2.619213257999945116e-02 3.773759976284054435e-02 2.426792831000057146e-02 3.150986633999875580e-02 2.749420166000054316e-02 2.200715942666622502e-02 3.500654108617327204e-02 3.172722796000007617e-02 2.878506774000015936e-02 2.869793093999978631e-02 2.179732664000039177e-02 2.920153807999886428e-02 3.180553113284061151e-02 2.700136415000015458e-02 2.801703185000005772e-02 2.703953248000034310e-02 7.957543939999596472e-03 2.499545897999923966e-02 3.523809644284046916e-02 3.000329895000052038e-02
5.303013922029998639e+01 1.102272795999888373e-02 2.798006590999959839e-02 2.977313844000018320e-02 2.623649291000038075e-02 3.772772658283866237e-02 2.404297333000140341e-02 3.173450163999971124e-02 2.725863037000017530e-02 2.215251464999964948e-02 3.510024874284008861e-02 3.153366680000001254e-02 2.897236937999987313e-02 2.868216552999983820e-02 2.158569640999994516e-02 2.925083008000001553e-02 3.199443418284029367e-02 2.700887069000000237e-02 2.801019439000010727e-02 2.697411196000030001e-02 8.002990709999721966e-03 2.501526489000025291e-02 3.523093092283816063e-02 2.980699768000142844e-02
5.403013922029998639e+01 1.101713257000228562e-02 2.799309844999863656e-02 2.975433654000043948e-02 2.625399780999941937e-02 3.774000380284051048e-02 2.402312619999865881e-02 3.173703616000114053e-02 2.724263303999941918e-02 2.216865845333377411e-02 3.509876270950685467e-02 3.151650657999996441e-02 2.899086609000005310e-02 2.874633177999967246e-02 2.150453492000087979e-02 2.923803100999939480e-02 3.202213269284004404e-02 2.701393432999993696e-02 2.800686036000006596e-02 2.698910522000005571e-02 7.991333000000305081e-03 2.501729735999979470e-02 3.524809859283996316e-02 2.976309660999998039e-02
5.503013922029998639e+01 1.119666901000018755e-02 2.781473236999975132e-02 2.998346862000034890e-02 2.620306092000028106e-02 3.755681134284095946e-02 2.425541686999786034e-02 3.151083832000096951e-02 2.724486694000079201e-02 2.243460082999954378e-02 3.500104553283997499e-02 3.135268200999985488e-02 2.898592836000025291e-02 2.874197081999954953e-02 2.150643005000019842e-02 2.943782959000018282e-02 3.227383740483999452e-02 2.674323089800003522e-02 2.800359954999985176e-02 2.700090332000036272e-02 7.979638669999258166e-03 2.483928833000027120e-02 3.548463346284115583e-02 2.953496628999876042e-02
5.603013922029998639e+01 1.136681519999983674e-02 2.744028471999938532e-02 3.000993042000045519e-02 2.655028381499941956e-02 3.714883405783984960e-02 2.427830962000007350e-02 3.152756653999988501e-02 2.720140379999938865e-02 2.252120362000132464e-02 3.534474450283939945e-02 3.114584827999991590e-02 2.900142821999997927e-02 2.851170351000000686e-02 2.151199338000005928e-02 2.983590393999984228e-02 3.250826589284017826e-02 2.617383079999972481e-02 2.811533202000064333e-02 2.732771972399962099e-02 7.550283215999365610e-03 2.497946776000098748e-02 3.551375945283870988e-02 2.951700362000067232e-02
5.703013922029998639e+01 1.168836057000153215e-02 2.712947082999910345e-02 3.000296326000025104e-02 2.687713622999944943e-02 3.699341413283982472e-02 2.403711395000136808e-02 3.160133055999851670e-02 2.736766968000010902e-02 2.251756898000021462e-02 3.550082093283997431e-02 3.100817546000003005e-02 2.900313264000014754e-02 2.816029662666611616e-02 2.184126586333417358e-02 2.999417113999879730e-02 3.249929487284082541e-02 2.602813109999988286e-02 2.811079866000036273e-02 2.754114075000034176e-02 7.150195299999904941e-03 2.518020018999959572e-02 3.551889708283997860e-02 2.951496352999986514e-02
5.803013922029998639e+01 1.173419647999980955e-02 2.726503599999944086e-02 2.999756774999987052e-02 2.675373841000036959e-02 3.699827253283874406e-02 2.400678252000070650e-02 3.174566652000087447e-02 2.724420165999908924e-02 2.250960082000092247e-02 3.551367781283945591e-02 3.099985197999985745e-02 2.901112976000003868e-02 2.799593506000019189e-02 2.201073608000006163e-02 2.999373780000023568e-02 3.249485761283960744e-02 2.602453155999974108e-02 2.823436585000017526e-02 2.751583863000050742e-02 6.997937009999441460e-03 2.523778687000085424e-02 3.551753215283970366e-02 2.951800383999964028e-02
5.903013922029998639e+01 1.162029266000172423e-02 2.737503509999899068e-02 3.000633546000026561e-02 2.662243346999966856e-02 3.694211254283873147e-02 2.407408143000066073e-02 3.167623293000090129e-02 2.731526792000004214e-02 2.250880430999895737e-02 3.550816881284060700e-02 3.099905605999997427e-02 2.901407165000018801e-02 2.799799500000008101e-02 2.193503723000030797e-02 3.007256469999920398e-02 3.248852827284028771e-02 2.603189848999991340e-02 2.816093446000049808e-02 2.770260617999956501e-02 6.815789799999766134e-03 2.523966675999981743e-02 3.557523023284011460e-02 2.945433654000028170e-02
6.003013922029998639e+01 1.178379518000001631e-02 2.721493224000171365e-02 3.000167235999979393e-02 2.674853517000010464e-02 3.694889889284095480e-02 2.406299209999997538e-02 3.149196471999914787e-02 2.756783447999987258e-02 2.250417174999965950e-02 3.551333199284015252e-02 3.094155675000024447e-02 2.901300505999970455e-02 2.798400269000012389e-02 2.175476380000036444e-02 3.026182860999979476e-02 3.254903164283971112e-02 2.602563095999994511e-02 2.774343108500033905e-02 2.794207001499926166e-02 6.806402589999925243e-03 2.518666381000002688e-02 3.601498243284063233e-02 2.901068419999972003e-02
6.103013922029998639e+01 1.180409545999864390e-02 2.701926930666738794e-02 3.015320231333267972e-02 2.687146606000169469e-02 3.702747938283864476e-02 2.382337951000081458e-02 3.164853211999891364e-02 2.766026915000038486e-02 2.249126283000004931e-02 3.552819920283991489e-02 3.087409553000008966e-02 2.898463899999987811e-02 2.799386596000040181e-02 2.165933226999986957e-02 3.003853352333219276e-02 3.293459709950739139e-02 2.604803162000025527e-02 2.721656492999973212e-02 2.825780029000015889e-02 6.957470720000128415e-03 2.506353148999987748e-02 3.644266263283934409e-02 2.857630233000075029e-02
6.203013922029998639e+01 1.175316467000084297e-02 2.672630004999975925e-02 3.035293581000005417e-02 2.691622922999958867e-02 3.695658095284161393e-02 2.380478209999855460e-02 3.173650207000048434e-02 2.791098022500009337e-02 2.211098633500005115e-02 3.576411420283991116e-02 3.070107880000009712e-02 2.905117187000032589e-02 2.809076537999899426e-02 2.167026977000059695e-02 2.967280274000077059e-02 3.314852048283921382e-02 2.634493637499999916e-02 2.683933257500048172e-02 2.824813843000010746e-02 7.129992669999774338e-03 2.512706299999990789e-02 3.665606900783968669e-02 2.837853317500032418e-02
6.303013922029998639e+01 1.169973144999967261e-02 2.671643676999976846e-02 3.053840026999969301e-02 2.671486815999960657e-02 3.705183698284163218e-02 2.378858642000050011e-02 3.168656769999891182e-02 2.830753478999977271e-02 2.171283264000012370e-02 3.590624969284012674e-02 3.059917614999984117e-02 2.900877534000028540e-02 2.830216063999978215e-02 2.151299743999988967e-02 2.967723999000008994e-02 3.330589353284015008e-02 2.652283096000010096e-02 2.650733641999940965e-02 2.802207641333395727e-02 7.471252456665865987e-03 2.500663451000000384e-02 3.699229795284045275e-02 2.820940018000021518e-02
6.403013922029998639e+01 1.178600159000197864e-02 2.646643371999837097e-02 3.077006835000065457e-02 2.656693114999943497e-02 3.693576872284029533e-02 2.399839248999924290e-02 3.174583282000114498e-02 2.823547057999967191e-02 2.177153626000071993e-02 3.603061085283936621e-02 3.047244530000025459e-02 2.900914004000005805e-02 2.830266109999938703e-02 2.146056520000056561e-02 2.973330078000071749e-02 3.325663129283914360e-02 2.652109831999987372e-02 2.654466553999991485e-02 2.769173583999945398e-02 7.804528800000844029e-03 2.496134032999980379e-02 3.707429563283949625e-02 2.817670059000031493e-02
6.503013922029998639e+01 1.203613584000122472e-02 2.625153198000064123e-02 3.075643616999950564e-02 2.674630433000056706e-02 3.671729107284045501e-02 2.402843168999970608e-02 3.176880492999937383e-02 2.821096192000040886e-02 2.180010375999918287e-02 3.601654457284018951e-02 3.051758002000010475e-02 2.897254180000018164e-02 2.824976197999931257e-02 2.148896482000054592e-02 2.976033938000109680e-02 3.320772227283871197e-02 2.655789795999989947e-02 2.649866943000015601e-02 2.775816651000059115e-02 7.718374624999342279e-03 2.501462707499922666e-02 3.725719587283965462e-02 2.802166900000104335e-02
6.603013922029998639e+01 1.221799622000253362e-02 2.624376525999926046e-02 3.053429869999890744e-02 2.709305013333457648e-02 3.640308311950550546e-02 2.422073515999945831e-02 3.176549378000075030e-02 2.823123780000023550e-02 2.155653075000009411e-02 3.624376719283991383e-02 3.046785983000011022e-02 2.902173614999992504e-02 2.819413757000002047e-02 2.153935851999995085e-02 2.975770874000008975e-02 3.304122603283997373e-02 2.674606779999958231e-02 2.643299257000035138e-02 2.781260679000042632e-02 7.688366709999536024e-03 2.504182741000113288e-02 3.727326717283867968e-02 2.778356704000018579e-02
6.703013922029998639e+01 1.236999741499967068e-02 2.588883132499997936e-02 3.051263428000020039e-02 2.724537046999976272e-02 3.624636138283967440e-02 2.425696638999943339e-02 3.175412902000045862e-02 2.840410157000078373e-02 2.135904236999922393e-02 3.649008389284046777e-02 3.021610029999974301e-02 2.905523682000057256e-02 2.825089721999975156e-02 2.150353393999976034e-02 2.974293823000043538e-02 3.324136031283962678e-02 2.688240050500007722e-02 2.630949859499960575e-02 2.781403198000043792e-02 7.517907710000145370e-03 2.500599365999951404e-02 3.725149746284005248e-02 2.776776657000029971e-02
6.803013922029998639e+01 1.250756530999933523e-02 2.550800324000031261e-02 3.051659546000009757e-02 2.747756957999954522e-02 3.618578320283995925e-02 2.431234436000086208e-02 3.152136840999903572e-02 2.867213440000050337e-02 2.132030334999944834e-02 3.651365682284037767e-02 3.000763053999976407e-02 2.919360046000001735e-02 2.806946716000020478e-02 2.149857483000014446e-02 2.988169555999993510e-02 3.335629331284001298e-02 2.702183304000009209e-02 2.617639769999950683e-02 2.781150512000021835e-02 7.482733160000498186e-03 2.502092895999958114e-02 3.720029736284050093e-02 2.782133790999926151e-02
6.903013922029998639e+01 1.249539793999865714e-02 2.548539734000098561e-02 3.050873413999943135e-02 2.750306395999941797e-02 3.620726757284137287e-02 2.425326691999944023e-02 3.149959564000039125e-02 2.875387268000049665e-02 2.130700074000051181e-02 3.650394993283882783e-02 2.995390970000025993e-02 2.926673888000041329e-02 2.799332885999901779e-02 2.148507081999996571e-02 2.981136167000076817e-02 3.346486265283949574e-02 2.705363541000006117e-02 2.619333495999963055e-02 2.779866331999946913e-02 7.487475600000470695e-03 2.496782836000056849e-02 3.726275769283966116e-02 2.776416931000005514e-02
7.003013922029998639e+01 1.256666411999904018e-02 2.543193208000104830e-02 3.057510069999989227e-02 2.749683226999986851e-02 3.618697798284119943e-02 2.420781707999995064e-02 3.151386717999869053e-02 2.897680664000072334e-02 2.106232909999962433e-02 3.657544824283982116e-02 2.989581470999998908e-02 2.955236512000046847e-02 2.793250120999946420e-02 2.131019897000078350e-02 2.969606934000039444e-02 3.352019177283893647e-02 2.712050171999981149e-02 2.617916870000008139e-02 2.780890503000118738e-02 7.432495119998929964e-03 2.514330444999941447e-02 3.731365719284076427e-02 2.752363051999948476e-02
7.103013922029998639e+01 1.301930481999995746e-02 2.499422973999949199e-02 3.075096436000094441e-02 2.756510008999975975e-02 3.594387114284035983e-02 2.444922559999977360e-02 3.150016631999917605e-02 2.899437257000027010e-02 2.080836182999992040e-02 3.675435409284039112e-02 2.975603847999973295e-02 2.976486510999966362e-02 2.775214233000005901e-02 2.148955566800082179e-02 2.949251221199870182e-02 3.370612088284108410e-02 2.707983626999975815e-02 2.599399720000037523e-02 2.805749816999887278e-02 7.170806869999796218e-03 2.524166260000201834e-02 3.729266341283801051e-02 2.749220122000135824e-02
7.203013922029998639e+01 1.345049896000127809e-02 2.456226348999937178e-02 3.093523864000017123e-02 2.762676085999846848e-02 3.569289840284182308e-02 2.469670103999815208e-02 3.150173187000129826e-02 2.899006958000027376e-02 2.063340148999995988e-02 3.668576719283944687e-02 2.982085800999989197e-02 2.987826384000036306e-02 2.756640320000005792e-02 2.193597108000030702e-02 2.912706297999829996e-02 3.388336469284115859e-02 2.707522736000009950e-02 2.592746580999919295e-02 2.812886659000068956e-02 6.988305650000984671e-03 2.540239869999932204e-02 3.705239468283980098e-02 2.757229842999970454e-02
7.303013922029998639e+01 1.351226502000063209e-02 2.446020608666606144e-02 3.104992881333309973e-02 2.772822873999975998e-02 3.552178937284043020e-02 2.493387452000024596e-02 3.132350005999926662e-02 2.899606934000039521e-02 2.081459960000065640e-02 3.643623068283927818e-02 3.000726126999995677e-02 2.975203551999984486e-02 2.749899902000033786e-02 2.199680176000110704e-02 2.926226808999781576e-02 3.375519542284075719e-02 2.730019532000042132e-02 2.570353392000033696e-02 2.829500123999896533e-02 6.988806140000815813e-03 2.541269532000005674e-02 3.680389539283933364e-02 2.776513368000034856e-02
7.403013922029998639e+01 1.350533295999921390e-02 2.434794005999958710e-02 3.113456421000082575e-02 2.770372923999821213e-02 3.567386457284155848e-02 2.508959808999934593e-02 3.107003480000078074e-02 2.896782834999976283e-02 2.101146240000089163e-02 3.635959723283892914e-02 3.002516975000012189e-02 2.965010375999954650e-02 2.749700011000022482e-02 2.198903505000052855e-02 2.919509276999888298e-02 3.382290251284068849e-02 2.732089767000015976e-02 2.568660278999959634e-02 2.821889647999923853e-02 7.095172110002022532e-03 2.555663451999862570e-02 3.663778975284076589e-02 2.785723112999933040e-02
7.503013922029998639e+01 1.349952697999833549e-02 2.425346984000082209e-02 3.100659790000063337e-02 2.776206969999911803e-02 3.575131590283999600e-02 2.563113741571473869e-02 3.061541181428599490e-02 2.882906188999986505e-02 2.101047058000040171e-02 3.641072694283941508e-02 2.994599438000022928e-02 2.981580810000013931e-02 2.750473021999932932e-02 2.198493041999900061e-02 2.900352783999987985e-02 3.401573925284158417e-02 2.726613464999973202e-02 2.574826661000006317e-02 2.797225951999862334e-02 7.279437250002228701e-03 2.544210814999969469e-02 3.680498641284066230e-02 2.776983182999849878e-02
7.603013922029998639e+01 1.349179992000135858e-02 2.428103484999976497e-02 3.097966307999959132e-02 2.799599610000004860e-02 3.550677015284017801e-02 2.632823028999992099e-02 2.992860259999963538e-02 2.907439881000027648e-02 2.101133423000064657e-02 3.602629210950619720e-02 3.015753339333332450e-02 2.974663543000060500e-02 2.758032836999918871e-02 2.199377136000039284e-02 2.892546387000038619e-02 3.408763411283946554e-02 2.718246613000028372e-02 2.575197142999968367e-02 2.799002685000014090e-02 7.277465809999557333e-03 2.547127075000025706e-02 3.683925688283925387e-02 2.770520248000050284e-02
7.703013922029998639e+01 1.349740597999771197e-02 2.453306274000080847e-02 3.071813050000055112e-02 2.799926453000079959e-02 3.550366650283976605e-02 2.660433502999949226e-02 2.965766752999936598e-02 2.925186463000063741e-02 2.104739684999876875e-02 3.569931241284123036e-02 3.051129074000018607e-02 2.951446533999987909e-02 2.774159851000004146e-02 2.199493102999986252e-02 2.875346069999941412e-02 3.426720486284068334e-02 2.700670394999961019e-02 2.574596557999975568e-02 2.799859008000203306e-02 7.504345719999401185e-03 2.524972532999818220e-02 3.700456373284104900e-02 2.776009826999963764e-02
7.803013922029998639e+01 1.354633637999941125e-02 2.472292480000198855e-02 3.048347168000036661e-02 2.800479735999833811e-02 3.552167149284213982e-02 2.678465919999871436e-02 2.950846558000068745e-02 2.921789855999959440e-02 2.102533873999927819e-02 3.575225851284060535e-02 3.054637107000025831e-02 2.947932586999959387e-02 2.768867800000152785e-02 2.202271725999889809e-02 2.881293945999932604e-02 3.420683346284042470e-02 2.700853652999976595e-02 2.576563112000003486e-02 2.799165647999907539e-02 7.508215339999878453e-03 2.524032592000148567e-02 3.697599469283886775e-02 2.780093536000078844e-02
7.903013922029998639e+01 1.377673644000024060e-02 2.471059875999946989e-02 3.048662719999992859e-02 2.783016051999875201e-02 3.571204741284018241e-02 2.677615890000160925e-02 2.950273131999949644e-02 2.922873534000027668e-02 2.098076171999855438e-02 3.579840262284112590e-02 3.057602958999991807e-02 2.944587248999996562e-02 2.757542723999940881e-02 2.214010315000196003e-02 2.879526367999787895e-02 3.422013227284062542e-02 2.701686858000030070e-02 2.576250001000007783e-02 2.798042601999914045e-02 7.512139900001057330e-03 2.543708700333420503e-02 3.659257131950677949e-02 2.798606567999834330e-02
8.003013922029998639e+01 1.375343323000124615e-02 2.492823485999927022e-02 3.048686218000002529e-02 2.758232726999994971e-02 3.576373273284116222e-02 2.697907103999750561e-02 2.927313691000110740e-02 2.925220033000005063e-02 2.134503173000048409e-02 3.541596395283961446e-02 3.074553337000015749e-02 2.926470030999989841e-02 2.754989776999937010e-02 2.234156952000121085e-02 2.884193114999943769e-02 3.401829510284026109e-02 2.736331483499925693e-02 2.563615265500011550e-02 2.798139648000069410e-02 7.271771250000165325e-03 2.556812741999892752e-02 3.667560102284041917e-02 2.778196258999980628e-02
8.103013922029998639e+01 1.368886719000001959e-02 2.501006317000158130e-02 3.032106934999901499e-02 2.767132567999942838e-02 3.581462346284097070e-02 2.700244941999990420e-02 2.919226379000049165e-02 2.931586609999940404e-02 2.239021707333329128e-02 3.395664222617347100e-02 3.116607234333305249e-02 2.919589538000036399e-02 2.732142944999941397e-02 2.267111206000117785e-02 2.881759643999975973e-02 3.399722653283954177e-02 2.752202835000025494e-02 2.549617003999956125e-02 2.799210204999981119e-02 7.003503420000197280e-03 2.600316163000097880e-02 3.650110074283875045e-02 2.753312911999985374e-02
8.203013922029998639e+01 1.375187073999986805e-02 2.513106382000135017e-02 3.016366578000015744e-02 2.771632691999839290e-02 3.574894619284168379e-02 2.699872512000001806e-02 2.941672820999904209e-02 2.908980102999994544e-02 2.336500853999896182e-02 3.290324309284108073e-02 3.124671249000011974e-02 2.925202941000061563e-02 2.728967285999824369e-02 2.270653076000162321e-02 2.873973389000020542e-02 3.402246075283930915e-02 2.750036468999969563e-02 2.555997010000064448e-02 2.799333496000035518e-02 6.936962889999267502e-03 2.625056762000022026e-02 3.627049848283932232e-02 2.749956207000088873e-02
8.303013922029998639e+01 1.384810180999920641e-02 2.513256531000026758e-02 3.000176697000060677e-02 2.768529662999935637e-02 3.588696120284003144e-02 2.681897276999807220e-02 2.964479980000198772e-02 2.900285643999959626e-02 2.344920655000023654e-02 3.290086233284025830e-02 3.102026939000002148e-02 2.929606322000035887e-02 2.731803590000054030e-02 2.256578775333230313e-02 2.895158284666638285e-02 3.375249159284050837e-02 2.776316527999988376e-02 2.542680359000005358e-02 2.798916320999924115e-02 6.948364259999653160e-03 2.655183105000178193e-02 3.610130140284018019e-02 2.749526367999953827e-02
8.403013922029998639e+01 1.375653229999879851e-02 2.574389419000183352e-02 2.950787276999963099e-02 2.749913025000132530e-02 3.595826322283828674e-02 2.678250350000162261e-02 2.984043579999945406e-02 2.918314819200007806e-02 2.324110718800017142e-02 3.276565037283973858e-02 3.099652138000010340e-02 2.925742797999992054e-02 2.759847411999944572e-02 2.229552613000123501e-02 2.935245970999937962e-02 3.325967161283965856e-02 2.800693436000001313e-02 2.544533385999966577e-02 2.780750124000187437e-02 7.182836899998074065e-03 2.656492919000156758e-02 3.607255841283913550e-02 2.743306731999930331e-02
8.503013922029998639e+01 1.346644592666659639e-02 2.654015503333352968e-02 2.901010438000012001e-02 2.750463254999922433e-02 3.600357382283982804e-02 2.661068686999933444e-02 3.002066498000151643e-02 2.937020263999947853e-02 2.299832763000013089e-02 3.264299404284053824e-02 3.092890672000025987e-02 2.925549926999920086e-02 2.761642252666691652e-02 2.255664266333429896e-02 2.951873167999874426e-02 3.281833022284065537e-02 2.799987183999983267e-02 2.569229427999962512e-02 2.756130067000049297e-02 7.246533209999324668e-03 2.669516601000068365e-02 3.613083020284102442e-02 2.718720091999878019e-02
8.603013922029998639e+01 1.325246429999824699e-02 2.675747224000099220e-02 2.899985961999918677e-02 2.751500854000041643e-02 3.598941633283975206e-02 2.678690947999711955e-02 2.997152710000320838e-02 2.925153808000104452e-02 2.300039673999999812e-02 3.275924406283863694e-02 3.074168500999990145e-02 2.926693726999947051e-02 2.749873350999987309e-02 2.273805848000047189e-02 2.950740968000027317e-02 3.282616099284007410e-02 2.793386841000028778e-02 2.575549316999895325e-02 2.749180907999980092e-02 7.304467780000413468e-03 2.670732422000146600e-02 3.630593243283801452e-02 2.696307221000117729e-02
8.703013922029998639e+01 1.341769865999813127e-02 2.665846863000062919e-02 2.900422974999964862e-02 2.751310424000111970e-02 3.599793683283933343e-02 2.679229125999990982e-02 2.989536285999950041e-02 2.931177062000060729e-02 2.300679626999917529e-02 3.268688146284069035e-02 3.074128303999996287e-02 2.952146452999986764e-02 2.724827271000103759e-02 2.278113401999871598e-02 2.952816163000097568e-02 3.301809599283935664e-02 2.788300093999969420e-02 2.561436462999991046e-02 2.750023193000088184e-02 7.310803219999070443e-03 2.666853027000179455e-02 3.634356367283907846e-02 2.708063506999990391e-02
8.803013922029998639e+01 1.365493010999925885e-02 2.666153716999999576e-02 2.901615599999931780e-02 2.749750975999923006e-02 3.599623625284002759e-02 2.673528977000096465e-02 2.992393646000002586e-02 2.934760285000084096e-02 2.314703063499837232e-02 3.235962257784069651e-02 3.071047459999972501e-02 2.980852661999961253e-02 2.699500732000014933e-02 2.283126219000114476e-02 2.968163453000015675e-02 3.315564558783919147e-02 2.756451568499960689e-02 2.577546996000019269e-02 2.750659791999933088e-02 7.249261460000707563e-03 2.657910156000143492e-02 3.650789624283788670e-02 2.689680481000125342e-02
8.903013922029998639e+01 1.382902983999811063e-02 2.649433594000022429e-02 2.917199400999961542e-02 2.733683471999975162e-02 3.600854589283990215e-02 2.667855110000091207e-02 3.031497039999978688e-02 2.907692362666712202e-02 2.341944783333310687e-02 3.193767454283995277e-02 3.075658338999978647e-02 2.983783265000020113e-02 2.700530090000102107e-02 2.306961873666539195e-02 2.961818034333311978e-02 3.331839734284060273e-02 2.718505859999968341e-02 2.580093995000061133e-02 2.751669919999985559e-02 7.168499770000925919e-03 2.683309934999997606e-02 3.650886213283956877e-02 2.669687041999952576e-02
