# r	h_0	h_1	h_2	h_3	h_4	h_5	h_6	h_7	h_8	h_9	h_10	h_11	h_12	h_13	h_14	h_15	h_16	h_17	h_18	h_19	h_20	h_21	h_22	h_23	
4.703013922029999350e+01 5.968605956999987256e+02 7.142536621000035666e+02 1.104856644000001324e+02 2.505396575999984634e+02 4.089096526999983325e+02 5.730046997000026749e+02 7.204606322999970871e+02 9.794443129999990560e+01 2.418525434714294136e+02 3.933459777999996732e+02 -2.429189825641988136e+02 -1.086709662142002344e+02 3.888927659999990283e+01 1.917656784000000698e+02 2.589478454999989481e+02 4.270373229999968316e+02 -1.658622808641994197e+02 -3.243146421419999115e+01 1.080436630499998500e+02 2.453220062000000325e+02 4.202293396000022767e+02 5.467603149999995367e+02 6.417639771000031033e+02 1.293415639999989253e+01
4.803013922029999350e+01 5.972313233000022592e+02 7.146916503999964334e+02 1.107903366999998980e+02 2.509793395999986387e+02 4.082551422500000626e+02 5.733041687000004458e+02 7.207828064499990433e+02 9.777763369999956922e+01 2.401683247999996240e+02 3.933739776500005974e+02 -2.428557806642002106e+02 -1.103108404442005792e+02 3.835925290000022869e+01 1.923746642999994947e+02 2.583103179999998247e+02 4.270793305000006512e+02 -1.655546637142006148e+02 -3.305197816420002255e+01 1.086823273000009067e+02 2.454923400999996375e+02 4.208308410999998159e+02 5.471473389000020688e+02 6.420559997499985911e+02 1.323119735000000219e+01
4.903013922029998639e+01 5.977739868499993463e+02 7.152928466999983357e+02 1.101055107000006501e+02 2.515920028499986074e+02 4.076431732500004728e+02 5.727506713999973726e+02 7.201776428000011947e+02 9.774016195000012885e+01 2.389406662500005041e+02 3.940313109999988228e+02 -2.422552862642005493e+02 -1.123764716142004545e+02 3.898135759999991024e+01 1.927826690999991115e+02 2.576871643500016944e+02 4.277439881000027526e+02 -1.660419683641994197e+02 -3.368863586420002321e+01 1.090014839499999653e+02 2.452466583000004903e+02 4.214596557999975630e+02 5.477611694999977772e+02 6.414983521000031033e+02 1.260004570000000967e+01
5.003013922029998639e+01 5.983052063499999349e+02 7.157693481499991321e+02 1.094691811000002417e+02 2.521064987500012649e+02 4.070388336500000150e+02 5.733984985499992035e+02 7.195786437999995542e+02 9.826166919999968741e+01 2.383150024500009749e+02 3.944599914999998873e+02 -2.420394660141992063e+02 -1.130217963142004010e+02 3.959979250000014872e+01 1.934191665999996985e+02 2.570601654500005679e+02 4.284065093999997771e+02 -1.643496466242002612e+02 -3.430362606420021621e+01 1.083621597499995914e+02 2.458173218000010820e+02 4.219133301999972900e+02 5.482985229500009154e+02 6.417665100499980326e+02 1.207162190000008195e+01
5.103013922029998639e+01 5.977703247000026749e+02 7.151983642999985022e+02 1.089820099999997183e+02 2.515993195000010019e+02 4.064113311999990401e+02 5.740396728999985498e+02 7.190553588999973726e+02 9.764306260000012117e+01 2.376879883500005235e+02 3.940185648999977275e+02 -2.425749884641991230e+02 -1.136377936141998362e+02 4.027066424999998162e+01 1.940166473000008409e+02 2.565719910000007076e+02 4.290446471999966889e+02 -1.623669806642010371e+02 -3.490882021419997727e+01 1.078253249999997934e+02 2.453046570000005886e+02 4.213844910000007076e+02 5.477483521000031033e+02 6.412816773000013200e+02 1.272273350000000391e+01
5.203013922029998639e+01 5.981619873000017833e+02 7.148651733500009868e+02 1.094280013999996299e+02 2.520549926999992749e+02 4.058980104000002029e+02 5.744726563000003807e+02 7.194723510999974678e+02 9.705631260000018301e+01 2.372333374000008916e+02 3.946596680000002380e+02 -2.418951483141991048e+02 -1.141216192642004899e+02 4.081490324999981567e+01 1.944289855999995780e+02 2.570473328000007314e+02 4.295269775999986450e+02 -1.619792852642003709e+02 -3.540329646420013887e+01 1.082319946000006894e+02 2.457383270999998786e+02 4.219364776500005974e+02 5.473659973499998159e+02 6.420020141999993939e+02 1.326718525000001137e+01
5.303013922029998639e+01 6.001791992199999868e+02 7.141863403000024846e+02 1.100473365999996531e+02 2.515275039999996807e+02 4.062913513000021339e+02 5.739300231999986863e+02 7.189568175999993400e+02 9.649793250000038825e+01 2.367363510499999393e+02 3.950596618999989005e+02 -2.421184760141986771e+02 -1.137519903642005374e+02 4.028839490000018486e+01 1.949888381999990088e+02 2.565054931499998929e+02 4.289763336500000150e+02 -1.612989874642007635e+02 -3.586215886420018251e+01 1.088658332499999233e+02 2.463281707999994978e+02 4.216821594500033825e+02 5.466953126000007614e+02 6.417461852999986149e+02 1.272154720000003181e+01
5.403013922029998639e+01 6.018880006000035792e+02 7.136640015000011772e+02 1.098476753499999177e+02 2.508630066499990789e+02 4.069010010000019975e+02 5.744861755999991146e+02 7.194611511500006600e+02 9.616061785000010786e+01 2.361763229499993031e+02 3.956556549500019173e+02 -2.418359747641989088e+02 -1.131044684141998005e+02 4.069593810000014855e+01 1.955983277000013913e+02 2.570475006500000745e+02 4.295138092500019411e+02 -1.606736212642008468e+02 -3.638330751419994158e+01 1.102998911999996636e+02 2.469046631999990495e+02 4.219353333999970346e+02 5.469600219999992987e+02 6.411721496500031208e+02 1.278465660000006210e+01
5.503013922029998639e+01 6.025289917000009154e+02 7.129641723499953514e+02 1.091510009500007072e+02 2.513475037000007433e+02 4.066939697499983595e+02 5.742232971500015992e+02 7.200859984999988228e+02 9.541480640000008862e+01 2.354908295000004728e+02 3.953901519999999437e+02 -2.412126532141992357e+02 -1.124712896641995030e+02 4.130524634999983391e+01 1.951253280500004621e+02 2.566969910499992693e+02 4.292706604499981040e+02 -1.600463324142001511e+02 -3.705164246419985830e+01 1.112429962000005617e+02 2.463870010499995260e+02 4.214236755999991146e+02 5.464341735999987577e+02 6.404955139000012423e+02 1.350284580000000823e+01
5.603013922029998639e+01 6.031733399000004283e+02 7.126409911999944597e+02 1.076714229750000413e+02 2.519746703999990132e+02 4.062896422999983770e+02 5.738399657999980263e+02 7.204686890000011772e+02 9.562751009999919916e+01 2.351756591999983357e+02 3.950343322999979137e+02 -2.406383428642002400e+02 -1.120729742641997291e+02 4.195179760000019087e+01 1.954306641000002855e+02 2.563743285999989894e+02 4.294723205999980564e+02 -1.593806524641986471e+02 -3.685062316419998751e+01 1.117066727000001265e+02 2.468856659000011859e+02 4.217073365000032936e+02 5.467399902999968617e+02 6.401279906999989180e+02 1.440059279999991304e+01
5.703013922029998639e+01 6.026979980500000238e+02 7.120714925666688941e+02 1.060814972500002114e+02 2.511249924000003375e+02 4.060526429000019561e+02 5.736058349999984785e+02 7.207286682999983896e+02 9.605124660000001313e+01 2.346338271999993594e+02 3.945226746000007552e+02 -2.389397345141996993e+02 -1.117741461141995387e+02 4.139450265000004947e+01 1.957466660000009142e+02 2.558233261000004859e+02 4.306335347999993246e+02 -1.589696417642007873e+02 -3.739014346420026413e+01 1.120493431000004421e+02 2.468793336000017007e+02 4.228295389666673145e+02 5.470478210999972362e+02 6.395825195500001428e+02 1.387879235000002609e+01
5.803013922029998639e+01 6.030026855000032810e+02 7.114196471999966889e+02 1.050841599000004862e+02 2.501958236500013300e+02 4.066996460000009392e+02 5.742109984999988228e+02 7.201360168499959400e+02 9.640414049999981216e+01 2.342476654000001872e+02 3.938708191000005172e+02 -2.370543280142010190e+02 -1.123853217142004723e+02 4.162274940000042989e+01 1.954998398000007001e+02 2.552186508000013418e+02 4.317833251999982167e+02 -1.586288214142005017e+02 -3.707633116419992803e+01 1.116896667499995601e+02 2.464199905499990564e+02 4.242266540499986149e+02 5.467393493999989005e+02 6.392425231999986863e+02 1.419800280000004022e+01
5.903013922029998639e+01 6.032948303500015754e+02 7.107926636000047438e+02 1.045148239500003911e+02 2.495873412999990251e+02 4.070306549500019173e+02 5.748420105000004696e+02 7.195508117999997921e+02 9.582373809999990044e+01 2.348853455999997095e+02 3.932679900999974052e+02 -2.373528509642001154e+02 -1.127123175142005493e+02 4.194883160000017597e+01 1.961046600000008766e+02 2.545735015999998723e+02 4.320601654499987490e+02 -1.592673407141992357e+02 -3.657848779753354762e+01 1.114025077999995119e+02 2.460903321000005235e+02 4.248513183999966714e+02 5.464515075999988767e+02 6.389760437500008265e+02 1.460277239999989796e+01
6.003013922029998639e+01 6.027683105999967665e+02 7.101973266499990132e+02 1.032116718500005845e+02 2.490660247999985586e+02 4.064113158999971347e+02 5.754970093000010820e+02 7.189766845999984071e+02 9.547193909999987227e+01 2.359953460999992387e+02 3.926009826499976043e+02 -2.370496588642017741e+02 -1.130063238642005672e+02 4.144977190000008704e+01 1.964266586499998084e+02 2.539538345500004652e+02 4.315386657999988529e+02 -1.597956304641993484e+02 -3.628433903086685319e+01 1.117280197000000044e+02 2.467100219999992987e+02 4.252496642999976757e+02 5.467620240000032936e+02 6.392686767999985022e+02 1.410927015000004303e+01
6.103013922029998639e+01 6.033715209999973013e+02 7.095834961000000476e+02 1.017186661000005188e+02 2.489575551666675892e+02 4.059253236000004108e+02 5.757993469499997445e+02 7.196756897500017658e+02 9.525460050000037882e+01 2.379147796666669308e+02 3.919458312999995542e+02 -2.366506720641991706e+02 -1.126719732641995506e+02 4.214862254999979996e+01 1.957874833000005310e+02 2.533418349999992643e+02 4.317336731499999587e+02 -1.591409674642000027e+02 -3.555631166420016598e+01 1.120241813999991791e+02 2.470330124000010983e+02 4.258620147999972687e+02 5.470633239499984484e+02 6.395748290999981691e+02 1.548013243333336142e+01
6.203013922029998639e+01 6.040116576999935205e+02 7.089698181499989005e+02 1.014927864499995849e+02 2.478079833999981929e+02 4.060971527500005323e+02 5.752129822000024433e+02 7.203067016999993939e+02 9.444191236666665645e+01 2.391296691999996256e+02 3.913773499000017182e+02 -2.360619879142013815e+02 -1.122923346642000979e+02 4.274786000000040076e+01 1.951704940500003431e+02 2.508309566142857534e+02 4.314461974999976519e+02 -1.585096197642014886e+02 -3.604996406420013955e+01 1.115173340000001190e+02 2.465446778000004997e+02 4.265079955999972299e+02 5.465233155000023544e+02 6.390599975999939488e+02 1.666266440000003968e+01
6.303013922029998639e+01 6.047149657999980263e+02 7.083344726499999524e+02 1.020423317499999030e+02 2.480710068000007595e+02 4.054613342499978899e+02 5.745473328000007314e+02 7.205458374500012724e+02 9.323374559999956546e+01 2.393465042499992705e+02 3.907946778000004997e+02 -2.355646429641983559e+02 -1.120788336641999194e+02 4.293589780000002065e+01 1.945321502499991766e+02 2.476673380666664741e+02 4.321433411000034539e+02 -1.578562994641997648e+02 -3.541782291420008733e+01 1.117495003000003635e+02 2.467721862999987934e+02 4.267321625500007940e+02 5.471344910500010883e+02 6.393179932000057306e+02 1.696219065000002502e+01
6.403013922029998639e+01 6.053276366999925813e+02 7.077176513999947929e+02 1.014970092999992630e+02 2.477755203500000789e+02 4.047891693499987014e+02 5.738766784999970696e+02 7.202928162000025623e+02 9.263110355000026175e+01 2.391050033999999869e+02 3.902743225000012899e+02 -2.360912848642001336e+02 -1.123259955142002582e+02 4.266914365000002363e+01 1.939839935999989393e+02 2.464454803999997239e+02 4.325433350000021164e+02 -1.572720099641992419e+02 -3.483664616419991944e+01 1.114846763499999724e+02 2.464965133999994578e+02 4.264720001000023331e+02 5.477166748000017833e+02 6.388373412999935681e+02 1.633716775000004873e+01
6.503013922029998639e+01 6.057273560000030557e+02 7.072062987999961479e+02 1.019469986000003701e+02 2.484476624000017182e+02 4.044226685000030557e+02 5.734080200000025798e+02 7.208103332499958924e+02 9.200714119999975082e+01 2.397173461999991559e+02 3.898783264499979850e+02 -2.356553106641986233e+02 -1.117831488142001035e+02 4.324323270000013508e+01 1.942221680000002380e+02 2.459366455999988830e+02 4.332273254499996256e+02 -1.568966436642003828e+02 -3.441232966420011508e+01 1.120300216499999806e+02 2.472086639000008290e+02 4.271379700000034063e+02 5.486931762999993225e+02 6.383945007500005886e+02 1.577109099999995578e+01
6.603013922029998639e+01 6.052116699000034714e+02 7.067091369499976281e+02 1.014107017500000438e+02 2.479956665000008798e+02 4.038975067499995930e+02 5.729385070999996969e+02 7.202786864999943646e+02 9.145972450000044773e+01 2.401433562999991409e+02 3.892096710500009067e+02 -2.345583410891995300e+02 -1.122696295641999313e+02 4.272149660000013682e+01 1.937673493000002054e+02 2.454626693999998679e+02 4.329206848499998159e+02 -1.574416266141997767e+02 -3.382080751420016895e+01 1.115090180000006512e+02 2.467285004499990464e+02 4.268738404000008018e+02 5.492510071000033349e+02 6.377600098000038997e+02 1.527491190000000643e+01
6.703013922029998639e+01 6.056763306499997270e+02 7.061513367000006838e+02 1.019738274000001184e+02 2.482616577000007965e+02 4.044415130999987014e+02 5.723399963500014564e+02 7.207346801999956369e+02 9.113685230000010051e+01 2.407615050999993400e+02 3.894419860999987577e+02 -2.331254950141992595e+02 -1.118586187641994911e+02 4.315813069999967411e+01 1.932785033999989537e+02 2.449165115499999956e+02 4.323851623500013375e+02 -1.569171515142006683e+02 -3.400397406420006519e+01 1.119523468000006687e+02 2.469199981999990996e+02 4.269733275999969919e+02 5.506398315500009630e+02 6.370846863500046311e+02 1.488963085000000319e+01
6.803013922029998639e+01 6.062856445000070380e+02 7.033204781999999113e+02 1.016961593500000163e+02 2.488988418999997521e+02 4.041935272000009718e+02 5.725446777999968617e+02 7.201783447499983595e+02 8.911022647999998014e+01 2.413506621999986237e+02 3.906147766666690586e+02 -2.333861456642007397e+02 -1.112581549142005315e+02 4.374111174999961804e+01 1.926474838499998441e+02 2.442051773999992292e+02 4.316350097499998810e+02 -1.568909267308663402e+02 -3.386429506420017788e+01 1.114070053000004918e+02 2.464293289500001265e+02 4.261498260999978811e+02 5.503419799999974202e+02 6.364454956000045058e+02 1.504148480000003474e+01
6.903013922029998639e+01 6.067310181000066223e+02 6.985839455636371440e+02 1.011563034000000698e+02 2.495540160999989894e+02 4.038530274000004283e+02 5.730070189999969443e+02 7.195581665500067174e+02 8.822473150000041642e+01 2.425227864666667301e+02 3.917126770000031684e+02 -2.338707037641997886e+02 -1.112199469642000622e+02 4.435507200000029115e+01 1.929653168000004371e+02 2.438450011999993876e+02 4.313483275999969919e+02 -1.554916906892003681e+02 -3.320517646420012170e+01 1.119606705000005604e+02 2.466889953999998397e+02 4.255393218999997771e+02 5.500366820999988704e+02 6.367316894999967190e+02 1.544330409999997755e+01
7.003013922029998639e+01 6.070713195999996969e+02 6.936720581199973594e+02 1.006796111999992718e+02 2.499633484000005410e+02 4.033368530499974440e+02 5.733210144000004220e+02 7.186124877999973251e+02 8.859828190000007453e+01 2.436023559999994177e+02 3.919831847999994352e+02 -2.329201625308669463e+02 -1.114529791642007694e+02 4.382557110000016110e+01 1.922140686400001925e+02 2.436320038499998191e+02 4.308298187000000325e+02 -1.550464239641987660e+02 -3.323966126420009459e+01 1.119333191999994597e+02 2.473509979499995097e+02 4.261346741000015754e+02 5.498104858500009868e+02 6.370449829499993939e+02 1.574273514999998724e+01
7.103013922029998639e+01 6.064613342500015278e+02 6.914338379000037094e+02 1.004899635499996293e+02 2.505466766499994264e+02 4.030608216000000539e+02 5.730168457000036142e+02 7.176648254500032635e+02 8.889568710000003193e+01 2.442343292500008829e+02 3.913793640500007314e+02 -2.320886297641991405e+02 -1.107933111641996220e+02 4.410183719999986351e+01 1.901310042999994039e+02 2.442823180999985198e+02 4.301993103500026336e+02 -1.546202764642002876e+02 -3.339148626420023902e+01 1.117268256999996083e+02 2.479819945999988704e+02 4.267486572499983595e+02 5.504773560000030557e+02 6.367529907500065747e+02 1.638882545000001301e+01
7.203013922029998639e+01 6.058229981499971473e+02 6.908370056499989005e+02 1.001456374999997934e+02 2.502199860000000626e+02 4.026994933999994828e+02 5.736660155999998096e+02 7.170446472499970696e+02 8.827084734999971261e+01 2.439378357500008860e+02 3.911031647000017983e+02 -2.323951483142009238e+02 -1.105079718142005731e+02 4.441208455000014510e+01 1.895278091999989556e+02 2.445583267500005604e+02 4.298778076000016881e+02 -1.543266363641996577e+02 -3.272464666420000867e+01 1.130728836333334328e+02 2.482510070999996969e+02 4.273779906999989180e+02 5.507803039999998873e+02 6.373920287999935681e+02 1.727344134999998460e+01
7.303013922029998639e+01 6.052003173999983119e+02 6.902521667999972124e+02 1.004411240000008547e+02 2.505189820000014151e+02 4.029376525999978185e+02 5.739939881000027526e+02 7.164178467000019737e+02 8.792140580000068439e+01 2.442610015999998723e+02 3.917223205999980564e+02 -2.320839605641995149e+02 -1.108291388142006326e+02 4.383122259999981907e+01 1.888516464500007714e+02 2.440849914999998873e+02 4.304643555000002380e+02 -1.549162970641991706e+02 -3.212351136419988507e+01 1.141493453999992198e+02 2.477270050000006449e+02 4.277789916999972775e+02 5.502164612000015040e+02 6.377850342000019737e+02 1.793588460000000850e+01
7.403013922029998639e+01 6.046829833999945549e+02 6.895548095999984071e+02 1.007483062499995867e+02 2.508341522499995335e+02 4.041573385000010603e+02 5.732918395999950008e+02 7.157896423999991384e+02 8.855032349999964936e+01 2.445668411500009825e+02 3.920236664000003657e+02 -2.308828700975342656e+02 -1.109723272642004304e+02 4.325251770000022589e+01 1.882268143000001146e+02 2.446613312000008591e+02 4.308473511999982293e+02 -1.555284796142004780e+02 -3.246063906419999512e+01 1.143638076999995974e+02 2.483641814999991766e+02 4.279883422999992035e+02 5.496849976000012248e+02 6.383949890000003506e+02 1.825884154999994280e+01
7.503013922029998639e+01 6.053153686500008916e+02 6.900773315999977058e+02 1.001437034999999014e+02 2.503123321999992186e+02 4.053443297999983770e+02 5.727273560000030557e+02 7.151954956500048866e+02 8.896982580000076268e+01 2.439621735000000626e+02 3.914900208000035491e+02 -2.297166510641982313e+02 -1.110159674642000027e+02 4.264405440000018643e+01 1.877263184000003093e+02 2.452456512999997358e+02 4.314766846000020450e+02 -1.560430059641985281e+02 -3.216532046419979451e+01 1.140156783999991603e+02 2.489883423999999650e+02 4.277556762499989418e+02 5.502833252499985974e+02 6.390509643999976106e+02 1.767203524999990805e+01
7.603013922029998639e+01 6.058256837000008090e+02 6.909593505999946501e+02 9.952233125000020664e+01 2.509173355000002630e+02 4.058923340000001190e+02 5.729823303500015754e+02 7.145503234999996494e+02 8.916355899999962276e+01 2.434096527000001515e+02 3.917350159000015992e+02 -2.295903082641998481e+02 -1.103959722641993721e+02 4.200695804999986649e+01 1.886672109000004127e+02 2.455224914999998873e+02 4.319779816499976732e+02 -1.557778387641992595e+02 -3.182495791420001297e+01 1.146459961000000476e+02 2.496269989000011265e+02 4.282818145999990520e+02 5.507990418000008503e+02 6.396816711999999825e+02 1.707680989999994381e+01
7.703013922029998639e+01 6.052063293500032159e+02 6.915650024499991559e+02 9.886773305000042456e+01 2.515266723999993701e+02 4.064989929000003031e+02 5.727521973499970045e+02 7.140053100999939488e+02 8.888570404999973107e+01 2.438119965000005323e+02 3.914818573000011384e+02 -2.298642950642006326e+02 -1.097944403642004545e+02 4.047090023333354480e+01 1.902111816500000714e+02 2.453033371499986970e+02 4.314949646000022767e+02 -1.560281439642003534e+02 -3.235996146420029618e+01 1.152693252999997640e+02 2.502799988000006124e+02 4.277816773000013200e+02 5.502846680000002380e+02 6.402823485999979312e+02 1.649706336666667994e+01
7.803013922029998639e+01 6.047303467000019737e+02 6.922226563000003807e+02 9.823791505000008328e+01 2.519636688000027789e+02 4.069383240000024671e+02 5.734119873000017833e+02 7.144580077999999048e+02 8.947297674999936135e+01 2.445213394500005961e+02 3.921253357000023243e+02 -2.293267889142007334e+02 -1.093042975141997886e+02 4.034017374999984895e+01 1.907001800500001991e+02 2.459673616000000038e+02 4.319649963999981992e+02 -1.554931707642008405e+02 -3.190366276419990754e+01 1.158869896500000323e+02 2.507220000999986951e+02 4.282703247000026749e+02 5.507346801999956369e+02 6.405130005499959225e+02 1.586460499999998319e+01
7.903013922029998639e+01 6.042345275999978185e+02 6.917291565999985323e+02 9.768740849999994680e+01 2.525943375000024389e+02 4.064166565000014089e+02 5.738070068999950308e+02 7.133822224999991022e+02 8.894667060000028869e+01 2.442213440000014089e+02 3.916758423499995843e+02 -2.298206549642018217e+02 -1.098209600642003352e+02 3.884322739999970509e+01 1.901300201000012748e+02 2.455128402500013181e+02 4.325810089500009781e+02 -1.560216436642003828e+02 -3.244397646420020465e+01 1.165269927999997890e+02 2.513256683500003419e+02 4.288619995000008203e+02 5.502049866000015754e+02 6.400369873000017833e+02 1.626680570000007719e+01
8.003013922029998639e+01 6.037191773500017007e+02 6.911869812000004458e+02 9.733617785000024014e+01 2.532030182000016794e+02 4.071030070333314939e+02 5.732473144499963382e+02 7.133046875000000000e+02 8.858737184999972669e+01 2.436520156999977189e+02 3.919410095999992336e+02 -2.293450078642017615e+02 -1.093439702642008342e+02 3.820357899999999063e+01 1.898265152000003582e+02 2.457160033999971347e+02 4.332560119999980088e+02 -1.563880072142001154e+02 -3.197846131420010352e+01 1.169529954000008729e+02 2.519580077999999048e+02 4.286940003000017896e+02 5.507446899499991559e+02 6.406926575500037870e+02 1.693375019999996312e+01
8.103013922029998639e+01 6.030195007500005886e+02 6.904819946499992511e+02 9.670708465000006981e+01 2.538205032500009111e+02 4.069838562666676012e+02 5.725954895499962731e+02 7.127146606499954942e+02 8.793964009999945119e+01 2.430026703000003181e+02 3.914006500499999675e+02 -2.298878241141992476e+02 -1.087478094642001452e+02 3.756284144999972341e+01 1.890795135999997001e+02 2.463128433500023675e+02 4.338148880249991635e+02 -1.562146368641988374e+02 -3.133365546420009196e+01 1.164263267500000438e+02 2.514081649999989168e+02 4.282113342000011471e+02 5.504865112499974202e+02 6.405046691999959876e+02 1.670002370000008796e+01
8.203013922029998639e+01 6.026626587000064319e+02 6.901226807000057306e+02 9.690755460000036692e+01 2.544550019000016619e+02 4.069623414000016055e+02 5.719731445500001428e+02 7.120696716500024195e+02 8.818086240000047837e+01 2.432373200000001816e+02 3.917149963999981992e+02 -2.293282843142005731e+02 -1.086319952642006683e+02 3.693769840000004478e+01 1.863934195571429484e+02 2.469030151999977534e+02 4.343689880000019912e+02 -1.555924750142003177e+02 -3.065332706420008435e+01 1.169868825333335991e+02 2.516823120000008203e+02 4.279996948500011058e+02 5.501340331999963382e+02 6.407073364999960177e+02 1.690714079999997921e+01
8.303013922029998639e+01 6.021063537500012899e+02 6.897182617000022447e+02 9.639477160000024014e+01 2.556518758333331789e+02 4.064674988000006124e+02 5.713556518999976106e+02 7.114730225000021164e+02 8.765899280000030558e+01 2.426903382000018610e+02 3.919898223999989568e+02 -2.293836432641983265e+02 -1.092023077642006683e+02 3.750763324999979886e+01 1.823488006799998402e+02 2.463985214499989524e+02 4.338441620000012335e+02 -1.549586554642010015e+02 -3.071433166420001726e+01 1.172041283000007752e+02 2.523881531000006362e+02 4.286090087999982643e+02 5.495571594499997445e+02 6.410690308000048390e+02 1.806663003333339290e+01
8.403013922029998639e+01 6.017994995499975630e+02 6.900403137500034063e+02 9.667133330000069691e+01 2.567996521000022767e+02 4.067833556999976281e+02 5.716886596999975154e+02 7.117886963000055403e+02 8.794481660000019474e+01 2.428078385000007984e+02 3.913751831500012486e+02 -2.295766363141992770e+02 -1.098231573641996874e+02 3.811857220000001689e+01 1.804808502500000031e+02 2.466860047000009217e+02 4.341440125000008265e+02 -1.545362921642008587e+02 -3.087747866419977072e+01 1.177084197999993194e+02 2.538258870666686562e+02 4.292079925500001991e+02 5.489185180999993463e+02 6.416788636000055703e+02 1.920900729999993928e+01
8.503013922029998639e+01 6.014268188499991084e+02 6.911334838999973726e+02 9.731613160000051721e+01 2.570859985999995843e+02 4.070815125000008265e+02 5.719973449500030256e+02 7.123953552499951911e+02 8.825987629999963247e+01 2.433016586499979894e+02 3.907986755499987339e+02 -2.298609686642012093e+02 -1.101461248641999191e+02 3.854347609999967972e+01 1.801386871499998961e+02 2.470185013000009349e+02 4.348178558500003419e+02 -1.542664862642013759e+02 -3.023294746420015144e+01 1.185743294000003516e+02 2.549263154000000213e+02 4.305843302333329916e+02 5.483071899499991559e+02 6.413730163500003982e+02 1.949713704999999209e+01
8.603013922029998639e+01 6.017176514000020688e+02 6.917596436000021640e+02 9.795442960000036692e+01 2.567988586499996018e+02 4.065670165999981691e+02 5.713613586999999825e+02 7.130096436000021640e+02 8.797901920000003884e+01 2.427466430999993463e+02 3.901646881000015128e+02 -2.295859747642025468e+02 -1.095176763641993603e+02 3.899207320000004984e+01 1.804503479000013613e+02 2.452798706400004392e+02 4.354800109999996494e+02 -1.548733282642006088e+02 -2.960828306419989531e+01 1.192310027999992599e+02 2.555331726500007790e+02 4.318203429999994114e+02 5.479988403499955893e+02 6.416843262000038521e+02 1.890605170000003454e+01
8.703013922029998639e+01 6.020256958000027225e+02 6.922023314999969443e+02 9.825762560000021040e+01 2.576552124499976344e+02 4.071386566500004847e+02 5.707656860499992035e+02 7.132966613999960828e+02 8.900255204999939451e+01 2.429728317499975674e+02 3.895366515999994590e+02 -2.293206548642010603e+02 -1.091276617641997291e+02 3.988664503333347966e+01 1.807770156999995379e+02 2.432270126500006882e+02 4.357698364500029129e+02 -1.555294867142001749e+02 -2.978397276420037088e+01 1.195388412499996775e+02 2.561203613000034238e+02 4.320983428999934404e+02 5.477979736999986926e+02 6.420001525999978185e+02 1.822472574999983408e+01
8.803013922029998639e+01 6.015380249000008916e+02 6.928428039499995066e+02 9.774218750000000000e+01 2.585182647999972687e+02 4.077183227999994415e+02 5.695063476749965048e+02 7.126631469999992987e+02 9.025315479999972013e+01 2.427526779500003613e+02 3.889252929499998572e+02 -2.298603277642032481e+02 -1.085273199641997053e+02 4.139054299999997966e+01 1.801661758499994903e+02 2.419075088999998115e+02 4.351916961499991885e+02 -1.561511298141995212e+02 -2.983661561420012731e+01 1.188928490500002226e+02 2.565213623000017833e+02 4.314821625000040513e+02 5.477616577499939012e+02 6.413959961000000476e+02 1.757713035000006130e+01
8.903013922029998639e+01 6.021864929999937885e+02 6.933250122000026749e+02 9.835459139999966283e+01 2.581405538000011006e+02 4.083478394000012486e+02 5.676427815999971926e+02 7.120601501999990433e+02 9.075996020000002318e+01 2.432328338500010432e+02 3.882809906000002229e+02 -2.292461309641985281e+02 -1.072025111975332692e+02 4.202098079999996116e+01 1.796513214000005974e+02 2.406550140999970608e+02 4.346228637499989418e+02 -1.567414618141992833e+02 -2.929080876419993729e+01 1.182693481500009511e+02 2.567376709999989544e+02 4.308410034500047914e+02 5.483033752500050468e+02 6.407848205999980564e+02 1.694396779999988212e+01
9.003013922029998639e+01 6.028150025000068126e+02 6.928183594000001904e+02 9.891759500000080152e+01 2.578029937999999675e+02 4.089760132000010344e+02 5.664706421000009868e+02 7.115286864999943646e+02 9.020571139999992738e+01 2.427269898000013200e+02 3.877550048999983119e+02 -2.287031622641989088e+02 -1.053554246308667643e+02 4.269521144999998796e+01 1.802730026499993983e+02 2.401236724999980652e+02 4.340873413000008441e+02 -1.580774756142000115e+02 -2.989450746420016003e+01 1.176516800499994133e+02 2.565058289000007790e+02 4.302940063999994891e+02 5.477496948000043631e+02 6.394536437749993638e+02 1.642777250000017375e+01
9.103013922029998639e+01 6.032420044000027701e+02 6.932286376999982167e+02 9.915649794999990263e+01 2.583206634999987727e+02 4.094733276999977534e+02 5.661284790499994415e+02 7.119470216000045184e+02 9.084461974999976519e+01 2.432079926000005798e+02 3.882216492000006838e+02 -2.302317419892006001e+02 -1.041963263641991944e+02 4.318865204999974594e+01 1.807901611500001309e+02 2.406180038500024239e+02 4.344930115000024671e+02 -1.593279791642016789e+02 -3.052081976420004139e+01 1.169896774000008008e+02 2.570471649499995692e+02 4.307093200999952387e+02 5.481956786999944597e+02 6.381679688000003807e+02 1.692551800000001094e+01
