#icel C11 C12 C13 C14 C15 C16 C22 C23 C24 C25 C26 C33 C34 C35 C36 C44 C45 C46 C55 C56 C66
0 282.331313480898 200.986894708399 201.407460703999 -1.94083032690173 -0.832476038101504 -2.42040323320225 280.51589766355 197.90157978458 -4.74195440399967 -4.96546125206976 -4.62307552010941 295.643329639603 7.71118746520187 7.62979295500372 7.48834267760117 108.3892580363 1.58220789230654 1.30664229890272 106.478686779099 -1.20278626490062 108.75828422044
1 259.296167555101 179.423793993908 177.006401951701 -11.0118840085988 -10.0660618693951 -10.411247882098 284.703414608998 202.439143661991 14.3614904460037 15.4397644879964 15.2138345740013 263.107462969106 -5.19512492838885 -5.49338199969043 -5.08532352329212 102.7014865186 1.86664710469984 1.67065466399947 102.483844528101 0.0751876023002751 100.590305990409
2 260.949315585401 188.313161561109 188.449410296607 -4.25268967838974 -3.04835587099888 -3.8559008439961 275.213215800807 195.72416703661 6.94540217010626 7.26853506010912 7.59452278550725 267.185698280696 -1.66483084910283 -1.44274589640077 -1.88357122900129 102.199105924501 1.41435161390007 1.53986334180161 101.367427729906 0.00372828330910124 101.165296720296
3 277.296182668988 201.15760612 202.890945593003 10.7928366900069 10.7073520989843 10.0452841989863 255.279803559995 180.199162439499 -12.5756737446068 -13.5852560935064 -13.6888937136064 271.616666365003 5.68951459499658 5.16603682899586 5.02263553398734 102.432956883101 0.684685967502219 0.476780919302655 101.3233206476 0.287501288300973 103.651745851397
4 255.1512131268 180.2169308207 178.5883942157 2.05027798369883 3.43591506440362 2.45717095669988 258.385238849996 179.289220617102 2.70119348559774 3.34174611280105 2.64665786639853 245.733233164003 -5.50947459819326 -4.46495589399092 -5.51081882159679 98.0660069092949 2.73575547349765 3.03192980829863 95.3473228804 -0.0648276760017552 96.8323581776019
5 257.0110903311 182.772161005401 183.73100885166 4.66903964318135 4.73988640904111 3.96621627996012 246.031508065198 172.28943321669 -4.94552880950323 -4.413596684401 -5.50143077380199 250.162598281102 0.474861378901892 0.207220986501966 -0.461327961599522 96.5003302926988 1.21820183479997 1.59278411119885 97.181420319896 1.84850361370081 96.9112025399994
6 260.591221603499 183.532937095799 183.787086391499 -7.07055891770097 -6.56414041710036 -8.00571247700077 258.391659152596 182.061428546899 -8.65268101019865 -9.18864258150052 -9.00273648619532 281.488849880003 14.4905553665012 14.0576839874996 14.7772885418021 101.857111860096 0.768982753197633 0.64697440029704 100.126761071203 -0.528188297596444 102.725547917203
7 262.630063687902 186.014662026105 185.474451937807 8.02667957250378 9.53042675960205 8.92411602490029 257.681998400199 183.705736583499 5.94346788819848 6.33631337699967 6.56953643749887 234.379491250002 -16.9443344639831 -17.2857707219919 -16.7449064859966 98.4002987629964 3.17662780679484 2.88982967069842 96.5090627018981 0.69207074550377 96.5791067020064
8 249.334363899499 179.509428738396 179.082358872898 -0.62665825000181 -0.574625990401501 0.385427264899363 252.596987141203 178.112331872194 -0.400891003698689 -0.53348755919842 -0.267378044497946 248.502213012011 -0.885739703994659 -1.20554387999618 -1.23050215800049 97.3944368778007 1.86078695369929 2.1760684691003 95.2320361453985 -0.194303861906064 95.2693291231981
9 271.731475107001 189.678833514699 192.020596919198 1.13107927059843 0.376318032201084 1.63897731980001 276.740088790984 201.363965236987 11.0001214209888 10.1275049629976 11.2317442489939 258.090728076491 -10.3772426535102 -10.6226873422088 -10.0870791700004 99.4541569184008 -1.97183499269897 -1.88071039329998 101.185681572406 -0.784428887300237 100.1749068636
10 247.030633932201 169.050205480301 168.362376705602 -7.19823812099776 -6.39320650649893 -7.02139130490025 241.925512223401 166.407113135097 -10.3690583243008 -9.52545827050244 -9.8489589308997 270.929835845499 16.6240487973994 16.8565120214964 16.7938047309974 95.9177674523971 1.02853517289532 1.19084855659821 94.3975598626594 -0.0294032033806957 95.24987643121
11 253.076012102019 174.33853304301 175.890388663015 -0.584315328001139 -0.166248305981753 -0.331999411992001 255.488631737012 180.869485309017 4.07043179800439 5.03643324100267 4.55825617500523 248.271457818399 -4.64932863739875 -5.20991078290081 -4.90307799080085 93.009346476299 -1.67585021960122 -2.32794676689991 94.8201701321004 -0.0240416380897557 94.7806105879067
12 249.0631756401 173.487702787503 175.793221009803 -3.42960645489825 -3.29425516899846 -3.06790658819978 267.169527599003 194.307191374696 15.4401562513044 15.5898363072993 15.327165989595 240.821560408995 -12.5419194830101 -12.5201163410111 -12.5498099650031 94.541342896801 -1.61631251259848 -1.36918617309902 95.7311754255002 0.532280179629652 97.4881622759995
