# r	vx_0	vx_1	vx_2	vx_3	vx_4	vx_5	
4.403013922029999350e+01 4.234548950000316836e+01 -3.951393433000002915e+02 -2.038358497500000794e+02 7.845117564999941351e+01 4.534938355499998579e+02 -3.031685028499996406e+02
4.503013922029999350e+01 4.313549805000002380e+01 -3.955820007999991503e+02 -2.041661987000011322e+02 7.848403550000011819e+01 4.537931556500006991e+02 -3.024946441499996581e+02
4.603013922029999350e+01 4.377416989999983343e+01 -3.964895324999997683e+02 -2.041695079500011616e+02 7.849417690000041148e+01 4.537493668000006437e+02 -3.032415670333345474e+02
4.703013922029999350e+01 4.316064450000703800e+01 -3.980051225285741339e+02 -2.029632668714295107e+02 7.848656645000028220e+01 4.537228508499993040e+02 -3.037583618999997270e+02
4.803013922029999350e+01 4.240664669999750913e+01 -3.990088195999996969e+02 -2.021649169999996047e+02 7.917475899999908506e+01 4.532679900500006624e+02 -3.036870116999998572e+02
4.903013922029998639e+01 4.226470944999891799e+01 -4.005219064999970442e+02 -2.005354322000012814e+02 7.862831114999949023e+01 4.537279777499970805e+02 -3.037023314999969443e+02
5.003013922029998639e+01 4.112048340000183089e+01 -4.011106873000007909e+02 -1.987152099500008262e+02 7.750522230000024138e+01 4.536072960000010426e+02 -3.040072937000004458e+02
5.103013922029998639e+01 4.104699709999840707e+01 -4.011293029500011471e+02 -1.974173545999999533e+02 7.801330641000035371e+01 4.518343765399971517e+02 -3.049981841999979224e+02
5.203013922029998639e+01 4.024035649999859743e+01 -4.011690063999994891e+02 -1.964184341500010760e+02 7.878009794999957194e+01 4.500773621000007552e+02 -3.051480407999988529e+02
5.303013922029998639e+01 3.881311033000167754e+01 -4.022559585000017250e+02 -1.964479561499997544e+02 7.988576514999977007e+01 4.499808387500006575e+02 -3.060663452000007965e+02
5.403013922029998639e+01 3.659332264999466133e+01 -4.023049926999974559e+02 -1.954803924500006360e+02 7.893156434999991689e+01 4.500061645500018130e+02 -3.061898498500013375e+02
5.503013922029998639e+01 3.621032719999857363e+01 -4.032484817999993538e+02 -1.941855907500000740e+02 7.994842491000012785e+01 4.486368621899975437e+02 -3.070378722499990545e+02
5.603013922029998639e+01 3.697874447499998496e+01 -4.049764251750020776e+02 -1.932238615999985996e+02 8.188937560000022131e+01 4.458358287999967615e+02 -3.062811584999981278e+02
5.703013922029998639e+01 3.878933719999986351e+01 -4.068535080500005279e+02 -1.932393245499993100e+02 8.371716880000030869e+01 4.441513290500024596e+02 -3.052620086500028265e+02
5.803013922029998639e+01 3.817401129999780096e+01 -4.069290237500008516e+02 -1.926249236499998005e+02 8.317926019999958953e+01 4.438633652499993332e+02 -3.049656983499990019e+02
5.903013922029998639e+01 3.753134159999899566e+01 -4.059408417500017094e+02 -1.929364985999986857e+02 8.254000665000012305e+01 4.435561446499987142e+02 -3.049861449999989418e+02
6.003013922029998639e+01 3.837371825000445824e+01 -4.051014786250016186e+02 -1.945907783249995191e+02 8.366223139999965497e+01 4.425876732499973514e+02 -3.052706604499981040e+02
6.103013922029998639e+01 3.794982910000180709e+01 -4.034065856666662739e+02 -1.957661418833330060e+02 8.349671744999932343e+01 4.427053374999995867e+02 -3.062258300999983476e+02
6.203013922029998639e+01 3.734649659999558935e+01 -4.022285003999968467e+02 -1.963817938999991384e+02 8.270613094999953319e+01 4.434333382499989966e+02 -3.061453247499975987e+02
6.303013922029998639e+01 3.612286379999204655e+01 -4.014913406499945268e+02 -1.964105911499991635e+02 8.307577140000012150e+01 4.426174812499966720e+02 -3.052906494499966357e+02
6.403013922029998639e+01 3.603070069999375846e+01 -4.022533340000009048e+02 -1.964358597499999632e+02 8.361635595000052490e+01 4.425751571499986312e+02 -3.050356445500001428e+02
6.503013922029998639e+01 3.519433600000047591e+01 -4.012043610000037006e+02 -1.963511238999999478e+02 8.225378799999998591e+01 4.425466918999973132e+02 -3.047460021999977471e+02
6.603013922029998639e+01 3.623550419999810401e+01 -4.013038330000017595e+02 -1.964235649000002013e+02 8.153389360000073793e+01 4.434001693499994872e+02 -3.058390045500000269e+02
6.703013922029998639e+01 3.639532465000229422e+01 -4.013101425000022573e+02 -1.975447406999996929e+02 8.255606274999945526e+01 4.426191939500013177e+02 -3.062060242000006838e+02
6.803013922029998639e+01 3.643319709999195766e+01 -4.013681641000002855e+02 -1.976095618999988801e+02 8.264505005000046367e+01 4.424623451000015848e+02 -3.061194915000032779e+02
6.903013922029998639e+01 3.566094969998812303e+01 -3.998691863999944189e+02 -1.981677246000002413e+02 8.154110334999950283e+01 4.426655464499981463e+02 -3.063585358499985887e+02
7.003013922029998639e+01 3.502633665000030305e+01 -3.984953155500006687e+02 -1.997767772499992134e+02 8.142709155000011378e+01 4.427053528500000539e+02 -3.064293518500016944e+02
7.103013922029998639e+01 3.624566649999178480e+01 -3.984726562999931048e+02 -2.001325149499998588e+02 8.166616444999999658e+01 4.415106925499940189e+02 -3.061996764999930747e+02
7.203013922029998639e+01 3.750299059999815654e+01 -3.993881529999944178e+02 -1.995257588000013129e+02 8.197944070000085048e+01 4.405993270500048311e+02 -3.061968536000058521e+02
7.303013922029998639e+01 3.838717650000035064e+01 -3.993264922999987903e+02 -2.004297675499997240e+02 8.225244514999894818e+01 4.414376831000026868e+02 -3.064236907000013161e+02
7.403013922029998639e+01 3.832135009999910835e+01 -3.984374999499941623e+02 -2.013142948499994418e+02 8.251330379999990328e+01 4.416078452500050844e+02 -3.060740356500064081e+02
7.503013922029998639e+01 3.738397214999713469e+01 -3.987371596999983012e+02 -2.013181094999995366e+02 8.365260500000067623e+01 4.413304901500032429e+02 -3.062476807000039116e+02
7.603013922029998639e+01 3.738629139999829931e+01 -3.998023070999988704e+02 -2.014027004500003386e+02 8.404304320000028383e+01 4.410096510999983366e+02 -3.062536620999981096e+02
7.703013922029998639e+01 3.737597660000028554e+01 -3.987703094500029692e+02 -2.033410822666673994e+02 8.585042441666701052e+01 4.412780266500039943e+02 -3.062603760000056354e+02
7.803013922029998639e+01 3.722998049999296200e+01 -3.974389953999943828e+02 -2.041811409000006279e+02 8.545898435000026439e+01 4.413701973499937594e+02 -3.062460327999942820e+02
7.903013922029998639e+01 3.732742309999593999e+01 -3.973406371999935800e+02 -2.053780746500001442e+02 8.748010254999871904e+01 4.413596725500028697e+02 -3.062536926500033587e+02
8.003013922029998639e+01 3.718411244999879273e+01 -3.972513045500018052e+02 -2.054483986499990351e+02 8.765808480000214331e+01 4.412631761000011466e+02 -3.062038575000042329e+02
8.103013922029998639e+01 3.814779664999514353e+01 -3.981646118499957083e+02 -2.054398249999999280e+02 8.881447024999988571e+01 4.400690192999991268e+02 -3.061453552000020863e+02
8.203013922029998639e+01 3.832397469998977613e+01 -3.977492828999966150e+02 -2.062996558999993795e+02 8.894996255000023666e+01 4.399531631999998353e+02 -3.062291717999978573e+02
8.303013922029998639e+01 3.845230104999791365e+01 -3.978683318999974290e+02 -2.054242973000018537e+02 8.733514020000075107e+01 4.406374816999941686e+02 -3.055903319999924861e+02
8.403013922029998639e+01 3.811532590000570053e+01 -3.969104919500023243e+02 -2.050995369000011124e+02 8.566903689999890048e+01 4.422130317999981344e+02 -3.059795380499999737e+02
8.503013922029998639e+01 3.883419799999683164e+01 -3.969593581999979506e+02 -2.047581825499983097e+02 8.442551810000077239e+01 4.424999999999963620e+02 -3.062663269999975455e+02
8.603013922029998639e+01 3.825103759999910835e+01 -3.972220154000024195e+02 -2.037546003999987079e+02 8.366976150000027701e+01 4.424281921999972838e+02 -3.064506683499967039e+02
8.703013922029998639e+01 3.763031010000122478e+01 -3.966831589000066742e+02 -2.030862019666637934e+02 8.341967901666612306e+01 4.415420035999977699e+02 -3.058686675999961153e+02
8.803013922029998639e+01 3.862731929999426939e+01 -3.974126738499944622e+02 -2.013621273500007192e+02 8.323921017499969821e+01 4.404792251249991750e+02 -3.064132995999971172e+02
8.903013922029998639e+01 3.770098870000219904e+01 -3.966546401999949012e+02 -2.012118607000011252e+02 8.407969670000056794e+01 4.383559876000053919e+02 -3.061381531500046549e+02
9.003013922029998639e+01 3.731402584999159444e+01 -3.974020233499977621e+02 -2.000317935500006570e+02 8.365962790000048699e+01 4.374793281499969453e+02 -3.049581602999969618e+02
9.103013922029998639e+01 3.623364259999652859e+01 -3.962676391999993939e+02 -2.000193557500001589e+02 8.262934880000057092e+01 4.374240035500024533e+02 -3.046121520500018960e+02
9.203013922029998639e+01 3.543996178333816260e+01 -3.954456227833373987e+02 -2.000367355499984114e+02 8.369924929999979213e+01 4.364749832000052265e+02 -3.039834442500032310e+02
9.303013922029998639e+01 3.397833255000296049e+01 -3.939926833999998053e+02 -2.001043471999992107e+02 8.279570010000043112e+01 4.362908019999958924e+02 -3.040464477999994415e+02
9.403013922029998639e+01 3.469235225000738865e+01 -3.947578277500069817e+02 -1.992139739499998541e+02 8.268363569999928586e+01 4.351274909999938245e+02 -3.028838195999924210e+02
9.503013922029998639e+01 3.412933350000821520e+01 -3.947939910999994026e+02 -1.982341766000026837e+02 8.149366760000157228e+01 4.352311553999952594e+02 -3.009691619749974052e+02
9.603013922029998639e+01 3.344436649999988731e+01 -3.950431824000006600e+02 -1.982035561000029702e+02 8.233372880000024452e+01 4.346436309999935474e+02 -3.003059386999957496e+02
9.703013922029998639e+01 3.342202760000509443e+01 -3.959770279000003939e+02 -1.972496185000018158e+02 8.176697540000168374e+01 4.351753387499957171e+02 -3.012001648499972362e+02
9.803013922029997218e+01 3.343701175000751391e+01 -3.959255294500035234e+02 -1.963463211500029502e+02 8.196033094999893365e+01 4.340271568499956629e+02 -3.002668151999932888e+02
9.903013922029997218e+01 3.373947139999654610e+01 -3.961204833999945549e+02 -1.961400509000018246e+02 8.199238400000149340e+01 4.337219771999916702e+02 -2.990369567499947152e+02
1.000301392202999722e+02 3.502816770000208635e+01 -3.966354751500002749e+02 -1.964968414500026483e+02 8.147615814999971917e+01 4.337826538500030438e+02 -2.979483032999996794e+02
1.010301392202999722e+02 3.607397460000356659e+01 -3.974589615500008222e+02 -1.962880000999984986e+02 8.090130424999824754e+01 4.339906769000081113e+02 -2.974476623500049755e+02
1.020301392202999722e+02 3.479418939999595750e+01 -3.961596831999922870e+02 -1.963476620500023273e+02 8.010297585000080289e+01 4.336021843499929673e+02 -2.973845215499968617e+02
1.030301392202999722e+02 3.433349610000732355e+01 -3.958681488000001991e+02 -1.974732838000008996e+02 8.133628270000099292e+01 4.324289779999999155e+02 -2.962699890000003506e+02
1.040301392202999722e+02 3.514227290000417270e+01 -3.964589691000001039e+02 -1.987655468500015559e+02 8.173756219999995665e+01 4.320163421500001277e+02 -2.962568511999998009e+02
1.050301392202999722e+02 3.622216789999947650e+01 -3.973031769000008353e+02 -1.989330710499980341e+02 8.260892100000091887e+01 4.309790115000032529e+02 -2.962616577000007965e+02
1.060301392202999722e+02 3.520697025000117719e+01 -3.972583312999995542e+02 -1.980471077000001969e+02 8.159630585000013525e+01 4.311609764499971789e+02 -2.962222900999986450e+02
1.070301392202999722e+02 3.393469229999755044e+01 -3.973020247999993444e+02 -1.968068656499976896e+02 8.129304114999968078e+01 4.314804916499961109e+02 -2.973450011999957496e+02
1.080301392202999722e+02 3.380999755000084406e+01 -3.981496582000036142e+02 -1.964331893999979002e+02 8.096085360000051878e+01 4.323911589999988792e+02 -2.968961486499993043e+02
1.090301392202999722e+02 3.450253295000584330e+01 -3.993923415999997815e+02 -1.963467560000017329e+02 8.198741149999932532e+01 4.324825211000043055e+02 -2.962195129500032635e+02
1.100301392202999722e+02 3.439202880000084406e+01 -3.997552031999985047e+02 -1.959398079500024323e+02 8.193665704999875743e+01 4.333895186999980069e+02 -2.971398315999977058e+02
1.110301392202999722e+02 3.273550411667144999e+01 -4.001165237000022898e+02 -1.946412277499994161e+02 8.100890730000082840e+01 4.346201515000047948e+02 -2.984321288000064669e+02
1.120301392202999722e+02 3.212866210000356659e+01 -4.012490004999999655e+02 -1.934035721499994906e+02 8.066624074999981531e+01 4.349519996000017272e+02 -2.974790649000016742e+02
1.130301392202999722e+02 3.157101439999678405e+01 -4.015653610000008484e+02 -1.930104981499989663e+02 8.024666600000091421e+01 4.358930054000011296e+02 -2.962476654500023869e+02
1.140301392202999722e+02 3.241299440000148024e+01 -4.024209823500023049e+02 -1.924508361999996850e+02 7.991934209999999439e+01 4.360229719999988447e+02 -2.962869872000010218e+02
1.150301392202999722e+02 3.252697754999098834e+01 -4.026442260499934491e+02 -1.911840687000012622e+02 7.913547324999944976e+01 4.359846610999975383e+02 -2.952072570699950802e+02
1.160301392202999722e+02 3.364031979998981114e+01 -4.026693063999942979e+02 -1.923044636000007301e+02 7.993210589999944204e+01 4.363263321000031283e+02 -2.930053024250046292e+02
1.170301392202999722e+02 3.290606683332589455e+01 -4.012849883999951999e+02 -1.927614478999985295e+02 7.893578720000004978e+01 4.366048202999936620e+02 -2.915384826999943471e+02
1.180301392202999722e+02 3.403399660000286531e+01 -4.013898467999970308e+02 -1.936845798500016826e+02 7.998091314999874157e+01 4.363171768499996688e+02 -2.912038422000005085e+02
1.190301392202999722e+02 3.266353349999792499e+01 -4.001595356999993101e+02 -1.938185616000000664e+02 7.983306885000001785e+01 4.352148323500023253e+02 -2.910360107500018785e+02
1.200301392202999722e+02 3.300700886666402312e+01 -4.005005086666629950e+02 -1.928944549000007100e+02 7.901095580000037444e+01 4.373003204200009577e+02 -2.927165038700019295e+02
1.210301392202999722e+02 3.356100465000054101e+01 -4.008253327000056743e+02 -1.919017885999974169e+02 7.776879299999836803e+01 4.404442444250034896e+02 -2.947137450750014978e+02
1.220301392202999722e+02 3.300402829999802634e+01 -4.010121765499934554e+02 -1.913828582500009361e+02 7.720368200000120851e+01 4.423413161999997101e+02 -2.961329956000045058e+02
1.230301392202999722e+02 3.194418334998772480e+01 -4.010663299499938148e+02 -1.912250365999989299e+02 7.821268844999940484e+01 4.414834938500007411e+02 -2.962630462999986776e+02
1.240301392202999722e+02 3.187884520000079647e+01 -4.018858261000023049e+02 -1.912769356000007974e+02 7.945109564999984286e+01 4.405516623500006972e+02 -2.962089843499998096e+02
1.250301392202999722e+02 3.218017579998559086e+01 -4.018710021999904711e+02 -1.916014671499997348e+02 8.066646959999889077e+01 4.406211548000028415e+02 -2.953188903700021797e+02
1.260301392202999722e+02 3.221133425000152783e+01 -4.017433167000053800e+02 -1.920611076499981209e+02 8.175909805000173947e+01 4.404829788499991992e+02 -2.940502930000002380e+02
1.270301392202999722e+02 3.293194582501018886e+01 -4.031242218250044971e+02 -1.925312537999998312e+02 8.275756834999992861e+01 4.402263374499998463e+02 -2.933530273500000476e+02
1.280301392202999580e+02 3.413085934999253368e+01 -4.041301879499915231e+02 -1.924009857499995633e+02 8.268651204999787296e+01 4.400396385000058217e+02 -2.928053437000016856e+02
1.290301392202999580e+02 3.534814460000779945e+01 -4.054080124500069360e+02 -1.912662582499997370e+02 8.241311644999950659e+01 4.399850006000033318e+02 -2.923943786500021815e+02
1.300301392202999580e+02 3.545764164999127388e+01 -4.064550018499940052e+02 -1.905428734499982966e+02 8.149689104999924893e+01 4.401258010500023374e+02 -2.914021911500021815e+02
