# r	p	err_p
2.519217596749810273e+00 3.315758991476083772e-01 2.164310915249757512e-03
2.968486000001576031e+00 nan nan
3.560597406608535298e+00 3.333397381108258450e-01 2.294569670497051319e-03
4.351185053783588330e+00 3.353107214952144033e-01 1.792749285662905605e-03
5.021546069232483589e+00 3.343385006767982670e-01 1.766595810704921525e-03
5.618600101239282552e+00 3.339703608936778756e-01 1.610224056177818417e-03
6.152907082700890484e+00 3.341878834221112538e-01 1.416907377644299965e-03
6.646165768629281878e+00 3.341957464720643478e-01 1.564136314116695804e-03
7.103120148070031448e+00 3.355796151781331726e-01 1.339788477904166070e-03
7.533180703732244687e+00 3.342585665511908499e-01 1.571365001754389734e-03
7.943150404493935390e+00 3.341610251287963629e-01 1.571153297312958370e-03
8.328550868966299703e+00 3.336764314730894521e-01 1.824686174155748259e-03
8.687109159040055317e+00 3.334723161949776360e-01 1.351224761035040370e-03
9.052017331617966178e+00 3.345091435336540187e-01 1.399808413462484084e-03
9.736667732844946244e+00 3.339490436569403364e-01 1.443352984393984689e-03
1.004302106582197318e+01 3.332540081754352679e-01 1.518054047818288193e-03
1.034912156774619341e+01 3.342941351220899970e-01 1.289073177881085901e-03
1.063820163217498838e+01 3.346375122387419410e-01 1.324139966302123606e-03
1.098778979492184327e+01 3.347211920613720193e-01 1.320591457355508366e-03
1.154836475301013543e+01 3.345700307271411988e-01 1.261775889150916659e-03
1.203128483115078140e+01 3.347016112467549598e-01 1.229330896214201642e-03
1.256464058521250848e+01 3.346316137143834357e-01 1.173071341869367590e-03
1.316179696687533074e+01 3.341909918976195271e-01 1.113087728177884327e-03
1.398427058622207042e+01 3.344606447493919665e-01 1.167377865900088869e-03
1.449560424930965574e+01 3.348494640836139902e-01 9.535540734502483910e-04
1.487572581612294620e+01 3.343996727038313077e-01 1.139805037768821952e-03
1.526079637706490999e+01 3.343772765505071964e-01 8.913291775784467968e-04
1.570478664947945546e+01 3.339919093404787320e-01 1.093449555550670164e-03
1.633188932132767945e+01 3.342288708666710795e-01 9.774451743873721274e-04
1.683866654808912244e+01 3.346136689674384934e-01 8.962275824696389103e-04
1.722607506077149964e+01 3.344169808428914537e-01 8.777583790864519750e-04
1.759830470837783167e+01 3.345217532407098182e-01 7.461182093343335462e-04
1.812995515435302707e+01 3.341279735399863560e-01 8.130546322662831780e-04
1.860414836175289821e+01 3.344828288965634444e-01 8.046519996783139559e-04
1.911274402034684883e+01 3.345862350278331898e-01 7.356837182516129132e-04
1.958313560230873307e+01 3.346368822642731278e-01 7.512221736948584755e-04
