# r	p	err_p
2.546889669745960649e+00 3.291860551919775224e-01 1.219958292862936312e-03
3.590145118960235138e+00 3.259355095541401348e-01 1.728071990822894512e-03
4.374792448188969729e+00 3.307744945567651640e-01 8.619093676121519863e-04
5.039667030576477025e+00 3.296096335182743253e-01 1.219595068400382764e-03
5.641715507137460506e+00 3.329355163540073659e-01 8.605602894247472035e-04
6.178136746739213869e+00 3.297280943917104690e-01 1.503516948174169268e-03
6.679745500575404726e+00 3.295598260279465896e-01 6.073198549386114864e-04
7.133432965369426171e+00 3.327984062863150738e-01 1.815750100942728658e-03
7.568045095979523573e+00 3.323565662419498135e-01 6.975263529056151745e-04
7.981312904518754969e+00 3.290435836880059584e-01 8.691801124822798883e-04
8.365107554312810834e+00 3.286272376619523428e-01 8.601474296125732888e-04
8.720231918260033410e+00 3.276696035845928501e-01 9.060081775447671130e-04
9.094509922859570494e+00 3.289714281111298932e-01 4.908633354224009203e-04
9.786307324231014348e+00 3.302056275817876196e-01 5.846627408538875763e-04
1.037246334611831777e+01 3.275569215836939274e-01 5.503331137833384007e-04
1.097240646236435602e+01 3.279671202737939883e-01 3.905094126989323042e-04
1.158468459797110484e+01 3.285305209274041460e-01 5.211628495210849157e-04
1.207341093516233776e+01 3.269469863333444581e-01 5.343902213184247799e-04
1.261956667129472365e+01 3.266431928393857542e-01 4.235547385982963787e-04
1.322205888436498356e+01 3.280972865651886061e-01 3.147549736839023744e-04
1.404510207826863244e+01 3.282241252605845871e-01 4.237728912924533563e-04
1.465319618787387412e+01 3.261850625686587013e-01 3.002691771244131533e-04
1.533209055881657434e+01 3.288993523578919165e-01 3.207602166497717025e-04
1.577836432963097124e+01 3.283974740855474805e-01 5.341194471749693626e-04
1.640396381725453523e+01 3.278769514933571605e-01 2.726619083882022752e-04
1.691690305563641061e+01 3.271063744670713591e-01 3.670311988947622356e-04
1.730269268481832867e+01 3.267888133375060344e-01 4.130202644944479902e-04
1.768139717388453747e+01 3.280639407163830623e-01 3.431699529789407625e-04
1.821030915564649177e+01 3.286625370370657717e-01 3.047665159182040887e-04
1.868622531690066069e+01 3.279321502435119107e-01 3.160499445973825134e-04
1.919570883874395761e+01 3.274511010659609811e-01 2.743301976692661391e-04
1.966136338592043842e+01 3.280030503506638495e-01 3.289612455053033801e-04
2.004514751628970615e+01 3.281268557073911407e-01 3.282471216412289803e-04
2.075965572773459300e+01 3.280459009242069346e-01 1.948551300191915026e-04
2.152743475253615202e+01 3.282796643373504519e-01 2.538512164374505148e-04
2.199338062850319275e+01 3.277352432699431883e-01 2.509045347020189172e-04
2.275267280913989865e+01 3.277696131024347426e-01 1.970554993888952975e-04
2.325273725957228876e+01 3.290664438261464153e-01 3.076881820390847330e-04
2.354849369205539489e+01 3.277289295173570483e-01 3.153882940253946313e-04
2.410148640368808870e+01 3.284234860436419101e-01 1.860878466536375613e-04
2.497332387708956603e+01 3.283995648590598004e-01 1.773215264956670830e-04
2.566218476715157237e+01 3.288776003726792685e-01 1.884281877180172973e-04
2.622849434119780199e+01 3.291485091382270189e-01 2.406444368784729684e-04
2.661176514035437179e+01 3.288009126506952762e-01 2.963959713960086857e-04
2.699820089584422433e+01 3.293309053665207653e-01 2.094622692962777903e-04
2.737659745583384208e+01 3.288185055660066691e-01 2.216545071016102174e-04
2.798023433236140178e+01 3.287627199817401147e-01 1.726852275655096534e-04
2.845270439787545769e+01 3.290049049487987487e-01 2.849786622399002548e-04
2.906056609960868897e+01 3.286355137684526806e-01 1.452029966353267398e-04
2.971236603734913473e+01 3.292260911408474988e-01 1.844400029233504885e-04
3.046087590297617709e+01 3.289415492328998658e-01 1.438851858548157315e-04
3.115629016434524345e+01 3.286071527644301993e-01 1.742136713312529247e-04
3.163866894781977024e+01 3.292862287742664429e-01 1.795616328493082603e-04
3.218314430341938248e+01 3.289593763006194438e-01 1.684960677774371670e-04
3.286679280339713927e+01 3.294510328997704574e-01 1.380650621886420537e-04
3.351127145488820958e+01 3.289680173074363556e-01 1.648422654082567921e-04
3.396652921018667115e+01 3.294458795870972567e-01 1.814207251652917552e-04
3.452224085860139269e+01 3.294707125648491663e-01 1.433613579288588863e-04
3.514562965133589501e+01 3.296420931380615316e-01 1.568226588816655736e-04
3.578611444510764272e+01 3.298228605877622233e-01 1.247057728481837174e-04
3.633620597827884069e+01 3.294860322116587303e-01 1.955651664644257690e-04
3.677597307628312251e+01 3.301738432866849204e-01 1.560596869737808172e-04
3.722272214183244188e+01 3.296762021041837465e-01 1.660212373620045649e-04
3.771575244644498781e+01 3.301060301553140341e-01 1.444148496358612765e-04
3.816453223082535828e+01 3.301037269371372429e-01 1.541798249357522789e-04
3.869566485070546236e+01 3.302191884283364187e-01 1.444018359037194273e-04
3.940157837064442248e+01 3.305797606857350801e-01 1.098162789792168508e-04
