# r	vx_0	vx_1	vx_2	vx_3	vx_4	vx_5	vx_6	vx_7	vx_8	vx_9	vx_10	vx_11	vx_12	vx_13	vx_14	vx_15	vx_16	vx_17	vx_18	vx_19	vx_20	vx_21	vx_22	vx_23	vx_24	vx_25	vx_26	vx_27	vx_28	vx_29	vx_30	vx_31	vx_32	
2.200000000000000000e+01 4.066332371435489867e-01 4.523031686602491108e-01 3.869421436665096969e-01 4.374792542269021478e-01 2.841284607417774999e-01 4.210858718664380884e-01 -5.571057641760133322e-02 5.565414597777169209e-02 -9.792392741856850713e-02 4.104894529412576182e-02 4.055092142295954605e-01 -1.250708161385437889e-01 -1.758736870070699149e-02 -3.108612720961875797e-02 -1.507067781982641963e-01 4.370428767130210557e-01 3.406322198251468536e-01 4.145214703199949224e-01 6.775779295776793165e-02 -1.291005631139751919e-01 -1.456995211895132092e-01 -1.335926006008007205e-01 4.113121301590504930e-01 4.040054144903570954e-01 4.642734174282396598e-02 1.302347179909367214e-01 4.228233414014055391e-01 4.214329442802139392e-01 1.055110884230555518e-01 9.898305829939285302e-03 1.916036029900501925e-01 2.513795333043136390e-02 nan
2.300000000000000000e+01 3.712992853264867055e-01 4.094271990164993213e-01 3.427388220134286456e-01 3.940072738901659877e-01 2.107321908349809036e-01 3.790015306042428533e-01 -7.890558092593005779e-02 -2.791303263610307381e-02 -1.297119258715959400e-01 2.450816687394241546e-03 3.603265204302966151e-01 -8.084854073506915484e-02 -3.160970904668706366e-02 -5.749035881285340273e-03 -1.051400756911856776e-01 3.942442001153882436e-01 3.269900013797129579e-01 3.700971091684572278e-01 8.064406777860955167e-02 -1.576300932624872808e-01 -1.294938881174770018e-01 -8.052763629399860290e-02 3.661822294396049338e-01 3.586632672821407630e-01 1.042893590622616107e-01 6.917487665940191821e-02 3.784065729566554181e-01 3.770107615127746281e-01 -1.451889876488545068e-02 -9.475483071134969959e-02 1.308855371332590112e-01 1.637248912043555091e-02 nan
2.400000000000000000e+01 3.340406531265816548e-01 3.659039684575160489e-01 2.988283270007327519e-01 3.504170281662018493e-01 1.210031191846143162e-01 3.362444741119461344e-01 -9.199859132658168293e-02 -1.553337705219446085e-01 -1.648837306326988161e-01 -2.646356095555990953e-02 3.155099526241694208e-01 -4.236594562459453789e-02 -5.010429423149898205e-03 1.677645335786936412e-03 -6.191310060468287191e-02 3.501624010490859140e-01 2.490863481639556121e-01 3.259761875459956659e-01 9.714089892237419421e-02 -1.658981046213667543e-01 -1.293214888780328253e-01 -1.020341835011667891e-01 3.213202738026370575e-01 3.135616632197780751e-01 2.004934777369021259e-01 7.142966257238105542e-03 3.332215560476162741e-01 3.322335671903475229e-01 -1.408836511855057205e-01 -1.733599078508772651e-01 7.027382245435292996e-02 1.012804315783314910e-02 nan
2.500000000000000000e+01 2.930820963962280090e-01 3.214543583840182572e-01 2.545951911272236190e-01 3.063811836596345151e-01 5.230490032428550956e-02 2.920942386731977813e-01 -9.978312367165097230e-02 -1.815162311457599043e-01 -1.934124835967262757e-01 -5.862865054926314629e-02 2.692112733775193223e-01 -7.143041884520032192e-02 5.707726302602003643e-02 -1.671446828434859991e-02 -1.229568273847902043e-01 3.044975535475814565e-01 1.814374853914433872e-01 2.805194896725080045e-01 6.631012145490496057e-02 -2.082905364003696247e-01 -1.636280323109819135e-01 -1.234248287350015044e-01 2.755667373176668433e-01 2.677313682298855801e-01 2.728343061223620913e-01 -3.735178465929449299e-02 2.868424651588525887e-01 2.871290600620215461e-01 -1.264687849271093067e-01 -1.878488143426521595e-01 3.559047834338875671e-02 -1.398814404429777648e-02 nan
2.600000000000000000e+01 2.497005819972457352e-01 2.764367054571411075e-01 2.105126466569055832e-01 2.630268205659413439e-01 1.280530956884932611e-02 2.496582261804344838e-01 -1.157479807515495590e-01 -9.491140137033572677e-02 -2.201191839108972703e-01 -9.549650615489359284e-02 2.243101311391582087e-01 -1.388994851458910940e-01 9.123805270628100594e-02 -4.521876231705692500e-02 -2.569708036186859057e-01 2.593508961495283316e-01 1.544295032583843374e-01 2.357796712990805621e-01 -1.563767811404365160e-02 -2.698567278112851686e-01 -2.033336603877996529e-01 -1.483905621376773731e-01 2.304585261255620854e-01 2.225861009730967233e-01 2.610103815373390757e-01 -5.437773525295858112e-02 2.410160788576156676e-01 2.432884210590413043e-01 -6.572013613744182026e-02 -1.682338191730714805e-01 2.980623926592598089e-02 -3.937453243235774364e-02 nan
2.700000000000000000e+01 2.051949171609346312e-01 2.308897672208293783e-01 1.660514787616820254e-01 2.187434053741295903e-01 7.867016076541246544e-03 2.066065811111796879e-01 -1.203244956944797550e-01 -4.647968336811530987e-02 -2.463048235867032754e-01 -1.264284059336570065e-01 1.794718352413865736e-01 -1.781293301913688953e-01 5.005049663375060048e-02 -7.569768012927487189e-02 -3.692546089808415033e-01 2.147942960941083834e-01 8.361354172407627072e-02 1.904641242067858786e-01 -1.030867831891312814e-01 -3.039163086796034530e-01 -2.176153665640086221e-01 -1.569141336618623817e-01 1.852658068590076201e-01 1.775341609745851867e-01 7.910221899010659585e-02 -5.796482903820315141e-02 1.958699076826876384e-01 1.989123087625750963e-01 -9.174668154121111419e-02 -1.491846972870997379e-01 3.109469884188053451e-02 -7.308608441693535684e-02 nan
2.800000000000000000e+01 1.593904478932675617e-01 1.855782199580001124e-01 1.224776775716676230e-01 1.751626446964308359e-01 2.817797636809620324e-02 1.644842897404767135e-01 -1.245521779370674931e-01 -1.886326088611687546e-01 -2.678781166138390346e-01 -1.522573298646216489e-01 1.358243103715848776e-01 -2.057426042745864325e-01 3.127429895921163272e-02 -1.032170164931960205e-01 -3.929244740375797962e-01 1.704353015504741498e-01 -5.956134054284635028e-03 1.459187666298617514e-01 -1.709053637551795901e-01 -3.028683467648961014e-01 -2.317241426324602727e-01 -8.259228612293209593e-02 1.419906132427776746e-01 1.340911340027913790e-01 -9.294613653157265953e-02 -7.273993960943543613e-02 1.516239575883295276e-01 1.547575739940776629e-01 -1.905798026990024041e-01 -1.178201863294781188e-01 1.661563932463543114e-02 -1.085579809168022436e-01 nan
2.900000000000000000e+01 1.124253923771435376e-01 1.403672394523406142e-01 7.887293024360071680e-02 1.313383474686446450e-01 6.374487194575563509e-02 1.209945301186748090e-01 -1.272760748670722919e-01 -3.014513727026939538e-01 -2.888188280399922037e-01 -1.746827563760418311e-01 9.109015979655163409e-02 -2.034358991393305782e-01 6.156216501145742037e-02 -9.675850623222094493e-02 -3.766133777201045585e-01 1.246130920198920272e-01 -9.635759610198084413e-02 1.009845794049952783e-01 -2.045402769729340875e-01 -2.840386954658047358e-01 -2.101663185325095828e-01 -1.936764972859356670e-01 9.764616321522813502e-02 9.028973244688541511e-02 -6.906253078079456487e-02 -9.662511191909430031e-02 1.057702658693446679e-01 1.093666279486820575e-01 -2.080867340339165317e-01 -3.454299011825309740e-02 4.437893950453413935e-03 -1.418880128451370515e-01 nan
3.000000000000000000e+01 6.710652405525585618e-02 9.533173751228782300e-02 3.551530225492094406e-02 8.838079737859638740e-02 3.983158431851697295e-02 7.889298829075371000e-02 -1.177053356577028864e-01 -1.776267721024225033e-01 -3.042729354909936013e-01 -2.013010767159794379e-01 4.753636905992295741e-02 -1.717918077863623272e-01 7.903875815201964750e-02 -8.696802271374691473e-02 -3.372255852520183450e-01 7.902733431861443114e-02 -1.384428929702203603e-01 5.803733690054382888e-02 -2.177589698321214517e-01 -2.730803459396034527e-01 -1.773310958979801566e-01 -2.644579366376746399e-01 5.466850739091137779e-02 4.752613123292350611e-02 2.078100269992624871e-02 -1.175419863165964862e-01 6.090838467112824617e-02 6.582333677594463806e-02 -7.846442581093004964e-02 5.470834068871498201e-02 -7.615326204635704602e-03 -1.699117680195617874e-01 nan
3.100000000000000000e+01 2.461086671276727089e-02 5.081699871220056453e-02 -6.841853747218348998e-03 4.674683913986053818e-02 -2.369510658143230558e-02 3.799786635624684966e-02 -1.103383333546537892e-01 -1.146394668106417158e-01 -3.171136450634113868e-01 -2.350323088631475210e-01 4.453167730759342857e-03 -1.477634701726371069e-01 9.036087620457163017e-02 -1.059483425670342399e-01 -2.518840671503434492e-01 3.488892441738604411e-02 -1.498528338163173657e-01 1.613236973556103973e-02 -2.156101855495438924e-01 -2.196836520128016834e-01 -1.235030695065746087e-01 -2.339630639396572120e-01 1.348310536540231995e-02 6.615153094970012242e-03 5.258496539254543106e-02 -1.173144010769937573e-01 1.737853396836695416e-02 2.347782333566833524e-02 3.881180070258846704e-02 1.104824063035652060e-01 -4.596200213512247751e-02 -1.813169851673165356e-01 nan
3.200000000000000000e+01 -1.709646910303594392e-02 6.308205763456790731e-03 -4.810938804708244504e-02 5.842976111691756264e-03 -7.642244817326528106e-02 -1.860047369620545414e-03 -1.133237122665320118e-01 -1.947897685831800341e-01 -3.289032386334929670e-01 -2.560606547933694799e-01 -3.807723651316092389e-02 -1.437186533898848761e-01 8.874230820513594187e-02 -1.256682629681590557e-01 -1.507263782235146177e-01 -8.929248583005020001e-03 -1.041557614369926082e-01 -2.537384200783406041e-02 -1.907831480524001255e-01 -1.402683395593749549e-01 -5.416920942660225641e-02 -2.059943963169227621e-01 -2.723175223322713348e-02 -3.325236284150295124e-02 -1.783717828349947951e-02 -1.271968262741779154e-01 -2.613890881929919335e-02 -1.939601011452214696e-02 -2.090300341354972211e-02 1.391538277841800064e-01 -9.366036103944611058e-02 -1.872314124583588368e-01 nan
