# r	vx_0	vx_1	vx_2	vx_3	vx_4	vx_5	vx_6	vx_7	vx_8	vx_9	vx_10	vx_11	vx_12	vx_13	vx_14	vx_15	vx_16	vx_17	vx_18	vx_19	vx_20	vx_21	vx_22	vx_23	vx_24	vx_25	vx_26	vx_27	vx_28	vx_29	vx_30	vx_31	vx_32	
1.000000000000000000e+01 4.205500847786809993e-01 8.497000309576402399e-01 3.123391650018354504e-01 4.045184700082957163e-01 4.289623811378737717e-01 8.341293313257243103e-01 3.084091689249381929e-01 3.456409999560920987e-01 1.686889253381884946e-01 1.285479098717129398e-01 8.334862391137313198e-01 5.073974654140427087e-02 3.344422478704053847e-02 -1.126589015542795585e-01 -1.842700916291914737e-01 8.395256855974391197e-01 2.709879195111672967e-01 8.376241718151733462e-01 1.205322040780624077e-01 -2.055085094073202945e-02 -3.534097352433530903e-02 3.023340231482222196e-01 8.329852478412219652e-01 8.310442871575773882e-01 6.775027955201565200e-02 -2.470043757677623224e-03 8.343479686572992104e-01 8.381962298204443940e-01 8.294407025978682568e-02 8.506648892108605031e-02 4.114623047041592735e-02 -9.363650287183049314e-02 nan
1.100000000000000000e+01 3.804217162518437889e-01 8.244948113463400619e-01 2.520192287813591281e-01 3.474478833256960386e-01 3.367207879706844986e-01 8.079488367281785210e-01 2.789068170712155625e-01 2.753540606962238679e-01 1.577346676836130501e-01 1.107000861668808178e-01 8.054648988931093490e-01 -2.205791784645556516e-02 3.034961103373260555e-02 -1.192726986858120564e-01 -2.643670749713953327e-01 8.136963251701517796e-01 2.030827644376102525e-01 8.107840611674109743e-01 3.959670945800387171e-02 -1.157597418952623775e-01 -7.897258960810904505e-02 2.139029768696303069e-01 8.058800697341503838e-01 8.041867559274386013e-01 5.601129650718599667e-02 -3.867666495140117261e-02 8.067085013418668904e-01 8.104041190230665270e-01 8.588945316275202468e-02 1.044913547178783902e-01 -7.828393720887203561e-03 -1.063442851811028100e-01 nan
1.200000000000000000e+01 3.441783779359897100e-01 7.960299124441785334e-01 1.658832620937568947e-01 2.619322428935683678e-01 2.585197281580888240e-01 7.785350518650889784e-01 2.438858370338818082e-01 2.261131352506067227e-01 1.126941145895621749e-01 7.903898940514661464e-02 7.758023167539899179e-01 6.957464389650572234e-03 -2.794789218790027022e-02 -8.144555597954213078e-02 -2.808616265150826741e-01 7.853337360554163427e-01 1.589989232794956353e-01 7.807856666214116892e-01 -4.463443160303624813e-02 -1.469565370886417310e-01 -1.170174081754198347e-01 1.411336998814002042e-01 7.760482231833474298e-01 7.747396194031832550e-01 6.140805172571547205e-02 -5.355891024573206788e-02 7.769074921646638154e-01 7.800919569813936638e-01 7.747853858607704758e-02 7.532395085342810659e-02 -7.013894344090244870e-02 -8.780914527314054308e-02 nan
1.300000000000000000e+01 3.055910411615230249e-01 7.678213638090319870e-01 8.974391326421825299e-02 1.902428088781160098e-01 2.251690944074009049e-01 7.478587812205902408e-01 1.757854571453316139e-01 1.798185830500249605e-01 1.002837933858880815e-01 1.134799862234064649e-01 7.462608822878554760e-01 4.989430301197343015e-02 -1.281296931913043224e-01 -9.428878808219609553e-02 -2.698228306057761650e-01 7.563994432389942180e-01 1.165936497364613161e-01 7.513193496005836636e-01 -4.652653079683816140e-02 -7.625782305518385984e-02 -1.364537277202063636e-01 6.696837088751272926e-02 7.460637057829435648e-01 7.453948962628915709e-01 6.103277788294091122e-02 -3.628044720437706427e-02 7.469590369136737129e-01 7.492365328121882717e-01 5.687468486448729599e-02 2.197298355462589878e-02 -9.235019275480146894e-02 -6.249041854934093282e-02 nan
1.400000000000000000e+01 2.680085340788046500e-01 7.371805292659470155e-01 -7.275737539652061756e-03 1.006449827647632050e-01 1.582499877229532614e-01 7.135184844219188971e-01 8.402250574041793263e-02 1.309414134950009634e-01 1.188985404490390113e-01 1.595118320928453903e-01 7.146162971382220563e-01 9.876177881647250911e-02 -1.249525789627742162e-01 -3.258533185969236107e-02 -1.828727689139755253e-01 7.239326460877121283e-01 8.215748792551630375e-02 7.194172330091713752e-01 4.651780472884265577e-02 7.300883055740631233e-02 -8.066368602968101986e-02 6.045957355849783258e-04 7.130548010684577553e-01 7.132243161462602510e-01 5.672161637388362099e-02 -1.438865744293602728e-02 7.153683691735920336e-01 7.170620661399129681e-01 3.109638155598935805e-02 -3.259720899302029351e-02 -7.787006491288028798e-02 -3.311962774061526227e-02 nan
1.500000000000000000e+01 2.349670451456679077e-01 7.057191026687844593e-01 -9.368209182110386057e-02 3.480182840051271320e-02 1.116660201578823647e-01 6.780281951033542143e-01 -7.553194991959110392e-03 9.123573856003155957e-02 1.564538547094682930e-01 2.090711367590859515e-01 6.818851548056614753e-01 6.951641508017093740e-02 -1.223568608385270928e-01 4.230187912728143595e-02 -1.334478779996337572e-01 6.909837974662251803e-01 8.177651055149069703e-02 6.873851232855919813e-01 4.596919932181622176e-02 1.552584179447627222e-01 -2.192776298209447514e-02 -6.026179138866553930e-02 6.797014852362992521e-01 6.809172871210422695e-01 2.727235190486167193e-02 -3.053880956495409402e-02 6.824071132748870117e-01 6.839771948915268629e-01 1.243951299905180982e-02 -1.088868259475443551e-01 -6.670201544169387931e-02 -2.029105437408211185e-02 nan
1.600000000000000000e+01 2.087994335353057507e-01 6.724163634265103440e-01 -1.847185225363162930e-01 -4.287933835688442080e-02 1.315325025100267664e-01 6.409757569025816837e-01 -8.997366511740939599e-02 4.323462427570794187e-02 1.411349378655132603e-01 2.320507854769853773e-01 6.466715071495174882e-01 4.629647754975796392e-02 -1.833979248630154268e-01 -1.104539228333022011e-01 -3.206879904235546835e-02 6.564210130991463554e-01 9.189049885324376832e-02 6.529614439823775429e-01 -6.837192289911578000e-03 1.630998706240051055e-01 1.036160152416379376e-01 -1.610388106529365548e-03 6.447792114357285831e-01 6.466911406240971605e-01 2.830808613395742468e-02 3.759842540717439618e-02 6.486945066456243358e-01 6.493799588217733509e-01 2.023493913791204937e-03 -1.526994232750340796e-01 -8.599700925610848090e-02 2.432871077048447822e-02 nan
1.700000000000000000e+01 1.872126073200492680e-01 6.398021306269432440e-01 -2.558408902719344624e-01 -1.097321264326307499e-01 1.412230834430340809e-01 6.047993806675363571e-01 -1.649256211837964448e-01 -2.772874272239924179e-02 7.983294360113482591e-02 2.718226064750620674e-01 6.115338461964644479e-01 2.268217380927634724e-02 -1.884786845188555771e-01 -1.320526288126956660e-01 7.059451513680460588e-02 6.210121430081760874e-01 7.259797692846842176e-02 6.180865511063479145e-01 -1.665429632422516654e-02 7.409731337716593536e-02 1.210349605107549908e-01 2.108857429939173245e-02 6.090667271836887053e-01 6.124189588016911712e-01 4.621298761295859064e-02 1.059832266492176517e-01 6.151010430898601333e-01 6.137452704321159080e-01 -1.017885212519171675e-02 -1.862460512066983764e-01 -1.190012186505092634e-01 3.472564827889265682e-02 nan
1.800000000000000000e+01 1.689560137156593811e-01 6.061651139355584972e-01 -3.228508843937415440e-01 -1.799294009896046653e-01 1.236910911560058363e-01 5.679993581379656487e-01 -2.151875558730796667e-01 -1.096298132338629910e-01 -3.886931624778267036e-03 2.850209688742404435e-01 5.743422996686049498e-01 -6.402858363470720349e-02 -1.490814225234890489e-01 -8.173172465109759810e-02 1.102207456587259160e-01 5.836442272759793104e-01 3.522963960082767937e-02 5.815600178440006873e-01 -2.764483515389802235e-02 -5.976385780803444847e-02 -9.900520149320172006e-03 3.197936460179373608e-02 5.712209843419431277e-01 5.760356364474618074e-01 4.186126053083451953e-02 1.114724251519004783e-01 5.800010425398359759e-01 5.763544447636329560e-01 -3.180703719532891605e-02 -2.303388018614956900e-01 -2.014690265187201734e-01 -1.093367080974665465e-02 nan
1.900000000000000000e+01 1.549707773795643839e-01 5.706316390033944197e-01 -3.829794680720105537e-01 -2.379435329044487235e-01 9.060220508255543981e-02 5.305572789577822634e-01 -2.253724499858150709e-01 -1.827674377378253889e-01 -7.455995618455503460e-02 2.631401172970486702e-01 5.350598289934235252e-01 -2.161963516682025369e-02 -9.821561771519808637e-02 -1.059872570071552916e-01 7.851159279862431062e-02 5.449849004174045497e-01 2.923024086604738073e-02 5.423867399303895498e-01 -1.376378146257294932e-01 -1.365375153969610178e-01 -1.521762715748143091e-01 3.720294857155206220e-02 5.322165440630823863e-01 5.383675372176548457e-01 1.836652981804789975e-02 1.709509646573691422e-01 5.429495580018843803e-01 5.379606539674111065e-01 -5.641101576277850194e-02 -2.480356226098404393e-01 -2.486821009958699036e-01 -8.926283955310816698e-02 nan
2.000000000000000000e+01 1.365004105034023363e-01 5.329649045175904876e-01 -4.253115946088633081e-01 -2.805617810121963096e-01 5.428983989927552850e-02 4.920238652495716458e-01 -2.265383432998099855e-01 -2.392955961285977984e-01 -1.452756355177756420e-01 1.974623546766417770e-01 4.948866754263076539e-01 7.597341304635486792e-02 -1.728154004472021443e-01 -4.010827312044389081e-02 4.475329763880363243e-02 5.043874128154314240e-01 4.156055526542280082e-02 5.018582921745781134e-01 -1.962577886779097724e-01 -1.313165715256407462e-01 -1.624272160546177124e-01 5.235713420384687650e-02 4.917159825514320626e-01 4.995743470346476478e-01 -1.441670651830360278e-02 1.729803809382584878e-01 5.041830346377592642e-01 4.983792612548601508e-01 -8.658952648680745545e-02 -2.780974345983038276e-01 -2.415137216720286972e-01 -1.097857284198195810e-01 nan
2.100000000000000000e+01 1.088325338809452703e-01 4.937600950357129426e-01 -4.554755010260985171e-01 -3.162856594965536283e-01 2.324886128980339396e-03 4.524399821145806411e-01 -1.977523897373299477e-01 -2.815784704169707608e-01 -1.905412710799524456e-01 1.518593042124094517e-01 4.538231377880027617e-01 1.425219982828982226e-02 -2.807853145668893768e-01 4.550463214735034345e-02 1.350797848521160388e-02 4.618229626188017911e-01 3.145486086373859569e-02 4.601216129752969120e-01 -1.780291380330421003e-01 -8.626767482548845789e-02 -9.192525623291104842e-02 9.569270244924719948e-02 4.495393658979595086e-01 4.589344834479294755e-01 -2.254893026668973455e-02 5.109529457164822819e-02 4.633853910010684585e-01 4.562167780930694860e-01 -9.946555785112734527e-02 -2.983976532176040863e-01 -2.145461955678995836e-01 -1.911347672830935457e-02 nan
2.200000000000000000e+01 8.047160489221977242e-02 4.540754567276483189e-01 -4.799080540808801643e-01 -3.307926386690355769e-01 -8.426176021773940095e-02 4.121735121478993791e-01 -1.626109389959699003e-01 -2.975509138872945436e-01 -2.185277811889365929e-01 1.089834611679725423e-01 4.129566865763431571e-01 -1.556359322091667441e-02 -2.868448888991905199e-01 1.892924727185109693e-02 -6.059144160819022844e-03 4.190238265323727451e-01 4.740859510247121683e-02 4.181751762967955699e-01 -1.642529767427937659e-01 -8.538522237225297518e-02 -1.010885138706555803e-01 8.812452594797265393e-02 4.061151170414553646e-01 4.175201258588697173e-01 -2.026650442172117997e-02 -6.242137115294802384e-03 4.221296759392762499e-01 4.126746989673800714e-01 -6.278079717987061770e-02 -2.521798757373876487e-01 -1.846949567244809964e-01 1.130367608048376930e-02 nan
2.300000000000000000e+01 5.898311447860628970e-02 4.124168630013202441e-01 -5.131138541666602215e-01 -3.622350174202484951e-01 -1.441409821530217628e-01 3.696357030299129431e-01 -1.544593342384383283e-01 -2.972436077941228993e-01 -1.942753080400735355e-01 4.793491865219367404e-02 3.691420652829336957e-01 -4.345696973209046965e-02 -2.599700754640122402e-01 -3.488818083949536686e-02 -4.490677200030002147e-02 3.752629252987538799e-01 1.326968256756495546e-01 3.740892352327221948e-01 -1.939344873048502449e-01 -1.023843353110180932e-01 -1.497379354008746277e-01 -1.048225557986317766e-02 3.605446535966632116e-01 3.746224786151035602e-01 -3.331399775914282557e-03 6.158834558034209650e-02 3.791980907557645497e-01 3.674970663849009278e-01 -3.818775366292914003e-02 -1.838761653143280994e-01 -1.453702399355917274e-01 1.250960219099330221e-03 nan
2.400000000000000000e+01 3.766273867589599311e-02 3.706316116242647785e-01 -5.138320568103103003e-01 -3.650772191377215092e-01 -1.317140458954869919e-01 3.262255225836363515e-01 -1.534372925966537293e-01 -3.050675493658745463e-01 -2.070278879039375297e-01 -3.406004910108308137e-02 3.248615459671736483e-01 -6.987033473674042483e-02 -2.607331645351709803e-01 -1.562065328034273060e-01 -7.173674263747123470e-02 3.308696110221659437e-01 1.778311159853196988e-01 3.302786308352593792e-01 -2.022593488364439751e-01 -1.375506941255288107e-01 -1.380963849588879577e-01 -7.584530417673861213e-02 3.155444081536979972e-01 3.319727995142628951e-01 -2.041872723834462292e-02 1.028213501811509195e-01 3.349789945165360661e-01 3.217318281476175268e-01 -3.718158361652329491e-02 -1.477226650702886390e-01 -1.131833948610302953e-01 -7.335028831207571209e-02 nan
2.500000000000000000e+01 1.355922532760333275e-02 3.264615839789213325e-01 -5.106790047122566900e-01 -3.652736718138906991e-01 -7.260552136598208417e-02 2.811047947506239986e-01 -1.951520078968946859e-01 -3.232941316362520356e-01 -2.475449761377822022e-01 -1.228957211729368865e-01 2.792136460721273972e-01 -1.623921392877358816e-01 -2.043866876709913016e-01 -1.765530537146554335e-01 -8.304899389989141290e-02 2.849376999517618247e-01 9.787691792949856917e-02 2.847286002590579401e-01 -1.540813043130804250e-01 -2.122052858557103849e-01 -1.411955413057784936e-01 -9.791172770366010636e-02 2.687839324329578394e-01 2.872486646816458933e-01 -2.230648546118588552e-02 1.030054925427785900e-01 2.897045313360697705e-01 2.757196501288591284e-01 -6.363552320544066387e-02 -1.471217077250955851e-01 -1.376787123314028027e-01 -9.281237314012226458e-02 nan
2.600000000000000000e+01 -9.244082465538238855e-03 2.822039067750890529e-01 -4.939794058828739787e-01 -3.372487594928178511e-01 -3.549758936143024984e-02 2.367526018481017902e-01 -2.751436621593956189e-01 -3.370916114754630710e-01 -2.652036191442910806e-01 -1.616840752985444496e-01 2.353642872097727046e-01 -1.480658907481169628e-01 -1.234286551930237202e-01 -9.500489867557722345e-02 -7.286363484757636677e-02 2.397801453154081164e-01 6.906383894020231423e-04 2.396488785408033562e-01 -1.049494151978222073e-01 -2.369757528652821910e-01 -1.451657063195558595e-01 -1.299757477989015031e-01 2.226849695272130336e-01 2.428994494674387994e-01 -4.558525295991810306e-02 3.442676494530028802e-02 2.452193219783302958e-01 2.307995911895273089e-01 -9.700849484298205982e-02 -1.691121119405470663e-01 -1.850012667727292948e-01 -2.071754430473518593e-01 nan
2.700000000000000000e+01 -2.910672521569903151e-02 2.364299964174392810e-01 -4.770937567896404441e-01 -3.299083380690119305e-01 -3.650471107284247729e-02 1.922680186962446025e-01 -3.448010959806108167e-01 -3.486279978728943907e-01 -2.518987201713832058e-01 -1.609807088910495398e-01 1.902342753508946827e-01 -1.235273628550871278e-01 -5.152569071975669768e-02 -1.267573711298696504e-01 -9.372915130000097905e-02 1.948278830875982415e-01 -7.243214791389915308e-02 1.943495201247601167e-01 -7.376091061427691997e-02 -1.583476573032199242e-01 -1.174351957199057800e-01 -1.749824679087603474e-01 1.763513630704937329e-01 1.981321132493911452e-01 -3.642499469550485730e-02 -1.388357392628192591e-02 2.016014745548425913e-01 1.865449037717208103e-01 -1.091390159860257669e-01 -1.970663259977628590e-01 -1.016125342529946990e-01 -2.041653322588075081e-01 nan
2.800000000000000000e+01 -4.593142269877418388e-02 1.914433407244894025e-01 -4.526304814234121676e-01 -3.175089429937276719e-01 -8.251473767206600474e-02 1.489754697825436680e-01 -4.085214467648514147e-01 -3.694758646386460677e-01 -2.432207511475102113e-01 -1.663444576730015723e-01 1.459910485639638877e-01 -6.232556690043768860e-02 4.044917284390781020e-02 -1.524010666565104311e-01 -1.396309546539251101e-01 1.519186380947509796e-01 -1.090105900490288271e-01 1.503524013002074666e-01 -7.938106553192150749e-02 -2.540591805494060371e-02 4.479044669525250946e-03 -1.809262450259415955e-01 1.321650190518918189e-01 1.553206019658276149e-01 -3.475077035186063118e-02 -3.058024568943789462e-02 1.581166175072460656e-01 1.422703182517227605e-01 -1.327222038396441151e-01 -1.984539840212052875e-01 -1.810575207536297901e-02 -1.128813366391710205e-01 nan
2.900000000000000000e+01 -5.760058989601403445e-02 1.452721484570526911e-01 -4.419126997217402431e-01 -3.271772257510284776e-01 -1.539903836709044793e-01 1.055521506795829428e-01 -4.405221729396314734e-01 -3.850366532047226897e-01 -2.488146643636343913e-01 -1.627353983142727500e-01 1.012068415896884843e-01 -1.644557051959761804e-02 6.858371402846283327e-02 -1.435526029085839039e-01 -2.091074454582269593e-01 1.077355610301265060e-01 -9.287235764729369347e-02 1.052790187035792663e-01 -9.825014651249990016e-02 5.566820357960364923e-02 6.291918654273864764e-02 -1.544059583780016953e-01 8.718060413875079739e-02 1.109786815141493993e-01 -3.479764356078621224e-02 -3.472651248947580208e-03 1.132045335596334468e-01 9.692115847856856703e-02 -2.012889743947910148e-01 -1.784408236490980515e-01 -1.824939913861582663e-02 -5.726348404853970342e-02 nan
3.000000000000000000e+01 -5.706976708592843839e-02 9.876949252003876245e-02 -4.170236233578032414e-01 -3.233170062426180547e-01 -1.983836911311488427e-01 6.423566306208533527e-02 -4.416102291413679937e-01 -3.973191300652468283e-01 -2.791261731839312921e-01 -1.544565230293153957e-01 5.778507271915109961e-02 -2.750637151614051049e-02 -4.043309815704755616e-02 -1.018969062051165442e-01 -2.513223683102768224e-01 6.423136595258445436e-02 -7.084224248738275886e-02 6.092638210421760098e-02 -1.181673004562471957e-01 8.350905135807712432e-02 5.442189127649792874e-02 -1.364707625625785625e-01 4.394292412587164076e-02 6.817190236095535538e-02 -1.515536700224908058e-02 3.248399646441480632e-02 6.842641249338896059e-02 5.212307786629009204e-02 -1.716344868134487278e-01 -1.359137382048748455e-01 -5.056094464199179656e-02 -5.376978821123851171e-02 nan
3.100000000000000000e+01 -5.542461993499060713e-02 5.255039899476981330e-02 -3.830809413352191939e-01 -3.016076810186689716e-01 -1.991805692529263483e-01 2.515326792910282244e-02 -4.247802730082991807e-01 -3.988079265321872735e-01 -3.152928011085866511e-01 -1.442312138347435491e-01 1.513805090052485099e-02 -5.978030523605528355e-03 -1.444402895569290857e-01 -1.270366289144148897e-01 -2.491513410500950099e-01 2.151407314247751404e-02 -3.026852979895573378e-02 1.786662353622922930e-02 -1.002309840720868039e-01 9.896983940729188467e-02 2.926472700458719253e-02 -1.781310203640269763e-01 1.423855498302225350e-03 2.655467046903139602e-02 -1.026737997481049630e-02 -1.127742779910119106e-02 2.486493142580532140e-02 8.614930213212541182e-03 -8.606333020076337159e-02 -8.452892215691015787e-02 1.223553425266497852e-02 -2.774353043086812826e-02 nan
3.200000000000000000e+01 -6.474876715695059015e-02 7.154255085754843320e-03 -3.480081827981294507e-01 -2.721912177484743789e-01 -1.626408393133993713e-01 -1.256298088308962710e-02 -3.759288562565823444e-01 -3.936182351684024971e-01 -3.461210874374942570e-01 -1.284534292434449387e-01 -2.668235720223342475e-02 1.000731292618192020e-01 -1.853329328200336301e-01 -9.324142001659820045e-02 -2.196473058519598787e-01 -1.997115052083543035e-02 -1.726967612549282910e-02 -2.429058718065006672e-02 -6.706946292862661640e-02 7.327609778152531506e-02 2.420935510045107639e-02 -1.894806985862613202e-01 -4.011761246495212929e-02 -1.519908510387386197e-02 -4.106846650556159051e-02 -8.809027451482119575e-02 -1.880852744049156186e-02 -3.423067952633688377e-02 -3.958828157940078030e-02 -4.241912825778899887e-02 1.630545401724314558e-01 9.044111631381053507e-02 nan
