# r	h_0	h_1	h_2	h_3	h_4	h_5	h_6	h_7	h_8	h_9	h_10	h_11	h_12	h_13	h_14	h_15	h_16	h_17	h_18	h_19	h_20	h_21	h_22	h_23	h_24	h_25	h_26	h_27	h_28	h_29	h_30	h_31	h_32	
5.000000000000000000e-01 2.521184997499999838e+02 2.874436645999999769e+02 3.176400146999999379e+02 3.075918899999999567e+00 9.564241029999999455e+01 9.495702739999998698e+01 9.495235064999999963e+01 9.497533419999999182e+01 9.493568044999997824e+01 9.564128684999998598e+01 9.497279354999997736e+01 9.495814894999998046e+01 9.496846770000000504e+01 9.490450299999999118e+01 9.567595672499999182e+01 9.498161699999999996e+01 9.495845034999999257e+01 9.568111234999997805e+01 9.499350359999999682e+01 9.499978639999997654e+01 9.499506759999998451e+01 9.498391724999999042e+01 9.566306119999998714e+01 9.569547472499999685e+01 9.498784255000001053e+01 9.502330784999998059e+01 9.500207524999999009e+01 9.594084180000000117e+01 9.500186539999998558e+01 9.503225709999998116e+01 9.502311324999999442e+01 9.503372574999998790e+01 9.503411489999999162e+01
1.500000000000000000e+00 2.527673264500000130e+02 2.868376465000000053e+02 3.170583344000000352e+02 2.999199400000000182e+00 9.430349730000000363e+01 9.432508089999996059e+01 9.431502155000001153e+01 9.434489439999995852e+01 9.429503255000000195e+01 9.431206514999999513e+01 9.433451465000001690e+01 9.432235719999999901e+01 9.432808304999998938e+01 9.433597950000000765e+01 9.435224914999997736e+01 9.433496474999998327e+01 9.426471963333331416e+01 9.434812929999998232e+01 9.435702894999997170e+01 9.436444094999998811e+01 9.435490414999996744e+01 9.434804919999999129e+01 9.432828139999998029e+01 9.435881804999996803e+01 9.435039904999999294e+01 9.438096620000001735e+01 9.436067959999999744e+01 9.623660659999998757e+01 9.435980984999997645e+01 9.438993074999999067e+01 9.438316344999998364e+01 9.534628299999999967e+01 9.534772490000000289e+01
2.500000000000000000e+00 2.524630127000000357e+02 2.862029723999999078e+02 3.164336547999998857e+02 2.802581200000000550e+00 9.458744049999995696e+01 9.461634070000002339e+01 9.461292270000001281e+01 9.466270450000001802e+01 9.367984010000003536e+01 9.460797119999995175e+01 9.463253789999998844e+01 9.463948820000001660e+01 9.464013669999997092e+01 9.372002034999997022e+01 9.464080809999995836e+01 9.465770720000000438e+01 9.442541884999999979e+01 9.466477209999993647e+01 9.466477209999999332e+01 9.465908819999998514e+01 9.374671934999997802e+01 9.464424139999999852e+01 9.463214110000001256e+01 9.466390990000002148e+01 9.464915469999999686e+01 9.469525909999998703e+01 9.465975950000000694e+01 9.589822770000000673e+01 9.468172459999999546e+01 9.468432619999998678e+01 9.470392609999998967e+01 9.592890164999997182e+01 9.593405914999999595e+01
3.500000000000000000e+00 2.521366729999999734e+02 2.857713317999998708e+02 3.169073334000000841e+02 2.502809200000000622e+00 9.521396635000002107e+01 9.525209810000001198e+01 9.492842104999999719e+01 9.496924974999996039e+01 9.307843015000003106e+01 9.524600220000002082e+01 9.527856065000000285e+01 9.495016864999996642e+01 9.494981769999998278e+01 9.310589980000003152e+01 9.528241350000001830e+01 9.496181874999999195e+01 9.493428039999997736e+01 9.498371509999998352e+01 9.497771835000000351e+01 9.529750064999998926e+01 9.321425626666666631e+01 9.528905109999996625e+01 9.493939210000002049e+01 9.497301484999997001e+01 9.529896930000003863e+01 9.500411994999996068e+01 9.498080445000002214e+01 9.559958269999998492e+01 9.499607475000001955e+01 9.499977114999998662e+01 9.500633999999996604e+01 9.563520814999998265e+01 9.564168170000002078e+01
4.500000000000000000e+00 2.527271729000000278e+02 2.851073455499999909e+02 3.165913391000001411e+02 2.826829700000001111e+00 9.586477660000002743e+01 9.589070900000001529e+01 9.462482460000001083e+01 9.436013414999996485e+01 9.337350470000001224e+01 9.588366700000005949e+01 9.591641240000001289e+01 9.463808829999999261e+01 9.433173370000002933e+01 9.340853879999997389e+01 9.592800899999997455e+01 9.435639954999999190e+01 9.433007435000001806e+01 9.437915804999994407e+01 9.466847999999998819e+01 9.593318939999994654e+01 9.343824010000003000e+01 9.592960359999995035e+01 9.441347499999994852e+01 9.442884830000002694e+01 9.593902600000001257e+01 9.447145079999995687e+01 9.446311950000006163e+01 9.592344679999996515e+01 9.438799289999997200e+01 9.448294829999997546e+01 9.439952089999997042e+01 9.596612559999994119e+01 9.598345180000001164e+01
5.500000000000000000e+00 2.533473434499999257e+02 2.854093475499998931e+02 3.162798462000000654e+02 3.151870600000000522e+00 9.616247175000000880e+01 9.618123624999998356e+01 9.442493439999998373e+01 9.385663599999998041e+01 9.367085650000001351e+01 9.617808915000000525e+01 9.620098879999994779e+01 9.444390109999994820e+01 9.381826779999994415e+01 9.368618780000002744e+01 9.622000504999994064e+01 9.385280620000003182e+01 9.381014249999998356e+01 9.386717219999991357e+01 9.447689819999993688e+01 9.623295975000002045e+01 9.372743609999992032e+01 9.622515869999995175e+01 9.466428760000002285e+01 9.466976935000002413e+01 9.623048400000004676e+01 9.471464539999993804e+01 9.509100345000001653e+01 9.622199249999994208e+01 9.373732760000001463e+01 9.472299204999995936e+01 9.374914549999994051e+01 9.627053834999998116e+01 9.627841189999998051e+01
6.500000000000000000e+00 2.538963469999998779e+02 2.851163329999999405e+02 3.167976684999998724e+02 1.839010625000001120e+00 9.551773075000005520e+01 9.554625705000000835e+01 9.436751935000006597e+01 9.443754960000001120e+01 9.313121030000002065e+01 9.553007895000007466e+01 9.556177900000000136e+01 9.440985110000002578e+01 9.441296769999991056e+01 9.307613374999993994e+01 9.557292559999996229e+01 9.399878695000006701e+01 9.439051825000001372e+01 9.444461825000007593e+01 9.444039159999994126e+01 9.558942794999990156e+01 9.312061694999999872e+01 9.558478169999995089e+01 9.441741945000001124e+01 9.443389890000003106e+01 9.558812334999993254e+01 9.448848344999998972e+01 9.560321050000004561e+01 9.557880789999995841e+01 9.319927219999999579e+01 9.445811465000002727e+01 9.319434359999991102e+01 9.562916564999994762e+01 9.563550570000006701e+01
7.500000000000000000e+00 2.536718444999999065e+02 2.848143311500000436e+02 3.161563263499999721e+02 4.000899000000011085e-01 9.485831070000006093e+01 9.489160540000000310e+01 9.487965774999997848e+01 9.493014529999993556e+01 9.378178405000005569e+01 9.488592909999999847e+01 9.491042330000004767e+01 9.491337205000002086e+01 9.491247940000005201e+01 9.260192869999991672e+01 9.492102429999999913e+01 9.380686949999994795e+01 9.489727404999996452e+01 9.493935774999999921e+01 9.494129564999991544e+01 9.493613055000002987e+01 9.271492384999999103e+01 9.493333055000005061e+01 9.491987994999999501e+01 9.494392779999998311e+01 9.494074630000000070e+01 9.498159029999999348e+01 9.494467925000003561e+01 9.494615175000001273e+01 9.384915924999995696e+01 9.497440725000001294e+01 9.383664325000006556e+01 9.498163984999996501e+01 9.498589325000000372e+01
8.500000000000000000e+00 2.543596649500000240e+02 2.853326720999998543e+02 3.155393371999998635e+02 -3.292689499999994496e-01 9.433430479999992713e+01 9.436543280000000777e+01 9.436849979999988136e+01 9.440513609999993605e+01 9.437673949999998513e+01 9.437503820000006272e+01 9.439597320000007130e+01 9.439683530000002065e+01 9.438430020000009790e+01 9.274705129999995279e+01 9.440943149999998241e+01 9.440216830000008486e+01 9.438103490000003148e+01 9.440683749999993779e+01 9.442219550000004347e+01 9.441269689999990078e+01 9.295853170000002308e+01 9.442507169999998951e+01 9.440464019999990342e+01 9.442590330000007270e+01 9.442958070000008775e+01 9.445191959999988285e+01 9.443357850000006692e+01 9.443086250000010295e+01 9.444834900000000744e+01 9.446885679999991225e+01 9.443641669999988153e+01 9.447904969999990499e+01 9.447129820000009204e+01
9.500000000000000000e+00 2.546730042000003778e+02 2.850781860500001130e+02 3.153306579499999316e+02 -6.351690999999561882e-01 9.473460389999991094e+01 9.476583860000005188e+01 9.477130130000000463e+01 9.479920960000004015e+01 9.477217100000007122e+01 9.478543859999990673e+01 9.480747229999997217e+01 9.479650880000008328e+01 9.478137209999999868e+01 9.234326940000005379e+01 9.481556700000010096e+01 9.479357149999987087e+01 9.477560429999994085e+01 9.479563910000001670e+01 9.481748960000004445e+01 9.481645969999999579e+01 9.380461889999992309e+01 9.483644110000000182e+01 9.479843909999999596e+01 9.482207489999996142e+01 9.483501440000009097e+01 9.484191899999996167e+01 9.483858489999988706e+01 9.483416749999992135e+01 9.484491739999998572e+01 9.487522139999987303e+01 9.483011630000009973e+01 9.488755040000000918e+01 9.487033079999991969e+01
