# r	vx_0	vx_1	vx_2	vx_3	vx_4	vx_5	vx_6	vx_7	
2.030139220299999714e+00 -1.666264999994382379e-02 -3.135218353000000207e+02 8.186722499999916636e-01 2.217105000005403781e-02 3.126963423999999350e+02 -8.850049999864495476e-03 -1.150515000006180344e-02 6.317149999972571095e-03
3.030139220299999714e+00 -6.713499999477789970e-04 -3.121657816333332676e+02 3.711191333332806153e-01 8.003250000058415026e-03 3.117821731499998350e+02 -5.187999999861858669e-03 -5.493100000080630707e-03 7.476749999909770850e-03
4.030139220299998826e+00 2.636725000002115848e-02 -3.115223694000001160e+02 7.499649999999746797e-03 5.844100000103935599e-03 3.114786301000001458e+02 3.661999999167164788e-04 4.638699999759410275e-03 4.333500000029744115e-03
5.030139220299998826e+00 9.369812000002184504e-01 -3.114579620000001796e+02 2.668760000005931943e-02 -1.168819999998049752e-02 3.116321410499997455e+02 -1.128295899999784524e+00 1.126007099999924321e+00 1.446535000013682293e-02
6.030139220299998826e+00 9.673155999994378362e-01 -3.103501129199997877e+02 3.218081999983724018e-02 -1.227417999987778785e-02 3.102545532799999251e+02 -8.896485000000211585e-01 8.949585000000297441e-01 6.347699999878386734e-03
7.030139220299998826e+00 3.997799999979179120e-03 -3.067251190499998188e+02 -1.077546700000141300e+00 -7.347049999907540041e-03 3.077989959500002897e+02 4.821749999791791197e-03 -7.965100000092206756e-03 6.134050000127899693e-03
8.030139220299998826e+00 5.828849999488738831e-03 -3.047343292000000474e+02 -1.159507724999684797e+00 2.383010449999858338e-01 3.056312133299999232e+02 1.168830000005982583e-02 1.129100000071048271e-03 5.157499999768333510e-03
9.030139220299998826e+00 -3.662099999928614125e-03 -3.047221526499997708e+02 -1.580759833332194830e-01 1.814066833330798545e-01 3.046791686500000651e+02 -9.143371499999375374e-01 9.239807500002825691e-01 7.018999999672814738e-03
1.003013922029999883e+01 -7.431034999990515644e-02 -3.045156554499999402e+02 -8.363496000001759967e-01 -8.651699999973061495e-03 3.054200134000002436e+02 -1.048339799999666866e+00 9.761657499998364074e-01 7.479864999959318084e-02
1.103013922029999883e+01 -1.261657599998670776e+00 -3.036450120000008610e+02 -1.515670749999571854e+00 3.509999996822443791e-04 3.064159773999995195e+02 -1.271026649999839719e+00 3.753700000288517913e-03 1.259094200000163255e+00
1.203013922029999883e+01 -1.157684349999726692e+00 -3.040048064999996313e+02 -1.143157950000386336e+00 -6.637499996031692717e-04 3.063114699999987351e+02 -1.178985599998668476e+00 -8.027136666680689814e-02 1.248270666665689532e+00
1.303013922029999705e+01 6.195099999786179978e-03 -3.051621703999999227e+02 1.869200000055570854e-02 5.645700000059150625e-03 3.051321563999999853e+02 -1.095574999999371357e-02 2.655049999702896457e-03 7.812400000148045365e-03
1.403013922029999705e+01 8.361800000784569420e-03 -3.050490111999997680e+02 2.003479999984847382e-02 1.129149999997025589e-02 3.050076752000004490e+02 -9.643600000345031731e-03 6.713999991916352883e-04 1.434330000120098703e-02
1.503013922029999705e+01 1.348884999970323406e-02 -3.052985001499996542e+02 3.103640000017549028e-02 -5.371100000502337934e-03 3.060810623499996836e+02 -1.135259999864501879e-02 -8.116760000002614106e-01 1.049809999949502526e-02
1.603013922029999705e+01 1.434320000043953769e-02 -3.061169891000008647e+02 3.533929999957763357e-02 -1.100149999911081977e-02 3.062079772999995839e+02 -7.019099999524769373e-03 -1.219787000009091571e-01 1.135249999970255885e-02
1.703013922029999705e+01 5.554249999477178790e-03 -3.062223510499998156e+02 -1.155364950000148383e+00 -6.462149999606481288e-03 3.073743209499998557e+02 -1.187130000016622944e-02 1.950069999929837650e-02 3.662150001218833495e-03
1.803013922029999705e+01 5.340600000636186451e-03 -3.062501526000005470e+02 -1.429687500000000000e+00 -3.052000001844135113e-04 3.076748352000004161e+02 -8.514399999512534123e-03 1.046754999879340176e-02 4.364000000350642949e-03
1.903013922029999705e+01 1.464839999971445650e-02 -3.064989776499996879e+02 -1.259689350000371633e+00 5.355899999813118484e-03 3.077406768000009833e+02 -5.676200000380049460e-03 1.733390000117651653e-02 -6.042400002115755342e-03
2.003013922029999705e+01 1.733405000049970113e-02 -3.065340119499996945e+02 -9.586791500005347189e-01 1.300810000066121574e-02 3.074728469999990921e+02 -8.514349999131809454e-03 8.361749999494350050e-03 -5.187899999327783007e-03
2.103013922029999705e+01 -6.134049999673152342e-03 -3.068410339500005648e+02 -2.548214999933406943e-02 1.007099999696947634e-03 3.068760070499984067e+02 -1.083374999871011823e-02 1.049805000002379529e-02 -4.180899999482790008e-03
2.203013922029999705e+01 -5.004900001949863508e-03 -3.071175155499995526e+02 -3.486600000542239286e-03 -6.668149999313754961e-03 3.071316375999986121e+02 -8.300800000142771751e-03 7.629400002770125866e-03 -6.104000021878164262e-04
2.303013922029999705e+01 -2.990800003317417577e-03 -3.069326934999990044e+02 -5.355799999961163849e-03 -9.963999998944927938e-03 3.069510041000012279e+02 -8.667000001878477633e-03 2.624500000820262358e-03 6.714000010106246918e-04
2.403013922029999705e+01 3.516134000001329696e-01 -3.068706512999997358e+02 -1.136780000069848029e-02 -5.462649999572022352e-03 3.068923340500004997e+02 -3.647868333337100921e-01 -1.016999995044898242e-04 3.506978333334700437e-01
2.503013922029999350e+01 5.704040666678338312e-01 -3.056337433166672781e+02 -6.202700000358163379e-03 -5.485500000759202521e-03 3.056419931833339660e+02 -5.808207833330243375e-01 3.356999999596155249e-03 5.655822833323327359e-01
2.603013922029999350e+01 -2.685600000404519960e-03 -3.051449890000012601e+02 -1.310272000000622938e-01 -1.264949999858799856e-02 3.051696471499999461e+02 -2.279655000165803358e-02 4.455500000403844751e-03 -4.486050000195973553e-03
2.703013922029999350e+01 -7.324250000237952918e-03 -3.041361999000000651e+02 -1.049667399998725159e+00 -6.561000009241979569e-04 3.050080261000020982e+02 -2.038570000149775296e-02 1.306149999800254591e-02 -3.723199999512871727e-03
2.803013922029999350e+01 5.828900000778958201e-03 -3.031770249000010153e+02 -2.091506949999711651e+00 1.170845050000025367e+00 3.040970153999996910e+02 -9.674099999756435864e-03 1.184079999984533060e-02 -5.828800000017508864e-03
2.903013922029999350e+01 5.157399999006884173e-03 -3.025986632999993162e+02 -1.692504900000130874e+00 1.530487100000755163e+00 3.027643432499990013e+02 -1.266480000049341470e-02 -1.495349999458994716e-03 2.319299999726354145e-03
3.003013922029999350e+01 7.965099999637459405e-03 -3.026439742499997010e+02 -4.836808000000019092e-01 4.588165499999377062e-01 3.026660003500001039e+02 -1.065060000109951943e-02 1.861550001194700599e-03 8.034667999982048059e-01
3.103013922029999350e+01 1.397709999946528114e-02 -3.034773101999999199e+02 -1.968390000001818407e-02 -5.004799999369424768e-03 3.034953461000004609e+02 -1.263430000108201057e-02 8.667000001878477633e-03 1.031493499995121965e-01
3.203013922029999350e+01 1.232910000180709176e-02 -3.043573150000011083e+02 -9.018000000651227310e-03 -1.332089999959862325e-02 3.043716583000004903e+02 -1.733400000011897646e-02 1.538090000030933879e-02 -9.704600000986829400e-03
3.303013922029999350e+01 8.819550001135212369e-03 -3.049221725499992317e+02 -3.170165499996073777e-01 -1.049040000089007663e-02 3.052461699999994380e+02 -1.699829999961366411e-02 1.416009999957168475e-02 -1.016229999913775828e-02
3.403013922029999350e+01 4.364000000350642949e-03 -3.040512084999991202e+02 -2.998352000004160800e-01 -8.155799999258306343e-03 3.043593215999990207e+02 -2.282714999819290824e-02 2.270504999796685297e-02 -1.651004999985161703e-02
3.503013922029999350e+01 -5.828850000398233533e-03 -3.031006698000010147e+02 8.316000012200674973e-04 -9.994500001084816176e-03 3.031108092999993460e+02 -1.431274999958986882e-02 1.550285000121220946e-02 -1.669304999995802063e-02
3.603013922029999350e+01 -7.659900002181529999e-03 -3.027991638499970577e+02 8.583373999990726588e-01 -1.768489999994926620e-02 3.019576568499996938e+02 -1.382444999944709707e-02 1.348875000076077413e-02 -7.171600000219768845e-03
3.703013922029999350e+01 -3.509550000671879388e-03 -3.024787978499989549e+02 1.099998450000384764e+00 -1.034545000129583059e-02 3.013661651249985880e+02 -3.051249968848424032e-04 1.995844999692053534e-02 -1.495349995821015909e-03
3.803013922029999350e+01 -1.330570000209263526e-02 -3.013475188999964303e+02 -3.662000000986154191e-03 -1.000980000026174821e-02 3.013536834500009718e+02 -7.324250000237952918e-03 1.547240000218153000e-02 -5.187950002436991781e-03
3.903013922029999350e+01 -1.599120000173570588e-02 -3.013130187999995542e+02 1.861724999989746721e-01 -2.014922999996997532e-01 3.011926574499993876e+02 -3.662150000309338793e-03 1.463012999993225094e-01 -1.965329999802634120e-02
4.003013922029999350e+01 -1.202390000253217295e-02 -3.011643294999976206e+02 1.423415999997814652e-01 -1.558380499991471879e-01 3.001091614500019205e+02 -1.031499999953666702e-02 1.091979999997420236e+00 -2.368160000332864001e-02
4.103013922029999350e+01 1.197357149994786596e+00 -3.024185027999974409e+02 6.507850000161852222e-03 -1.735684999948716722e-02 3.011375122000017654e+02 -1.501460000145016238e-02 1.311523399999714456e+00 -2.316285000051720999e-02
4.203013922029999350e+01 1.539703349997580517e+00 -3.018773498499995185e+02 3.357500008860370144e-04 -4.852350000874139369e-03 3.003383483999969030e+02 -1.266479999685543589e-02 1.563842749998002546e+00 -1.568599999882280827e-02
4.303013922029999350e+01 4.522094000021752436e-01 -3.014765167000005022e+02 -1.535030000013648532e-02 5.325300000549759716e-03 3.010218811000013375e+02 7.934499990369658917e-04 4.593505999982880894e-01 -1.480105000155162998e-02
4.403013922029999350e+01 6.042499997420236468e-03 -3.004650345499994728e+02 -1.300050000099872705e-02 -1.663199998802156188e-03 3.011090316499994515e+02 -8.520201999999699183e-01 9.521500000118976459e-03 -3.021300002728821710e-03
4.503013922029999350e+01 -6.378250003763241693e-03 -3.002969817499979399e+02 -7.003800001257332042e-03 -7.659899998543551192e-03 3.009451598499981628e+02 -7.208251499978359789e-01 -2.685599996766541153e-03 -6.286600000748876482e-03
4.603013922029999350e+01 -1.483154999732505530e-02 -3.000073470499992254e+02 -2.830549999998765998e-03 -6.332400000246707350e-03 3.003290099999994709e+02 -3.091735999987577088e-01 4.180949999863514677e-03 3.209838500006299000e-01
4.703013922029999350e+01 -1.214604999768198468e-02 -2.991021957000011753e+02 1.838750000388245098e-03 -8.010900000954279676e-03 2.994129943500029185e+02 -3.073120000044582412e-01 1.699830000143265352e-02 6.024780000007012859e-01
4.803013922029999350e+01 -9.307900003477698192e-03 -2.984215011499982211e+02 -9.170549999907962047e-03 9.841999999480322003e-04 2.987351685500016174e+02 -3.143311000021640211e-01 5.340550000255461782e-03 3.241577500011771917e-01
4.903013922029998639e+01 -1.031489999877521768e-02 -2.984673614000021189e+02 9.338299998489674181e-03 -4.684399998950539157e-03 2.984363403000024846e+02 -8.763428000020212494e-01 9.016724000030080788e-01 -1.098630000342382118e-02
5.003013922029998639e+01 -1.202394999927491881e-02 -2.984225005999996938e+02 -8.316000021295621991e-04 -7.514949998949305154e-03 2.984183654999978899e+02 -1.108520549994864268e+00 1.117004399995494168e+00 -2.471899999363813549e-03
5.103013922029998639e+01 -3.052000029128976166e-04 -2.972145232999992004e+02 1.716614999895682558e-02 -4.393539499997132225e-01 2.976320113999972818e+02 -1.031489999877521768e-02 -1.464850000047590584e-02 3.234869999869260937e-02
