# r	vx_0	vx_1	vx_2	vx_3	vx_4	vx_5	vx_6	vx_7	
2.030139220299999714e+00 2.151400000002468005e-03 3.127021866500000442e+02 1.330559999996694387e-02 -1.098630000001321605e-02 -3.135189972000000012e+02 7.898407000000133849e-01 9.994500000004791218e-03 1.066594999997505511e-02
3.030139220299999714e+00 2.990750000037678547e-03 3.117931823499999950e+02 5.462699999952747021e-03 -8.300799999915398075e-03 -3.121581115666667756e+02 3.352737666667167105e-01 2.216335000002800371e-02 3.517149999936464155e-03
4.030139220299998826e+00 -1.878433499999800915e-01 3.116760255000000370e+02 -1.342800000202259980e-03 0.000000000000000000e+00 -3.114966736499999911e+02 -1.816554999987829433e-02 9.170549999964805465e-03 1.983649999999670399e-03
5.030139220299998826e+00 -1.264953499999137421e-01 3.106353454499999316e+02 -6.530800000064118649e-03 3.540050000083283521e-03 -3.105095214499999656e+02 -2.233890000002247689e-02 7.003799999893089989e-03 2.365100000133679714e-03
6.030139220299998826e+00 9.158339999999043357e-03 3.093617492600005221e+02 1.031499999999141437e-02 -2.685600000404519960e-03 -3.093629364000001374e+02 -2.800293999996483763e-02 1.434019999999236461e-02 1.739519999972571895e-03
7.030139220299998826e+00 1.118836980000111225e+00 3.066977143200002729e+02 5.981349999728990952e-03 -3.021199999693635618e-03 -3.077993317000002662e+02 -2.150725000001330045e-02 2.433780000001206645e-02 -5.493200000046272180e-03
8.030139220299998826e+00 1.128997750000166889e+00 3.047748565999995662e+02 -5.004849999750149436e-03 8.148149999669840327e-03 -3.065890044999996462e+02 9.214081000000078348e-01 1.753538000002663466e-02 -9.945720000075652933e-03
9.030139220299998826e+00 1.332633333447574842e-03 3.048891346666665640e+02 -9.158630500000981556e-01 9.211731500004134432e-01 -3.065783385999998245e+02 1.863342299999658280e+00 1.300044999970850768e-02 -1.861549999830458546e-03
1.003013922029999883e+01 -5.661000000145577360e-03 3.045649872000003597e+02 -1.034668000000237953e+00 9.696655500001725159e-01 -3.062924881000003552e+02 1.778846749999956955e+00 1.799019999998563435e-02 -8.773499999997511622e-01
1.103013922029999883e+01 3.334050000376009848e-03 3.048789748499993948e+02 -1.247009249999337044e+00 8.056599999690661207e-03 -3.051721876999995402e+02 1.517669649999788817e+00 7.820100000117236050e-03 -1.527336149999882764e+00
1.203013922029999883e+01 -3.662050000002636807e-03 3.051239928999993936e+02 -1.145324749999417691e+00 3.326500000184751116e-03 -3.052083283000001757e+02 1.204834000000118976e+00 2.365879999979370041e-02 -1.178657599999496597e+00
1.303013922029999705e+01 -6.988499999351915903e-03 3.051418609499996819e+02 3.967350000493752304e-03 -5.340550000255461782e-03 -3.061418151500001841e+02 9.826505999999426422e-01 2.966310000010707881e-02 -2.798449999954755185e-02
1.403013922029999705e+01 -1.998900000035064295e-02 3.050446625000004133e+02 -7.324199999857228249e-03 -6.652899999608052894e-03 -3.051275024500009749e+02 8.413695000035659177e-02 3.300479999961680733e-02 -3.030399999988730997e-02
1.503013922029999705e+01 -2.184295000006386545e-02 3.061141738500000429e+02 -6.347599999571684748e-03 -8.216247500004101312e-01 -3.040928344999997535e+02 -1.196189899999808404e+00 1.300049999963448499e-02 -2.030945000024075853e-02
1.603013922029999705e+01 -5.836450000060722232e-03 3.053475188499996875e+02 -7.019049999144044705e-03 -1.242980500001067412e-01 -3.036613540500006820e+02 -2.440986649999558722e+00 8.903046000000358617e-01 -1.630410000007032068e-02
1.703013922029999705e+01 -1.499939999939670088e-02 3.061223295999989205e+02 7.019050000053539407e-03 6.622300000344694126e-03 -3.045992050499999095e+02 -2.796256950000042707e+00 1.267822250000335771e+00 -1.301580000017565908e-02
1.803013922029999705e+01 1.863403499996820756e-01 3.064520111000001634e+02 -2.096557000004395377e-01 7.782000000588595867e-03 -3.047306977000002917e+02 -2.974762000000282569e+00 1.264144900000246707e+00 -9.841849999702390051e-03
1.903013922029999705e+01 1.896668000008503441e-01 3.065674896000000444e+02 -7.446290000007138588e-02 1.232909999998810235e-02 -3.057585042000004023e+02 -2.009836799999590085e+00 1.065643300000374438e+00 -2.655100000083621126e-03
2.003013922029999705e+01 -1.266480000049341470e-02 3.065605011000006925e+02 -1.684570000088569941e-02 3.173799999785842374e-03 -3.053925018499985526e+02 -2.084655750000365515e+00 9.349975999989510456e-01 9.324874000003546826e-01
2.103013922029999705e+01 -1.216129999920667615e-02 3.068734741000007489e+02 -2.655000000231666490e-03 -1.568605000102252234e-02 -3.055401610999997501e+02 -1.304809549999845331e+00 -8.331300000463670585e-03 1.304138250000505650e+00
2.203013922029999705e+01 -3.829900000710040331e-03 3.071248168000020087e+02 -1.000970000313827768e-02 -1.000980000026174821e-02 -3.067849654999981794e+02 -3.245010000000547734e-01 -1.335150000159046613e-03 3.086623999997755163e-01
2.303013922029999705e+01 3.326399999423301779e-03 3.069363251000013406e+02 -1.232910000180709176e-02 -1.068119999763439409e-02 -3.069123382000016136e+02 -2.975499999593012035e-03 3.356999986863229424e-04 -1.669309999851975590e-02
2.403013922029999705e+01 -4.501349999372905586e-03 3.068756638500008194e+02 -1.550295000197365880e-02 -6.195149999257409945e-03 -3.068584899500001484e+02 7.194499999968684278e-03 -4.997249999178166036e-03 -1.069640000059735030e-02
2.503013922029999350e+01 1.502999999502208084e-03 3.063836441499988723e+02 -7.660319833321409533e-01 -4.109699999389704317e-03 -3.056240158166674519e+02 8.346650000021327287e-03 -2.838199999132484663e-03 -1.918025000031775562e-02
2.603013922029999350e+01 -5.508449999069853220e-03 3.077086792000000059e+02 -2.704193150000719470e+00 -6.713500006299000233e-04 -3.050119781499988676e+02 -9.918000005200156011e-04 -1.341705499999079620e-01 1.240004999999655411e-01
2.703013922029999350e+01 -2.000419999967562035e-02 3.066398467499984690e+02 -2.682861349998347578e+00 -3.051000021514482796e-04 -3.039506530999988172e+02 -1.068119999945338350e-02 -8.083495500004573842e-01 8.113555499994618003e-01
2.803013922029999350e+01 6.500250000499363523e-03 3.047808990499997890e+02 -1.598403900000448630e+00 -1.495350001277984120e-03 -3.031814804999985427e+02 -8.448409500006164308e-01 1.229860000057669822e-02 8.088760000000547734e-01
2.903013922029999350e+01 1.834099999905447476e-02 3.035743408500002261e+02 -9.686584499995660735e-01 4.150400000071385875e-03 -3.026101531999993313e+02 -1.259338350000689388e+00 1.115982000000258267e+00 1.173553500002526562e-01
3.003013922029999350e+01 8.171049998964008410e-03 3.035547027499997057e+02 -9.080200499993225094e-01 8.206786999980977271e-01 -3.034671783499979938e+02 -4.586716000003434601e-01 4.579849499996271334e-01 -1.130674999967595795e-02
3.103013922029999350e+01 4.333500000939238816e-03 3.035960235000002285e+02 -1.253356000015628524e-01 1.269836000010400312e-01 -3.035993194999991829e+02 -4.012999999758903868e-03 -1.998900001126457937e-03 1.007000000754487701e-03
3.203013922029999350e+01 -8.346599999640602618e-03 3.043553160999999818e+02 -2.319300001545343548e-03 5.004900001949863508e-03 -3.043589934999999969e+02 8.331299999554175884e-03 -1.100159999987226911e-02 -1.663200000621145591e-03
3.303013922029999350e+01 4.731749999973544618e-02 3.051846999499985031e+02 -5.157449999387608841e-03 -2.868699999453383498e-03 -3.049213179999997010e+02 -2.988434000008055591e-01 -1.550295000015466940e-02 -4.333500000029744115e-03
3.403013922029999350e+01 -2.362644666663982207e-01 3.045804493666655617e+02 -7.842999999411404133e-03 -2.014199999393895268e-03 -3.040444793000006030e+02 -2.963561999995363294e-01 -1.883700000053067924e-02 3.158550000080140308e-03
3.503013922029999350e+01 1.364899999953195220e-02 3.030911941000003935e+02 -9.521449999738251790e-03 8.331349999934900552e-03 -3.031013337000003958e+02 1.678450000326847658e-03 -1.367180000033840770e-02 -6.340050000289920717e-03
3.603013922029999350e+01 1.000970000131928828e-02 3.019448243000006187e+02 -1.281740000194986351e-02 1.165770000079646707e-02 -3.019493560999999318e+02 -2.319299999726354145e-03 -3.997800000433926471e-03 -2.165220000097178854e-02
3.703013922029999350e+01 4.005400000096415170e-03 3.013748169000000416e+02 -1.232909999998810235e-02 9.307799999078270048e-03 -3.009781493999989834e+02 -3.983230000003459281e-01 3.874893000001975452e-01 -1.348874999985127943e-02
3.803013922029999350e+01 4.333599999881698750e-03 3.014196623999996518e+02 -7.217404999755672179e-02 -6.714000010106246918e-04 -3.000771484500000952e+02 -1.277999900001304923e+00 1.273819000000003143e+00 -1.731869999912305502e-02
3.903013922029999350e+01 2.990700000736978836e-03 3.021428527500011114e+02 -8.221740500048326794e-01 -9.704599993710871786e-03 -3.002556305000034627e+02 -8.639983999992182362e-01 8.513183999993998441e-01 -7.995699999810312875e-03
