# r	vx_0	vx_1	vx_2	vx_3	vx_4	
3.203013922029999350e+01 2.319300001545343548e-03 -9.338399999251123518e-03 -1.568600000246078707e-02 -1.733400000011897646e-02 -3.043487090666658332e+02
3.303013922029999350e+01 5.462649998662527651e-03 -1.379395000003569294e-02 -1.550289999795495532e-02 -1.019290000112960115e-02 -3.048183135500003118e+02
3.403013922029999350e+01 -1.373249999232939444e-03 -8.148200000505312346e-03 -6.347649999952409416e-03 -1.733394999973825179e-02 -3.037339783000006719e+02
3.503013922029999350e+01 -3.326449999804026447e-03 -9.826650002651149407e-03 -3.692649997901753522e-03 -1.763910000045143533e-02 -3.027938308999991932e+02
3.603013922029999350e+01 -2.166750000469619408e-03 -1.080325000111770350e-02 -1.483154999914404470e-02 -8.697499999470892362e-03 -3.018938064499998291e+02
3.703013922029999350e+01 -1.733400000193796586e-02 -7.659850001800805330e-03 -1.498414999878150411e-02 -1.086419999955978710e-02 -3.008056336000008741e+02
3.803013922029999350e+01 -1.513675000023795292e-02 -1.049805000002379529e-02 -1.300049999917973764e-02 6.063845000244327821e-02 -3.001744461000025694e+02
3.903013922029999350e+01 -7.019099997705779970e-03 -1.330560000496916473e-02 -4.638699996576178819e-03 8.128051499988941941e-01 -3.011124725499994383e+02
4.003013922029999350e+01 -1.196289999643340707e-02 2.174682499971822836e-01 -1.678449996688868850e-03 -1.528935000169440173e-02 -3.010805053999984011e+02
4.103013922029999350e+01 -7.354749999649357051e-03 2.103270999978121836e-01 -1.579894499991496559e-01 -1.647900000534718856e-03 -3.012493439499994565e+02
4.203013922029999350e+01 -1.983649999601766467e-03 -3.059392499926616438e-02 -1.924285749992122874e-01 -1.647900004172697663e-03 -3.001559981999962474e+02
4.303013922029999350e+01 -2.005004999955417588e-02 5.340550000255461782e-03 -1.049804999638581648e-02 -3.182980000201496296e-02 -3.002203293000020494e+02
4.403013922029999350e+01 -4.821749997063307092e-03 8.329467499970633071e-01 -8.486327499958861154e-01 -2.682500000082654878e-02 -3.001388397500013525e+02
4.503013922029999350e+01 6.513061999939964153e-01 6.130975000269245356e-02 -7.289733500001602806e-01 -3.234859999793116003e-02 -2.992864761500004533e+02
4.603013922029999350e+01 2.836608500001602806e-01 -6.988500001170905307e-03 1.751714999772957526e-02 -3.201294999598758295e-02 -2.984701767000024120e+02
4.703013922029999350e+01 -2.783210000052349642e-02 -1.983650003239745274e-03 3.031616500011296012e-01 -2.700804999767569825e-02 -2.974963455500019336e+02
4.803013922029999350e+01 -3.601075000187847763e-02 -3.051999956369400024e-04 1.678449996688868850e-03 -2.902219999668886885e-02 -2.962633438000029855e+02
4.903013922029998639e+01 -3.771969999797875062e-02 -7.263200001034419984e-03 6.652800002484582365e-03 -3.063960000145016238e-02 -2.959943848000002617e+02
5.003013922029998639e+01 -2.502440000171191059e-02 -1.150514999608276412e-02 6.347649996314430609e-03 8.416750000469619408e-02 -2.960240021000008710e+02
5.103013922029998639e+01 -8.727999993425328285e-03 -2.331550000235438347e-02 2.685599996766541153e-03 1.216461150001123315e+00 -2.963553085499988811e+02
5.203013922029998639e+01 1.800549998733913526e-03 -2.764889999889419414e-02 4.150400000071385875e-03 1.110168449995398987e+00 -2.975788267999960226e+02
5.303013922029998639e+01 1.428220000525470823e-02 -2.331540000159293413e-02 -3.662100003566592932e-03 -1.202389999525621533e-02 -2.977214814000017213e+02
5.403013922029998639e+01 -2.990699998917989433e-03 -1.336670000455342233e-02 3.662000017357058823e-04 -2.899169999727746472e-02 -2.987443542000037269e+02
5.503013922029998639e+01 1.120696999998472165e+00 -4.028300001664320007e-03 -1.135498049996385816e+00 1.100158699999155942e+00 -2.997453156000010495e+02
5.603013922029998639e+01 3.906859999951848295e-01 5.000401870347559452e-08 -4.184875999999349006e-01 3.721618999989004806e-01 -3.003038406499999837e+02
5.703013922029998639e+01 -1.300050000281771645e-02 -8.300800000142771751e-03 -2.081909499975154176e-01 -2.349854999920353293e-02 -2.993545073999994202e+02
5.803013922029998639e+01 -1.535035000051720999e-02 6.713500006299000233e-04 1.855469499969331082e-01 -1.501469999493565410e-02 -2.997560119000045233e+02
5.903013922029998639e+01 -5.249000001640524715e-03 8.971252500014088582e-01 -9.233398500000475906e-01 -1.916509999864501879e-02 -2.987068557500006136e+02
6.003013922029998639e+01 -2.697759999864501879e-02 1.277160699995874893e+00 -1.285156300000380725e+00 1.580506000027526170e-01 -2.985850753500017163e+02
6.103013922029998639e+01 -2.465819999997620471e-02 6.511230500000237953e-01 -6.634826000008615665e-01 2.532951666705685057e-02 -2.981441802166658590e+02
6.203013922029998639e+01 -3.433224999753292650e-02 6.444702499975392129e-01 -6.633301500005472917e-01 2.349850001337472349e-03 -2.977956847499990545e+02
6.303013922029998639e+01 9.268194999822298996e-02 6.273193000015453435e-01 -7.659912499984784517e-01 1.279907500029366929e-01 -2.979253311000029498e+02
6.403013922029998639e+01 8.024901999997382518e-01 -6.164550002722535282e-03 -8.280029499983356800e-01 8.151855499963858165e-01 -2.978355102499990608e+02
6.503013922029998639e+01 -7.354749999649357051e-03 7.019000004220288247e-04 -3.051754999978584237e-02 6.988549997913651168e-03 -2.969578322999986995e+02
6.603013922029998639e+01 -7.324300000618677586e-03 2.252807999975630082e-01 -2.832029999990481883e-02 1.159650000772671774e-03 -2.964984818000011728e+02
6.703013922029998639e+01 -1.232914999854983762e-02 2.295226999995065853e-01 -3.033439999853726476e-02 -1.458435500026098453e-01 -2.977411804499970458e+02
6.803013922029998639e+01 -6.988550001551629975e-03 -7.019500008027534932e-04 -3.695674999835318886e-02 -1.920166500021878164e-01 -2.973626708666657805e+02
6.903013922029998639e+01 -7.659900002181529999e-03 8.030090500033111311e-01 -8.331604500017419923e-01 -9.155250001640524715e-03 -2.978251876499998616e+02
7.003013922029998639e+01 -4.333500000939238816e-03 1.221923999983118847e-01 -1.452026999977533706e-01 -1.361080000060610473e-02 -2.985646971999995003e+02
7.103013922029998639e+01 -7.995599997229874134e-03 -1.763920000666985288e-02 -5.371100000047590584e-03 -1.428209999721730128e-02 -2.996136932999997953e+02
7.203013922029998639e+01 -1.031494999551796354e-02 -1.217650000035064295e-02 -1.251220000267494470e-02 -1.199344999986351468e-02 -2.996056517999986681e+02
7.303013922029998639e+01 -1.531985000110580586e-02 -1.519774999906076118e-02 -4.333499997301260009e-03 -1.715085000250837766e-02 -2.992349853999985498e+02
7.403013922029998639e+01 -1.782230000026174821e-02 3.637978807091712952e-12 -2.252195000255596824e-02 -6.988549994275672361e-03 -2.981221542500024952e+02
7.503013922029998639e+01 -2.667240000300807878e-02 1.333619999786606058e-02 -2.798459999394253828e-02 -1.098635000744252466e-02 -2.968395156999940809e+02
7.603013922029998639e+01 -3.033449999929871410e-02 2.960249999887309968e-03 -2.319350001926068217e-03 -3.515619999961927533e-02 -2.955788422499990702e+02
7.703013922029998639e+01 -2.465819999633822590e-02 0.000000000000000000e+00 -5.371100007323548198e-03 -2.496339999197516590e-02 -2.945110397000044031e+02
7.803013922029998639e+01 -2.850345000479137525e-02 -1.181024999823421240e-02 1.165770000079646707e-02 -3.799439999420428649e-02 -2.947573470500046824e+02
7.903013922029998639e+01 -2.801509998971596360e-02 -1.397700000961776823e-02 8.666900001117028296e-03 -3.967279999051243067e-02 -2.950691681000062090e+02
8.003013922029998639e+01 -8.361700005480088294e-03 -7.629400002770125866e-03 -2.001959999324753881e-02 -1.733400000375695527e-02 -2.960650100999973802e+02
8.103013922029998639e+01 -8.209200001147110015e-03 -1.080324999929871410e-02 -7.507299997087102383e-03 -2.749634999781847000e-02 -2.949953156000046874e+02
8.203013922029998639e+01 -1.217649999307468534e-02 -5.004900005587842315e-03 -1.147464999667135999e-02 -2.536009999312227592e-02 -2.960403289000023506e+02
8.303013922029998639e+01 -2.301024999906076118e-02 1.181030000589089468e-02 -2.899170000455342233e-02 -5.828849993122275919e-03 -2.964708252500058734e+02
8.403013922029998639e+01 -2.404779999051243067e-02 1.538079998863395303e-02 -3.137199999764561653e-02 -6.652800002484582365e-03 -2.973523102999970433e+02
8.503013922029998639e+01 -2.636720000009518117e-02 4.028299998026341200e-03 -2.032470000267494470e-02 -7.324199992581270635e-03 -2.983453445500090311e+02
8.603013922029998639e+01 -1.715085000614635646e-02 -7.507349997467827052e-03 -1.486204999673645943e-02 -1.266475000738864765e-02 -2.995608063499967102e+02
8.703013922029998639e+01 -1.129149999178480357e-02 -8.667000001878477633e-03 -2.001950000703800470e-02 -1.702889999432954937e-02 -2.996429747999973188e+02
8.803013922029998639e+01 -1.300049999554175884e-02 1.975403499964158982e-01 -2.471924999554175884e-02 -7.782000000588595867e-03 -3.005916901000018697e+02
8.903013922029998639e+01 -1.083369999105343595e-02 2.112120999954640865e-01 -2.172839999548159540e-02 -6.286600008024834096e-03 -3.015591889499955869e+02
9.003013922029998639e+01 -1.098630001069977880e-02 -5.676299988408572972e-03 -1.867670001229271293e-02 -1.763919999939389527e-02 -3.013627166499973100e+02
9.103013922029998639e+01 3.601379500032635406e-01 6.317150000541005284e-03 -3.978271500018308870e-01 3.530273500000475906e-01 -3.014433441000001039e+02
9.203013922029998639e+01 1.260314899998775218e+00 -3.356899993377737701e-03 -1.284301800005778205e+00 1.239990299996861722e+00 -3.021749878499940678e+02
9.303013922029998639e+01 1.055359000005410053e+00 -9.338399991975165904e-03 -1.066650400010985322e+00 1.029296799999428913e+00 -3.022019957999946200e+02
9.403013922029998639e+01 1.290588000047137029e-01 -2.349850001337472349e-03 -1.506958499958273023e-01 1.108703999998397194e-01 -3.012158279500072240e+02
9.503013922029998639e+01 -1.312255000084405765e-02 4.882499997620470822e-04 -2.102659999945899472e-02 -2.133179999509593472e-02 -3.022711333500010369e+02
9.603013922029998639e+01 -1.000979999662376940e-02 3.661999944597482681e-04 -1.904299999296199530e-02 -1.800530000764410943e-02 -3.026873016499957885e+02
9.703013922029998639e+01 -1.800529999309219420e-02 2.031554999921354465e-01 4.699700002674944699e-03 -2.334600000176578760e-02 -3.035698394999999437e+02
9.803013922029997218e+01 -1.184079999802634120e-02 -1.601562500072759576e-01 -2.210082999954465777e-01 -1.135254999826429412e-02 -3.036499938499982818e+02
9.903013922029997218e+01 -1.950075000786455348e-02 -1.251219999539898708e-02 -7.412724999448982999e-02 -2.233880000130739063e-02 -3.038930283000045165e+02
1.000301392202999722e+02 3.136596499971346930e-01 -3.319701500004157424e-01 -1.235964999796124175e-02 -5.157450003025587648e-03 -3.030855255499991472e+02
1.010301392202999722e+02 1.450317499999073334e+00 -1.233337450001272373e+00 -2.349860000686021522e-02 1.526500127511098981e-04 -3.022048340500041377e+02
1.020301392202999722e+02 1.096984849995351397e+00 -9.089965500024845824e-01 -1.568609999958425760e-02 -1.562500000000000000e-02 -3.023376921999952174e+02
1.030301392202999722e+02 -1.666259999910835177e-02 2.014199999393895268e-03 -7.019099997705779970e-03 -2.569579999544657767e-02 -3.026578216500056442e+02
1.040301392202999722e+02 -6.988499997532926500e-03 -1.495399999839719385e-03 -4.449462500269873999e-02 7.812525003828341141e-03 -3.034040069500006211e+02
1.050301392202999722e+02 1.985168500032159500e-01 2.838150001480244100e-03 -7.324250000237952918e-03 -3.652955000143265352e-02 -3.026258087999958661e+02
1.060301392202999722e+02 1.882019000040600076e-01 -6.347700007609091699e-03 0.000000000000000000e+00 -1.433410499957972206e-01 -3.035736541500009480e+02
1.070301392202999722e+02 -2.664184999593999237e-02 8.171692000032635406e-01 1.361090000136755407e-02 -1.051269600007799454e+00 -3.025550383999980113e+02
1.080301392202999722e+02 -2.124025000375695527e-02 1.236297650000778958e+00 -1.800549995095934719e-03 -1.259826700006669853e+00 -3.035796965499939688e+02
1.090301392202999722e+02 4.601033333653958834e-02 4.066466999938711524e-01 -2.047724999283673242e-02 -4.168701500020688400e-01 -3.048256378000005498e+02
1.100301392202999722e+02 -2.166749999742023647e-02 8.667000001878477633e-03 -1.837160000286530703e-02 -1.965329999802634120e-02 -3.060543289499983075e+02
1.110301392202999722e+02 -2.035520000208634883e-02 7.659900002181529999e-03 -1.596065000194357708e-02 -1.333625000552274287e-02 -3.055023345999943558e+02
1.120301392202999722e+02 -2.301019999140407890e-02 3.967199998442083597e-03 -1.928710000356659293e-02 -1.269529999990481883e-02 -3.055826338999977452e+02
1.130301392202999722e+02 -2.166744999703951180e-02 -1.770024999859742820e-02 -4.974350005795713514e-03 -1.348874999530380592e-02 -3.058844986000003701e+02
1.140301392202999722e+02 -2.899170000455342233e-02 -2.233890000206883997e-02 9.643600002164021134e-03 -1.727299999038223177e-02 -3.068167114000098081e+02
1.150301392202999722e+02 -2.185054999426938593e-02 -1.699830000143265352e-02 4.486150006414391100e-03 -1.879890000418527052e-02 -3.077641830500033393e+02
1.160301392202999722e+02 -9.643550001783296466e-03 -2.084355000260984525e-02 1.495399999839719385e-03 -1.632689999678405002e-02 -3.069369965000005323e+02
1.170301392202999722e+02 -1.733400000375695527e-02 -1.901245000044582412e-02 1.397095000065746717e-01 -1.104740001028403640e-02 -3.061664733499965223e+02
1.180301392202999722e+02 -1.135259999136906117e-02 -2.233890000206883997e-02 8.225403499964158982e-01 -1.684570000361418352e-02 -3.060031662499968661e+02
1.190301392202999722e+02 -1.733400000375695527e-02 -1.367190000019036233e-02 -1.037599999108351767e-03 -1.599119999445974827e-02 -3.061479796999992686e+02
1.200301392202999722e+02 -3.765874999953666702e-02 -3.143299996736459434e-03 1.110321049993217457e+00 -1.131652849995589349e+00 -3.050930176000038045e+02
1.210301392202999722e+02 -3.384400000504683703e-02 -5.676249995303805918e-03 1.256835899992438499e+00 -1.286498999994364567e+00 -3.060155029000015929e+02
1.220301392202999722e+02 -2.832029999990481883e-02 -4.333499993663281202e-03 1.294860999987577088e-01 -1.608581999971647747e-01 -3.061408080500004871e+02
1.230301392202999722e+02 -3.833009999652858824e-02 2.133178999938536435e-01 -7.537900004535913467e-03 -1.800534999347291887e-02 -3.073043060000018158e+02
1.240301392202999722e+02 -3.115840000100433826e-02 -1.320190999977057800e-01 -3.051999956369400024e-04 -1.336670000455342233e-02 -3.078849944999965373e+02
1.250301392202999722e+02 -3.399660000286530703e-02 3.131713999973726459e-01 -3.238220500061288476e-01 3.118286000099033117e-01 -3.072095108000066830e+02
1.260301392202999722e+02 -3.536681999976281077e-01 6.279906999989179894e-01 -3.323363999952562153e-01 3.043212499906076118e-01 -3.062651290499961760e+02
1.270301392202999722e+02 -3.225097999893478118e-01 2.976684499953989871e-01 -1.333620000514201820e-02 -2.301019999868003651e-02 -3.050144806499956758e+02
1.280301392202999580e+02 -2.172859999700449407e-02 4.699800003436394036e-03 -2.032480000343639404e-02 -1.800539999385364354e-02 -3.046891861000076460e+02
1.290301392202999580e+02 -2.105709999159444124e-02 1.104729999497067183e-02 -3.668209999159444124e-02 -4.028300012578256428e-03 -3.045239715999923646e+02
1.300301392202999580e+02 -1.232915000582579523e-02 7.843050007068086416e-03 -4.071044999727746472e-02 3.661999944597482681e-04 -3.044173507500017877e+02
