# r	vx_0	vx_1	vx_2	vx_3	vx_4	
2.030139220299999714e+00 7.905006350000007842e+00 -2.245101999999690179e-01 -1.056671100000016850e+00 -1.533510000001570006e-02 3.061348266999999623e+02
3.030139220299999714e+00 6.636848399999962567e+00 -6.332399999990911965e-03 -1.376648000000102456e-01 -1.382444999995868784e-02 3.050727996499999790e+02
4.030139220299998826e+00 6.648353550000024370e+00 -8.682200000066586654e-03 -2.149205000000620203e-02 -1.499169999999594438e-02 3.048564986499999350e+02
5.030139220299998826e+00 6.823005650000141031e+00 -3.669749999971827492e-03 -2.914430000009815558e-02 -1.451869999993959937e-02 3.048298263499999621e+02
6.030139220299998826e+00 5.956857280000122046e+00 -1.016230000004725298e-02 -2.481845000011162483e-02 -1.052094999988639756e-02 3.040805053999998790e+02
7.030139220299998826e+00 4.678657550000025367e+00 -1.184085000022605527e-02 -1.982119999979659042e-02 -1.500700000019605795e-02 3.029945144999996955e+02
8.030139220299998826e+00 2.304959170000074664e+00 1.760405499999251333e-01 -3.326399999878049130e-03 -1.933289999988119234e-02 3.031404724499998338e+02
9.030139220299998826e+00 6.031799500001397973e-01 -2.584840000008625793e-02 -1.319850000072619878e-03 -2.049259999989772041e-02 3.040896758999999747e+02
1.003013922029999883e+01 1.539352500000177315e+00 6.696586499999739317e-01 -2.841949999947246397e-03 -1.013992300000154501e+00 3.044289932000001500e+02
1.103013922029999883e+01 2.477172899999686706e+00 1.511825550000367002e+00 -1.566310000043813488e-02 -1.805671750000101383e+00 3.043979644500002451e+02
1.203013922029999883e+01 2.533180299999457930e+00 1.167671200000313547e+00 -1.900479999994786340e-02 -1.181991599999946629e+00 3.038131332000002658e+02
1.303013922029999705e+01 3.611854549999861774e+00 2.998350000325444853e-03 -2.668764999998529674e-02 -8.483900000101129990e-03 3.025123290999999881e+02
1.403013922029999705e+01 3.685516349999488739e+00 -1.167290000012144446e-02 -2.069089999986317707e-02 -3.967300000113027636e-03 3.014329986000002464e+02
1.503013922029999705e+01 4.567161599999963073e+00 -7.928314000000682427e-01 -2.001959999961400172e-02 -6.407999999282765202e-04 3.020953368999998929e+02
1.603013922029999705e+01 4.173004099999616301e+00 -1.361693499993634759e-01 -1.128677400000015041e+00 -1.597595000021101441e-02 3.022664641999999731e+02
1.703013922029999705e+01 3.810157649999837304e+00 -5.948155166665856086e-01 -7.026774333335197298e-01 -1.898199999959615525e-02 3.035754852499994740e+02
1.803013922029999705e+01 3.116508450000310404e+00 -6.334915000002183660e-01 -1.918789999990622164e-02 -9.315450000030978117e-03 3.039331589000003078e+02
1.903013922029999705e+01 2.667335550000643707e+00 -2.250137500004711910e-01 -2.465819999906671001e-02 2.990699999827484135e-03 3.039949951999997211e+02
2.003013922029999705e+01 1.518508950000068580e+00 -1.802059999954508385e-02 -2.998360000037791906e-02 -1.807174499999746331e-01 3.041350631499999508e+02
2.103013922029999705e+01 1.318054200000460696e+00 -8.018499999707273673e-03 -3.199770000037460704e-02 5.679321666653436296e-02 3.042958526333335385e+02
2.203013922029999705e+01 1.289588900000126159e+00 4.684499999711988494e-03 -3.735360000064247288e-02 -2.655000000231666490e-03 3.055449829000008322e+02
2.303013922029999705e+01 3.671494000000166125e-01 6.347600000481179450e-03 -4.483790000085718930e-02 3.486600000542239286e-03 3.067781906999989587e+02
2.403013922029999705e+01 1.963195999996969476e-01 1.519999932497739792e-05 -4.400629999872762710e-02 8.651699999973061495e-03 3.060268554999984190e+02
2.503013922029999350e+01 4.353026500011765165e-01 -7.652250000319327228e-03 -2.565004999996745028e-02 -2.197250000790518243e-03 3.046120300500006124e+02
2.603013922029999350e+01 1.520683300000200688e+00 1.372500000798027031e-04 -3.248584999982995214e-02 8.545000000594882295e-04 3.034838103499996578e+02
2.703013922029999350e+01 1.254165700000157813e+00 -1.001744999939546688e-02 -2.066800000011426164e-02 1.350399999864748679e-03 3.025961686000009649e+02
2.803013922029999350e+01 2.231598499993197038e-01 -1.866150000023480970e-02 -1.667789999919477850e-02 -1.132200000029115472e-02 3.027579650999996375e+02
