# r	vx_0	vx_1	vx_2	vx_3	vx_4	
2.903013922029999350e+01 6.176681499991900637e-01 -6.483382500000516302e-01 -7.003799999438342638e-03 -1.499940000030619558e-02 3.026266631999988022e+02
3.003013922029999350e+01 2.570622500006720657e-01 -2.948888499995518941e-01 -2.174299999751383439e-03 -6.011999999827821739e-03 3.026475066999992123e+02
3.103013922029999350e+01 -7.339499999943654984e-03 -3.366090000054100528e-02 2.655099999174126424e-03 -9.002699998745811172e-03 3.034740142999999080e+02
3.203013922029999350e+01 -1.266479999867442530e-02 -2.034000000094238203e-02 -1.891631999988021562e-01 -2.233125000111613190e-02 3.045488052499995320e+02
3.303013922029999350e+01 3.054961999996521627e-01 -1.399995000065246131e-02 1.063232000005882583e-01 -9.994500000175321475e-03 3.047983246000003419e+02
3.403013922029999350e+01 6.183166499995422782e-01 -1.549530000011145603e-02 -3.301772499989965581e-01 3.085098499996092869e-01 3.037223205000009330e+02
3.503013922029999350e+01 6.338271999993594363e-01 -2.899934999913966749e-02 -6.348419000005378621e-01 6.163406000005124952e-01 3.024770202999998219e+02
3.603013922029999350e+01 6.223449999997683335e-01 -3.500370000074326526e-02 -6.069946000006893883e-01 3.550033500005156384e-01 3.015851821999995082e+02
3.703013922029999350e+01 2.083590000074764248e-02 -3.849795000041922322e-02 2.502449999155942351e-03 1.596526500006802962e-01 3.007945099999997183e+02
3.803013922029999350e+01 -9.994499996537342668e-04 -2.932740000051126117e-02 7.690399999773944728e-03 -2.652734999992389930e-02 3.000920104500028174e+02
3.903013922029999350e+01 -9.917999996105208993e-04 1.053313999991587480e-01 -1.196289000008619041e-01 8.913420000044425251e-02 3.001481551999977455e+02
4.003013922029999350e+01 2.030258000004323549e-01 8.316574000009495649e-01 -8.431549000006270944e-01 7.904816000000209897e-01 3.002355040999991616e+02
4.103013922029999350e+01 1.264350899999044486e+00 -2.334599997993791476e-03 -1.666260000092734117e-02 -4.434199999923293944e-02 3.012386626999996224e+02
4.203013922029999350e+01 1.548164299998461502e+00 -3.334049999466515146e-03 -1.164001500000267697e+00 1.108673199999429926e+00 3.001528320000034000e+02
4.303013922029999350e+01 1.244163600000320002e+00 1.158668500001112989e+00 -2.428176899999925809e+00 1.207504300000437070e+00 3.002390136000012717e+02
4.403013922029999350e+01 9.723587499975110404e-01 2.085286483335352159e+00 -3.080960633333546639e+00 8.782199999859585660e-02 3.010010223000026599e+02
4.503013922029999350e+01 1.662353499999881024e+00 2.435012900001311209e+00 -3.178016700001535355e+00 -2.250674999959301203e-02 3.000224991000013688e+02
4.603013922029999350e+01 2.503349250000610482e+00 2.147994999999355059e+00 -2.784500100000514067e+00 -3.482820000135689043e-02 2.987628555499995855e+02
4.703013922029999350e+01 2.526313750000554137e+00 1.180664150000666268e+00 -1.508995050000521587e+00 -3.315740000107325613e-02 2.974825211000024865e+02
4.803013922029999350e+01 2.468147249999674386e+00 6.070022999992943369e-01 -6.271667999990313547e-01 -1.949310000054538250e-02 2.971683197000020300e+02
4.903013922029998639e+01 2.433654700002080062e+00 5.963592999978573062e-01 -6.216887999980826862e-01 -1.965340000242576934e-02 2.972233277000013913e+02
5.003013922029998639e+01 2.501007049999316223e+00 2.342249999855994247e-03 -3.751369999918097164e-02 -1.684575000035692938e-02 2.966526719000030425e+02
5.103013922029998639e+01 2.092826899999636225e+00 -4.849250000006577466e-02 9.162899999864748679e-03 -1.468659999954979867e-02 2.963488158999989537e+02
5.203013922029998639e+01 8.749999000010575401e-01 1.181716999999480322e-01 -1.421584999989136122e-01 -2.667220000148518011e-02 2.975981443999990006e+02
5.303013922029998639e+01 -4.249574999994365498e-02 1.262992899999517249e+00 -1.281158499998127809e+00 -2.949525000076391734e-02 2.977493133500029217e+02
5.403013922029998639e+01 -6.714000010106246918e-04 1.425323499999649357e+00 -1.445327800000086427e+00 -2.766419999898062088e-02 2.987533721999971021e+02
5.503013922029998639e+01 -1.300050000281771645e-02 2.370498649999717600e+00 -2.392822249998062034e+00 -2.801510000062990002e-02 2.997498474500025623e+02
5.603013922029998639e+01 1.197341950000918587e+00 1.375495900001624250e+00 -2.586509800001294934e+00 -3.983304999928805046e-02 3.003138275499968586e+02
5.703013922029998639e+01 1.531990100000257371e+00 9.898605500002304325e-01 -2.530858450001090887e+00 -3.531894999892415399e-02 2.993423156499975448e+02
5.803013922029998639e+01 1.216300950000004377e+00 1.254692049998993753e+00 -2.496002099996985635e+00 7.570037499990576180e-01 2.989649657499994646e+02
5.903013922029998639e+01 7.586365000006480841e-01 7.666930999985197559e-01 -1.556831399999282439e+00 8.383940000021539163e-02 2.995122985999951197e+02
6.003013922029998639e+01 3.041610499985836213e-01 -1.647944999967876356e-02 -3.260193500009336276e-01 -1.663199999893549830e-02 2.996738051500014990e+02
6.103013922029998639e+01 -2.830499999618041329e-03 -1.630400000067311339e-02 -1.636504999987664632e-02 -3.967250000641797669e-03 2.987439727499986475e+02
6.203013922029998639e+01 -1.866150000205379911e-02 -5.310000000463332981e-03 -1.036079999903449789e-02 -9.307799999078270048e-03 2.984124755499979074e+02
6.303013922029998639e+01 -2.198800000041956082e-02 6.012000001646811143e-03 -2.050171000009868294e-01 -1.647950000005948823e-02 2.983956298999964929e+02
6.403013922029998639e+01 -3.216550000070128590e-02 1.151274999938323162e-02 2.338333500010776334e-01 -3.266910000093048438e-02 2.975979766999989806e+02
6.503013922029998639e+01 -1.367950000167184044e-02 -5.035499998484738171e-04 -1.082605000010516960e-02 -1.901250000082654878e-02 2.969346694500018202e+02
6.603013922029998639e+01 -1.167295000050216913e-02 -8.682250001584179699e-03 3.433000001678010449e-04 -2.001184999971883371e-02 2.964753722999994352e+02
6.703013922029998639e+01 -1.066590000118594617e-02 -1.342799998383270577e-03 -1.666260000274633057e-02 1.096649500013882061e-01 2.976130217999980232e+02
6.803013922029998639e+01 8.336792000009154435e-01 -3.433000019867904484e-04 -2.047118999980739318e-01 3.747024000003875699e-01 2.965780487000010908e+02
6.903013922029998639e+01 1.208679299998038914e+00 1.998900000035064295e-02 -1.018459399998391746e+00 9.734611999992921483e-01 2.965916900000011083e+02
7.003013922029998639e+01 6.477966333332005888e-01 1.388549999924748590e-02 -7.053375333331644015e-01 6.693369666681974195e-01 2.978693135333342070e+02
7.103013922029998639e+01 -1.333619999786606058e-02 -2.301483000028383685e-01 -3.509499983920250088e-04 -1.564789999974891543e-02 2.995848160500008817e+02
7.203013922029998639e+01 -8.163450002030003816e-03 1.368636999995942460e-01 -1.336669999727746472e-02 -1.029970000308821909e-02 2.997906799500015040e+02
7.303013922029998639e+01 -5.493149998073931783e-03 -1.413725000020349398e-02 -4.364000000350642949e-03 -1.980585000092105474e-02 2.989978255500009254e+02
7.403013922029998639e+01 -3.341699997690739110e-03 9.140167499990639044e-01 -9.373474500007432653e-01 9.243470000001252629e-01 2.981038513500025147e+02
7.503013922029998639e+01 2.482490500002256795e-01 9.386749500012285807e-01 -9.596130900001185182e-01 9.434463900008154269e-01 2.968231582499956858e+02
7.603013922029998639e+01 2.143326000004890375e-01 -1.464850000047590584e-02 1.436386500008666189e-01 -1.623153500022453954e-01 2.957349854000058258e+02
7.703013922029998639e+01 4.445114000009198207e-01 -4.596558000012009870e-01 -2.418593500005954411e-01 2.271880500011320692e-01 2.951488189499941655e+02
7.803013922029998639e+01 1.539680500000031316e+00 -1.563499500000034459e+00 -1.450349999868194573e-02 7.331900000281166285e-03 2.963164977499945962e+02
7.903013922029998639e+01 1.255508449999979348e+00 -1.211837800001376309e+00 -5.851699999766424298e-03 7.675149998249253258e-03 2.962341537000011158e+02
8.003013922029998639e+01 1.051986700000270503e+00 1.084899500001483830e-01 -1.014709999981278088e-02 -7.522600000811507925e-03 2.960661317500016594e+02
8.103013922029998639e+01 9.883347000013600336e-01 1.674651999983325368e-01 -1.263429999744403176e-02 -1.437380000061239116e-02 2.949976654499951110e+02
8.203013922029998639e+01 1.244171200001801481e+00 -1.266480000413139351e-02 -7.003799997619353235e-03 -2.233900000283028930e-02 2.960278473000034865e+02
8.303013922029998639e+01 1.263336149997485336e+00 -1.049805000002379529e-02 -1.183319999836385250e-02 1.144165099996826029e+00 2.953043136499964021e+02
8.403013922029998639e+01 1.244499250002263580e+00 -1.568600000246078707e-02 -1.464849999683792703e-02 1.305664099998466554e+00 2.960359801999966294e+02
8.503013922029998639e+01 1.415023800000199117e+00 -1.835640000354032964e-02 -2.006606499962799717e-01 1.273994449995370815e+00 2.970479888999980176e+02
8.603013922029998639e+01 2.871703999990131706e-01 -2.180480000242823735e-02 -2.130432499980088323e-01 1.453033500001765788e+00 2.980828246999953990e+02
8.703013922029998639e+01 9.520111000019824132e-01 -1.914975000181584619e-02 3.204500026185996830e-04 2.948455500009004027e-01 2.993213196500037157e+02
8.803013922029998639e+01 1.312829580002301100e+00 -1.632690000406000763e-02 -3.677399996377062052e-03 -2.464290000352775678e-02 3.005914763999971910e+02
8.903013922029998639e+01 1.232700325001133024e+00 -3.018184999746154062e-02 1.524999606772325933e-05 -1.918794999801320955e-02 3.015536805000047025e+02
9.003013922029998639e+01 2.533821050001279218e+00 -3.316500000073574483e-02 -5.500699997355695814e-03 -1.134490000185905956e-02 3.013635100499959663e+02
9.103013922029998639e+01 3.255836449996422743e+00 -1.800530000036815181e-02 -4.669199995987582952e-03 -9.338399999251123518e-03 3.014424743499912438e+02
9.203013922029998639e+01 2.910659799999848474e+00 9.994499996537342668e-04 -6.843600000138394535e-03 -9.986850000132108107e-03 3.021844711499943514e+02
9.303013922029998639e+01 3.992660500000056345e+00 9.919000003719702363e-04 -7.659999995667021722e-03 -3.662100003566592932e-03 3.020214996500071720e+02
9.403013922029998639e+01 4.900337250004668022e+00 4.730500004370696843e-04 -8.476300004986114800e-03 9.766000002855435014e-04 3.010876616999994440e+02
9.503013922029998639e+01 5.004508949998125900e+00 -2.021800002694362774e-03 -1.144399997428990901e-03 -5.355850000341888517e-03 3.022923201999983576e+02
9.603013922029998639e+01 4.952842699996836018e+00 -2.516929999910644256e-02 -3.356999986863229424e-04 -4.958999998052604496e-04 3.026843108499997470e+02
9.703013922029998639e+01 5.005996699997922406e+00 -2.699279999796999618e-02 -8.010900004592258483e-03 1.000980000389972702e-02 3.035435027999992599e+02
9.803013922029997218e+01 4.101982100000896025e+00 -3.030389999912586063e-02 -5.691600003046914935e-03 5.355900000722613186e-03 3.036264953499994590e+02
9.903013922029997218e+01 3.778480500004661735e+00 -2.396390000285464339e-02 -9.689399998023873195e-03 -9.803699998883530498e-03 3.038906477999917115e+02
1.000301392202999722e+02 4.352485650000744499e+00 -1.480864999757613987e-02 -9.696950004581594840e-03 -7.461549997969996184e-03 3.033936691500020970e+02
1.010301392202999722e+02 4.389984100002038758e+00 -1.530450000427663326e-02 5.764770000314456411e-02 -8.819599999696947634e-03 3.034404907000025560e+02
1.020301392202999722e+02 4.970176700000592973e+00 -2.700804999767569825e-02 2.176818500010995194e-01 -1.269529999990481883e-02 3.032553405999933602e+02
1.030301392202999722e+02 5.008834899999783374e+00 -2.500149999832501635e-02 3.501849998428951949e-03 -1.917265000156476162e-02 3.026712035999953514e+02
1.040301392202999722e+02 5.100166350002837135e+00 -2.684025000053225085e-02 6.507899997814092785e-03 -1.383969999733380973e-02 3.034138335499992536e+02
1.050301392202999722e+02 6.018341100003453903e+00 -3.369139999995240942e-02 8.026099996641278267e-03 -2.601619999768445268e-02 3.026504669499918236e+02
1.060301392202999722e+02 6.246330199996009469e+00 -3.268430000025546178e-02 1.036070000554900616e-02 -3.202820000296924263e-02 3.035828246999953990e+02
1.070301392202999722e+02 6.548141450002731290e+00 -2.033995000238064677e-02 -1.152050001110183075e-03 -2.835079999931622297e-02 3.025525360500068928e+02
1.080301392202999722e+02 6.306137199997465359e+00 -1.265725000121165067e-02 -8.674550001160241663e-03 -1.832585000011022203e-02 3.027592925499993726e+02
1.090301392202999722e+02 6.244842449999850942e+00 -2.299489999859360978e-02 2.990699998917989433e-03 -1.232909999816911295e-02 3.045433197000020300e+02
1.100301392202999722e+02 6.444351199999800883e+00 -2.932739999960176647e-02 -1.991730000008828938e-01 -1.866910000535426661e-02 3.060444870000064839e+02
1.110301392202999722e+02 5.632858250002755085e+00 -2.134170166670230628e-01 3.237609666636274142e-01 -1.402279999456368387e-02 3.054861602499950095e+02
1.120301392202999722e+02 5.307365450000361307e+00 3.898115000143320685e-02 -6.831615000069746202e-02 -1.134494999860180542e-02 3.055676880000028177e+02
1.130301392202999722e+02 5.053512649999902351e+00 -3.368385000067064539e-02 -9.917999996105208993e-04 8.239999988290946931e-04 3.058710174499974528e+02
1.140301392202999722e+02 5.078338599996641278e+00 -2.468869999574963003e-02 -9.764999995240941644e-04 -6.027300005371216685e-03 3.068073577999966801e+02
1.150301392202999722e+02 4.931167549999372568e+00 -2.964780000183964148e-02 5.981399997835978866e-03 -2.276534500015259255e-01 3.077643356500011578e+02
1.160301392202999722e+02 4.145660400001361268e+00 -2.732850000029429793e-02 3.501899998809676617e-03 2.105026000026555266e-01 3.069326476999922306e+02
1.170301392202999722e+02 4.944984450001356890e+00 -4.433445000177016482e-02 1.670850000664358959e-03 -7.827749999705702066e-03 3.062968038166631004e+02
1.180301392202999722e+02 5.012817349997931160e+00 -2.165984999737702310e-02 1.327500001934822649e-03 -1.382445000126608647e-02 3.051824798500019824e+02
1.190301392202999722e+02 4.870162899998831563e+00 1.216507499993895181e-01 -8.148199998686322942e-03 -7.514949997130315751e-03 3.061420287999972061e+02
1.200301392202999722e+02 4.765975950002030004e+00 1.863250499955029227e-01 -4.653799995139706880e-03 -1.768500000616768375e-02 3.050801696499984246e+02
1.210301392202999722e+02 4.174812350000138395e+00 -9.002700004202779382e-03 -4.318199993576854467e-03 -1.535040000453591347e-02 3.060198364000025322e+02
1.220301392202999722e+02 4.857978850002837135e+00 -3.822349997790297493e-03 -1.234435000151279382e-02 -5.660999999236082658e-03 3.061491546499964898e+02
1.230301392202999722e+02 4.801002500000322470e+00 -5.172749999474035576e-03 -1.283265000165556557e-02 -6.637499973294325173e-04 3.073016662999980326e+02
1.240301392202999722e+02 4.476669349998701364e+00 -1.333619999786606058e-02 -9.002699996926821768e-03 4.333499993663281202e-03 3.076715088000055403e+02
1.250301392202999722e+02 4.371009850001428276e+00 -1.850130000093486160e-02 9.994499996537342668e-04 -2.334599997993791476e-03 3.067975159000052372e+02
1.260301392202999722e+02 4.644020150000869762e+00 -1.218420000077458099e-02 -3.143299996736459434e-03 -9.849550002400064841e-03 3.059699860000000626e+02
1.270301392202999722e+02 5.919158899996546097e+00 -6.851199999800883234e-03 -1.097869999648537487e-02 -1.951594999991357327e-02 3.050363692500031902e+02
1.280301392202999580e+02 6.840316699999675620e+00 1.201705999992555007e-01 -8.346500002517132089e-03 -2.014929999859305099e-02 3.047126465000073949e+02
1.290301392202999580e+02 7.900482150002062554e+00 2.028579499965417199e-01 -8.637083999929018319e-01 -1.997380000102566555e-02 3.053940124000000651e+02
1.300301392202999580e+02 8.934158349999052007e+00 -2.647399996931198984e-03 -1.530029300003661774e+00 -1.512910000019473955e-02 3.059304732999989938e+02
