# r	h_0	h_1	h_2	h_3	h_4	h_5	h_6	h_7	h_8	h_9	h_10	h_11	h_12	h_13	h_14	h_15	h_16	h_17	h_18	h_19	
5.603013922029998639e+01 5.345464782999988529e+02 5.349308166500013613e+02 5.349396973000002617e+02 5.345441589499969268e+02 5.349371642999976757e+02 5.349246520999986387e+02 5.345401611500019499e+02 5.349315185500017833e+02 5.349371643500016944e+02 5.349356689999985974e+02 5.349348449500030256e+02 5.349270019499999762e+02 5.345186767500017595e+02 5.349203186000013375e+02 5.349203185999976995e+02 5.349129943999978423e+02 5.348908386500006600e+02 5.349024963500014564e+02 5.349183044999990670e+02 5.349018249999971886e+02
5.703013922029998639e+01 5.344819946999996318e+02 5.344873047000000952e+02 5.344873656999989180e+02 5.344716797000000952e+02 5.344689941999968141e+02 5.344596557999975630e+02 5.344743041999972775e+02 5.344596557999975630e+02 5.344606933999966714e+02 5.342506713999973726e+02 5.342573242500002380e+02 5.342448425499969744e+02 5.342525024499991559e+02 5.342334900000023481e+02 5.342455139499979850e+02 5.342349853499981691e+02 5.342290038999999524e+02 5.342311707000008028e+02 5.342271728499981691e+02 5.342208251999982167e+02
5.803013922029998639e+01 5.342658386500006600e+02 5.342845153999987815e+02 5.342871704499993939e+02 5.342501525999978185e+02 5.342504883000001428e+02 5.342566528000024846e+02 5.342503051500025322e+02 5.342490234499964572e+02 5.342511596499971347e+02 5.344273681999984547e+02 5.344496460000009392e+02 5.344286499000008916e+02 5.344367065999977058e+02 5.344133300999965286e+02 5.344270019999967190e+02 5.344166869999971823e+02 5.344216919000027701e+02 5.344286499000008916e+02 5.344046631000019261e+02 5.344106444999997620e+02
5.903013922029998639e+01 5.339401550500006124e+02 5.348796387999973376e+02 5.348703613999969093e+02 5.339228210500004934e+02 5.339198303499979374e+02 5.348546753999980865e+02 5.339179992999997921e+02 5.339219970999984071e+02 5.348320313000003807e+02 5.339030151500010106e+02 5.339136657999988529e+02 5.348156738999969093e+02 5.339086914500003331e+02 5.338875121999990370e+02 5.338971558000012010e+02 5.338966675000010582e+02 5.339661458333333712e+02 5.348060303000020212e+02 5.338773498499976995e+02 5.348029785000035190e+02
6.003013922029998639e+01 5.342386475000021164e+02 5.355164794999982405e+02 5.355054931999984547e+02 5.342406616000007489e+02 5.342116699000034714e+02 5.354973449999997683e+02 5.342150268999976106e+02 5.342189941999968141e+02 5.354888305999993463e+02 5.342086791999972775e+02 5.342033080999972299e+02 5.354668273999996018e+02 5.342036742999989656e+02 5.341846923999983119e+02 5.341893311000021640e+02 5.341896972999966238e+02 5.341829834000018309e+02 5.354475098000002617e+02 5.341737061000021640e+02 5.354534912000017357e+02
6.103013922029998639e+01 5.345536804000003031e+02 5.351834716999983357e+02 5.351636657500021101e+02 5.345509948499966413e+02 5.345290222000003268e+02 5.351726989999988291e+02 5.345299988000006124e+02 5.345346680000002380e+02 5.348621520999986387e+02 5.345273437500000000e+02 5.345113220500024909e+02 5.351549988000006124e+02 5.345166626499994891e+02 5.345028076500020688e+02 5.345061645999994653e+02 5.345061645999994653e+02 5.345051574499993876e+02 5.351331482000023243e+02 5.344840088000019023e+02 5.351461486999978661e+02
6.203013922029998639e+01 5.339605102499990608e+02 5.354946288999999524e+02 5.354866944000023068e+02 5.339483337000019674e+02 5.339261780000015278e+02 5.355059814999985974e+02 5.339240112500010582e+02 5.339225159000015992e+02 5.342651672499996494e+02 5.339296570000005886e+02 5.339095153999987815e+02 5.345355224999984785e+02 5.339073180999985198e+02 5.339113464500005648e+02 5.339081726499971410e+02 5.339006957999990846e+02 5.339096679499998572e+02 5.354686280000023544e+02 5.338931580499993288e+02 5.345308227499990608e+02
6.303013922029998639e+01 5.333479919499986863e+02 5.358151550500006124e+02 5.358090209999973013e+02 5.333243103000022529e+02 5.333186645999994653e+02 5.356421814000023005e+02 5.333171691999996256e+02 5.333113098499998159e+02 5.340679931999984547e+02 5.333056945999996969e+02 5.333005066000005172e+02 5.340360107000014978e+02 5.334219970999984071e+02 5.332984924500015040e+02 5.334249877999973251e+02 5.332898559499990370e+02 5.334299927000029129e+02 5.357823181499989005e+02 5.332843322999979137e+02 5.339001464999964810e+02
6.403013922029998639e+01 5.328113404000032460e+02 5.351744995500012010e+02 5.351701660500002617e+02 5.327843017999985022e+02 5.327946777999968617e+02 5.353842010749995097e+02 5.327807007000010344e+02 5.327876586999991559e+02 5.336076660500002617e+02 5.327750243999980739e+02 5.327750243999980739e+02 5.335828247499994177e+02 5.335948181000021577e+02 5.327663573999961955e+02 5.335867004499996256e+02 5.327677001999982167e+02 5.335948486499983119e+02 5.351334839000010106e+02 5.327529906999989180e+02 5.333599853999985498e+02
6.503013922029998639e+01 5.330583495999999286e+02 5.345787964500013913e+02 5.345679932000020926e+02 5.330228271499981929e+02 5.330509948500002793e+02 5.345744933999994828e+02 5.330246887499997683e+02 5.330336915000007139e+02 5.330516967500007013e+02 5.330393371499994828e+02 5.330248413500012248e+02 5.330354919499986863e+02 5.330211792000009154e+02 5.330320130000000063e+02 5.330130004999991797e+02 5.330261535499994352e+02 5.330281677499988291e+02 5.345279846500015992e+02 5.329954834499985736e+02 5.330079956000008679e+02
6.603013922029998639e+01 5.326160279000032460e+02 5.340582885999974678e+02 5.340396728999985498e+02 5.325896607000031509e+02 5.326087036000026274e+02 5.340366820999988704e+02 5.325923461999991559e+02 5.328215027000005648e+02 5.328339844000001904e+02 5.328309936499972537e+02 5.328120116999998572e+02 5.328223266999993939e+02 5.328056641000002855e+02 5.328151550500006124e+02 5.327990112499974202e+02 5.328101501500023005e+02 5.328068237500010582e+02 5.340036621000035666e+02 5.327850036500021815e+02 5.327940368999989005e+02
6.703013922029998639e+01 5.333121643499980564e+02 5.337321777500001190e+02 5.337221680000002380e+02 5.332780151499973726e+02 5.332998351999995066e+02 5.337160034500011534e+02 5.332731628500005172e+02 5.335000000000000000e+02 5.335293578999990132e+02 5.335146485000004759e+02 5.335120240000032936e+02 5.335173339999964810e+02 5.334990235000004759e+02 5.333536682499980088e+02 5.334903564999985974e+02 5.334903564999985974e+02 5.333531799499978661e+02 5.336821899499991559e+02 5.333338317999987339e+02 5.333516845499980263e+02
6.803013922029998639e+01 5.330653382000018610e+02 5.330736694500010344e+02 5.330643310999985260e+02 5.330274963500014564e+02 5.330583496500003093e+02 5.330450135000028240e+02 5.330364990000016405e+02 5.330325012499997683e+02 5.330576476999995066e+02 5.330435180999993463e+02 5.330430298499995843e+02 5.330411376999982167e+02 5.330206909500011534e+02 5.328386841000028653e+02 5.330146789499995066e+02 5.330206603999977233e+02 5.328286742999989656e+02 5.330121765000003506e+02 5.328103027999968617e+02 5.328333740000016405e+02
6.903013922029998639e+01 5.324739990500020212e+02 5.333006592000019737e+02 5.324573364499992749e+02 5.324570007500005886e+02 5.324663391499998397e+02 5.332656859999988228e+02 5.324578246999990370e+02 5.324443359499964572e+02 5.332693482000031509e+02 5.324519958499986387e+02 5.324539795000018785e+02 5.324475098000002617e+02 5.324361877500014089e+02 5.324391479500009154e+02 5.324210205000017595e+02 5.324314880499987339e+02 5.324270324999997683e+02 5.324263305999993463e+02 5.324158325499993225e+02 5.324340210000009392e+02
7.003013922029998639e+01 5.326019898000013200e+02 5.327426452500003506e+02 5.325892945000014151e+02 5.325956421000009868e+02 5.325976563000003807e+02 5.327127990999979374e+02 5.325936280000023544e+02 5.325739746000035666e+02 5.327198486999986926e+02 5.325853272000022116e+02 5.325886841000028653e+02 5.325786742999989656e+02 5.325746460000009392e+02 5.325703125000000000e+02 5.325530396000031033e+02 5.325616454999981215e+02 5.325610352000003331e+02 5.325713500999991084e+02 5.325556641000002855e+02 5.325579834000018309e+02
7.103013922029998639e+01 5.330326538000008441e+02 5.330293578999990132e+02 5.330109863000034238e+02 5.330183105000032810e+02 5.330246582000036142e+02 5.329943237999978010e+02 5.330193481000023894e+02 5.330083617999989656e+02 5.330070189999969443e+02 5.330070189999969443e+02 5.330133056999984547e+02 5.329983521999965888e+02 5.330016478999968967e+02 5.329976807999992161e+02 5.329750366000007489e+02 5.329866944000023068e+02 5.329873657999996794e+02 5.329910278000024846e+02 5.329749756000019261e+02 5.329769898000013200e+02
7.203013922029998639e+01 5.333068237499974202e+02 5.333093262000002142e+02 5.332898254500032635e+02 5.332863464499969268e+02 5.332965088000019023e+02 5.332731628500005172e+02 5.332941894499999762e+02 5.332858276500010106e+02 5.332843323000015516e+02 5.332799988000006124e+02 5.332863464499969268e+02 5.332695007500005886e+02 5.332718200999988767e+02 5.332690124500004458e+02 5.332500000500003807e+02 5.332628478999977233e+02 5.332598266499990132e+02 5.332603454499985673e+02 5.332521667499968316e+02 5.332490234500000952e+02
7.303013922029998639e+01 5.327200012499997683e+02 5.327095031999997445e+02 5.327011719000001904e+02 5.326988220499988529e+02 5.327046813999986625e+02 5.326840210500013200e+02 5.327001648000004934e+02 5.326929931999984547e+02 5.326894836499996018e+02 5.326869812499971886e+02 5.326931762999993225e+02 5.326729736999986926e+02 5.326851501500023005e+02 5.326635742000022447e+02 5.326583557000012661e+02 5.326666870500012010e+02 5.326679992999997921e+02 5.326623535500038997e+02 5.326580200499993225e+02 5.326549988000006124e+02
7.403013922029998639e+01 5.321081543500040425e+02 5.321001587500031746e+02 5.320998229999968316e+02 5.320989990499983833e+02 5.320903320499965048e+02 5.320828247000026749e+02 5.320851746000007552e+02 5.320789794999946025e+02 5.320903320500001428e+02 5.320716552999983833e+02 5.320826721500052372e+02 5.320693054500043218e+02 5.320678100999975868e+02 5.324879964333327962e+02 5.320573425999973551e+02 5.320491638499988767e+02 5.320608215499960352e+02 5.320640259499996318e+02 5.320514832000044407e+02 5.320521851500016055e+02
7.503013922029998639e+01 5.314559937000012724e+02 5.314508361999978661e+02 5.314411620999962906e+02 5.314451904500019737e+02 5.314293212999982643e+02 5.314276428000011947e+02 5.314320068499982881e+02 5.314244994999971823e+02 5.314426574999961304e+02 5.314181823500002793e+02 5.314223328000007314e+02 5.314226684500026749e+02 5.314146729000021878e+02 5.314051514000020688e+02 5.314053344999992987e+02 5.313989867999989656e+02 5.314036865499947453e+02 5.314091797500004759e+02 5.314051819000014802e+02 5.313966674999974202e+02
7.603013922029998639e+01 5.308350219999992987e+02 5.309346313999994891e+02 5.308064880500023719e+02 5.308171692499963683e+02 5.308046875000000000e+02 5.309186402000050293e+02 5.308038330999988830e+02 5.307943420499941567e+02 5.308076477499998873e+02 5.307984924499978661e+02 5.308046570500009693e+02 5.307928161999952863e+02 5.308053283999979612e+02 5.307705079000006663e+02 5.307696838499978185e+02 5.307771606499954942e+02 5.307701721999983420e+02 5.307773132500005886e+02 5.307736816499964334e+02 5.307736512000046787e+02
7.703013922029998639e+01 5.303339844000001904e+02 5.315613098500034539e+02 5.303153076000016881e+02 5.303243407999980263e+02 5.303093262000038521e+02 5.315413208499958273e+02 5.303163452000007965e+02 5.303060302999947453e+02 5.303093262000038521e+02 5.303066405999998096e+02 5.303049926999956369e+02 5.302933349999948405e+02 5.303039550999965286e+02 5.302830200000025798e+02 5.302830200000025798e+02 5.302796630999946501e+02 5.302789917000045534e+02 5.302893066999968141e+02 5.302780151000042679e+02 5.302826537999935681e+02
7.803013922029998639e+01 5.309519958500022767e+02 5.320644836499996018e+02 5.309296570000005886e+02 5.309361572499983595e+02 5.309234923999974853e+02 5.320416259999983595e+02 5.309245300500042504e+02 5.309090271000022767e+02 5.309116821499992511e+02 5.309136657999988529e+02 5.309111327999999048e+02 5.309013367000006838e+02 5.309233398500000476e+02 5.308970031999997445e+02 5.308943175999957020e+02 5.308869933999958448e+02 5.308853454500058433e+02 5.308850097500035190e+02 5.308928222500035190e+02 5.308938293499959400e+02
7.903013922029998639e+01 5.315540160999953514e+02 5.315383300999965286e+02 5.315273438000003807e+02 5.315250244000053499e+02 5.315260010000056354e+02 5.315233155000023544e+02 5.315123291000054451e+02 5.315073242000071332e+02 5.315120239999960177e+02 5.315040282999980263e+02 5.315119628999964334e+02 5.315100097999966238e+02 5.315206908999971347e+02 5.314963378999964334e+02 5.314863280999998096e+02 5.314869995000044582e+02 5.314810181000066223e+02 5.314799804999929620e+02 5.314893188999994891e+02 5.314863280999998096e+02
8.003013922029998639e+01 5.320046997000026749e+02 5.320086670000018785e+02 5.319909668000036618e+02 5.319833374000008916e+02 5.319963379999971949e+02 5.319963379999971949e+02 5.319750365999934729e+02 5.319829712000064319e+02 5.319887085999944247e+02 5.319773560000030557e+02 5.319673462000064319e+02 5.319753418000036618e+02 5.319686890000011772e+02 5.319663085999927716e+02 5.319626466000045184e+02 5.319566650000051595e+02 5.319513549999974202e+02 5.319586792000045534e+02 5.319513549999974202e+02 5.319462892000010470e+02
8.103013922029998639e+01 5.314546813999986625e+02 5.314570007500005886e+02 5.314371642999976757e+02 5.314255066000041552e+02 5.314464721999975154e+02 5.314426574500030256e+02 5.314266663000016706e+02 5.314305115000024671e+02 5.314356689499982167e+02 5.314349975999939488e+02 5.314193420500014327e+02 5.314186401500046486e+02 5.314281616500011296e+02 5.314140014500007965e+02 5.314216614000033587e+02 5.314066772500009392e+02 5.314006653000033111e+02 5.314068298499987577e+02 5.314001769999958924e+02 5.314026489499956369e+02
8.203013922029998639e+01 5.320370178499942995e+02 5.320381469999992987e+02 5.319991759999975329e+02 5.320133667000045534e+02 5.320248413500012248e+02 5.320130005500031984e+02 5.320108032499992987e+02 5.320063171500005410e+02 5.321203613500001666e+02 5.320234985499992035e+02 5.319995117500002380e+02 5.319964905000015278e+02 5.320083617999989656e+02 5.319949951499947929e+02 5.320039977999986149e+02 5.319741821499992511e+02 5.319830017000058433e+02 5.319768371999962255e+02 5.319674987999969744e+02 5.319788513000021339e+02
8.303013922029998639e+01 5.317956848499961779e+02 5.317954711999991559e+02 5.317700195500001428e+02 5.317776794499950483e+02 5.317726745999971172e+02 5.317778319999997620e+02 5.317701720999975805e+02 5.317656860499992035e+02 5.317844849000030081e+02 5.317743226000020513e+02 5.317639770500027225e+02 5.317606812000012724e+02 5.317554931999984547e+02 5.317554931499980739e+02 5.317593079500002204e+02 5.317380066500045359e+02 5.317496643500053324e+02 5.317476501500059385e+02 5.317305297999992035e+02 5.317454834499949357e+02
8.403013922029998639e+01 5.320100097999966238e+02 5.320150145999941742e+02 5.320103149000060512e+02 5.320066528000024846e+02 5.319859620000061113e+02 5.319979858000006061e+02 5.320036621000035666e+02 5.319923095999984071e+02 5.320013427999947453e+02 5.319906615999934729e+02 5.319916992000071332e+02 5.319926757999928668e+02 5.319699707999970997e+02 5.319743042000045534e+02 5.319806519999983720e+02 5.319660033999971347e+02 5.319633179999946151e+02 5.319790039999934379e+02 5.319633179999946151e+02 5.319669799999974202e+02
8.503013922029998639e+01 5.323923340000037570e+02 5.323846436000021640e+02 5.323856812000012724e+02 5.323786621000035666e+02 5.323659668000036618e+02 5.323756714000046486e+02 5.323763427999947453e+02 5.323640137000038521e+02 5.323699951000016881e+02 5.323660278000024846e+02 5.323640137000038521e+02 5.323736572000052547e+02 5.323496703999990132e+02 5.323446655000007013e+02 5.323506469999992987e+02 5.323396607000031509e+02 5.323423462000064319e+02 5.323526610999979312e+02 5.323333129999955418e+02 5.323469848999957321e+02
8.603013922029998639e+01 5.329929809500026749e+02 5.329818421000018134e+02 5.329810180999993463e+02 5.329801331000053324e+02 5.329758300999965286e+02 5.329814758499996969e+02 5.329673462000064319e+02 5.329664916999972775e+02 5.329683227499990608e+02 5.329676818999942043e+02 5.329596557999975630e+02 5.329761657499984722e+02 5.329534607000023243e+02 5.329459838999973726e+02 5.329443359500000952e+02 5.329343261500034714e+02 5.329407959499949357e+02 5.329516296500005410e+02 5.329301758000001428e+02 5.329465026999969268e+02
8.703013922029998639e+01 5.336303100999939488e+02 5.336236573000060162e+02 5.336140137000038521e+02 5.336173095999984071e+02 5.336190186000021640e+02 5.336119995000044582e+02 5.336013794000027701e+02 5.336110230000049341e+02 5.336103516000002855e+02 5.336076659999962430e+02 5.335923462000064319e+02 5.336036376999982167e+02 5.335903320999932475e+02 5.335839844000001904e+02 5.335793456999963382e+02 5.335736694999941392e+02 5.335733031999989180e+02 5.335896607000031509e+02 5.335756835999927716e+02 5.335816651000059210e+02
8.803013922029998639e+01 5.340616454999981215e+02 5.340583496000035666e+02 5.340416870000044582e+02 5.340437012000038521e+02 5.340486450000025798e+02 5.340326537999935681e+02 5.340339966000028653e+02 5.342458191000041552e+02 5.342461853499989957e+02 5.342443237500046962e+02 5.342236632999993162e+02 5.342406616500011296e+02 5.342214661000034539e+02 5.342174987500038696e+02 5.342170105000041076e+02 5.342161560000022291e+02 5.342136841000028653e+02 5.342218322499975329e+02 5.342225037000025623e+02 5.342204894999958924e+02
8.903013922029998639e+01 5.347009887999956845e+02 5.346869812499935506e+02 5.346828613999969093e+02 5.346781922000009217e+02 5.346901551000046311e+02 5.346621704999997746e+02 5.346814880500023719e+02 5.348980103999929270e+02 5.349013672000000952e+02 5.349003296000009868e+02 5.348776856000040425e+02 5.349006347999966238e+02 5.348796388000046136e+02 5.348763427999947453e+02 5.348773193999950308e+02 5.348653563999978360e+02 5.348733521999965888e+02 5.348716431999928318e+02 5.348759766000002855e+02 5.348786622000043280e+02
9.003013922029998639e+01 5.353170166000054451e+02 5.353029784999962430e+02 5.353053589000046486e+02 5.353006592000019737e+02 5.353060302999947453e+02 5.352876587000064319e+02 5.353103027000033762e+02 5.352913207999954466e+02 5.353003540000063367e+02 5.352933349999948405e+02 5.352750244000053499e+02 5.352986450000025798e+02 5.352816772999940440e+02 5.352746581999963382e+02 5.352720337000064319e+02 5.352593384000065271e+02 5.352640380999946501e+02 5.352616577000007965e+02 5.352693482000031509e+02 5.352746581999963382e+02
9.103013922029998639e+01 5.355383605999959400e+02 5.355354919999954291e+02 5.359056701500012423e+02 5.355291443000023719e+02 5.358984985499992035e+02 5.355186767999985022e+02 5.359061890000011772e+02 5.358844910000043456e+02 5.359048156999997445e+02 5.358899841499951435e+02 5.358740234500000952e+02 5.358890381000019261e+02 5.355069885499979137e+02 5.358793335000009392e+02 5.358731689499982167e+02 5.358733520500027225e+02 5.358600158999979612e+02 5.358571777499964810e+02 5.358694763499952387e+02 5.358724670499941567e+02
9.203013922029998639e+01 5.352730102999994415e+02 5.352668456999963382e+02 5.365419922000000952e+02 5.352733154500019737e+02 5.365333251999982167e+02 5.352594909999970696e+02 5.365353393999976106e+02 5.365186767999985022e+02 5.365299683000048390e+02 5.365206908999971347e+02 5.365103150000068126e+02 5.365190429999929620e+02 5.352456664999990608e+02 5.365170287999935681e+02 5.365100097999966238e+02 5.365079955999972299e+02 5.364856567999959225e+02 5.364876708999945549e+02 5.364956665000063367e+02 5.365053100999939488e+02
9.303013922029998639e+01 5.359076537999935681e+02 5.359110108000022592e+02 5.369653320000070380e+02 5.359146730000065872e+02 5.369630127999989782e+02 5.359000244000053499e+02 5.369626466000045184e+02 5.369429932000057306e+02 5.369536744000070030e+02 5.369493407999980263e+02 5.369346923999983119e+02 5.369513549999974202e+02 5.358870239999960177e+02 5.369370117999933427e+02 5.371539917500049341e+02 5.369386597999982769e+02 5.369163207999954466e+02 5.369149780000007013e+02 5.369273072000069078e+02 5.367481689500054927e+02
9.403013922029998639e+01 5.363262939999985974e+02 5.363243407999980263e+02 5.364558105500036618e+02 5.363266601999930572e+02 5.364553528000033111e+02 5.363143311000021640e+02 5.364466857999941567e+02 5.364354858500009868e+02 5.364530029500019737e+02 5.364469909999970696e+02 5.364255065999968792e+02 5.364446716499951435e+02 5.363023071000061464e+02 5.364296570000005886e+02 5.377673340000037570e+02 5.364339905000015278e+02 5.364131775000059861e+02 5.364165038999999524e+02 5.364251709000018309e+02 5.362863158999971347e+02
9.503013922029998639e+01 5.369508056999984547e+02 5.369406433500043931e+02 5.369413452500011772e+02 5.369345092500007013e+02 5.369376831499976106e+02 5.369291687500008265e+02 5.369313354999976582e+02 5.369226684999957797e+02 5.369381713999973726e+02 5.369396667500041076e+02 5.369049987999969744e+02 5.369234924499978661e+02 5.369171447999979137e+02 5.369099731499954942e+02 5.381823120000044582e+02 5.369213257000010344e+02 5.368958130000028177e+02 5.369091797000000952e+02 5.369061584500013851e+02 5.369131469499989180e+02
9.603013922029998639e+01 5.375606689999985974e+02 5.375593262000038521e+02 5.375590209999936633e+02 5.375543213000055403e+02 5.375506592000019737e+02 5.375406494000053499e+02 5.375486450000025798e+02 5.375356445999932475e+02 5.375510253999964334e+02 5.375570068999950308e+02 5.375243531000014627e+02 5.375406494000053499e+02 5.375319824000034714e+02 5.375273438000003807e+02 5.376653442499955418e+02 5.375313110999995843e+02 5.375139770999958273e+02 5.375273438000003807e+02 5.375246581999963382e+02 5.375283202999999048e+02
9.703013922029998639e+01 5.380136719000001904e+02 5.380133057000057306e+02 5.380073242000071332e+02 5.380063476999930572e+02 5.379956666000070982e+02 5.379929810000030557e+02 5.380073241999925813e+02 5.381929931999984547e+02 5.381988220999992336e+02 5.382183227499990608e+02 5.381965026999969268e+02 5.382000122500030557e+02 5.382035218000019086e+02 5.381941528000024846e+02 5.381776429000019561e+02 5.381978149499991559e+02 5.381801758000001428e+02 5.381879883000001428e+02 5.381780090499960352e+02 5.381888428000020212e+02
9.803013922029997218e+01 5.382896728499981691e+02 5.382925109999996494e+02 5.382900085500004934e+02 5.382798156999997445e+02 5.382778320500001428e+02 5.382776794500023243e+02 5.382844848999957321e+02 5.381069946000061464e+02 5.381176757999928668e+02 5.381333618000062415e+02 5.381143188999994891e+02 5.378999938999986625e+02 5.378966674999974202e+02 5.378941650499982643e+02 5.378761291499977233e+02 5.378886413500003982e+02 5.378853149499991559e+02 5.378876648500008741e+02 5.378696594499997445e+02 5.378908386499970220e+02
9.903013922029997218e+01 5.376224976000012248e+02 5.376146851000012248e+02 5.376233520500027225e+02 5.376094970999984071e+02 5.376029968499933602e+02 5.376111755500023719e+02 5.376193542500041076e+02 5.375610148333362304e+02 5.375904846499979612e+02 5.376145324999961304e+02 5.375926819000014802e+02 5.375100097999966238e+02 5.375163574000034714e+02 5.375123291000054451e+02 5.374896850999939488e+02 5.375083618000062415e+02 5.374940186000021640e+02 5.375036621000035666e+02 5.374846801999956369e+02 5.375043334999936633e+02
1.000301392202999722e+02 5.370155029500019737e+02 5.373408508500069729e+02 5.370209961000000476e+02 5.370114747000043280e+02 5.373291625999991084e+02 5.373300171000009868e+02 5.370206604499981040e+02 5.374168497999975216e+02 5.369971924499986926e+02 5.370038452000007965e+02 5.369844970999984071e+02 5.373168335500013200e+02 5.369848328000007314e+02 5.369913329999981215e+02 5.373074951000016881e+02 5.369763489000033587e+02 5.369796753499977058e+02 5.369748229999968316e+02 5.372909851000003982e+02 5.373006897500017658e+02
1.010301392202999722e+02 5.365466919000027701e+02 5.380316771999932826e+02 5.365486450000025798e+02 5.365433349999948405e+02 5.379970094000018435e+02 5.379963379999971949e+02 5.365533448000060162e+02 5.365386353000067174e+02 5.367636719500005711e+02 5.365313720999984071e+02 5.367458191500045359e+02 5.380006714000046486e+02 5.367401733499937109e+02 5.367474976499943295e+02 5.370513305499989656e+02 5.367433471999975154e+02 5.367403260000064620e+02 5.367366333499958273e+02 5.379756469999992987e+02 5.379920044000027701e+02
1.020301392202999722e+02 5.372136841000028653e+02 5.383438415499986149e+02 5.372144775000051595e+02 5.372116699000034714e+02 5.383106689499982167e+02 5.384283448000060162e+02 5.372073364499956369e+02 5.372046508499988704e+02 5.374016723999957321e+02 5.371950073500047438e+02 5.373863526000059210e+02 5.383184814499982167e+02 5.373859862999961479e+02 5.373850097999966238e+02 5.373823242000071332e+02 5.373893433000048390e+02 5.373703612999961479e+02 5.373703612999961479e+02 5.382966918999954942e+02 5.383049926999956369e+02
1.030301392202999722e+02 5.378046875000000000e+02 5.378220215000037570e+02 5.378153076000016881e+02 5.378029784999962430e+02 5.377880249000008916e+02 5.386053467000019737e+02 5.377983398999931524e+02 5.378013306000066223e+02 5.377900391000002855e+02 5.377896729000058258e+02 5.377883300999965286e+02 5.377929688000003807e+02 5.377830200000025798e+02 5.377813720999984071e+02 5.377756957999954466e+02 5.377919922000000952e+02 5.377573242000071332e+02 5.377666625999991084e+02 5.377730103000067174e+02 5.377807006999937585e+02
1.040301392202999722e+02 5.380006713999973726e+02 5.380180054000011296e+02 5.380088195499993162e+02 5.380021667500041076e+02 5.379936828999998397e+02 5.379855041499977233e+02 5.380224304750008741e+02 5.379869995500048390e+02 5.379921875000000000e+02 5.379974975999939488e+02 5.379786682499980088e+02 5.379949951499947929e+02 5.379848328000007314e+02 5.379738464500042028e+02 5.379725037000025623e+02 5.379833374000008916e+02 5.379555054000011296e+02 5.379583435000022291e+02 5.379834899999987101e+02 5.379721679499998572e+02
1.050301392202999722e+02 5.375276489999960177e+02 5.375243531000014627e+02 5.375103150000068126e+02 5.375280152000050293e+02 5.377261658499992336e+02 5.377075196000005235e+02 5.377420044500031509e+02 5.377181702000016230e+02 5.377290040000007139e+02 5.377386475500024972e+02 5.377070008000009693e+02 5.377351379500032635e+02 5.377216797500004759e+02 5.377138366500003031e+02 5.376950074000051245e+02 5.377000122500030557e+02 5.376851501999990433e+02 5.376934815499989782e+02 5.377260132500014151e+02 5.377001343499941868e+02
1.060301392202999722e+02 5.381814881000027526e+02 5.381756592000019737e+02 5.381683350500024972e+02 5.381781616500011296e+02 5.383696900000068126e+02 5.383583374000008916e+02 5.383763427999947453e+02 5.383746948000043631e+02 5.383633422999992035e+02 5.383763427999947453e+02 5.383523560000030557e+02 5.383720093000010820e+02 5.383633422999992035e+02 5.383510131999937585e+02 5.383346558000048390e+02 5.383416748000017833e+02 5.382200012500034063e+02 5.383316651000059210e+02 5.382653503499968792e+02 5.382278136999957496e+02
1.070301392202999722e+02 5.379895019499963382e+02 5.388020019999967190e+02 5.387949828999990132e+02 5.379739990000016405e+02 5.379628601000003982e+02 5.387813110999995843e+02 5.379669799999974202e+02 5.387926636000047438e+02 5.387800293000036618e+02 5.381795960000017658e+02 5.387736816999968141e+02 5.379776610999979312e+02 5.387936402000050293e+02 5.387719726999930572e+02 5.387576294000027701e+02 5.387626952999999048e+02 5.377423705999972299e+02 5.387500000000000000e+02 5.377863158999971347e+02 5.377446900000068126e+02
1.080301392202999722e+02 5.382933349999948405e+02 5.395220031999997445e+02 5.395095215000037570e+02 5.375188904000024195e+02 5.382706908999971347e+02 5.394956664999990608e+02 5.382799683000048390e+02 5.395061646000031033e+02 5.395069885499979137e+02 5.392348429666695893e+02 5.394976806999984547e+02 5.382843627999973251e+02 5.395051880000028177e+02 5.394781799499978661e+02 5.393947601250001753e+02 5.394788208500031033e+02 5.382453612999961479e+02 5.394703063999986625e+02 5.382646485000004759e+02 5.378947347000017771e+02
1.090301392202999722e+02 5.388781738499965286e+02 5.401380004999955418e+02 5.392693481499954942e+02 5.386066131499974290e+02 5.388593445000005886e+02 5.392603454499985673e+02 5.388613280999998096e+02 5.392558288500003982e+02 5.392659912000017357e+02 5.392623291499985498e+02 5.392476806999984547e+02 5.388544922000000952e+02 5.400983276000042679e+02 5.392316589500042028e+02 5.392304992499994114e+02 5.400873412999935681e+02 5.388286437999995542e+02 5.392284851000003982e+02 5.388441772500009392e+02 5.388371582000036142e+02
1.100301392202999722e+02 5.394613647999940440e+02 5.395911560499953339e+02 5.394633178999938536e+02 5.394533691999968141e+02 5.394396972999966238e+02 5.394423218000010820e+02 5.394426879999955418e+02 5.394386596999975154e+02 5.394483642999985022e+02 5.394476318999950308e+02 5.394256592000019737e+02 5.394366454999981215e+02 5.395480041499977233e+02 5.394343262000038521e+02 5.394133300999965286e+02 5.395361633499996969e+02 5.394103393999976106e+02 5.394249877999973251e+02 5.394256592000019737e+02 5.394206543000036618e+02
