# r	vx_0	vx_1	vx_2	vx_3	vx_4	vx_5	vx_6	vx_7	vx_8	vx_9	vx_10	vx_11	vx_12	vx_13	vx_14	vx_15	vx_16	vx_17	vx_18	
1.203013922029999883e+01 7.419692999998915572e-04 2.166750000014872254e-06 -2.363998299999366299e-04 -1.100160000078176296e-06 2.368347100000392058e-04 -7.690399999773945001e-07 1.165779999973892751e-06 -3.697209999972983677e-06 -1.235960000030900038e-06 -2.098089999981311928e-06 3.233329999966372377e-06 -3.701769999952375453e-06 4.367069999989326215e-06 -2.360015999999632121e-04 2.315353399999367046e-04 -2.362975999999434782e-04 2.347961299999042127e-04 -2.351303099999313309e-04 2.342987199999697727e-04
1.303013922029999705e+01 7.235015799999927871e-04 3.099070000007486629e-06 -2.430729999923641947e-06 -1.799010000104317521e-06 1.565550000032089830e-06 -6.561000000147032003e-08 1.533510000081150705e-06 -2.436830000078771196e-06 -6.668099999842524664e-07 -3.396609999981592358e-06 1.795959999981278027e-06 -3.063969999948312600e-06 3.067019999889453039e-06 -2.771682499997041183e-05 2.408370500006640214e-05 -1.133730000037758216e-06 6.714000001011299536e-08 -2.333070000076986579e-06 1.599119999991671749e-06
1.403013922029999705e+01 7.367035000000214315e-04 1.797479999913775883e-06 -2.661139999872830356e-06 1.263440000002446962e-06 -9.338400001070112867e-07 -2.462759999980334977e-06 3.399639999952341976e-06 -2.337639999859675135e-06 -1.467900000170629872e-06 -2.062979999936942488e-06 1.596059999974386372e-06 -2.194199999939883207e-06 2.334580000024289025e-06 -6.713799999488400774e-07 -2.532960000098683036e-06 6.713999991916353410e-08 1.004020000073069257e-06 -6.268300000010640196e-06 1.797480000095674726e-06
1.503013922029999705e+01 9.135330199999771618e-04 -1.558013900000332797e-04 7.323999998334329499e-08 1.556289699999979347e-04 -1.584976299998743280e-04 2.685599998585530325e-07 7.995600000867852960e-07 -1.138300000093295142e-06 1.132200000029115421e-06 -4.730219999873952777e-06 9.979200000088895363e-07 -1.394660000005387681e-06 3.134159999899566193e-06 -1.736440000058791978e-06 -5.340599998817197427e-07 -1.000980000026174913e-06 -8.636399999886634397e-07 -2.597059999970952106e-06 3.967399999964982510e-07
1.603013922029999705e+01 8.348602300000493737e-04 -2.386627000005319039e-05 -2.238601699999890086e-04 2.474609400000190315e-04 -2.649689999998372378e-05 -2.332636400000410472e-04 1.106669000000692831e-05 2.214599599999928523e-04 -2.214324900000065024e-04 2.167678799999521195e-04 1.130670000020472838e-06 -2.221923799999785760e-04 2.252990699999827379e-04 -2.242385800000192887e-04 -2.500919999965844856e-06 -1.766970000062428869e-06 2.212402300000576442e-04 -2.210327100000540775e-04 5.951000000095519129e-07
1.703013922029999705e+01 7.627624400000058849e-04 1.663199999711650891e-07 -2.550613399999747378e-04 2.541610699999182778e-04 -2.654899999470217192e-07 -2.573013399999581280e-04 3.671260000010079335e-06 1.349283933332117108e-04 -1.389994333332651873e-04 1.355814600000201052e-04 1.158513400000003889e-04 -2.529586800000288463e-04 2.572311500000068994e-04 -2.563705500000651449e-04 -2.334599999994679846e-06 -2.334599999994679846e-06 1.359151266667424861e-04 -1.361073866666004069e-04 1.660159999846655443e-06
1.803013922029999705e+01 6.246948199999678491e-04 1.499940000030619470e-06 -2.352833999999972940e-04 2.323842299999966988e-04 -5.727538333330812613e-05 -1.793569000000104529e-04 1.122029633332829296e-04 -2.268980000008013864e-06 -9.338400000160618652e-07 -9.963999999854423643e-07 6.646119666668823744e-05 -6.836089666660995613e-05 7.021025000000804769e-05 -6.861419000003365475e-05 -1.115656566666700623e-04 1.080988466666610775e-04 -1.678399999946122876e-07 -1.100845266667420223e-04 1.094192466667664163e-04
1.903013922029999705e+01 5.346969599999283791e-04 3.005999999913911063e-07 -2.521362399999816121e-04 2.506027299999914423e-04 -4.493254999997589068e-05 -2.076660200000333002e-04 2.117279000000053086e-04 -4.129020000073069619e-06 -6.713999991916353410e-08 -3.201300000000628663e-06 1.342800000202259907e-07 -1.803599999948346426e-06 7.333379999909083969e-06 -4.061879999972006726e-06 -2.131347799999275716e-04 2.104675399999905402e-04 -3.326400001242291271e-07 -2.985493933332691169e-04 2.981496133332257274e-04
2.003013922029999705e+01 3.026336699998864775e-04 2.200320000156352593e-06 -1.855026300000645273e-04 1.843673700000181238e-04 -4.461659999833500160e-06 -2.159200000001249063e-04 2.185140000000785796e-04 -1.727300000129616756e-06 -5.371199998990050139e-07 -2.535999999963678325e-06 3.039999864995479422e-09 -2.935780000007071237e-06 7.131960000151593724e-06 -4.193120000127237321e-06 -1.859695499999361326e-04 1.834365900000193639e-04 -9.368799999720067876e-07 -1.563354600000820926e-04 1.567382799999904948e-04
2.103013922029999705e+01 2.375671200001306792e-04 2.365119999922171799e-06 -5.996599999889440074e-07 -1.199360000009619397e-06 -3.030390000094484798e-06 -2.641732659999263292e-04 2.656701560000158252e-04 -6.407999999282765793e-08 -1.669320000019070068e-06 6.332400000246707589e-07 -1.966859999993175798e-06 -3.399659999922732798e-06 4.766859999836015060e-06 -2.896119999968505008e-06 -1.333619999968504933e-06 -1.333620000059454460e-06 9.766000002855435647e-08 5.966200000329990849e-07 -9.613100000024132730e-07
2.203013922029999705e+01 2.519683900000018405e-04 -8.026199997402727751e-07 4.699799999798415460e-07 -1.269540000066626895e-06 -1.931759999934001768e-06 -2.838012800002616127e-04 2.852020399999673933e-04 1.464840000153344495e-06 -3.201300000000628663e-06 2.935799999977462059e-06 -3.866579999885288702e-06 -3.332520000185468437e-06 3.533940000124857737e-06 -2.136240000072575712e-06 -3.326399999423301781e-07 -1.599119999991671749e-06 5.309999998644343655e-07 -3.396599999905447632e-06 1.330559999951219556e-06
2.303013922029999705e+01 1.226654199999757081e-04 -4.893189999984315478e-05 -9.017800002766307621e-07 6.011900000885362234e-07 -2.935789999901316909e-06 -5.706482000005052814e-05 5.866850999991584200e-05 2.595529999962309524e-06 -4.164119999768445115e-06 1.133719999779714223e-06 -3.166189999865309907e-06 -2.767950000088603782e-06 5.534360000092419408e-06 -3.337100000135251459e-06 -3.997799998614936990e-07 -1.100160000078176296e-06 -1.196280000021943198e-06 -2.766419999898062145e-06 2.862539999841828835e-06
2.403013922029999705e+01 2.500909999798750390e-06 3.603363000001991081e-05 -1.400759999887668560e-06 2.133179999873391492e-06 -2.935779999825172183e-06 8.697400000528432668e-07 -1.333620000150403988e-06 3.396620000057737508e-06 -5.062879999968572249e-06 0.000000000000000000e+00 -1.068099999974947507e-06 -2.667239999937009866e-06 6.066899999859742663e-06 -2.334600000176578901e-06 -2.532959999734884926e-06 5.310000000463333145e-07 -1.528920000055222745e-06 -1.867680000214022573e-06 3.022918000024219431e-05
2.503013922029999350e+01 8.736723000019992150e-05 -1.133719999961613278e-06 -8.780059000000620052e-05 8.863371999996161874e-05 -1.338200000100187009e-06 1.803590000054100543e-06 -2.500919999874895540e-06 4.959199999575503182e-07 4.288837666663311891e-05 -4.891865666668309467e-05 -1.162719999956607374e-06 2.062989999831188583e-06 3.266910000093048550e-06 -1.203919999898062070e-06 -1.367190000200935223e-06 -1.132200000029115421e-06 -1.327509999828180273e-06 -2.685600000404519815e-07 4.122925000010582323e-05
2.603013922029999350e+01 3.046325600000272999e-04 -1.600629999848024455e-06 -3.047638100000767732e-04 3.058639599999878381e-04 -4.959099998814053801e-07 2.609299999676295717e-07 -1.400750000175321519e-06 1.672350000080769002e-06 -5.020200000217300394e-07 -6.405629999972006944e-06 -1.928710000174760384e-06 2.330020000226795879e-06 9.674200000517886166e-07 9.383999999045045381e-07 -2.365110000027925704e-06 6.332500001008156970e-07 2.745999991020653263e-08 -4.034430000137945512e-06 2.873230000113835570e-06
2.703013922029999350e+01 2.509674200002336999e-04 -3.510000005917391027e-08 -2.351608200000555328e-04 2.350616399999125815e-04 -8.300799998323781939e-07 2.830509999876085120e-06 -2.299499999935505817e-06 -1.698299999952723816e-06 -9.353699999337550263e-07 -3.533930000048713011e-06 -1.300050000099872753e-06 1.632690000042202984e-06 1.678399999946122876e-07 -4.653899999539134803e-07 3.034979999938513914e-06 -2.467350000006263148e-06 -5.035399999542277899e-07 -4.066459999921789747e-06 2.870169999914651350e-06
2.803013922029999350e+01 4.469909999988885607e-05 -2.398679999896558096e-06 3.002919999926234652e-06 -6.713800001307390264e-07 -1.330559999769320713e-06 1.269519999914337019e-06 -2.066040000136126708e-06 -1.602160000038566093e-06 -2.014199999393895381e-07 -2.532960000098683036e-06 -1.269539999702828997e-06 6.713999999192310047e-07 1.599119999809772694e-06 -1.983599999221041874e-07 9.979200000088895363e-07 -4.666139999972074527e-06 2.862540000205626521e-06 -3.262320000067120379e-06 9.338399999251123377e-07
2.903013922029999350e+01 -4.669199999625561689e-07 -3.466800000023795267e-06 3.265399999872897734e-06 -8.667000001878477658e-07 6.701812000028439570e-05 -2.109832666671422754e-05 7.714843666660158700e-05 -1.276672300000427566e-04 1.284342333334905200e-04 -1.287668733336147292e-04 -1.535039999725995601e-06 4.669199999625561689e-07 6.011999998008832635e-07 1.531980000072508122e-06 -9.979399997973815145e-07 -4.135120000137249128e-06 3.866579999885288702e-06 1.201766900001530251e-04 -3.557485000007432248e-05
3.003013922029999350e+01 5.676200002199039375e-07 -2.265920000172627754e-06 9.917000006680609135e-08 -4.989600000044447682e-07 5.068055499996262296e-05 -5.204925499983801353e-05 5.014571999990948746e-05 -5.424728999996659723e-05 -1.063539999995555307e-06 1.533509999899251862e-06 -1.467899999988731029e-06 5.661100001816521761e-07 -6.988600001932354783e-07 1.963810000052035358e-06 -2.032460000009450535e-06 -4.348899998149136116e-07 1.469429999815474769e-06 4.728545500001928194e-05 -4.945219500004895878e-05
3.103013922029999350e+01 1.666259999910835164e-06 -6.683399999019457334e-07 -2.066040000136126708e-06 -3.997799998614936990e-07 -2.001940000263857637e-06 1.342600000498350635e-07 3.967399999964982510e-07 -5.264279999755672519e-06 -3.967399999964982510e-07 2.398679999896558096e-06 -2.932739999960176470e-06 1.464859999759937630e-06 -3.997799998614936990e-07 1.663199999893549787e-06 -3.997799999706330366e-06 9.338399999251123377e-07 1.400759999887668560e-06 -2.868659999876399589e-06 1.068119999763439485e-06
3.203013922029999350e+01 -7.995599997229873980e-07 6.011999998008832635e-07 -1.800539999749162206e-06 -5.340600000636186917e-07 -1.666260000274633062e-06 1.931760000297799878e-06 -8.011017000007996205e-05 7.577666999986831721e-05 1.135260000228299853e-06 1.342799998383270682e-07 -4.467780000049969969e-06 -3.463286999995034658e-05 3.723297000015009294e-05 -3.733368000011978737e-05 -3.100590000030933801e-06 -1.266480000049341518e-06 3.466800000023795267e-06 -1.565549999941140514e-06 -2.467350000006263148e-06
3.303013922029999350e+01 6.306763000011415409e-05 7.995600000867852960e-07 -1.965340000060677941e-06 -8.010800000192830464e-07 -2.000430000043706821e-06 2.635200000077020480e-06 -2.902230000108829667e-06 -5.325299998730770541e-07 8.010899999135290356e-07 -1.033019999886164511e-06 -2.468880000014905731e-06 2.396697999993193721e-05 -2.213133999994170255e-05 2.219848000004276460e-05 -2.200319999974453961e-06 1.342799998383270682e-07 2.398679999896558096e-06 -4.199220000009518199e-06 -6.711999994877260689e-08
3.403013922029999350e+01 1.253326300000480865e-04 1.167290000012144512e-06 -6.473234000004595627e-05 6.189727000000857778e-05 -1.731879999897500934e-06 -6.383361000007425315e-05 6.199951999988115412e-05 4.668999999921652416e-07 -6.343381999977282281e-05 -9.323100000983685981e-07 6.230009999999310520e-05 -6.396788999991258676e-05 6.410368999986531516e-05 -1.303099999859114137e-06 -6.383208000006562158e-05 6.273345999998127269e-05 2.465810000103374471e-06 -6.693267000009655665e-05 6.366881999983889167e-05
3.503013922029999350e+01 1.267333900001176440e-04 -6.236572000016166769e-05 -6.216734999979962623e-05 1.245666400000118351e-04 -3.233340000042517104e-06 -1.267990100001043180e-04 1.256652900001426984e-04 -1.432810000005701938e-06 -1.234664800000245908e-04 -3.134160000081465248e-06 6.289978000004339083e-05 -6.326599000003625272e-05 1.249343800000133286e-04 -6.236876999992091713e-05 -6.386259999999310930e-05 1.245651100000031764e-04 -4.348599999502766953e-07 -1.237304800000856681e-04 6.093445000005885930e-05
3.603013922029999350e+01 1.231994600002508326e-04 -1.243316600000980438e-04 3.067020000162301410e-06 1.225311199999850969e-04 -4.266360000110580246e-06 -1.215331999999762056e-04 1.213989199997740815e-04 -2.600099999835947396e-06 -1.195312399999238562e-04 -1.599120000173570592e-06 -2.801519999775337119e-06 2.532959999734884926e-06 1.200012200002674933e-04 -1.233337400000891662e-04 -5.370999999286140867e-07 7.487028999985341558e-05 -8.346599999640602705e-07 -7.229919000001246143e-05 1.256561999998666616e-05
3.703013922029999350e+01 2.066030000059981982e-06 -1.867670000137877635e-06 1.266480000049341518e-06 2.702330000101937800e-06 -4.902650000076391761e-06 -6.317100000160280703e-07 1.097100000151840447e-06 -3.265380000084405968e-06 2.801519999957236174e-06 -1.766969999880530026e-06 -1.699830000143265454e-06 1.165769999897747813e-06 -1.231379999808268645e-06 -1.264960000116843661e-06 -1.203919999898062070e-06 3.563231999996787616e-05 1.373399998556123924e-07 -1.153015199999572369e-04 1.145660399999542229e-04
3.803013922029999350e+01 -1.426689999971131396e-06 1.226800000040384467e-06 1.533509999899251862e-06 -1.527399999940826045e-06 -3.939829999944777199e-06 3.900159999830065820e-06 -3.399660000104631852e-06 -2.432259999841335214e-06 3.932189999977709012e-06 -9.338400001070112867e-07 8.613434000017150289e-05 -8.760070000007544322e-05 -2.499399999942397684e-06 -6.942699999854084636e-07 -1.007089999984600518e-06 -1.098620000084338303e-06 -1.266599998416495436e-07 -2.530044400002225418e-04 2.521652100000210573e-04
3.903013922029999350e+01 2.437438999986625443e-05 1.626590000159922106e-06 -2.453308000003744487e-05 -1.660160000028554286e-06 2.356108999993011954e-05 -2.350004999971133668e-05 2.133329999978741289e-05 -3.311100001155864386e-07 -2.313536999990901515e-05 0.000000000000000000e+00 2.448974499999167207e-04 -2.456970100000034998e-04 1.976317000007838989e-05 -2.249144999987038324e-05 -2.740480000284151323e-06 2.330170000004727548e-05 2.638240000123914824e-06 -1.988387999999758878e-04 1.704330399998070684e-04
4.003013922029999350e+01 2.083312999999179687e-04 7.995600000867852960e-07 -1.669982900000832084e-04 -1.533510000081150705e-06 1.678634600002624111e-04 -1.686630200001673153e-04 1.665298399999301049e-04 6.012000001646811615e-07 -1.664978000000701380e-04 -1.533510000081150705e-06 1.650314300000900317e-04 -1.656311000000641786e-04 1.635650599999280506e-04 -1.667983999999705761e-04 -9.280395000005228334e-05 2.541336100000990178e-04 6.201159999909578150e-06 -2.607711799999378887e-04 8.703613999987283101e-05
4.103013922029999350e+01 2.545288000001164584e-04 1.373400002194102904e-07 -2.868660000240197275e-06 1.068120000127237383e-06 2.465819999633822456e-06 -5.264279999391874410e-06 1.464839999607647754e-06 8.667000001878477658e-07 -1.342800002021249397e-07 -2.465819999997620566e-06 -1.342799998383270682e-07 -5.981400001473957844e-07 -3.067019999798503723e-06 -3.997800002252915970e-07 -2.687011699998038267e-04 2.632995699999810132e-04 7.665999999881023167e-06 -2.727996800000255279e-04 2.661316000001534197e-04
4.203013922029999350e+01 3.132980199996382247e-04 -4.012999997939914495e-07 -5.531310000151278969e-06 2.265930000066873425e-06 2.967830000125104404e-06 -6.967160000203875463e-06 3.799439999966125287e-06 -4.669199999625561689e-07 -1.007099999696947690e-07 -2.499389999866252958e-06 1.535039999907894444e-06 -2.317337100001168305e-04 2.280334500002936641e-04 -1.167300000088289451e-06 -2.699005000002216740e-04 2.647674600000755277e-04 6.498710000050777921e-06 -2.720657300002131017e-04 2.658004600001731619e-04
4.303013922029999350e+01 4.823669600002176354e-04 1.327400001173373395e-07 -2.355331300001125725e-04 1.866149999841582093e-06 2.313324000002467114e-04 -2.342330999999830987e-04 2.357009800001833358e-04 -1.066570000148203768e-06 2.670100000614184186e-07 -3.401170000142883614e-06 -3.205000011803349770e-08 -4.824691800002256265e-04 4.819351100002677510e-04 -9.917999996105209370e-08 -4.833679100000154005e-04 2.430328399999780360e-04 2.381011899999066256e-04 -3.197997999999642829e-04 8.516844999976456488e-05
4.403013922029999350e+01 6.154983499999332457e-04 8.941666669329606761e-07 -5.933624266666186501e-04 1.714385899995250057e-04 4.218973766666749719e-04 -5.924692666667396700e-04 5.898030466669297242e-04 -1.178654966664907959e-04 1.141098033333662467e-04 1.377359999844429793e-06 -2.889000000607211445e-07 -6.157018033332860340e-04 4.966369699999632252e-04 1.169123266665963014e-04 -6.153162566667276685e-04 1.933441000037419181e-05 5.967549666666571067e-04 -5.883504266671195663e-04 -3.866579999885288702e-06
4.503013922029999350e+01 7.023315400001593290e-04 1.206725999996706336e-04 -6.353393500001402626e-04 1.448028500002692537e-04 7.154838650001693048e-04 -8.616539050000938385e-04 5.127014200003031548e-04 -2.173310000034689421e-05 1.946563999990758010e-05 1.241363599998294314e-04 -4.135139999561943209e-06 -6.328689500001928505e-04 4.928695599999627971e-04 1.823349000002053900e-04 -6.791046099999221378e-04 -5.981500002235407225e-07 6.555900650000694033e-04 -6.525215149998985029e-04 -3.465270000015152685e-06
4.603013922029999350e+01 8.725326700001460488e-04 1.258025999999517943e-04 -6.255020100001274647e-04 1.278335500002867903e-04 8.702682499999354632e-04 -9.981689399999596132e-04 4.959304799998790403e-04 -2.133179999873391492e-06 3.500369999892427659e-06 6.100158999979612409e-05 2.487670800001069607e-04 -8.064666700000088558e-04 4.922042800000781286e-04 1.533981300002778875e-04 -6.495010400001774604e-04 -3.067010000449954369e-06 6.519699100001162409e-04 -6.480697699997108345e-04 -5.233750000115833103e-06
4.703013922029999350e+01 7.473358199997164704e-04 2.532669100004568625e-04 -5.599685700002737495e-04 6.463318000023718455e-05 9.216995200000383621e-04 -9.862670900001831772e-04 3.025649899998825404e-04 -1.867659999697934799e-06 5.868519999785348652e-06 -4.064939999807393260e-06 4.979339599995000242e-04 -8.015350299996498208e-04 3.023986699998204358e-04 2.539383000002999320e-04 -5.570693900001060916e-04 -5.900580000161426024e-06 5.597992000002705070e-04 -5.563995299999078496e-04 -4.399110000304062603e-06
4.803013922029999350e+01 6.196365399999194694e-04 1.871337800002947937e-04 -3.131683200004772415e-04 3.356000015628523920e-08 7.982665999999881195e-04 -7.977996699999493702e-04 1.207641699998930531e-04 1.663200000621145636e-07 -6.313324000002467577e-05 -4.095469999811029939e-06 4.925659199998335151e-04 -5.507675200002267639e-04 5.536346000008051895e-05 4.366378900002018735e-04 -4.930343799998808960e-04 -2.868640000087907399e-06 4.919647200000326929e-04 -4.909637400000065521e-04 -2.198789999965810955e-06
4.903013922029998639e+01 6.101989599999797396e-04 -1.263420000032056141e-06 -1.235351399998762774e-04 1.333600000361912009e-06 6.109344399999826723e-04 -6.099334600003203898e-04 1.165344200002436963e-04 1.733399999648099736e-06 -1.246032800001557782e-04 -3.198239999619545388e-06 3.266021800001908605e-04 -3.231353800001670771e-04 2.045899999987454946e-05 3.027404600000124920e-04 -3.228668199997628018e-04 -4.266360000474378355e-06 3.267303600005106953e-04 -3.242645199999969982e-04 -1.998920000187354114e-06
5.003013922029998639e+01 5.049301200000627350e-04 -1.495370000338880441e-06 -5.938719999903696711e-06 2.702339999814284840e-06 4.168014499999116921e-04 -4.182037399994442293e-04 -7.293600003322353470e-07 2.603140000064740795e-06 -2.706910000051720822e-06 -3.730769999674521179e-06 1.645004300000436968e-04 -1.655700800001795787e-04 1.901249999718857067e-06 1.634704500003863244e-04 -1.665374700001848434e-04 -2.198789999965810955e-06 1.696670600002107734e-04 -1.676666300001670691e-04 -8.667000001878477658e-07
5.103013922029998639e+01 4.185638499999185923e-04 -8.062749999953667309e-06 5.563350000011268778e-06 2.502439999807392973e-06 2.407013000000006290e-04 -2.434036299997387653e-04 -4.199210000297170736e-06 -2.796939999825554097e-06 6.942699998035095146e-07 -6.622299999435199172e-07 -1.367034999966563238e-05 1.546783999983745162e-05 -6.668100002571009428e-07 -1.359711000004608672e-05 1.582948000032047332e-05 -4.499829999986104505e-06 -1.229706000012811217e-05 1.393280999982380242e-05 3.006000002642394768e-07
5.203013922029998639e+01 2.055663900002400730e-04 -6.565849999969941336e-06 -2.266692000011971572e-05 -1.333639999938895966e-06 2.490326099999947405e-04 -2.525634899997385120e-04 2.683106999975279775e-05 3.341499999805819395e-07 -3.434740000011516006e-06 -2.486572000016167437e-05 1.959992000010970419e-05 -1.973115999971923804e-05 -1.800519999960670227e-06 2.136535999998159333e-05 -2.296752000002015730e-05 -1.931760000297799878e-06 2.070158000024093726e-05 -2.010042000001703848e-05 3.530920000048354215e-06
5.303013922029998639e+01 2.533691399999952456e-04 -7.803340000100434119e-06 -2.513946600000053848e-04 -2.670289999878150305e-06 2.467987100004393050e-04 -2.502624500004458252e-04 2.575958300003549067e-04 -1.531980000436306020e-06 -2.996839999832445964e-06 -2.545028699998511156e-04 2.529007099998125448e-04 -2.516311699997459328e-04 -2.433780000137630757e-06 2.543304500002704850e-04 -2.553634700001566741e-04 -2.433780000137630757e-06 2.514648500000475780e-04 -2.515350399997260213e-04 3.498839999519986967e-06
5.403013922029998639e+01 2.932678199998918229e-04 -4.534899999998742563e-06 -2.874633799998264276e-04 -1.403820000268751835e-06 2.854004000000713668e-04 -2.869323799997801198e-04 2.872680599997693416e-04 -6.683200001134537552e-07 -1.333619999786606090e-06 -2.884002600003441339e-04 2.892028600006597296e-04 -2.885345400005462444e-04 -1.266480000049341518e-06 2.884674000000813851e-04 -2.917327800001658067e-04 -1.000979999662377015e-06 2.867309599998407038e-04 -2.878661999995529006e-04 5.310000000463333145e-07
5.503013922029998639e+01 2.474670499996136828e-04 2.263351399997191003e-04 -4.752700699998967972e-04 -1.132199999847216578e-06 4.722366200003307079e-04 -4.741684000000532260e-04 2.466018799997982298e-04 2.294326699997327587e-04 -2.302688599997054536e-04 -2.480331300001126053e-04 4.744018599998525818e-04 -4.746673799996642363e-04 -1.400740000099176581e-06 4.739013700000214405e-04 -4.766357500000595001e-04 -1.464839999971445652e-06 4.733993499998178094e-04 -4.738662700001441291e-04 2.655000003869645552e-07
5.603013922029998639e+01 2.567672700002731462e-04 2.607330300001194936e-04 -5.159683199999563329e-04 2.379348799997387713e-04 2.746337799999310023e-04 -5.150024499995197163e-04 2.539337199999863585e-04 2.615356599999359112e-04 -2.607361000002128820e-04 -2.006681999991997276e-05 2.774001900001167348e-04 -5.138992300002428711e-04 -3.565979999984847546e-06 5.151687599998695539e-04 -5.151687499997933744e-04 -4.400639999948907923e-06 5.164672799997788426e-04 -5.150665199998911330e-04 -1.600649999818415277e-06
