# r	vx_0	vx_1	vx_2	vx_3	vx_4	vx_5	vx_6	vx_7	vx_8	vx_9	vx_10	vx_11	vx_12	vx_13	vx_14	vx_15	vx_16	vx_17	vx_18	
1.603013922029999705e+01 2.196045000000595036e-05 -2.502449999883538123e-06 1.104750000013154941e-06 6.713000002491753176e-08 -4.058830000030866287e-06 2.832019999914336882e-06 -1.538079999954789000e-06 7.995600000867852960e-07 -2.862550000099872616e-06 2.496340000107011150e-06 -1.367190000019036168e-06 -5.615199999738251614e-07 -2.374270000109390802e-06 1.104740000118908846e-06 -1.599120000173570592e-06 1.037600000017846376e-06 1.525869999932183463e-06 -3.198239999801444443e-06 -2.740479000003688141e-05
1.703013922029999705e+01 -4.992680000032123668e-06 -1.666260000092734219e-06 1.763920000121288430e-06 -8.361900001546019080e-07 -2.832029999990482032e-06 1.739499999894178512e-06 6.104000003688269574e-08 -4.943899997670086807e-07 -2.563470000131928893e-06 1.300050000099872753e-06 -7.325000005948823310e-08 1.647999999477178906e-07 -3.161619999991671612e-06 -7.019100001343759173e-07 -1.464849999865691747e-06 1.727300000129616756e-06 -1.098630000160483241e-06 4.699700000855955039e-07 -1.934820000133185988e-06
1.803013922029999705e+01 -4.003910000028554080e-06 6.042600001819664328e-07 9.948599999916041592e-07 -1.928710000174760384e-06 -1.367190000019036168e-06 1.269540000066626895e-06 -1.568599999882280741e-06 1.397709999946528120e-06 -3.228760000092734082e-06 1.434320000225852754e-06 -1.007080000272253478e-06 1.342800000202259907e-07 -1.098639999872830281e-06 -2.301020000049902728e-06 -2.069100000153412297e-06 3.808600000229489440e-06 -1.635750000059488149e-06 1.129170000058366015e-06 -3.198239999983343498e-06
1.903013922029999705e+01 -1.391619999776594283e-06 -1.733380000223405655e-06 1.269519999914337019e-06 -1.269519999550539121e-06 -2.404800000294926536e-06 5.371200000809039629e-07 -2.075200001854682347e-07 -6.103999985498375998e-08 -3.295800001069437500e-07 1.733380000223405655e-06 -3.063960000145016244e-06 -2.075199998216703632e-07 -8.667000001878477658e-07 -1.867660000061732697e-06 -2.331559999947785502e-06 -4.100342000001546599e-05 4.367676000019855696e-05 -4.353636000032565641e-05 -2.673339999819290744e-06
2.003013922029999705e+01 -8.361899999727029591e-07 -1.196290000007138609e-06 6.469725999977527062e-05 -6.453857999986212777e-05 -2.496339999925112518e-06 2.075299998978152748e-07 -1.873780000096303451e-06 6.770629000002372899e-05 -6.740720999987388155e-05 8.079629999986082665e-05 -8.049112999990484221e-05 6.362915000008797671e-05 -3.668219999963184991e-06 -6.229856999998446008e-05 -3.332530000079714109e-06 1.060668999998597373e-04 -1.003051799998502260e-04 -2.783204000006662753e-05 -2.392580000014277218e-06
2.103013922029999705e+01 -7.629399999132146730e-07 -1.031490000241319614e-06 5.309448000007250932e-05 -5.419922000000951636e-05 -3.802499999983410876e-06 2.001959999870450772e-06 -8.361800000784569699e-07 2.448364199999559956e-04 -2.459289499998704035e-04 2.873474100000748778e-04 -2.858825600000273050e-04 5.256346000005578529e-05 1.862976199996410186e-04 -2.433654799995565662e-04 -5.004800003007403107e-07 2.410705399999642261e-04 -2.380004799999369447e-04 -1.934809999693243152e-06 -2.471930000137945225e-06
2.203013922029999705e+01 -1.672359999793116042e-06 1.464839999971445652e-06 -1.660139999876264410e-06 -5.371200000809039629e-07 1.420206733334225730e-04 -1.440226333334749089e-04 1.449096866667559853e-04 9.732055333345214748e-05 -2.434875600003579292e-04 2.419250599999941075e-04 -2.415344400000321860e-04 -1.733379999495809859e-06 1.797363199999381432e-04 -1.808715800005302257e-04 -5.981399997835978864e-07 2.375366100000974147e-04 -6.387023500010400841e-05 -1.739959749995250490e-04 -8.056600003328639662e-07
2.303013922029999705e+01 -1.989760000287788071e-06 2.465820000361418252e-06 -2.600100000563543192e-06 9.277400000428315655e-07 2.801269800002046382e-04 -2.835937800002284216e-04 2.855346600001212268e-04 1.135280000016791831e-06 -2.868652400000428144e-04 2.869873199997528194e-04 -2.865966999997908980e-04 -2.734380000038072335e-06 4.373780000023544119e-05 -4.285890000028302817e-05 4.239503999997395805e-05 2.394653400006063759e-04 -8.895264000020688152e-05 -1.508484000001772169e-04 -1.330560000133118610e-06
2.403013922029999705e+01 7.074584999998023325e-05 -3.662000017357058987e-08 -3.063959999781218558e-06 -6.866252333347802150e-05 3.680582633332960788e-04 -2.992004299998370694e-04 3.007018899996182805e-04 2.014200003031874096e-07 -3.024963399999251040e-04 3.029235899997729685e-04 -3.722595199998295469e-04 6.640014999986760353e-05 -1.249389599997812231e-04 1.243103099997824705e-04 -3.850099999981466530e-05 3.391235399994911798e-04 5.737300001783296478e-07 -3.402954100001807317e-04 -8.917235999979311134e-05
2.503013922029999350e+01 1.136779866664028256e-04 1.504882733331442042e-04 -1.514200866665078025e-04 -1.138814233331913805e-04 4.937988199999381132e-04 -3.809468566669238759e-04 1.715047266667625190e-04 1.264644000184489366e-06 -1.750520906666906847e-04 3.834676166664166812e-04 -4.957702600000630155e-04 1.103495300001668518e-04 -1.132120799997210264e-04 2.617980999999417477e-04 -1.473205600001847523e-04 3.793884300003583254e-04 -2.089147940002931253e-04 -2.121826600000531609e-05 -2.688659600000391746e-04
2.603013922029999350e+01 -2.099610000004759100e-06 5.059021000000939487e-04 -5.048645000002579359e-04 6.347600003209664073e-07 2.856884799999533922e-04 -2.892285199999605609e-04 -9.764999995240941836e-08 1.831059999676654158e-06 -3.466809999736142308e-06 2.907763759998488462e-04 -2.887438959998689684e-04 -2.764899999965564288e-06 7.080100000166566895e-07 2.861474619998716782e-04 -2.886560120000012893e-04 2.893225120000806846e-04 -2.856542920001174852e-04 2.852001880001580236e-04 -2.895336880000058915e-04
2.703013922029999350e+01 -2.124019999610027338e-06 4.918701199996576090e-04 -4.926025399996433870e-04 2.258299999812152278e-06 -3.271479999966686422e-06 -8.544999996956903196e-07 -2.075200005492661062e-07 1.342800002021249397e-07 -1.867679999850224675e-06 3.869639999902574714e-06 -2.062979999755043433e-06 -5.407720000221160765e-06 2.941920000012032813e-06 -2.734400000190362212e-06 -1.477039999736007408e-06 -1.318971000036981370e-05 1.886597000011533867e-05 -2.106933999966713751e-05 4.028499999549239613e-07
2.803013922029999350e+01 -1.635739999983343211e-06 3.190826299998661777e-04 -3.203521699999327898e-04 5.065900000772671779e-07 -6.774899997253669446e-07 -1.324450000174692794e-06 -5.004999999073334458e-07 -3.051700001378776663e-07 -9.582599999703233065e-07 1.995840000017779073e-06 -3.436259999944013438e-06 -2.063000000271131419e-06 1.501459999781218271e-06 -3.668209999887039841e-06 -2.685499999643070434e-07 -3.663329999981215562e-05 3.880004999991797126e-05 -4.140014999975392035e-05 -1.538080000318586898e-06
2.903013922029999350e+01 1.696960599998419508e-04 -9.619141999985458477e-05 -7.620850000009795147e-05 1.403819999904953937e-06 -7.629499996255617131e-07 -1.666250000198488124e-06 6.958000001759501011e-07 -2.233889999843085930e-06 1.837159999922732723e-06 2.233879999766941203e-06 -3.839109999898937188e-06 -2.795400000104564051e-06 2.233880000130738890e-06 -3.100580000318586761e-06 -1.800549999825307144e-06 3.405769999881158402e-06 -2.465829999709967606e-06 2.442000004521105486e-08 -1.098630000342382084e-06
3.003013922029999350e+01 1.830688400001235930e-04 -1.860350999995716694e-05 -1.652954100001807064e-04 3.051000021514482664e-08 1.616638199997396459e-04 -2.258299999812152278e-06 1.794440000230679225e-06 -1.634277400004066334e-04 8.606000003055668878e-07 1.630309999996825234e-04 -2.197259999957168372e-06 -1.648681599999690650e-04 2.172850000351900134e-06 1.572265499995410300e-04 -1.617980799997894789e-04 1.638610799996968173e-04 -1.639221199999155968e-04 1.623352000002341712e-04 -1.639404300000023805e-04
3.103013922029999350e+01 2.500000999971234612e-05 6.652799998846603563e-07 -2.653198999978485572e-05 1.599139999598264672e-06 2.260131000002729541e-05 -3.594969999903696493e-06 2.429200000187847735e-06 -2.457276000022829928e-05 4.638800004613585659e-07 2.396848999997018982e-05 -4.028320000361418539e-06 -2.360228999968967285e-05 2.539059999980963914e-06 1.609497999997984012e-05 -2.003784000007726557e-05 2.296751999965636004e-05 -2.443237999978009535e-05 2.387086000017007000e-05 -2.479858000006060893e-05
3.203013922029999350e+01 4.638600003090686897e-07 1.464839999971445652e-06 -2.990720000525471006e-06 1.525880000554025142e-06 -1.391600000351900202e-06 -1.867679999850224675e-06 1.660160000028554286e-06 -2.685599996766541364e-07 -1.953000006324146062e-07 -1.953200000571087129e-07 -2.807619999657617997e-06 6.103999985498375998e-08 -6.591799996385816861e-07 -5.395500000304309556e-06 1.330559999769320713e-06 1.257320000149775263e-06 1.220000049215741480e-08 4.044800999945437223e-05 -4.192504999991797268e-05
3.303013922029999350e+01 1.428219999797875135e-06 6.042500001058214947e-07 -2.331549999871640352e-06 1.391610000064247242e-06 -1.586910000332863898e-06 -1.971439999761059764e-06 2.069089999713469461e-06 -1.269529999990481957e-06 1.098630000342382084e-06 4.028399998787790761e-07 -4.205330000331741914e-06 -3.967199994804104768e-07 -7.019200002105208554e-07 -2.032460000191349590e-06 -4.333499997301259849e-07 1.129149999906076139e-06 -9.155000007012859324e-08 8.520500000304309283e-06 -1.055908000016643236e-05
3.403013922029999350e+01 2.258309999888297004e-06 3.723099998751422382e-07 -2.166740000029676420e-06 -7.385299999441485364e-07 -5.492999989655800336e-08 -1.538090000394731836e-06 2.294920000349520905e-06 -2.331540000159293312e-06 7.324199999857228261e-07 4.273000013199634649e-08 -1.806639999995240982e-06 -2.380400001129601081e-07 -2.160640000147395965e-06 -1.434339999832445678e-06 1.000989999738521954e-06 -8.727999997063307459e-07 1.672350000080769002e-06 -2.069080000001122421e-06 -1.135259999864501955e-06
3.503013922029999350e+01 3.167729999768198585e-06 2.624499997182283732e-07 -2.691659999618423254e-06 -1.403809999828808999e-06 3.661999980977270512e-08 1.709000000118976382e-07 5.615300000499700995e-07 -2.734380000401870445e-06 7.385400000202934745e-07 2.130120000219904012e-06 -4.602049999812152073e-06 9.948599999916041592e-07 -1.660150000316207246e-06 -1.733400000011897634e-06 1.434340000560041474e-06 -1.568610000322223577e-06 1.904289999947650254e-06 -2.172849999624304338e-06 1.403799997206078933e-07
3.603013922029999350e+01 1.269529999990481957e-06 4.333499997301259849e-07 -1.501469999857363209e-06 -6.347599995933706114e-07 -1.495370000338880441e-06 1.098629999978584186e-06 -4.333400000177789448e-07 -1.330570000209263549e-06 -5.676299995684530796e-07 2.532959999371087240e-06 -5.035399999542277899e-06 1.037599999108351816e-07 -1.336670000091544427e-06 -9.704599997348850627e-07 1.098640000054729124e-06 -5.310100001224782526e-07 2.685599996766541364e-07 -1.928709999629063643e-06 5.004799997550435696e-07
3.703013922029999350e+01 2.670287999935681066e-05 -2.646483999924385084e-05 -8.361899999727029591e-07 -2.868650000891648345e-06 1.648100005695596227e-07 3.051699994102818703e-07 1.709000007394934077e-07 -2.172850000715698244e-06 2.868640000087907399e-06 -1.068109999687294547e-06 -4.565420000290032625e-06 -2.319399998668814114e-07 1.397699999870383182e-06 -2.069079999273526625e-06 1.202379999449476651e-06 2.509767999981704485e-05 -2.697145999991334999e-05 -1.422119999915594257e-06 -1.037580000047455554e-06
3.803013922029999350e+01 1.861084000000118874e-04 -1.716369699995993819e-04 1.342799994745291702e-07 -1.763305999993462891e-05 1.403197999970870955e-05 -1.400145999978121845e-05 3.662100007204571561e-07 -2.496340000652708314e-06 3.100579999590990965e-06 -2.160639999783597855e-06 1.112671000009868313e-05 -1.466674999974202406e-05 1.547240999934729181e-05 -1.710815999904298206e-05 2.203369999551796291e-06 1.817993200002092585e-04 -1.698974500002805178e-04 -1.620484000013675568e-05 3.356900007929653092e-07
3.903013922029999350e+01 1.684997399999701962e-04 -6.713000038871541651e-08 -3.967299999203533129e-07 -1.694396999992022813e-04 1.661376999989442921e-04 -1.673339799999666805e-04 1.403800000844057754e-06 -2.868640000815503195e-06 6.713800001307390264e-07 -5.981399997835978864e-07 1.639648299998952877e-04 -1.649658099995576787e-04 1.656616199994459873e-04 -1.696044999989681026e-04 3.271499999391380502e-06 1.632324099999095911e-04 7.019099997705780193e-07 -1.948669399993377817e-04 2.706297999902744714e-05
4.003013922029999350e+01 4.843749000065145403e-05 -1.574700000492157415e-06 -4.492189000011421421e-05 -4.333479999331757467e-06 4.533080999972299017e-05 1.196280000294791569e-06 -1.031489999877521716e-06 -2.001950000703800473e-06 2.270510000380454556e-06 -8.300900000904220810e-07 -3.369129999919096118e-06 1.593020000291289714e-06 -9.582600003341212045e-07 -3.704830000060610358e-06 5.297850000351900284e-06 -3.692630000296049025e-06 -1.507570000103441985e-06 -2.603332600003341042e-04 2.603698800005076718e-04
4.103013922029999350e+01 4.746703000055276704e-05 -4.406740001286380393e-06 -4.096678999922005358e-05 -3.564449999976204540e-06 4.160157999940565754e-05 0.000000000000000000e+00 1.953200000571087129e-07 2.685200000996701270e-07 1.538120000623166651e-06 -3.036501000096905194e-05 2.576293000092846230e-05 -2.853393000041251190e-05 -4.028199997264891999e-07 -2.398680000624153892e-06 3.308110000943997885e-06 -8.361900007002986492e-07 -2.105719999235588908e-06 -2.726318300003185958e-04 2.716003399997134844e-04
4.203013922029999350e+01 4.504390000511193446e-06 -1.135260000592097539e-06 -2.667239999573212179e-06 -1.098620000266237146e-06 -1.129149999906076139e-06 4.943799998727626916e-07 -2.624499997182283732e-07 -4.699700002674944529e-07 -4.028299998026341380e-07 -3.896484000069903880e-05 3.900146000087261313e-05 -4.287110000004759332e-05 2.807620000385213793e-06 -4.077140000299550388e-06 2.478019999398384212e-06 -1.538080000318586898e-06 -3.295999995316378832e-07 -2.712707500002579670e-04 2.707336500010569373e-04
4.303013922029999350e+01 -1.403799993568099953e-07 1.670959399991261431e-04 -1.674682599994412101e-04 -3.497310000238940180e-06 -3.967299999203533129e-07 -1.342700001259800016e-07 1.629640000464860443e-06 -3.053000036743469623e-08 -2.203359999839449251e-06 -2.563500005635432911e-07 1.653625500010093697e-04 -1.650024499998835510e-04 1.652710099988325830e-04 -1.712036199998692688e-04 2.697750000515952888e-06 -3.131099999882281028e-06 1.667663500003982338e-04 -2.533996500009379660e-04 8.690185000086785515e-05
4.403013922029999350e+01 1.687011800007894708e-04 2.669677999947452809e-05 -1.944641099995351292e-04 1.640319700003601742e-04 -1.666320700001960961e-04 -1.501470000948756903e-06 1.202390000980812969e-06 -1.709000003756955362e-07 -1.666259999910835164e-06 1.677673299993330167e-04 2.456666000070981736e-05 -1.926330499998584985e-04 1.927978499996242927e-04 -2.912598000038997119e-05 -1.638061499994364659e-04 -5.230719999963184854e-06 7.567749666657164014e-05 -7.348022666653833000e-05 -5.310000000463333145e-07
4.503013922029999350e+01 1.471252499992260581e-04 1.770020000549266049e-06 -1.464294299999892323e-04 1.420593099996040199e-04 -1.459351000012247840e-05 -1.330688400004874014e-04 -7.323999889194965396e-08 1.312011599991819871e-04 -1.324584799993317700e-04 1.471923699995386398e-04 -4.272400001354981197e-07 -1.455688499998359514e-04 1.447998099996766601e-04 -2.764899999601766602e-06 -1.077271000031032583e-05 -1.377319199993508032e-04 1.339965799998026302e-04 -1.328003000002354308e-04 1.328735400005825931e-04
4.603013922029999350e+01 1.225036600000748994e-04 -2.685500003281049413e-07 -1.232360899994091675e-04 1.201355099998181752e-04 2.013999997870996619e-07 -5.896605000016279398e-05 -6.597290999998222641e-05 6.093749999999999720e-05 5.310100001224782526e-07 6.257323999961954188e-05 -3.009029999520862571e-06 -5.659179000067524295e-05 5.720214000029955336e-05 -2.368159999605268033e-06 -5.914307999992161039e-05 -6.555785000018659236e-05 1.246948200001497678e-04 -6.016845000049215482e-05 -3.063970000221160971e-06
4.703013922029999350e+01 5.859984999988228040e-05 -1.232919999893056166e-06 -5.730591000028653127e-05 5.400391000002855563e-05 8.972099996753968825e-07 4.034430000319844143e-06 -6.446532999980263080e-05 -4.943900006765034256e-07 6.009522000022115852e-05 1.904290000675246050e-06 -6.207270000595599127e-06 4.840089999925112737e-06 -3.503419999469769988e-06 -1.098630000342382084e-06 -5.780638999931397989e-05 -2.197270000760909318e-06 5.889891999977408025e-05 4.699800003436393910e-07 -6.096191999968141186e-05
4.803013922029999350e+01 1.808044500001415188e-04 -1.854980600008275266e-04 3.759760000684764032e-06 -6.268300000374438306e-06 1.031499999953666654e-06 3.302000000257976485e-06 -3.228749999834690301e-06 -1.165789999504340736e-06 1.031509999302215797e-06 1.098630000342382084e-06 -6.365970000479137879e-06 4.571520000172313503e-06 -1.940910000121220771e-06 -2.062989999831188583e-06 -4.394499999762047080e-07 -1.361090000136755501e-06 1.848571900001843367e-04 -1.835266200003388744e-04 1.808654800006479499e-04
4.903013922029998639e+01 2.038696200004778741e-04 -2.095336800004588560e-04 3.991680000035558145e-06 -5.871559999650344365e-06 -5.249199995887466226e-07 4.467779998958576487e-06 -3.002939998987130623e-06 -2.392560000589583138e-06 2.001959999324754031e-06 -3.417999992961995334e-07 -5.334480000601615951e-06 5.004880001069977538e-06 -1.940920000197365921e-06 -3.125000000000000150e-06 6.103999912738800371e-08 -1.123039999220054527e-06 2.488586300001770484e-04 -2.472717100004956500e-04 2.437377800000831596e-04
5.003013922029998639e+01 1.173726333334343489e-04 -1.001057933332049336e-04 -1.873779000015929442e-05 -3.533930000412510697e-06 2.053832000019610937e-05 -2.023924999957671500e-05 -1.647899996896740035e-07 -2.435310000146273339e-06 3.357000001415144513e-07 -3.357000001415144513e-07 1.923828999933903080e-05 -1.796876000007614527e-05 1.956788000097731145e-05 -3.137219999916851359e-06 -2.136840000021038630e-05 2.177124000008916405e-05 1.279297000000951753e-04 -1.502319500003068198e-04 1.468994300004851470e-04
5.103013922029998639e+01 3.906199999619275497e-07 2.442321800008357855e-04 -2.460266200003388757e-04 -3.417799991439096572e-07 2.426757699991867294e-04 -2.455444300001545076e-04 2.539059999980963914e-06 -4.333499999484046920e-06 -4.028199997264891999e-07 1.330559999041724917e-06 2.450683600007323281e-04 -2.454589800006943038e-04 2.449584900001355002e-04 -3.302009999606525415e-06 -2.451965200001723043e-04 2.468322699998680013e-04 -2.093509999394882426e-06 -2.468750000007275780e-04 2.457336400002531926e-04
5.203013922029998639e+01 8.392399999138433981e-07 2.232665999996242981e-04 -2.281982399996195562e-04 1.763909999863244648e-06 2.216369599998870292e-04 -2.241332999998121595e-04 1.135259999864501955e-06 -4.168699999718228137e-06 6.286599993472918353e-07 2.935790000628912705e-06 2.475555449993407930e-04 -2.502899149993027274e-04 2.240356399990560085e-04 -3.503419999469769988e-06 -2.224975600001926148e-04 2.239990299996861742e-04 -6.652799995208624583e-07 -2.261352599998644954e-04 2.265319799997087197e-04
5.303013922029998639e+01 5.395500001031905776e-06 -7.324000034714117974e-08 -6.457519999821670054e-06 3.991700000187847598e-06 -2.124020000337623134e-06 -7.324000034714117974e-08 -1.342799994745291702e-07 -2.331540000159293312e-06 -4.028399998787790761e-07 2.941899999859742937e-06 3.906199999619275497e-07 -3.662100000656210032e-06 1.403800000844057754e-06 -3.869620000477880634e-06 1.599119999445974796e-06 -1.538079998863395306e-06 -5.981599999358877626e-07 3.295999995316378832e-07 2.404780000506434770e-06
5.403013922029998639e+01 8.667000001878477658e-07 1.599119999445974796e-06 -3.063959999417420448e-06 0.000000000000000000e+00 -2.685600004042498794e-07 -3.295799993793480069e-07 -1.135260000592097539e-06 -9.399400005349889059e-07 0.000000000000000000e+00 2.270500001031905203e-06 -1.196280001022387365e-06 -1.000979999662377015e-06 -5.981399997835978864e-07 -3.271480000694282218e-06 1.403800000844057754e-06 -3.332519999821670328e-06 8.667000001878477658e-07 1.660160000028554286e-06 -1.220800011651590590e-07
5.503013922029998639e+01 2.276672400003008022e-04 3.662999952211975847e-08 -2.277343800000380806e-04 2.241699099999095747e-04 -2.685500003281049413e-07 -2.255676299995684406e-04 2.242309599998407025e-04 7.995599997229873980e-07 -1.702880000084405681e-06 2.636720000737113709e-06 -2.868650000164052549e-06 -2.251647999997658152e-04 2.232971199999155899e-04 -8.300699999381322048e-07 -2.990799999679438813e-07 -2.136230000178329617e-06 2.600099999835947396e-06 -1.129149999906076139e-06 -3.661999995529185770e-07
5.603013922029998639e+01 7.686767000050167447e-05 1.776129999780096069e-06 -7.910767000066698030e-05 7.860107000014977569e-05 -2.502439999807392973e-06 -7.689818999933777717e-05 7.827147999996669086e-05 1.129159999982221077e-06 -2.990700006193946862e-07 -1.648099991143681102e-07 -1.568600000609876537e-06 -8.166503999964333917e-05 8.032836999991558756e-05 -7.275957614183426252e-16 -1.464839999971445652e-06 -4.431149999436457039e-06 2.331540000159293312e-06 3.161629999522119597e-06 -3.295900000375695607e-06
