# r	h_0	h_1	h_2	h_3	h_4	h_5	h_6	h_7	h_8	h_9	h_10	h_11	h_12	h_13	h_14	h_15	h_16	h_17	h_18	h_19	
5.603013922029998639e+01 2.346415024499983701e+02 2.359253387999997358e+02 2.372290039500003331e+02 2.346491623500005517e+02 2.358388367499992455e+02 2.372120056499989005e+02 2.346369934000013018e+02 2.359066620000012335e+02 2.372143403000009130e+02 2.359106597999998485e+02 2.358103257000002486e+02 2.371973266500008322e+02 2.346278304999996180e+02 2.346100005999996938e+02 2.371858443999990413e+02 2.346100006500000745e+02 2.345879974500003300e+02 2.371703338499992242e+02 2.345950012499997683e+02 2.345869980000006763e+02
5.703013922029998639e+01 2.349228363000001991e+02 2.364678192499995930e+02 2.366016540999989957e+02 2.349288407000003644e+02 2.364548264000004565e+02 2.374663467499995022e+02 2.349136734499988961e+02 2.364408187999997608e+02 2.374446869500006869e+02 2.353241882500005886e+02 2.364278183000005811e+02 2.374496536499991635e+02 2.349060134999999718e+02 2.348943481999995129e+02 2.374443512500001816e+02 2.348943481999995129e+02 2.348785095500006719e+02 2.374149933000007877e+02 2.348841629500002455e+02 2.348744965000005323e+02
5.803013922029998639e+01 2.347136535999998159e+02 2.361599883999988378e+02 2.361446533000016643e+02 2.347113495000012335e+02 2.359300002999989374e+02 2.372080077999999048e+02 2.347036742999989656e+02 2.359238357499998529e+02 2.371846770999982255e+02 2.354943466499989881e+02 2.359223404000003939e+02 2.371856536999985110e+02 2.346886750000012398e+02 2.346720123999984935e+02 2.371866760000011709e+02 2.346746826000016881e+02 2.354456787500002974e+02 2.371506652999996732e+02 2.346759796000005736e+02 2.346656494000017119e+02
5.903013922029998639e+01 2.352383423000010225e+02 2.358808135999988735e+02 2.358711777000007714e+02 2.352196655499992630e+02 2.359970093999982055e+02 2.367910004000004847e+02 2.352266617000004771e+02 2.353226776000010432e+02 2.367636719000001904e+02 2.353326874000013049e+02 2.353223418999987189e+02 2.367636414000007790e+02 2.352068252500012022e+02 2.351859893999990163e+02 2.367656707999994978e+02 2.351929931499998929e+02 2.352906799000011233e+02 2.367366790999985824e+02 2.351915054000000964e+02 2.351826706000010745e+02
6.003013922029998639e+01 2.358346862999987934e+02 2.361521454500016262e+02 2.361496735000000626e+02 2.358033371500005160e+02 2.361388473999995767e+02 2.361553421499993419e+02 2.358173370500007877e+02 2.358104858999995486e+02 2.361223374000001058e+02 2.358045120499991754e+02 2.358021545999999944e+02 2.361194763500006957e+02 2.357963333499992586e+02 2.357816696999998385e+02 2.361236801499999274e+02 2.357841721499989944e+02 2.357796860500002367e+02 2.361001739499988616e+02 2.357785110499989969e+02 2.357766799999990326e+02
6.103013922029998639e+01 2.364416732999998203e+02 2.364486465500012855e+02 2.364471740499993757e+02 2.364261779999997088e+02 2.364388428000002023e+02 2.364450073499992868e+02 2.364350127999987308e+02 2.364258193999994546e+02 2.364225082499997370e+02 2.364236756000009336e+02 2.364184799499998917e+02 2.364079818999998679e+02 2.364061737500014715e+02 2.363980178999991040e+02 2.364151763999998366e+02 2.363980102999994415e+02 2.364021759499992186e+02 2.363955078500002855e+02 2.364001769999995304e+02 2.363978424500000983e+02
6.203013922029998639e+01 2.361620178000011947e+02 2.361566467000011471e+02 2.361623534999998810e+02 2.361479949999993551e+02 2.361433562999991409e+02 2.361553496999986237e+02 2.361593323000015516e+02 2.361409912000017357e+02 2.361380157999992662e+02 2.361396789999998873e+02 2.361253203999985999e+02 2.361159821000001102e+02 2.361276703000003181e+02 2.361146698000011384e+02 2.361223449999997683e+02 2.361083374000008916e+02 2.361183472000011534e+02 2.361066589000001841e+02 2.361020203000007314e+02 2.361140137000002142e+02
6.303013922029998639e+01 2.357420043999991321e+02 2.357343292000005022e+02 2.357450104000017745e+02 2.357330016999985673e+02 2.357200164999994740e+02 2.357320098999989568e+02 2.357500000000000000e+02 2.357229919999990670e+02 2.357260132000010344e+02 2.357200011999993876e+02 2.357096558000012010e+02 2.355024948500013124e+02 2.355209961000000476e+02 2.355023270000001503e+02 2.355146789499995066e+02 2.354916611000007833e+02 2.355045165999999881e+02 2.354953308500007552e+02 2.354783402000011847e+02 2.355046768000011070e+02
6.403013922029998639e+01 2.355815048500007833e+02 2.355746689500010689e+02 2.355820084000006318e+02 2.355759888000011415e+02 2.355493392999997013e+02 2.355731735499994102e+02 2.355778198499992868e+02 2.355663376499996957e+02 2.355608444499994221e+02 2.355538329999999405e+02 2.355438309000001027e+02 2.357680054000011296e+02 2.357946625000004133e+02 2.357629852999998548e+02 2.357730102999994415e+02 2.357556609999992361e+02 2.357620086999995692e+02 2.357526551000009931e+02 2.357410125999995216e+02 2.357593383999992511e+02
6.503013922029998639e+01 2.361173401500000182e+02 2.361243438999990758e+02 2.361286697499999718e+02 2.361169891500012454e+02 2.361036605999997846e+02 2.363820546666671873e+02 2.361039963500006706e+02 2.361106796499989287e+02 2.361031646999999793e+02 2.360883331999993970e+02 2.360856782000009844e+02 2.360893402499987133e+02 2.360923232999994070e+02 2.360733184500004427e+02 2.360818328999994264e+02 2.360699920499992004e+02 2.360733261499990476e+02 2.360636596499989537e+02 2.360611725500002649e+02 2.360703278000000864e+02
6.603013922029998639e+01 2.363586730999995780e+02 2.363466797000000952e+02 2.363613357499998529e+02 2.363588257000010344e+02 2.363470001000005141e+02 2.363526611500001309e+02 2.363488235499989969e+02 2.363500137499995617e+02 2.363383331499990163e+02 2.363358231000001979e+02 2.363301773000002868e+02 2.363236847000007401e+02 2.363386535999998159e+02 2.363096542500006763e+02 2.363171691999996256e+02 2.363168258499990770e+02 2.363186645999994653e+02 2.363103179999998247e+02 2.363041687000004458e+02 2.363083267500005604e+02
6.703013922029998639e+01 2.356576691000009305e+02 2.356399993999984872e+02 2.356653289999994740e+02 2.356576691000009305e+02 2.356470031999997445e+02 2.356566620000012335e+02 2.357791595500002586e+02 2.357715072999999393e+02 2.356456604000013613e+02 2.356416625999991084e+02 2.356433257999997295e+02 2.357483444999998028e+02 2.356289977999986149e+02 2.357328262999999424e+02 2.357398300000004383e+02 2.357371674000005441e+02 2.357386627500000031e+02 2.357404937999999675e+02 2.356100006000015128e+02 2.356119995000008203e+02
6.803013922029998639e+01 2.356052475500000583e+02 2.360850143500010745e+02 2.361016617500008579e+02 2.360931625499997608e+02 2.360856628999990789e+02 2.360964965999992273e+02 2.362896575999984634e+02 2.362970123000013700e+02 2.360853347999982361e+02 2.352376708999981929e+02 2.358956222500000877e+02 2.362740172999983770e+02 2.352286529999983031e+02 2.362523346000016318e+02 2.362626648000004934e+02 2.362500000000000000e+02 2.362553253000005498e+02 2.362573241999998572e+02 2.352076721000012185e+02 2.352043456999999762e+02
6.903013922029998639e+01 2.349061127250006393e+02 2.358806764000000840e+02 2.358839874000004784e+02 2.358886566000001039e+02 2.358673248000013700e+02 2.358846588000014890e+02 2.358796691999996256e+02 2.358770141999993939e+02 2.358873291999989306e+02 2.346360091999995348e+02 2.348952433666660511e+02 2.358596801999992749e+02 2.346198273000009067e+02 2.358459929999989981e+02 2.358506621999986237e+02 2.358459929999989981e+02 2.358423309999998310e+02 2.358386535999998159e+02 2.345983429500010971e+02 2.346018448499999067e+02
7.003013922029998639e+01 2.340630034999994677e+02 2.347217814333331773e+02 2.347232259333335094e+02 2.347320963666667524e+02 2.347107899999997755e+02 2.347285563333328753e+02 2.347247670666668853e+02 2.347123362333331897e+02 2.345142730799998390e+02 2.340373383000005560e+02 2.340196533000016643e+02 2.346952209666669660e+02 2.340193328999994264e+02 2.346861063666668485e+02 2.346925557666678799e+02 2.346968790999987107e+02 2.346886698666676239e+02 2.346782074333338244e+02 2.339973449999997683e+02 2.339963380000008328e+02
7.103013922029998639e+01 2.336516723999993701e+02 2.336446533000016643e+02 2.336410065000018221e+02 2.336410065000018221e+02 2.336383362000015040e+02 2.334256744499998604e+02 2.334116744999992079e+02 2.334006576499996299e+02 2.334081497499992111e+02 2.334140090999990207e+02 2.334041442999987339e+02 2.333929901000010432e+02 2.334078445499999361e+02 2.333811721999991278e+02 2.333968353000000207e+02 2.334011764499991841e+02 2.333921737500004383e+02 2.333776703000003181e+02 2.333785095000002912e+02 2.333736724999998842e+02
7.203013922029998639e+01 2.333533401500008040e+02 2.333541412499998842e+02 2.333448410000000877e+02 2.333473434500010626e+02 2.333451767000005930e+02 2.335000153000000864e+02 2.334790038999999524e+02 2.334756469999992987e+02 2.334819793999995454e+02 2.334736785999994026e+02 2.334716492000006838e+02 2.334636535999998159e+02 2.334686737000010908e+02 2.336698456000012811e+02 2.334706726000003982e+02 2.334620055999985198e+02 2.334583434999985911e+02 2.336593475499994383e+02 2.336583481500001653e+02 2.336541748500003450e+02
7.303013922029998639e+01 2.337010040500008472e+02 2.337078094500011503e+02 2.336958465500010789e+02 2.336976852500010864e+02 2.336955109000009543e+02 2.337058410500012542e+02 2.336941833999990195e+02 2.336868133500011027e+02 2.336813125500011665e+02 2.336730041999999230e+02 2.336753081999995629e+02 2.336714783499992336e+02 2.336770096500004001e+02 2.334443360000004759e+02 2.336843490999999631e+02 2.336716766500012454e+02 2.336571732499996870e+02 2.334283447999987402e+02 2.334380187999995542e+02 2.334330139000012423e+02
7.403013922029998639e+01 2.330506591999983357e+02 2.339846572999995260e+02 2.339746704000008322e+02 2.339758453499998723e+02 2.330473175000006449e+02 2.339813384999997652e+02 2.339750137999999424e+02 2.339704819500002486e+02 2.339613190000000031e+02 2.330303191999992123e+02 2.339581527999998798e+02 2.339609832999994978e+02 2.330240172999983770e+02 2.339435119999998278e+02 2.339591674999992392e+02 2.330253448000003118e+02 2.339483337999990908e+02 2.339281845000004978e+02 2.339400024499991559e+02 2.339386673000008159e+02
7.503013922029998639e+01 2.334027404999997088e+02 2.345446625000004133e+02 2.345486602999990282e+02 2.346029968500006362e+02 2.336509918400006427e+02 2.346040039500003331e+02 2.345938263000007282e+02 2.345878219500009436e+02 2.345896683000009943e+02 2.336359192199997779e+02 2.345796661500007758e+02 2.345861664000003657e+02 2.336300751000009654e+02 2.345641632499991829e+02 2.345743408500002261e+02 2.336334106800000825e+02 2.345735092500017345e+02 2.345534973000012542e+02 2.345628357000005053e+02 2.345641708500006644e+02
7.603013922029998639e+01 2.348576736499999242e+02 2.348755035499998485e+02 2.349025930333336873e+02 2.350706481999986863e+02 2.350720215000001190e+02 2.350696715999984008e+02 2.350566558999998961e+02 2.350560149999982968e+02 2.350573578000003181e+02 2.350473480000000563e+02 2.350523528999983682e+02 2.350580139000012423e+02 2.352009964000008040e+02 2.351929855500002304e+02 2.350429992999997921e+02 2.352014999500006525e+02 2.350386657999988529e+02 2.351833190999986982e+02 2.351863327499995648e+02 2.351913299499992718e+02
7.703013922029998639e+01 2.351636810500003776e+02 2.351603394000012486e+02 2.355275574000006600e+02 2.351663131499990413e+02 2.356081771999997727e+02 2.351536712999986776e+02 2.351426468000008754e+02 2.351420060000000376e+02 2.351485137999989092e+02 2.351465148999996018e+02 2.351383514999997715e+02 2.355883484500009217e+02 2.349066772000005585e+02 2.349069823999998334e+02 2.351236649000002217e+02 2.357803191999992123e+02 2.351338348499994026e+02 2.348886414000007790e+02 2.348903352000015730e+02 2.357743225000012899e+02
7.803013922029998639e+01 2.346083297999994102e+02 2.346096725499992317e+02 2.361339874499990401e+02 2.346041564999995899e+02 2.361479874500000733e+02 2.345984955000003538e+02 2.345838241499986907e+02 2.345991745000010269e+02 2.345845031999997445e+02 2.345900039500011189e+02 2.345833359500011284e+02 2.361223221500004001e+02 2.345700073500011058e+02 2.345871582499985379e+02 2.345716705999984697e+02 2.361048355499988247e+02 2.345773316000013438e+02 2.345641632499991829e+02 2.345508270499994978e+02 2.361003342000003613e+02
7.903013922029998639e+01 2.352066497999985586e+02 2.352826538000008441e+02 2.368701629499992123e+02 2.351970062000000325e+02 2.364621581999999762e+02 2.352776794500005053e+02 2.352666625999991084e+02 2.352658157499990921e+02 2.351766510000015842e+02 2.352649917500002630e+02 2.352518157999984396e+02 2.364358291499993356e+02 2.351690063999994891e+02 2.352586670000000595e+02 2.352408523499998410e+02 2.364283218500004295e+02 2.352521743999986938e+02 2.352398376500004815e+02 2.352296828999988065e+02 2.364118195000010019e+02
8.003013922029998639e+01 2.347373199999965436e+02 2.357896728999985498e+02 2.372660064999981842e+02 2.347296906000010495e+02 2.357893371999998635e+02 2.357893372000035015e+02 2.357749938999986625e+02 2.359039916999990965e+02 2.352975412999997786e+02 2.357630004999991797e+02 2.357606659000011859e+02 2.358999939000004815e+02 2.352939911000006248e+02 2.358850097500017000e+02 2.358849869000005128e+02 2.358946532999998453e+02 2.358801574499993876e+02 2.358820113999991008e+02 2.358724975500008441e+02 2.358863296499985154e+02
8.103013922029998639e+01 2.352761611999994784e+02 2.362599869000005128e+02 2.366568451500006631e+02 2.352800216499999806e+02 2.362644958999990195e+02 2.362626572000008309e+02 2.362423477000011189e+02 2.364226531999993313e+02 2.364319915999985824e+02 2.362163238500015723e+02 2.362331543000000238e+02 2.364159851000003982e+02 2.364193268000017270e+02 2.364080199999989418e+02 2.364063262999989092e+02 2.364056549000015366e+02 2.364049835000005260e+02 2.364016875999986951e+02 2.363813172000009217e+02 2.364053191999992123e+02
8.203013922029998639e+01 2.347488403999996081e+02 2.359853058000007877e+02 2.359873505999967165e+02 2.347301788999993732e+02 2.359929810000030557e+02 2.359930116000032285e+02 2.359696656000014627e+02 2.359729767999997421e+02 2.359803161999989243e+02 2.359623108000014327e+02 2.359533082000016293e+02 2.359539795999990019e+02 2.359733430000014778e+02 2.359520111999991059e+02 2.359440155999982380e+02 2.359476776000010432e+02 2.359510039999986475e+02 2.359440155999982380e+02 2.359360046000001603e+02 2.359426727999998548e+02
8.303013922029998639e+01 2.340559998000026098e+02 2.364764861999992718e+02 2.364668426500029454e+02 2.349120025499996700e+02 2.353193359500000952e+02 2.353226624000017182e+02 2.353033294499982730e+02 2.353101730500002304e+02 2.353088379000000714e+02 2.352923355500006437e+02 2.352731628500005172e+02 2.353121566999998322e+02 2.352970047000017075e+02 2.364430083999995986e+02 2.352818374999988009e+02 2.352860031499985780e+02 2.364411697999985336e+02 2.352721634000026825e+02 2.352664947499997652e+02 2.352788390999994590e+02
8.403013922029998639e+01 2.334111557500000345e+02 2.361849976000012248e+02 2.361663361000028090e+02 2.346380004999991797e+02 2.346556702000016230e+02 2.346579895000031684e+02 2.346366730000008829e+02 2.346403350999971735e+02 2.346399994000021252e+02 2.346223450000034063e+02 2.346116791000022204e+02 2.346126709000018309e+02 2.346253205000029993e+02 2.359308395499974722e+02 2.346233216000000539e+02 2.346223297000033199e+02 2.359309998000007909e+02 2.346026763999980176e+02 2.345909882000014477e+02 2.346109924999982468e+02
8.503013922029998639e+01 2.328290100000012899e+02 2.355415115499999956e+02 2.355374832000015886e+02 2.342336577999994915e+02 2.342439880000019912e+02 2.342420044000027701e+02 2.342210236000028090e+02 2.342336578000031295e+02 2.342256469999992987e+02 2.342243194999973639e+02 2.342039795000018785e+02 2.342070160000002943e+02 2.340250015500023437e+02 2.343434550000019954e+02 2.342203369000017119e+02 2.340105057000000670e+02 2.352989960000013525e+02 2.340006713999973726e+02 2.339925003499993181e+02 2.339970016999996005e+02
8.603013922029998639e+01 2.333583298000012292e+02 2.348959962000008090e+02 2.349063109999988228e+02 2.336428222499998810e+02 2.336454925500001991e+02 2.336336822500015842e+02 2.336168212999982643e+02 2.339203262499977427e+02 2.336236648999984027e+02 2.336313247500002035e+02 2.336003189000002749e+02 2.336093292499972449e+02 2.334106750999999349e+02 2.333913268999967841e+02 2.339105072500005917e+02 2.333916930999985198e+02 2.348636779999978899e+02 2.333886566000001039e+02 2.333783569000006537e+02 2.333800201999983983e+02
8.703013922029998639e+01 2.330323333999986062e+02 2.342948227499982750e+02 2.343039855999995780e+02 2.339749909000020125e+02 2.339843216000008397e+02 2.339775162500009174e+02 2.339583358999989287e+02 2.342928238000022247e+02 2.339651565500025754e+02 2.339709854499997164e+02 2.339389877499997965e+02 2.339454956500012486e+02 2.339655151500010106e+02 2.339443359500000952e+02 2.342638245000016468e+02 2.339473495499987621e+02 2.342603454500022053e+02 2.339366684500018891e+02 2.339251785499982361e+02 2.339303436500013049e+02
8.803013922029998639e+01 2.323269882249987859e+02 2.336563415999989957e+02 2.336776581000012811e+02 2.336613311999972211e+02 2.336736756000027526e+02 2.336643372000035015e+02 2.336489867999989656e+02 2.336613158999971347e+02 2.336573333999986062e+02 2.336593322999979137e+02 2.336260070999996969e+02 2.336336518000025535e+02 2.336536713000023155e+02 2.336303253000005498e+02 2.336333312999995542e+02 2.336363372999985586e+02 2.336290130999987014e+02 2.336186524000004283e+02 2.336150055000034627e+02 2.336220093000010820e+02
8.903013922029998639e+01 2.318560130666664918e+02 2.333558502500018221e+02 2.333801727499994740e+02 2.333458480999979656e+02 2.333743515499991190e+02 2.333504868000018178e+02 2.333486709499993594e+02 2.333536682000012661e+02 2.333441849000009825e+02 2.333453445499981171e+02 2.333211746000015410e+02 2.333328323500027182e+02 2.333441543999979331e+02 2.333293380999966757e+02 2.333363418500011903e+02 2.333348236499987252e+02 2.333249816999996256e+02 2.333056641000002855e+02 2.333073196499972255e+02 2.333141479500009154e+02
9.003013922029998639e+01 2.314273376999990433e+02 2.339405213000027288e+02 2.339583282499988854e+02 2.339356918999983463e+02 2.339611893000001146e+02 2.339386520999978529e+02 2.339446640499991190e+02 2.339251556499984872e+02 2.339280242999993789e+02 2.338510132000010344e+02 2.339145203000007314e+02 2.339166641999981948e+02 2.339224930500022310e+02 2.339123230999975931e+02 2.339200286999985110e+02 2.339188231999978598e+02 2.339111481500003720e+02 2.338884811499992793e+02 2.339004898500024865e+02 2.339013214499973401e+02
9.103013922029998639e+01 2.312061691499984590e+02 2.344560089000005974e+02 2.346063385500019649e+02 2.344503326999983983e+02 2.344620055999985198e+02 2.344459991999974591e+02 2.344586639999979525e+02 2.344309998000026098e+02 2.344440002999981516e+02 2.336230011000006925e+02 2.344256745000020601e+02 2.345718307999995886e+02 2.344393311000021640e+02 2.344276734000013676e+02 2.345778274999975110e+02 2.345634995000000345e+02 2.344299927000029129e+02 2.344123229999968316e+02 2.344210052999987965e+02 2.344166717999978573e+02
9.203013922029998639e+01 2.314260101500003657e+02 2.343458328499982599e+02 2.352136841000028653e+02 2.343468323000015516e+02 2.343366699500002142e+02 2.343294906499977515e+02 2.343398285000002943e+02 2.343205032500009111e+02 2.343376693999998679e+02 2.343421707499983313e+02 2.343134994499996537e+02 2.351816710999992210e+02 2.343308257999997295e+02 2.343210068000007595e+02 2.351869965000005323e+02 2.351653290000031120e+02 2.343208389499995974e+02 2.343128280499986431e+02 2.343141708499970264e+02 2.343106689500018547e+02
9.303013922029998639e+01 2.307443389999971259e+02 2.347543335000009392e+02 2.347573394999999437e+02 2.347526702999966801e+02 2.347370147999972687e+02 2.347406616000007489e+02 2.347406616000007489e+02 2.347266692999983206e+02 2.347380065999968792e+02 2.347350005999978748e+02 2.347183379999987665e+02 2.347313385000015842e+02 2.347303314000018872e+02 2.347186585000017658e+02 2.347186585000017658e+02 2.347303314000018872e+02 2.347266692999983206e+02 2.347123261000015191e+02 2.347143250000008265e+02 2.347143250000008265e+02
9.403013922029998639e+01 2.303053435999972862e+02 2.352248382500001753e+02 2.352246703999990132e+02 2.352186660499974096e+02 2.352056656000022485e+02 2.352193145999990520e+02 2.352123566000009305e+02 2.352061843999981647e+02 2.352061691000017163e+02 2.352206574000010733e+02 2.351948318499999004e+02 2.352075042500000563e+02 2.351976470999979938e+02 2.351921844500029692e+02 2.351929855499984114e+02 2.352036819500026468e+02 2.351986541999976907e+02 2.351860122500002035e+02 2.351849899500011816e+02 2.351973190499993507e+02
9.503013922029998639e+01 2.296248398500028998e+02 2.346539841000012530e+02 2.346461562999975285e+02 2.346509781999993720e+02 2.346293182500012335e+02 2.346513214000005974e+02 2.346401901500030363e+02 2.346308518000005279e+02 2.346273193499982881e+02 2.346573257499985630e+02 2.346313171499969030e+02 2.346223221000000194e+02 2.346261597000011534e+02 2.346256867000010971e+02 2.346191634999995586e+02 2.346256866499970783e+02 2.346208267500005604e+02 2.346178589000010106e+02 2.346166687500008265e+02 2.346246567000016512e+02
9.603013922029998639e+01 2.299171676500009198e+02 2.348838119499996537e+02 2.348806457499995304e+02 2.348609771500014176e+02 2.348699798499983444e+02 2.348703460500000801e+02 2.348665084999993269e+02 2.348618468999993638e+02 2.348448104999988573e+02 2.348500137500013807e+02 2.348473129000012705e+02 2.348416518999983964e+02 2.348445053499999631e+02 2.348400116500015429e+02 2.348445129499996256e+02 2.348361740500004089e+02 2.348440094500001578e+02 2.348245162999992317e+02 2.348226853499982099e+02 2.348266754500000388e+02
9.703013922029998639e+01 2.296643372000035015e+02 2.346736603000026662e+02 2.346779938000036054e+02 2.346499938999986625e+02 2.346703186000013375e+02 2.346616821999996318e+02 2.346510009999983595e+02 2.346506653000033111e+02 2.346433258000033675e+02 2.346326752000022680e+02 2.346383208999977796e+02 2.346336670000018785e+02 2.346353301999988616e+02 2.346316681000025710e+02 2.346350097999966238e+02 2.346223450000034063e+02 2.346453400000027614e+02 2.346216735999987577e+02 2.346073456000012811e+02 2.346103363000001991e+02
9.803013922029997218e+01 2.301930007999981171e+02 2.342936706999971648e+02 2.342966614000033587e+02 2.342770080999980564e+02 2.342949981999990996e+02 2.342810211000032723e+02 2.342713165000022855e+02 2.342709807999999612e+02 2.342646636999998009e+02 2.338982620500009943e+02 2.342639923000024282e+02 2.342590026999969268e+02 2.342590179999970132e+02 2.342586517000017921e+02 2.342590179999970132e+02 2.342476501999990433e+02 2.342643432999975630e+02 2.342453155999974115e+02 2.342283478000026662e+02 2.342353516000002855e+02
9.903013922029997218e+01 2.298786621999970521e+02 2.336578369999988354e+02 2.336524963500014564e+02 2.336433410999998159e+02 2.336571579500014195e+02 2.336376801000005798e+02 2.336323241999998572e+02 2.336314773999984027e+02 2.336331634499983920e+02 2.335058593499998096e+02 2.336306686999996600e+02 2.336209945500013418e+02 2.336235199500006274e+02 2.336239853000006406e+02 2.336168518500016944e+02 2.336119842499974766e+02 2.336136857000019518e+02 2.336026535000019067e+02 2.335921783499979938e+02 2.336010208499974397e+02
1.000301392202999722e+02 2.295865020999990520e+02 2.339428329500005930e+02 2.339383315999984916e+02 2.339326705999992555e+02 2.339390029999995022e+02 2.339255142500005604e+02 2.339304885999990802e+02 2.339133148499968229e+02 2.339241638500025147e+02 2.339149857000011252e+02 2.339178314499986300e+02 2.339158248999992793e+02 2.339145126499970502e+02 2.339073180999985198e+02 2.339108505500007595e+02 2.339044800000010582e+02 2.339070205999996688e+02 2.338839874500008591e+02 2.338926849500021490e+02 2.338941803000016080e+02
1.010301392202999722e+02 2.301280059999990044e+02 2.345183411000034539e+02 2.345176696999988053e+02 2.345103301999988616e+02 2.345180054000011296e+02 2.345153503999972600e+02 2.345039825999992900e+02 2.344903106999990996e+02 2.345026702999966801e+02 2.345686645499990846e+02 2.345584946000017226e+02 2.345523300499990000e+02 2.345603485499996168e+02 2.345476608499993745e+02 2.345496826500020688e+02 2.345483245999967039e+02 2.345515137000002142e+02 2.345214920500002336e+02 2.345355072499987727e+02 2.345355072000020300e+02
1.020301392202999722e+02 2.299014968999981647e+02 2.348723296999996819e+02 2.348699950999980501e+02 2.348524933000007877e+02 2.348716583499990520e+02 2.348649902500001190e+02 2.348448409999982687e+02 2.348488388000005216e+02 2.348446579000010388e+02 2.350636748999968404e+02 2.350553283999979612e+02 2.350509948999970220e+02 2.350623322000028566e+02 2.350466766000026837e+02 2.350483246000003419e+02 2.350443420000010519e+02 2.350496521000022767e+02 2.350270080999980564e+02 2.350269927999979700e+02 2.350326538000008441e+02
1.030301392202999722e+02 2.301413345000000845e+02 2.351478347999982361e+02 2.351446685999981128e+02 2.351341705500017270e+02 2.351501693999998679e+02 2.351363297000025341e+02 2.351293335499976820e+02 2.351271591999975499e+02 2.351251679000015429e+02 2.351288376000011340e+02 2.351164932499996212e+02 2.351218337999998766e+02 2.351286697499999718e+02 2.351153335999988485e+02 2.351061706500004220e+02 2.351101684499990370e+02 2.351094970999984071e+02 2.350916671999984828e+02 2.350930023500004609e+02 2.350995025500014890e+02
1.040301392202999722e+02 2.294923400999978185e+02 2.345979996000023675e+02 2.345844956000000820e+02 2.345793304999970132e+02 2.345925064000002749e+02 2.345836639499975718e+02 2.345760040499990282e+02 2.345781631999998353e+02 2.345656662500005041e+02 2.345701752000022680e+02 2.345666657000001578e+02 2.345734940000002098e+02 2.345721740999979374e+02 2.345616684499982512e+02 2.345559998000026098e+02 2.345576630000032310e+02 2.345583344000006036e+02 2.345466690499997640e+02 2.345401688000019931e+02 2.345514984500005085e+02
1.050301392202999722e+02 2.290830077999999048e+02 2.350963286999976845e+02 2.350976563000003807e+02 2.350786590999996406e+02 2.351013336000032723e+02 2.350826568999982555e+02 2.350683441000001039e+02 2.350703429999994114e+02 2.350676575000034063e+02 2.350586852999986149e+02 2.350756682999999612e+02 2.350793304000035278e+02 2.350756682999999612e+02 2.350703429999994114e+02 2.350593261999965762e+02 2.350650023999987752e+02 2.350496674000023631e+02 2.350576781999989180e+02 2.350319977000035578e+02 2.350593261999965762e+02
1.060301392202999722e+02 2.284530106000020169e+02 2.346833343999969657e+02 2.346936646000031033e+02 2.346783294999986538e+02 2.346993255999987014e+02 2.346849976000012248e+02 2.346630097000015667e+02 2.346703339000014239e+02 2.346666564999977709e+02 2.346583404999983031e+02 2.346689910999994026e+02 2.346750030999974115e+02 2.346770019999967190e+02 2.346630097000015667e+02 2.346556549000015366e+02 2.346653443000031984e+02 2.346449890000003506e+02 2.346530151999977534e+02 2.346333312999995542e+02 2.346463318000023719e+02
1.070301392202999722e+02 2.286938552999999956e+02 2.352228470000009111e+02 2.352305145499994978e+02 2.352343445000005886e+02 2.352420120499991754e+02 2.352339859499988961e+02 2.352091674500006775e+02 2.352216644500003895e+02 2.352216873500001384e+02 2.352109985499992035e+02 2.352106781000002229e+02 2.352153549499998917e+02 2.352204895499999111e+02 2.352006607499970414e+02 2.352046508999992511e+02 2.352048340000001190e+02 2.351921539499999199e+02 2.351911697499999718e+02 2.351769867000002705e+02 2.351873168999991321e+02
1.080301392202999722e+02 2.284143524000028265e+02 2.347128448499970546e+02 2.347083511499986344e+02 2.347193374999988009e+02 2.347205047999996168e+02 2.347176590500021121e+02 2.346968231499995454e+02 2.347059937499980151e+02 2.347078476499991666e+02 2.347058335000001534e+02 2.346951751499982493e+02 2.346993408000016643e+02 2.346991577999979199e+02 2.346741639000028954e+02 2.346979981500007852e+02 2.346754913999975543e+02 2.346472205999998550e+02 2.346744995499975630e+02 2.346623230000004696e+02 2.346656647500021791e+02
1.090301392202999722e+02 2.278138275499986776e+02 2.340579834000018309e+02 2.349006728999993356e+02 2.340589905000015278e+02 2.340586547999992035e+02 2.340559998000026098e+02 2.340433350000021164e+02 2.340396728999985498e+02 2.340356597999998485e+02 2.340456695999964722e+02 2.340303191999992123e+02 2.340333251999982167e+02 2.340386657999988529e+02 2.340123443999982555e+02 2.340330048000032548e+02 2.340090026999969268e+02 2.340263214000005974e+02 2.340143432999975630e+02 2.340033417000013287e+02 2.340030059999990044e+02
1.100301392202999722e+02 2.271789856000032159e+02 2.336203155999974115e+02 2.346589966000028653e+02 2.336289977999986149e+02 2.336233215999964159e+02 2.336093445000005886e+02 2.336166687000004458e+02 2.336016692999983206e+02 2.333794860999987577e+02 2.333900069999981497e+02 2.333853225999991992e+02 2.333833236999998917e+02 2.333948288000028697e+02 2.333720169000007445e+02 2.345603408999995736e+02 2.333693466000004264e+02 2.333761520499974722e+02 2.333681793000032485e+02 2.333558350000021164e+02 2.333009185999981128e+02
