# r	p	err_p
2.578705217583084686e+00 3.023129251700680253e-01 1.178652288099187821e-03
3.628858666053141668e+00 5.577342047930283764e-01 1.273863395909276578e-03
4.455598733336053385e+00 5.485810213016946157e-01 6.469115412280555507e-04
5.114976107720653253e+00 2.940555503424978623e-01 1.202202540718450138e-03
5.752612607079046647e+00 2.584059431152641029e-01 8.316107360943849778e-04
6.189584188447468271e+00 6.800322385653838342e-02 1.368168817720797877e-03
6.831811429011188430e+00 4.784994173970312792e-01 4.799546521938491037e-04
7.630443224990112405e+00 3.032582418428468318e-01 6.865502077779492155e-04
8.081293797074007301e+00 4.224554965088291869e-01 7.853310014595326965e-04
8.387040069987733659e+00 5.129540179411580247e-01 8.049176736169233546e-04
8.704242489723638343e+00 3.523992131278169126e-01 8.511973995492789049e-04
9.221512473352992956e+00 2.678599006989192399e-01 4.526205513160017893e-04
9.938982959185826971e+00 4.479304671139792138e-01 5.115961532555138693e-04
1.095454576304875616e+01 4.016790896185974402e-01 2.900494915201381899e-04
1.171027868224799384e+01 2.693770977566007918e-01 5.338274698878299907e-04
1.221913879634638533e+01 3.328349391019814751e-01 5.203405682404572876e-04
1.262805481057105794e+01 3.628177002002241913e-01 5.242306707572311035e-04
1.330900916655367361e+01 3.846433533901780777e-01 2.606264985520615265e-04
1.415324469260607998e+01 3.954019724273248326e-01 4.192997045439887812e-04
1.475773251303419364e+01 3.897419264028200159e-01 2.901200064623169492e-04
1.565754275966122577e+01 3.378122491024495022e-01 2.368388061369850850e-04
1.654819899173516262e+01 4.029116907828408367e-01 3.088794661369650410e-04
1.699533431855942922e+01 3.711286696960049425e-01 3.307022819718112897e-04
1.737500948421064706e+01 3.896422431679412157e-01 3.686583996381699482e-04
1.785927606057386541e+01 3.660368691610881298e-01 2.777656814270184032e-04
1.856416263951870604e+01 3.417494944622563313e-01 2.424337348020279411e-04
1.922973401021067374e+01 3.611302661083880539e-01 2.670691918228416148e-04
1.969964737028118051e+01 3.573064475611386626e-01 2.914305796599702715e-04
2.015702018159138476e+01 3.644314509355480736e-01 2.970113185291430773e-04
2.077007479588548478e+01 3.773678688206371645e-01 2.031676690789815649e-04
2.149044736785108611e+01 3.388215951993615582e-01 2.382488667825795087e-04
2.209238804677222845e+01 3.412045855448170295e-01 2.148525489308661710e-04
2.284403366694899162e+01 3.705536478484549590e-01 1.919500519594985835e-04
2.349565107464577807e+01 3.507673380411106545e-01 2.233666616877989699e-04
2.397276562539021683e+01 3.697553503647104667e-01 2.442730659219891510e-04
2.443410561473194065e+01 3.571399007650396529e-01 2.187879368318884231e-04
2.507025615532017326e+01 3.473979530460737375e-01 1.867579879079143967e-04
2.599979295562821235e+01 3.531539285914262472e-01 1.375707603995326999e-04
2.714938069038666058e+01 3.605241447344535999e-01 1.342169473597587732e-04
2.830867706937865336e+01 3.498136274570955995e-01 1.252924188021852523e-04
2.943312482459719348e+01 3.512646934194301185e-01 1.307292802476073756e-04
3.009952224379460617e+01 3.559819629665163521e-01 2.151876887658445007e-04
3.059248182618356893e+01 3.542102005536247322e-01 1.618336103896585024e-04
3.120378432824070103e+01 3.467259983850994876e-01 1.615285083103715528e-04
3.170588474138398638e+01 3.359032650503213646e-01 1.909999701603116973e-04
3.228167478600904161e+01 3.490154507929907335e-01 1.411453896531668199e-04
3.296777675056659263e+01 3.464466154255855246e-01 1.481975280593903811e-04
3.380140451761046450e+01 3.473264949071196428e-01 1.126102095925107267e-04
3.500483019676929075e+01 3.426423072068660591e-01 9.640631124211758050e-05
3.616824674547258667e+01 3.455538939951072197e-01 1.082951305830634383e-04
3.714428919879357238e+01 3.438824152029735792e-01 1.067065109546831502e-04
3.789938078338823857e+01 3.433451368094689871e-01 1.383956839779179018e-04
3.860629019078158564e+01 3.392043621902252615e-01 1.108377581729668278e-04
