# r	p	err_p
2.578705217583084686e+00 7.227000095204849650e-01 0.000000000000000000e+00
3.628858666053141668e+00 6.241985653526312960e-01 0.000000000000000000e+00
4.455598733336053385e+00 5.493664454253865959e-01 0.000000000000000000e+00
5.114976107720653253e+00 4.802049220193897461e-01 0.000000000000000000e+00
5.752612607079046647e+00 4.103861930191161633e-01 0.000000000000000000e+00
6.189584188447468271e+00 5.310335272928788930e-01 0.000000000000000000e+00
6.831811429011188430e+00 3.518903993203058578e-01 0.000000000000000000e+00
7.630443224990112405e+00 3.198544655444066631e-01 0.000000000000000000e+00
8.081293797074007301e+00 2.938755997199883896e-01 0.000000000000000000e+00
8.387040069987733659e+00 4.515442188575361504e-01 0.000000000000000000e+00
8.704242489723638343e+00 3.231635685163430360e-01 0.000000000000000000e+00
9.221512473352992956e+00 2.700683560035904152e-01 0.000000000000000000e+00
9.938982959185826971e+00 2.821539114464046705e-01 0.000000000000000000e+00
1.095454576304875616e+01 3.454427952866159779e-01 0.000000000000000000e+00
1.171027868224799384e+01 2.513665578759786134e-01 0.000000000000000000e+00
1.221913879634638533e+01 3.259024356481743379e-01 0.000000000000000000e+00
1.262805481057105794e+01 4.715714082190361478e-01 0.000000000000000000e+00
1.330900916655367361e+01 3.525696487281536617e-01 0.000000000000000000e+00
1.415324469260607998e+01 2.898062267120790625e-01 0.000000000000000000e+00
1.475773251303419364e+01 4.231695751941135231e-01 0.000000000000000000e+00
1.565754275966122577e+01 3.454245474443328190e-01 0.000000000000000000e+00
1.654819899173516262e+01 3.686556496711320685e-01 0.000000000000000000e+00
1.699533431855942922e+01 3.605915781222783223e-01 0.000000000000000000e+00
1.737500948421064706e+01 3.478400286869843261e-01 0.000000000000000000e+00
1.785927606057386541e+01 3.282958156704383068e-01 0.000000000000000000e+00
1.856416263951870604e+01 3.452196368094483936e-01 0.000000000000000000e+00
1.922973401021067374e+01 3.108955259867525744e-01 0.000000000000000000e+00
1.969964737028118051e+01 3.137817206519496471e-01 0.000000000000000000e+00
2.015702018159138476e+01 3.116037801043502475e-01 0.000000000000000000e+00
2.077007479588548478e+01 3.316201179264412491e-01 0.000000000000000000e+00
2.149044736785108611e+01 2.972424025240731349e-01 0.000000000000000000e+00
2.209238804677222845e+01 3.058125225083902499e-01 0.000000000000000000e+00
2.284403366694899162e+01 3.377320884967399128e-01 0.000000000000000000e+00
2.349565107464577807e+01 2.997892046506350772e-01 0.000000000000000000e+00
2.397276562539021683e+01 3.084235295494064943e-01 0.000000000000000000e+00
2.443410561473194065e+01 3.222781442710938582e-01 0.000000000000000000e+00
2.507025615532017326e+01 3.418670567034938768e-01 0.000000000000000000e+00
2.599979295562821235e+01 3.150176589292265628e-01 0.000000000000000000e+00
2.714938069038666058e+01 3.352132084954172475e-01 0.000000000000000000e+00
2.830867706937865336e+01 3.248040609870764261e-01 0.000000000000000000e+00
2.943312482459719348e+01 3.201010863597145151e-01 0.000000000000000000e+00
3.009952224379460617e+01 3.137392625897861276e-01 0.000000000000000000e+00
3.059248182618356893e+01 3.267619641092458505e-01 0.000000000000000000e+00
3.120378432824070103e+01 3.132789448874279126e-01 0.000000000000000000e+00
3.170588474138398638e+01 3.035934209155305985e-01 0.000000000000000000e+00
3.228167478600904161e+01 3.193425790424009869e-01 0.000000000000000000e+00
3.296777675056659263e+01 3.158264934983435190e-01 0.000000000000000000e+00
3.380140451761046450e+01 3.117748454210483300e-01 0.000000000000000000e+00
3.500483019676929075e+01 3.181602576794065329e-01 0.000000000000000000e+00
3.616824674547258667e+01 3.182113268294813890e-01 0.000000000000000000e+00
3.714428919879357238e+01 3.203203276410575007e-01 0.000000000000000000e+00
3.789938078338823857e+01 3.259579482309878928e-01 0.000000000000000000e+00
3.860629019078158564e+01 3.142503896751304704e-01 0.000000000000000000e+00
