# r	h_0	h_1	h_2	h_3	h_4	h_5	h_6	h_7	h_8	h_9	h_10	h_11	h_12	h_13	h_14	h_15	h_16	h_17	h_18	h_19	h_20	h_21	h_22	h_23	h_24	h_25	h_26	h_27	h_28	h_29	h_30	h_31	h_32	
5.000000000000000000e-01 6.331504821999999422e+02 1.585877609749999806e+02 4.621210022000000208e+02 -2.448248597000002746e+01 2.697776642499999298e+02 5.539746703999999227e+02 7.980294039999999711e+01 3.767378234999999904e+02 6.499128418000000238e+02 1.666206512999999632e+02 4.584951934999999708e+02 7.487391663500000050e+02 2.820469970999999418e+02 5.789814758499999243e+02 1.063046798999999965e+02 3.915914611999999693e+02 6.822501525999998648e+02 2.055656890999999575e+02 4.999249878999999623e+02 1.060459039999999931e+01 2.860151977999999531e+02 5.800096435999998903e+02 1.067070045999999905e+02 4.079613494999999830e+02 6.896719970500000727e+02 2.168269958999999574e+02 5.048401794499999369e+02 3.065028389999999803e+01 3.174763183499999855e+02 6.037132263500000136e+02 1.263656768999999827e+02 4.168110046499999726e+02 7.023159789999998566e+02
1.500000000000000000e+00 6.329148254499998529e+02 1.572708282500000223e+02 4.615538329999999405e+02 -2.509317317000011371e+01 2.691761780000000499e+02 5.533711853499999052e+02 7.928239059999998517e+01 3.761061553999999205e+02 6.492154846499997802e+02 1.660939941500000145e+02 4.578596801999999002e+02 7.493696899999999914e+02 2.823431701499999917e+02 5.787171630999998797e+02 1.057511864499999774e+02 3.922040099999998120e+02 6.827654724999999871e+02 2.050426788499999589e+02 4.993289795000000026e+02 1.004858639999999959e+01 2.873498536000000172e+02 5.803505249499999081e+02 1.060026626999999877e+02 4.079249878000000535e+02 6.894406738499999392e+02 2.163300018500000306e+02 5.054723510999999689e+02 3.122467039999999372e+01 3.174193420999998807e+02 6.023923340500000450e+02 1.258389893000000086e+02 4.174040221999998721e+02 7.029161682499998278e+02
2.500000000000000000e+00 6.325463257000001249e+02 1.575060120000000552e+02 4.618606568000000152e+02 -2.481231996999997591e+01 2.694786681999999018e+02 5.536676635999997416e+02 7.955503849999999488e+01 3.763913268999999673e+02 6.488516845999997713e+02 1.663613128999999162e+02 4.581496886999998424e+02 7.499729919499998232e+02 2.820358276500001011e+02 5.783763428000002023e+02 1.061220169000000055e+02 3.917084960999999339e+02 6.834133301000001666e+02 2.053503570999999965e+02 4.996183166999999230e+02 1.036802100000000237e+01 2.883515015000000403e+02 5.787910645199998498e+02 1.062610015999999860e+02 4.077676544999999351e+02 6.896716919000000416e+02 2.166290131000000656e+02 5.059016723999998248e+02 3.163700109999999199e+01 3.172538452000000007e+02 6.026866454999999405e+02 1.261629790999999727e+02 4.177976989999999660e+02 7.035833130000000892e+02
3.500000000000000000e+00 6.320263366999997743e+02 1.578618393499999684e+02 4.621695098999998663e+02 -2.451697082000009686e+01 2.698131713999998738e+02 5.539754944499998146e+02 7.987682724999999095e+01 3.770110015999998723e+02 6.483058166499997697e+02 1.670059890999999652e+02 4.587606659499999751e+02 7.505536498999995274e+02 2.817366638500000136e+02 5.778338317999998708e+02 1.064421539500000051e+02 3.911221467000001439e+02 6.829165039500003331e+02 2.056276626499999907e+02 4.999264984500000537e+02 1.072568614999999781e+01 2.889423217999999451e+02 5.769629821999997148e+02 1.066810226999999713e+02 4.074371643499999891e+02 6.891363220999996884e+02 2.169251556499999651e+02 5.062234954999998990e+02 3.176132016666666757e+01 3.169349822999998878e+02 6.030031432999999197e+02 1.264784775000000252e+02 4.180675201999999899e+02 7.030650024999999914e+02
4.500000000000000000e+00 6.316974792500000149e+02 1.575996552499999552e+02 4.615316467500001636e+02 -2.479681702000004861e+01 2.694473267000000760e+02 5.536331482000000506e+02 7.957581329999999298e+01 3.776196899999999914e+02 6.467242675799998324e+02 1.676790160999998989e+02 4.583648377000001801e+02 7.509639894000001732e+02 2.820686645999999200e+02 5.773099975999998605e+02 1.058053169499999626e+02 3.914206543000000238e+02 6.832403565000004164e+02 2.052834930499999473e+02 4.993218536499998663e+02 1.044026094999999899e+01 2.895816650499998559e+02 5.760239867999998751e+02 1.072900047499999800e+02 4.077123412999999346e+02 6.894559936999994534e+02 2.166509781500000145e+02 5.056151580999999169e+02 3.158091233333332681e+01 3.172469787999998516e+02 6.026821595000001253e+02 1.262399940999999899e+02 4.174568481500000416e+02 7.033300171000000773e+02
5.500000000000000000e+00 6.323433228000003510e+02 1.582523192999999537e+02 4.609339905000001636e+02 -2.543033141999995905e+01 2.691373138999999810e+02 5.533186645999999200e+02 7.927133559999998624e+01 3.779033508499999243e+02 6.448296508999997059e+02 1.679713439999999309e+02 4.579216613999997207e+02 7.512658386500002052e+02 2.823903350999999020e+02 5.779414977999999792e+02 1.051458358499999690e+02 3.917523499500000526e+02 6.835250244499998189e+02 2.049738464499999964e+02 4.987940064000003986e+02 1.106767370000000028e+01 2.892363281499999630e+02 5.753584594499998275e+02 1.069154929999999695e+02 4.080115051499999481e+02 6.897656554999998662e+02 2.173319854999999734e+02 5.050008393000002798e+02 3.134526255000000106e+01 3.178766632000001664e+02 6.023721924000001309e+02 1.258769989500000293e+02 4.169446715999997650e+02 7.036353149500000654e+02
6.500000000000000000e+00 6.327616576999998870e+02 1.585883179000001064e+02 4.603136597000002439e+02 -2.630395807000002151e+01 2.694280091000000539e+02 5.536153564999995069e+02 7.953078459999994720e+01 3.773949889999998959e+02 6.440026854999996431e+02 1.674123534999998810e+02 4.578508300499997858e+02 7.509824829499998486e+02 2.818466797999999471e+02 5.785403442999995605e+02 1.046110152999999627e+02 3.912300110000001041e+02 6.828495178999996824e+02 2.052803344999997535e+02 4.993903350999999020e+02 1.147545820000000560e+01 2.895016479999999319e+02 5.748333130000000892e+02 1.063543204999999716e+02 4.074423522999995839e+02 6.891368408499997713e+02 2.177716674999999213e+02 5.044429932000002736e+02 3.167862889999997833e+01 3.177159728999999970e+02 6.027180175999992571e+02 1.261806716999999480e+02 4.175456542999997964e+02 7.031306763000002320e+02
7.500000000000000000e+00 6.329278259500001695e+02 1.579234847999998692e+02 4.596826476999999613e+02 -2.603546447000002217e+01 2.698676758000001428e+02 5.539360046500000863e+02 7.988674164999997629e+01 3.776393127500000446e+02 6.442346496999998635e+02 1.676863403500000231e+02 4.583931579499999316e+02 7.516279907000007370e+02 2.824445038000001205e+02 5.787431335500000387e+02 1.048030014000000847e+02 3.914705048000000716e+02 6.822235107499991500e+02 2.056088409500000580e+02 4.999324951499997951e+02 1.167267895000000522e+01 2.899419861999999739e+02 5.750696716499996910e+02 1.054236602999999377e+02 4.077019958999999290e+02 6.885068359499991857e+02 2.179373321499999747e+02 5.046959991500002616e+02 3.205083755000001133e+01 3.173911591000000953e+02 6.030428161499994530e+02 1.264761772499999779e+02 4.180816498499998488e+02 7.037923279000001457e+02
8.500000000000000000e+00 6.326711731499999587e+02 1.573756409000002350e+02 4.591169738999997207e+02 -2.672964777000009917e+01 2.704934997499999554e+02 5.533430176000001666e+02 7.936744690000000446e+01 3.773709869499998604e+02 6.439691467500006183e+02 1.674198456000000306e+02 4.578399657999998453e+02 7.519564818999997442e+02 2.830577087000001484e+02 5.785086669999996047e+02 1.041214981499999794e+02 3.912159728999999970e+02 6.817390137000002142e+02 2.050833283000001757e+02 4.994259948999997505e+02 1.140825985000000742e+01 2.905733184999999139e+02 5.747966918999991321e+02 1.045529784999998810e+02 4.074369965000000775e+02 6.878856506499996613e+02 2.176428375499999675e+02 5.044323425500001576e+02 3.154435730000000149e+01 3.171046447499998067e+02 6.017198333749993253e+02 1.258531722999999829e+02 4.174434967500001221e+02 7.043723145000003569e+02
9.500000000000000000e+00 6.332731628499996077e+02 1.576268310999998903e+02 4.587295074999997269e+02 -2.710797426999999971e+01 2.709945069000000331e+02 5.527155151499991916e+02 8.006889345000001867e+01 3.779189910999998574e+02 6.446530151999995724e+02 1.688416595499998039e+02 4.582666320999996969e+02 7.513916625999991084e+02 2.832758484000003136e+02 5.792200317999995605e+02 1.037129821999999422e+02 3.917723237000000154e+02 6.827558593999992809e+02 2.057458343499999955e+02 4.998489989999998215e+02 1.202886159999999904e+01 2.919429931999999894e+02 5.755266723999993701e+02 1.047939796499999829e+02 4.081153564999995069e+02 6.872304992999997921e+02 2.181963424499999746e+02 5.050836792000000059e+02 3.216222955000003481e+01 3.177143249999999171e+02 6.001925048999992214e+02 1.252133216999999377e+02 4.168649901999997383e+02 7.046109924499996850e+02
