# r	p	err_p
2.527973141636736365e+00 6.986546407336491349e-01 0.000000000000000000e+00
3.580374568948612612e+00 5.872654630051079572e-01 0.000000000000000000e+00
4.381365262051171605e+00 5.269615306536743482e-01 0.000000000000000000e+00
5.049288552713457889e+00 4.544783527195907502e-01 0.000000000000000000e+00
5.654817615274851050e+00 3.938411255521793719e-01 0.000000000000000000e+00
6.171555470072429550e+00 3.877423633597316122e-01 0.000000000000000000e+00
6.697462433302414198e+00 3.451791787218922991e-01 0.000000000000000000e+00
7.150238441498681929e+00 2.915003521953510313e-01 0.000000000000000000e+00
7.576911673435858141e+00 2.889432041525978878e-01 0.000000000000000000e+00
8.002797488811502546e+00 2.848307420448101812e-01 0.000000000000000000e+00
8.381235758000601166e+00 3.129271726609497151e-01 0.000000000000000000e+00
8.729764720701419733e+00 2.953765394710276548e-01 0.000000000000000000e+00
9.111110904734079696e+00 2.700412391872862861e-01 0.000000000000000000e+00
9.831375290603505235e+00 2.681762230555634896e-01 0.000000000000000000e+00
1.039271781277662221e+01 3.002566016354949463e-01 0.000000000000000000e+00
1.098696779551344171e+01 2.864925018660514078e-01 0.000000000000000000e+00
1.159277165881906591e+01 3.055652157566757232e-01 0.000000000000000000e+00
1.211726409917785574e+01 3.097185988196854423e-01 0.000000000000000000e+00
1.263602242602869730e+01 3.300178405090070655e-01 0.000000000000000000e+00
1.323287552225243147e+01 3.320744091093081884e-01 0.000000000000000000e+00
1.407139823066171935e+01 3.456214278640184490e-01 0.000000000000000000e+00
1.468504468765997117e+01 3.538858049167327713e-01 0.000000000000000000e+00
1.535467057611664465e+01 3.561630386761425182e-01 0.000000000000000000e+00
1.581681116729863668e+01 3.585612569296655616e-01 0.000000000000000000e+00
1.643457159202934292e+01 3.583362311087334717e-01 0.000000000000000000e+00
1.694490159227715509e+01 3.588682217509845396e-01 0.000000000000000000e+00
1.733525421405363787e+01 3.563171612927277243e-01 0.000000000000000000e+00
1.770999884603740071e+01 3.533174864335593135e-01 0.000000000000000000e+00
1.823628289818080717e+01 3.504318295082641255e-01 0.000000000000000000e+00
1.872048567680835163e+01 3.499384707009317030e-01 0.000000000000000000e+00
1.922797161760841433e+01 3.384009797788840035e-01 0.000000000000000000e+00
1.969316608572814431e+01 3.402485263102547619e-01 0.000000000000000000e+00
2.008398797461234864e+01 3.399345790522835253e-01 0.000000000000000000e+00
2.079060463317479091e+01 3.310606225477153441e-01 0.000000000000000000e+00
2.156746431403138331e+01 3.264889977654710229e-01 0.000000000000000000e+00
2.203855874051940589e+01 3.273584570786250980e-01 0.000000000000000000e+00
2.280112082718985889e+01 3.240187952676606975e-01 0.000000000000000000e+00
2.330153405404614730e+01 3.271733552949941393e-01 0.000000000000000000e+00
2.359278136721314567e+01 3.252116464466217050e-01 0.000000000000000000e+00
2.414308946411794210e+01 3.246415177300457366e-01 0.000000000000000000e+00
2.501602240325095394e+01 3.285057191747306482e-01 0.000000000000000000e+00
2.569905170465728972e+01 3.293344407537974750e-01 0.000000000000000000e+00
2.627120786263175489e+01 3.301211938944024760e-01 0.000000000000000000e+00
2.665893101500396867e+01 3.360635247915291224e-01 0.000000000000000000e+00
2.704883814893087290e+01 3.346878240042922559e-01 0.000000000000000000e+00
2.743240154335029146e+01 3.369580202496936239e-01 0.000000000000000000e+00
2.804335539145704814e+01 3.378119680987794471e-01 0.000000000000000000e+00
2.851742922310971551e+01 3.387090123091937577e-01 0.000000000000000000e+00
2.911327743468245544e+01 3.406545758771453714e-01 0.000000000000000000e+00
2.976830872824442409e+01 3.410196936341775009e-01 0.000000000000000000e+00
3.051811553176317560e+01 3.405423871130980329e-01 0.000000000000000000e+00
3.121505008567589101e+01 3.414086266648785895e-01 0.000000000000000000e+00
3.169705014740658910e+01 3.392681258035654124e-01 0.000000000000000000e+00
3.224873112893659055e+01 3.384532899059531363e-01 0.000000000000000000e+00
3.293649060676748519e+01 3.367153114546259096e-01 0.000000000000000000e+00
3.357276936867579309e+01 3.349500456007374338e-01 0.000000000000000000e+00
3.402692890854932273e+01 3.344121724282263508e-01 0.000000000000000000e+00
3.458757600359918172e+01 3.323938809707117081e-01 0.000000000000000000e+00
3.521542712179644496e+01 3.294736157951369537e-01 0.000000000000000000e+00
3.585896269881927623e+01 3.294160610327028227e-01 0.000000000000000000e+00
3.640624477705275552e+01 3.291873658866432129e-01 0.000000000000000000e+00
3.684721845700813248e+01 3.278270909042172443e-01 0.000000000000000000e+00
3.729232573026897057e+01 3.262164902323947957e-01 0.000000000000000000e+00
3.777853176274830105e+01 3.272965608809712545e-01 0.000000000000000000e+00
3.823197785145928407e+01 3.263685038958907825e-01 0.000000000000000000e+00
3.876852606824422054e+01 3.280521230651504694e-01 0.000000000000000000e+00
3.947074495791900262e+01 3.269029954094292978e-01 0.000000000000000000e+00
