# r	vx_0	vx_1	vx_2	vx_3	vx_4	vx_5	vx_6	vx_7	
2.030139220299999714e+00 -4.684549999979026325e-03 1.366424999997661871e-02 -8.443145499999786807e-01 8.253326500000071064e-01 -8.099975499999914064e-01 8.109970499999690219e-01 -8.331299999980501525e-03 -3.677400000015040860e-03
3.030139220299999714e+00 5.195649999961915455e-03 1.663200000052711403e-03 -3.834050833333719766e-01 3.712132333333499901e-01 -3.597742333333826537e-01 3.644357833333629060e-01 -3.326450000002978413e-03 -1.097095000000081200e-02
4.030139220299998826e+00 -1.853179500000123880e-01 5.325299999981325527e-03 -1.701349999996182305e-02 -4.333500000143430952e-03 2.334600000040154555e-03 -2.990799999906812445e-03 -5.004900000017187267e-03 1.921768500000666791e-01
5.030139220299998826e+00 -1.323318499999004416e-01 8.827199999814183684e-03 -1.634974999979021959e-02 -1.198585000008733914e-02 1.480150000020330481e-03 4.384409666666613248e-01 -4.404093666667847629e-01 1.299896000000444474e-01
6.030139220299998826e+00 2.624600000729060412e-04 7.736220000026605703e-03 -2.354123999995749728e-02 -3.131100000018705032e-03 -1.599139999996168626e-03 2.646789599999976872e-01 -2.554748800000652409e-01 -2.060237999995706559e-02
7.030139220299998826e+00 1.064300000007278868e-02 8.392499998990388121e-04 -2.665709999996579427e-02 8.674599999949350604e-03 -1.100919999998950516e-02 5.821249999826250132e-03 1.435085000025537738e-02 -3.551480000010087679e-02
8.030139220299998826e+00 -2.364999999144856702e-04 -6.762581250000039290e-01 -2.048489999992852972e-02 6.894759749999366250e-01 -4.821774999982153531e-03 2.082825000002230809e-03 -4.272500000297441147e-04 -1.115414999992481171e-02
9.030139220299998826e+00 -4.781066666822653133e-03 -1.683230049999707489e+00 -2.115635000018301071e-02 1.694503800000205729e+00 -5.849666671053910250e-04 -1.670862333330660476e-01 1.651128000003154739e-01 -1.055906666684336415e-02
1.003013922029999883e+01 8.569945999997798936e-01 -1.779518150000058085e+00 -1.849364999998215353e-02 1.791007999999692402e+00 -8.613586000001305365e-01 6.823578500006988179e-01 -6.946564500003660214e-01 8.799896000000444474e-01
1.103013922029999883e+01 1.514816199999586388e+00 -1.512832549999984622e+00 -1.700594999965687748e-02 1.529350249999879452e+00 -1.518348699999933160e+00 1.528503399999863177e+00 -1.537818900000274880e+00 1.526992800000243733e+00
1.203013922029999883e+01 1.148818999999548396e+00 -1.218170149999423302e+00 -2.366640000036568381e-02 1.243179400000371970e+00 -1.216186600000582985e+00 1.227508550000493415e+00 -1.240829450000092038e+00 1.233657799999946292e+00
1.303013922029999705e+01 -1.768489999994926620e-02 -1.003357000000505650e+00 -2.764889999980368884e-02 1.030014099999789323e+00 -1.009017899999889778e+00 1.018005300000368152e+00 -1.016647299999931420e+00 1.008315999999467749e+00
1.403013922029999705e+01 -1.968390000001818407e-02 -1.011809500000708795e-01 -1.397709999992002849e-02 1.124878499995247694e-01 -1.111603499994089361e-01 1.245117500002379529e-01 -1.221618500007934927e-01 1.168212500001573062e-01
1.503013922029999705e+01 -1.249694999978601118e-02 1.249694999978601118e-02 -8.163499999682244379e-03 3.281499994045589119e-04 -8.499149999352084706e-03 1.383964999968156917e-02 -1.550284999984796741e-02 1.133720000007087947e-02
1.603013922029999705e+01 1.961974499999996624e-01 1.917269999967174954e-02 -6.057637333333332208e-01 3.967641333333631337e-01 1.869888000001083128e-01 -5.774205666668024151e-01 -3.007456333328661913e-01 1.033019999977113912e-02
1.703013922029999705e+01 9.779713000001208911e-01 2.333079999971232610e-02 -1.273017900000013469e+00 2.672195000004649046e-01 9.851073999998334330e-01 -1.244644100000186882e+00 -1.049044999945181189e-02 1.174812299999757670e+00
1.803013922029999705e+01 1.439666700000998389e+00 2.067569999962870497e-02 -1.454681400000481517e+00 -1.097109999955137027e-02 1.442977900000187219e+00 -1.426315300000169373e+00 -1.165769999988697236e-02 1.244644150000112859e+00
1.903013922029999705e+01 1.270164500000646512e+00 2.066035000007104827e-02 -1.284172050000051968e+00 2.685600000404519960e-03 1.249160750000100961e+00 -2.686615000006895571e-01 -5.493149999438173836e-03 8.399959999997008708e-02
2.003013922029999705e+01 1.885513349999200727e+00 -9.210052999997060397e-01 -9.686660499996833096e-01 1.549529999965670868e-02 9.265136500007429277e-01 1.066589999936695676e-02 -3.326399999423301779e-03 -4.348700000264216214e-03
2.103013922029999705e+01 1.311492849999012833e+00 -1.300994849999369762e+00 -1.399994999974296661e-02 4.730000000563450158e-04 -1.304649999838147778e-03 3.166299999975308310e-03 4.508899999564164318e-03 -8.010800000192830339e-03
2.203013922029999705e+01 2.996444499995050137e-01 -2.948378999999476946e-01 -1.683045000027050264e-02 -1.670899999226094224e-03 -3.806950000580400229e-03 3.333999999995285179e-03 -9.498549999989336357e-03 8.491499999763618689e-03
2.303013922029999705e+01 -1.766970000062428880e-02 3.564460000052349642e-02 -4.254155000035098055e-02 2.055354999993141973e-02 -4.333500000939238816e-03 4.669200001444551162e-03 -1.266480000049341470e-02 6.332400000246707350e-03
2.403013922029999705e+01 -4.165650000686582644e-03 2.298740000060206512e-02 2.670249999937368557e-03 -2.566525000020192238e-02 -9.918499999912455678e-04 6.492649999927380122e-03 -6.828349999523197766e-03 7.660000000214495230e-03
2.503013922029999350e+01 -1.015469999947526958e-02 2.749640000001818407e-02 -9.674150000137160532e-03 -9.918000005200156011e-04 -1.734165000016218983e-02 3.494250000585452653e-03 1.335150000159046613e-03 2.502500000446161721e-03
2.603013922029999350e+01 -1.081090000025142217e-02 -1.130065000006652554e-01 5.645700000968645327e-03 1.271972499998810235e-01 -2.119444999971165089e-02 -1.316681000016615144e-01 1.389999500015619560e-01 5.172749999474035576e-03
2.703013922029999350e+01 -1.031499999953666702e-02 -1.032012899999244837e+00 1.031489999877521768e-02 1.030700700001034420e+00 -4.364000000350642949e-03 -1.052658099999462138e+00 1.046661399999720743e+00 1.533509999899251852e-02
2.803013922029999350e+01 -1.914979999946808675e-02 -8.986740000000281725e-01 5.661049999616807327e-03 9.100112500000250293e-01 -8.416747999990548124e-01 -8.932495000044582412e-02 7.365414999912900385e-02 8.364868500002557994e-01
2.903013922029999350e+01 -1.231379999990167562e-02 -1.328429999994114041e-01 -1.115501400000539434e+00 1.258354200000212586e+00 -1.536865500002022600e-01 -1.120826649998889479e+00 -5.035500007579685189e-04 1.240653950000705663e+00
3.003013922029999350e+01 -1.480050000282062683e-03 9.994449999794596806e-03 -4.635010000001784647e-01 4.531784500004505389e-01 -9.513850000075763091e-03 -4.626618000002054032e-01 -8.133467999987260555e-01 1.264503449999210716e+00
3.103013922029999350e+01 1.068119999945338350e-02 1.133730000037758145e-02 -2.200319999974453822e-02 8.331299999554175884e-03 -9.338400001070112921e-03 -4.989600000044447370e-03 -1.240004999990560464e-01 1.223220000001674634e-01
3.203013922029999350e+01 1.533510000081150793e-02 1.400749999993422534e-02 -2.566520000073069241e-02 2.319299999726354145e-03 -4.989599998225457966e-03 3.326399999423301779e-03 -3.326400001242291182e-03 6.332400000246707350e-03
3.303013922029999350e+01 -3.031464000005144044e-01 1.348880000023200409e-02 -2.717585000027611386e-02 7.682800000111456029e-03 -2.662699999746109825e-03 1.480099999753292650e-03 -1.064304999999876600e-02 1.264965000063966727e-02
