# r	vx_0	vx_1	vx_2	vx_3	vx_4	vx_5	vx_6	vx_7	vx_8	vx_9	vx_10	vx_11	vx_12	vx_13	vx_14	vx_15	vx_16	vx_17	vx_18	vx_19	vx_20	vx_21	vx_22	vx_23	vx_24	vx_25	vx_26	vx_27	vx_28	vx_29	vx_30	vx_31	vx_32	vx_33	vx_34	vx_35	vx_36	vx_37	vx_38	vx_39	vx_40	vx_41	vx_42	vx_43	vx_44	vx_45	vx_46	vx_47	vx_48	vx_49	vx_50	vx_51	vx_52	vx_53	vx_54	vx_55	vx_56	vx_57	vx_58	vx_59	vx_60	vx_61	vx_62	vx_63	vx_64	vx_65	vx_66	vx_67	vx_68	vx_69	vx_70	vx_71	vx_72	vx_73	vx_74	vx_75	vx_76	vx_77	vx_78	vx_79	vx_80	vx_81	vx_82	vx_83	vx_84	vx_85	vx_86	vx_87	vx_88	vx_89	vx_90	vx_91	vx_92	vx_93	vx_94	vx_95	vx_96	vx_97	vx_98	vx_99	
5.000000000000000000e-01 2.117492699999957040e-04 -1.267517049999923920e-04 1.367179999988366099e-06 -8.565063499999041015e-05 8.554687499998862681e-05 -8.816222999998330639e-05 -4.215087500001572925e-05 1.283172550000017439e-04 -8.226928499999530491e-05 -4.688110000001870329e-05 1.273498550000169835e-04 -8.129883000000291075e-05 -4.448547500001041291e-05 4.236755500000981300e-05 8.468016999999008706e-05 -8.208007499999894156e-05 -2.984619999983806319e-06 6.011949999901844013e-07 8.239999999659630068e-08 8.275147000000515000e-05 2.319299999953727777e-07 -8.300171499998895762e-05 -1.098630000001321515e-06 1.049805000002379550e-06 8.505249000000958696e-05 -8.455200500002319505e-05 8.775024500001791844e-05 -3.765870000006543579e-06 -1.470939999990150716e-06 -8.468018000000938656e-05 8.225097999999206604e-05 -7.956848499999863921e-05 1.504520000003140032e-06 -3.036499999996067291e-06 8.303527499999745817e-05 2.990800000020499276e-07 -1.262176600000088837e-04 2.529144350000024069e-04 -2.071319599999924433e-04 -4.882999999153980961e-08 7.961731499998450461e-05 -2.014200000076016307e-07 -1.280517599999939115e-04 4.681701999999177079e-05 8.243713000001662143e-05 -8.445434000001341519e-05 8.255004999999755125e-05 -1.281799999901522894e-07 -7.863769499998625836e-05 -2.099610000016127552e-06 8.236694500001249088e-05 -2.166750000003503378e-06 -8.118286000001261960e-05 4.669200000080309326e-07 -3.402710000000297634e-06 8.452147999998942129e-05 -8.272094499999411738e-05 -1.958007499999894364e-05 1.873168500000019774e-05 8.426514499999484707e-05 2.600089999998544835e-06 -8.544921499998850347e-05 8.432006499999715758e-05 -1.971430000003238066e-06 -8.132935000000997890e-05 -1.184084999994183879e-06 8.344726499999524378e-05 -2.319300000067414686e-07 -8.385009999999510624e-05 8.348389000000224435e-05 -1.069641099999898851e-04 2.558288499999434955e-05 7.925109500000644138e-05 4.272499999842693980e-07 -1.030639699999937920e-04 1.895141999999623331e-05 3.997800000013284942e-06 -2.228393000000323968e-05 -1.965330000018638996e-06 1.033325200000035661e-04 8.666900000093846358e-07 2.319399999919369323e-07 1.000969999995504633e-06 2.398690000018177480e-06 -1.058288599999968928e-04 -2.203370000006543716e-06 1.047668499999986156e-04 -1.057006900000033087e-04 3.167730000006940750e-06 -4.864510000015798469e-06 1.031500000010510189e-06 1.060363800000004594e-04 8.972100000050886813e-07 -5.676200000038988892e-07 -1.062316900000041613e-04 1.067687900000123525e-04 -1.733390000015333559e-06 -1.053344799999877057e-04 1.073303300000020465e-04 -1.057983400000011952e-04
1.500000000000000000e+00 1.885986299999785896e-04 -1.729858350000086013e-04 9.338378500001454617e-05 -1.083312900000009860e-04 1.505126499999960220e-05 -1.858520499999940357e-05 2.502440000000660904e-06 1.266143849999934923e-04 -1.242157049999832535e-04 -2.502440000000660904e-06 1.322021999999947208e-05 -1.141968000001725109e-05 -1.068119999990812986e-06 -1.196289999995769944e-06 1.476440999999226776e-05 -1.296386999999867789e-05 -2.636720000009517913e-06 9.338400000160618652e-07 3.661999999167164750e-08 1.293334999998023747e-05 4.333500000484491721e-07 -1.367187000003013906e-05 -1.232900000002245996e-06 1.367170000014539353e-06 1.596985000001040927e-05 -1.503601000001708674e-05 1.294830350000211175e-04 -2.716065000004164241e-06 -2.200320000019928619e-06 -1.277648799999724332e-04 1.254333399999723122e-04 -1.224670399999979614e-04 1.165770000000066005e-06 -2.001949999987573553e-06 1.290588000000525483e-05 9.796149999942826343e-07 -1.271362500000350309e-05 1.647277899999835451e-04 -1.635986399999865071e-04 5.371100000047590248e-07 9.948729999996431148e-06 1.122467049999841004e-04 -1.264007449999553451e-04 1.568589999965297529e-06 1.256500300000197936e-04 -1.271148600000174104e-04 1.311644500001420991e-05 1.115173299999810323e-04 -1.208679149999625235e-04 -2.569580000022142511e-06 1.254363999999896025e-04 -3.301999999996496567e-06 -1.223297199999819854e-04 -4.333500000029744084e-07 -2.667229999997289113e-06 1.607971499997802348e-05 -1.394957499999804947e-05 1.269520000028023875e-06 -3.765860000009979716e-06 1.277801399999816594e-04 2.716064999992795365e-06 -1.282989450000002326e-04 1.493529500000931952e-05 1.100799600000073052e-04 -1.240509050000127890e-04 -2.624499999910767437e-07 1.253662100000156056e-04 -1.121673550000082295e-04 -1.466369500000155300e-05 1.358031999999411730e-05 -1.431884000000991395e-05 3.137200000003304071e-06 9.683225000003404167e-06 1.132843000000093535e-04 -1.244384650000142866e-04 -2.532959999996364844e-06 3.570550000017647144e-06 -4.333500000143430729e-07 -1.434319999987110377e-06 1.171568999998271508e-05 1.134155300000031787e-04 -1.134674100000097489e-04 1.737874666666812246e-05 -1.360982666666714652e-05 -1.360169000000723862e-05 -2.996819999998479116e-06 1.258972150000090657e-04 -1.258666950000019704e-04 2.569579999988036306e-06 -4.266359999996894025e-06 1.232919999995374358e-06 1.399840000000267460e-05 6.714000001011299536e-08 1.116180450000001600e-04 -1.249511650000044807e-04 1.369933500000115554e-05 -1.281744999994316535e-06 -1.361998999999514076e-05 1.278533899999956605e-04 -1.262847899999997156e-04
2.500000000000000000e+00 1.265838650000091653e-04 -1.257171650000032058e-04 1.256378199999971877e-04 -1.269012399999837641e-04 1.464839999982814317e-06 -4.901119999999536768e-06 2.471920000027694293e-06 1.466308699999899613e-04 -1.435302800000044950e-04 -3.265390000012757844e-06 4.638700000100470654e-07 1.196290000007138609e-06 -1.098630000024059056e-06 -9.643600000003970344e-07 1.129150000008394331e-06 9.704600000077334332e-07 -2.667230000042764194e-06 1.068110000051092445e-06 -2.990700000282231285e-07 2.990700000282231285e-07 -7.690400000228691579e-07 -6.652900000062800581e-07 -1.037599999790472742e-07 1.672369999982947836e-06 2.062990000013087214e-06 -1.696779999974751302e-06 1.479980399999476510e-04 -1.770019999958094650e-06 -2.227780000021084722e-06 -1.473693800000091929e-04 1.449035600000115774e-04 -1.417053200000054970e-04 1.104740000005222201e-06 -2.203370000006543716e-06 -6.652900000062800581e-07 1.062020000006214128e-06 4.699700000060147468e-07 1.444335899999714499e-04 -1.431640599999809630e-04 2.319300000181101596e-07 1.789856000000327187e-05 1.238678100000015594e-04 -1.454712000000199534e-04 1.934810000011566604e-06 1.449340900000151903e-04 -1.254303050000203266e-04 -2.186584499999071282e-05 1.446655300000202285e-04 -1.403015100000629979e-04 -2.032479999979841356e-06 1.444641100000353573e-04 -4.528800000014143493e-06 -1.190704350000146435e-04 -6.652849999909449179e-07 -3.149414999984401109e-06 2.914434999979675773e-06 -6.988599999999678648e-07 1.617435000014211179e-06 -2.514953500001411099e-05 1.463989200000014501e-04 3.399660000002313661e-06 -1.263641299999960772e-04 1.065064999988862855e-06 1.217651249999789792e-04 -1.213836549999768911e-04 -6.134100000110720821e-07 1.236328250000269643e-04 -1.240661750000299440e-04 -8.850050000091869485e-07 -6.500299999970593180e-07 1.846618666668291695e-05 -1.571349666667174537e-05 -3.854375000014442596e-06 1.251342750000048896e-04 -1.234161349999794829e-04 -2.282715000001189621e-06 4.617310000003271762e-06 -9.674100000324870008e-07 -1.348874999973759197e-06 -1.803585000016027968e-06 1.247314500000072776e-04 -1.255157550000149066e-04 2.605693500001962092e-05 -2.198893999999640341e-05 -8.239999999659630068e-08 -2.932735000013053846e-06 1.241027750000057517e-04 -1.241363499999977125e-04 2.667240000005222276e-06 -3.485109999985525217e-06 4.333499999916057440e-07 1.000980000003437373e-06 -1.266485000019201894e-06 1.241516150000279521e-04 -1.230865500000163492e-04 6.347649999952409784e-07 -1.950069999998049910e-06 1.830999999583582375e-08 1.263488850000044365e-04 -1.250335750000090124e-04
3.500000000000000000e+00 3.203430500002468550e-05 -3.116760500001873965e-05 3.371887000002971182e-05 -3.505248999999821400e-05 1.266484999985095689e-06 -4.132079999999405469e-06 2.316279999979542499e-06 3.175353500000710412e-05 -2.911986999999953592e-05 -2.716059999988829207e-06 4.028299999959017515e-07 2.319349999879705095e-07 -4.669200000080309326e-07 -1.168824999990647472e-06 1.199345000003404514e-06 9.216250000235959514e-07 -1.718130000040218918e-06 5.645700000513897857e-07 -1.159650000317924484e-07 3.661999999167164750e-08 -1.983640000003106275e-06 5.310000000235958797e-07 -1.769104000002243954e-05 1.882629500000803255e-05 1.916499999992993121e-06 -1.919554999994943675e-06 3.513489000001755117e-05 -2.050780000013219429e-06 -2.636720000009517913e-06 -3.283080999999583752e-05 3.120116999999709295e-05 -2.893371499999943910e-05 1.849369999990813130e-06 -1.815794999993158847e-06 -2.655049999930270337e-07 -1.190199999996366391e-07 1.318355000023529915e-06 2.963256999998975372e-05 -2.969970500000727087e-05 7.843000000093524632e-07 1.724853499998744191e-05 1.063232500001731832e-05 -3.186645500002214566e-05 2.517700000021249991e-06 3.011779999997088396e-05 -1.176757999999153907e-05 -2.086486499999864306e-05 3.096313500000178636e-05 -2.649840999997650089e-05 -1.651005000007899091e-06 2.960204499997871771e-05 -2.716059999988829207e-06 -6.167599999957928759e-06 -9.338400000615365230e-07 -3.930669999954261840e-06 1.898199999970984136e-06 3.050999999913983794e-08 3.436279999982616670e-06 -2.590331499998228433e-05 3.216858000000683818e-05 3.167719999993323573e-06 -1.253356499999540637e-05 5.004899999903500219e-07 8.364865000021381905e-06 -7.266235000008691301e-06 -1.464840000005551646e-06 1.123351999999613395e-05 -1.109924999996110305e-05 -5.676199999925302248e-07 -7.690500000080646745e-07 5.676299999549883065e-07 1.464839999994182981e-06 -3.967279999960737892e-06 1.178588499994930244e-05 -9.551994999969792109e-06 -2.734380000038072335e-06 4.766850000078192939e-06 -3.967300000567774982e-07 -1.568610000003900549e-06 -1.531979999981558595e-06 1.053466999999841322e-05 -1.137085000002571226e-05 1.965330000018638996e-06 1.770020000014937972e-06 3.662099999928614131e-07 -2.832029999990482032e-06 1.098327999998218756e-05 -1.088561999999342293e-05 1.666259999990416027e-06 -2.966310000010707917e-06 3.662099999928614131e-07 9.033200000430952545e-07 -1.232909999998810283e-06 1.148071500001606253e-05 -1.058349500003714668e-05 2.685500000552565179e-07 -1.934810000057041262e-06 7.019000000127562155e-07 1.283264499999177143e-05 -1.066589500001100496e-05
4.500000000000000000e+00 -9.338400000274305296e-07 2.703860000030999943e-06 6.957999999713138232e-07 -1.562499999977262534e-06 6.102999996073777087e-08 -3.094479999992927334e-06 2.532960000019102173e-06 -1.470950000020820784e-06 2.136229999996430562e-06 -1.098630000001321515e-06 -2.990699999941170822e-07 1.647899999966284733e-07 -4.333500000029744084e-07 -6.347599999912745027e-07 -9.765999999444829692e-08 1.666260000001784691e-06 -9.338400000160618652e-07 9.766000002855435647e-08 3.356899999744200387e-07 -1.000969999950029975e-06 -1.562500000000000075e-06 6.652799999756097778e-07 -3.280334500002482273e-05 3.417053500004385254e-05 1.831049999964307118e-06 -2.368159999969066143e-06 2.868649999982153494e-06 -2.032469999994645946e-06 -2.233890000024984985e-06 -1.031489999968471244e-06 -3.356900000198948024e-07 2.362059999984467073e-06 2.935789999958160443e-06 -1.800539999942429925e-06 -1.129149999985657002e-06 -6.042500000262407376e-07 3.137210000033974140e-06 -4.132079999999405469e-06 2.331539999977394681e-06 2.032469999994645946e-06 -3.503409999996165537e-06 -1.300050000043029219e-06 3.662000008262111538e-08 3.131099999973230344e-06 -1.727290000053471818e-06 -6.713999996463825812e-08 -6.042499999693973094e-07 -1.434330000029149322e-06 4.602049999994051551e-06 -5.004800000278919402e-07 -3.033449999929871332e-06 -1.934820000042236673e-06 4.803470000024390590e-06 -4.699699999946460824e-07 -4.229740000027959468e-06 1.428229999999075594e-06 4.699700000060147468e-07 2.381896500000948446e-05 -2.561950499998602186e-05 -5.004900000358247856e-07 2.801520000002710832e-06 3.356900000085261380e-07 8.300800000483832421e-07 -4.302980000011302392e-06 4.235839999955715004e-06 -1.666259999990416027e-06 -1.648000000045612923e-07 9.338400000160618652e-07 -7.018999999672814518e-07 1.037599999108351816e-07 -3.661999996893427887e-08 1.031490000036683442e-06 -4.162600000017846737e-06 2.319399999578308859e-07 1.666260000047259349e-06 -1.934819999996762015e-06 5.065920000015466593e-06 -8.300800000597519066e-07 -2.105709999977989293e-06 -5.981499999961670098e-07 -1.666259999990416027e-06 2.014200000189703216e-07 1.965329999973164339e-06 2.203369999995174840e-06 -1.708999999891602828e-07 -2.294920000031197453e-06 -9.399399999665547300e-07 1.239009999994777806e-06 1.129149999997025666e-06 -3.332519999958094725e-06 2.167053499997564377e-05 1.565549999986615172e-06 -1.004025000020192305e-06 -1.947024999981294766e-06 -1.891784499998720994e-05 2.123412999999345677e-05 -1.434324999991076747e-06 2.166750000242245861e-07 7.202149999557149941e-07 1.864625000007436058e-06
5.500000000000000000e+00 9.338350000120953895e-07 2.099610000016127552e-06 4.333449999876393212e-07 -2.099604999989424065e-06 -1.678450000099474012e-07 -2.731319999992365403e-06 1.632689999996728114e-06 1.248159999977360637e-06 -5.493099999966943878e-07 -1.232904999983475037e-06 4.852249999942160146e-07 2.807600000323873444e-07 -1.498415000014574592e-06 2.685599999949772707e-07 1.159600000050886571e-07 1.528929999994943498e-06 -1.296989999991637848e-06 -3.509549999762384842e-07 6.683299999622249806e-07 -9.002599999803351137e-07 8.239500002673593750e-08 -1.318360000004758956e-06 5.187999997815495281e-08 1.748655000005783234e-06 1.934815000004164310e-06 -2.349845000026107364e-06 3.350825000052282066e-06 -1.034550000031231279e-06 -2.536005000001750688e-06 -3.027350000002115796e-06 1.547249999998712180e-06 8.636400000000322100e-07 2.035530000034668863e-06 1.800499999717430877e-07 -1.129154999989623372e-06 -1.565550000009352501e-06 3.747554999995372814e-06 -2.563474999988102202e-06 -3.692600000022139447e-07 2.868654999997488528e-06 -2.270515000009254576e-06 -1.300044999970850862e-06 -1.647950000005948748e-06 -4.469805000007909059e-06 7.253009999976711373e-06 -1.065064999988862855e-06 1.464900000200941462e-07 -1.013190000003305581e-06 3.399654999975609750e-06 -3.662099999928614131e-07 -1.419065000027330771e-06 -1.998899999966852251e-06 2.798459999962687914e-06 2.197350000642472921e-07 -4.235850000031859730e-06 2.050785000005817134e-06 -1.199339999999438144e-06 9.054561666675908739e-06 -9.939571666689061316e-06 8.850100000131533183e-07 2.667230000002973551e-06 -2.502349999929265507e-07 -3.357499999765422949e-08 -2.886965000016062012e-06 2.050785000005817134e-06 -4.486099999894577137e-07 2.349849999973230412e-07 5.157449999842356219e-07 -1.449579999962225018e-06 5.157449999842356219e-07 3.540049999855909629e-07 3.051500000310625406e-08 -2.450559999988399931e-06 3.814700000020821002e-07 4.669200000080309326e-07 -1.766970000016954211e-06 3.918459999977130537e-06 -9.765499994500715017e-08 -2.188110000042797740e-06 1.861500000018168155e-07 -4.882000000066000054e-08 -1.251225000032718589e-06 1.632690000019465443e-06 2.566525000008823504e-06 -1.565550000009352501e-06 -1.535030000013648561e-06 8.514350000154991417e-07 -8.666950000019824471e-07 8.850049999864495137e-07 -3.152460000001155829e-06 -1.216735999996672042e-05 2.203370000006543716e-06 -7.690399999773945001e-07 6.649779999997918216e-05 -5.434876000003896457e-05 -1.217955999995865631e-05 -7.019100000434263899e-07 -1.031489999968471244e-06 2.764889999980368878e-06 -6.042399999955705632e-07
6.500000000000000000e+00 1.106871999995746637e-05 -6.042400000296765566e-07 1.605220000033114141e-06 -1.090393000001768043e-05 6.714000002148168629e-08 5.300899999997455023e-06 -6.936644999984764816e-06 1.163635500001873924e-05 -1.081847999998899549e-05 -7.171650000373119899e-07 7.635494999999537164e-06 1.702879999993456365e-06 -1.078491000002941208e-05 8.551030000035098015e-06 1.000970000006873298e-06 -8.187865000002147312e-06 8.682255000030635592e-06 -8.749395000040750017e-06 -7.476749999568709913e-07 7.830809999995836317e-06 3.356899999744200387e-07 -1.403810000010707842e-06 4.028399999924658796e-07 1.898190000042632259e-06 1.165769999988697340e-06 -1.089783000002171248e-05 1.323547999995753404e-05 1.953100000719132493e-07 -3.265379999993456228e-06 1.793517999994946867e-05 2.383420000023761435e-06 -3.008422499999596891e-05 7.141099999671496602e-07 3.151856000001771721e-05 -2.326660499995796225e-05 -1.733400000034634963e-06 3.332520000026306711e-06 3.661999999167164750e-08 -1.086731000001464094e-05 3.333435000000690545e-05 -9.033150000050227855e-07 -1.480110000011336567e-06 -3.309936499999821226e-05 3.179935000025580130e-06 3.001709000000118952e-05 -3.203125000002273706e-05 3.096313500002452072e-05 -3.143350000300415739e-07 2.719125000021449406e-06 -6.683450000309676240e-07 -2.685500000097818071e-07 -2.615354999977625845e-06 -2.771606499997005712e-05 3.014831499999672879e-05 -3.430176000001665745e-05 3.316650999998956018e-05 -2.279665000008890086e-06 -2.553100999998605516e-05 2.389529999982187463e-06 2.454222999999728847e-05 3.347784999999703284e-06 -3.236389499999745543e-05 1.800499999944804695e-07 2.843323500001133653e-05 -3.002930000000105773e-05 2.992859499999553754e-05 1.568599999995967598e-06 -5.828849999943486702e-07 -1.602180000008956914e-06 1.284795000037774954e-06 2.014149999695291617e-07 -3.081664999997428658e-05 2.921447499998066513e-05 3.661999999167164750e-08 -3.053588500001751574e-05 2.768554500003119883e-05 -2.594909499998721144e-05 3.009643999994295890e-05 -7.507299999815586631e-07 -1.498414999991837264e-06 1.052855000000363311e-06 -1.086424999994051224e-06 1.748659999975643610e-06 2.185050000002775245e-06 -1.315305000002808825e-06 -3.273315500000535715e-05 3.237915000001976619e-05 -3.204650500001093611e-05 4.974349999997684494e-07 2.743529999997917795e-05 1.150515000017549069e-06 2.017214999978023017e-06 3.051000003324589088e-08 1.259826649999922616e-04 -1.582794149999699562e-04 3.184813999996549558e-05 -5.340549999800714589e-07 -8.300800000142771429e-07 2.246100000002115864e-06 -3.814700000020821002e-07
7.500000000000000000e+00 1.297332799999821975e-04 -3.938293500000327401e-05 4.015197000001080379e-05 -1.299041749999332678e-04 1.232919999915793495e-06 8.455200500000614597e-05 -8.671876500002326780e-05 1.296691950000876999e-04 -1.285339350000413235e-04 -7.324200000084601550e-07 8.619995499999503802e-05 2.346805000036056131e-06 -8.984680000003208739e-05 8.713377999999920829e-05 1.580814999994117949e-06 -8.834839500007092951e-05 8.874817000005350172e-05 -8.858337000001484092e-05 -2.624599998853227328e-07 8.721314499994150388e-05 1.342750000276282589e-07 -1.666265000039857054e-06 1.666264999994382397e-06 1.266479999958391990e-06 -7.018999999672814518e-08 -8.814696999997977231e-05 9.104919000001245640e-05 -7.324199999857228261e-07 -3.085324999983640804e-06 -2.199707500008116757e-05 2.429200000051423761e-06 -6.770019000000501990e-05 2.014200000303389861e-07 7.043455999998968187e-05 1.665038999992702812e-05 -1.251224999941769061e-06 2.853400000003602928e-06 3.784789999995155033e-05 -1.277008049999494720e-04 7.180174999998598410e-05 -1.464839999994182981e-06 -1.434330000006411781e-06 -7.080078000008143725e-05 2.929700000004231865e-06 6.833495000018957144e-05 -7.106323000009524338e-05 7.006226000005426325e-05 -9.766000011950381773e-08 2.600100000017846451e-06 -4.638699999304663083e-07 -1.135250000061205388e-06 -2.001959999972768964e-06 -6.622923999992735389e-05 6.835936999987097932e-05 -5.144653499996820431e-05 3.583679000003030495e-05 1.301575499999216854e-05 -4.403686999996807338e-05 -2.789306666761604126e-06 3.348999166673820489e-05 9.716796499999417883e-05 -1.294647199999872085e-04 1.800549999757095104e-07 3.028259499997147875e-05 -3.171386499994923797e-05 3.374938499999302529e-05 -1.525500003936031076e-08 4.150300000674178716e-07 -3.173749999859864964e-07 6.835899998804961932e-07 -8.514399999285160900e-07 -3.432922499998767224e-05 3.249816999996255903e-05 6.317150000995753031e-07 -3.373413500003153185e-05 3.141785000002528163e-05 -3.016662500008351257e-05 3.503418000000238123e-05 -1.251219999949171356e-06 -1.184080000030007729e-06 -2.655049999987113659e-07 -3.173850000393940526e-07 1.251225000032718589e-06 2.313230000004295855e-06 -6.286600000521503024e-07 -5.602416999995512350e-05 5.370483000000376414e-05 -3.496703999999794870e-05 1.535029999990911232e-06 3.116760499997326414e-05 7.659950000288517664e-07 1.132199999983640763e-06 -9.765999998307961922e-08 1.872467099999994289e-04 -2.226318400000309213e-04 3.623352500003420624e-05 -1.049804999956904892e-06 -2.838150000570749633e-07 7.476800000176808951e-07 1.885985000001255763e-06
8.500000000000000000e+00 1.180175799999460661e-04 -1.155303950000643412e-04 1.279663050000749475e-04 -1.303008999999406175e-04 1.220499993905832444e-08 -2.346799999992299330e-06 1.535034999972140273e-06 1.189025900000160682e-04 -1.181518599999435470e-04 1.159699999334407057e-07 -2.069094999990283989e-06 1.449584999909348065e-06 -6.805399999393557542e-07 -7.019049999826165919e-07 5.187999999520798258e-08 4.516600000215476273e-07 3.997799999524431735e-07 4.303000000618340223e-07 -7.659949999833771085e-07 -5.157450000297103856e-07 -1.068114999998215281e-06 -1.232909999998810283e-06 2.032474999975875198e-06 1.300045000027694184e-06 1.830999999583582375e-08 -5.493150000802416206e-07 1.632690000042202984e-06 -1.800540000022010576e-06 -2.368159999969066143e-06 -2.215574999991076890e-06 1.367185000003701133e-06 3.497314999987111282e-06 1.830500004871282588e-08 8.544999996047408186e-08 -9.674049999830457614e-07 -1.284785000007104886e-06 2.883904999998776423e-06 1.257995599999048796e-04 -1.273803699999121006e-04 2.294924999944214295e-06 -3.997804999937670661e-06 -4.486050000082286729e-07 3.997750000053201789e-07 2.966310000010707917e-06 -2.551270000003569451e-06 3.661999999167164750e-08 3.052000001844134787e-08 -1.147459999992861398e-06 3.216549999979179229e-06 -5.493150000802416206e-07 -2.618404999975609818e-06 -9.155299999520139355e-07 4.531859999974585971e-06 -1.599119999991671749e-06 1.919860999996672192e-05 7.019000000468622089e-07 -2.231749999999124273e-05 2.621764999994411407e-05 -2.660217499997088490e-05 2.186584500003618833e-05 1.003509499999893191e-04 -9.775084999999422263e-05 5.004899999562440285e-07 -5.334480000055919209e-06 4.132080000101723661e-06 -1.330559999996694425e-06 -1.098629999944478193e-06 1.861569999891798859e-06 -5.615300000499700995e-07 2.685600000404519815e-07 -3.356899999516827098e-07 7.324200000539349188e-07 -3.332520000003569383e-06 1.501459999963117326e-06 1.696780000020225960e-06 -3.863530000126047741e-06 4.864510000152222443e-06 2.990699998917989432e-07 -1.934819999951287357e-06 -1.831049999998413112e-06 -6.713999999874431767e-08 -2.319300000408475150e-07 2.600090000044019493e-06 6.652899999949113936e-07 -9.765999998307961922e-08 -2.223510499998155869e-05 1.889648499998202263e-05 1.037599999995109047e-06 2.966309999965233259e-06 -4.467780000049969969e-06 -4.333499999120249339e-07 1.501470000039262264e-06 -1.031500000135565709e-06 9.796448000006421756e-05 -9.763489000006302120e-05 1.666260000092734219e-06 -6.957999999940511522e-07 -2.685499999643070434e-07 -3.662000005988375337e-08 2.667230000008657989e-06
9.500000000000000000e+00 1.246337999998559054e-05 2.569580000022142511e-06 8.516845499998452953e-05 -1.009033150000504910e-04 2.502450000406497747e-07 -1.147470000000794349e-06 3.814749999833111411e-07 1.318664000000353502e-05 -1.211852999995244384e-05 -1.495300000328825234e-07 -6.500199999948109106e-07 4.669100000000980871e-07 -9.521499999209481747e-07 8.667049999303344295e-07 -3.479000000083942935e-07 9.765500002458793374e-08 3.173849999257072492e-07 -7.995599999048863470e-07 -5.127000000356928882e-07 -7.354700000178126867e-07 1.244811500009745927e-05 -1.333312500009924466e-05 2.416985000013482766e-06 7.141150000506967871e-07 -8.239500002673593750e-08 -1.715084999977989328e-06 1.560058499990191357e-05 -1.367190000019036168e-06 -2.032469999903696630e-06 -1.496581500005049769e-05 1.336669500001335086e-05 -1.015319999998496309e-05 -4.577499996685219074e-08 1.399535499996318297e-05 -1.279906999999411694e-05 -2.947990000006939022e-06 3.198240000051555484e-06 1.368194549999316313e-04 -1.400176999999757743e-04 3.030394999973395858e-06 1.001892000002726560e-05 -3.356900000540008488e-07 -1.276550499997028983e-05 2.233884999986912621e-06 1.043395999995482194e-05 -1.241759999991245355e-05 3.021199999921009494e-07 -1.132199999938166105e-06 3.613279999899532224e-06 -1.525500001662294544e-08 1.001586499996847109e-05 -1.358337499990511811e-05 3.149414999950295327e-06 -1.312249999500636346e-07 -3.549190000012458564e-06 1.199335000001156000e-06 -1.165764999996099423e-06 4.080194999960440162e-06 -5.032349999964935570e-06 1.718149999999241075e-06 1.551207999999632936e-05 -1.459655999998403755e-05 6.317150000199944401e-07 8.099364999998216147e-06 -8.865350000019134221e-06 -1.666265000000066623e-06 1.199645499998496312e-05 -1.094665000000532068e-05 -3.021200000148382783e-07 6.011899999975866960e-07 2.166800000168223179e-07 -1.159749999942505434e-07 7.952884999940579289e-06 3.033440000035625237e-06 -1.128539000001182937e-05 -4.183964999901945955e-06 4.818724999950063356e-06 7.324199999857228261e-07 -1.867669999955978792e-06 -1.416020000033313379e-06 1.259765999999444882e-05 -5.004900000699307790e-07 -9.796144999927491309e-06 1.303100500000482446e-05 -1.318359499992993676e-05 -2.182005000122444498e-06 1.242981000004874658e-05 -1.229858500001341709e-05 2.584839999963151158e-06 -4.199214999971445413e-06 7.934000004752306911e-08 1.635749999968538833e-06 1.147155000007842370e-05 8.605999999417690957e-07 -1.403197999998155919e-05 2.331544999924517305e-06 -1.495349999458994716e-07 -1.715095000054134266e-06 1.360168500003737739e-05 -1.043701000000965029e-05
