# r	vx_0	vx_1	vx_2	vx_3	vx_4	vx_5	vx_6	vx_7	vx_8	vx_9	vx_10	vx_11	vx_12	vx_13	vx_14	vx_15	vx_16	vx_17	vx_18	vx_19	vx_20	vx_21	vx_22	vx_23	vx_24	vx_25	vx_26	vx_27	vx_28	vx_29	vx_30	vx_31	vx_32	vx_33	vx_34	vx_35	vx_36	vx_37	vx_38	vx_39	vx_40	vx_41	vx_42	vx_43	vx_44	vx_45	vx_46	vx_47	vx_48	vx_49	vx_50	vx_51	vx_52	vx_53	vx_54	vx_55	vx_56	vx_57	vx_58	vx_59	vx_60	vx_61	vx_62	vx_63	vx_64	vx_65	vx_66	vx_67	vx_68	vx_69	vx_70	vx_71	vx_72	vx_73	vx_74	vx_75	vx_76	vx_77	vx_78	vx_79	vx_80	vx_81	vx_82	vx_83	vx_84	vx_85	vx_86	vx_87	vx_88	vx_89	vx_90	vx_91	vx_92	vx_93	vx_94	vx_95	vx_96	vx_97	vx_98	vx_99	
5.000000000000000000e-01 2.044600000090213169e-07 3.967299999885654055e-07 -1.000969999995504633e-06 5.004800000051546113e-07 2.966309999987970588e-06 1.303100000018275651e-06 -2.603150000004461547e-06 2.334599999994679846e-06 -4.464719999998579022e-06 2.795409999987441693e-06 -2.697759999978188886e-06 2.264409999975214266e-06 -2.032469999994645946e-06 2.001949999998942006e-06 6.317100000160280703e-07 -1.330559999996694425e-06 1.495359999989886921e-06 -3.598020000003998658e-06 4.333500000029744084e-07 2.536009999994348817e-06 -8.361899999954402880e-07 2.670290000014574702e-06 -2.902220000009947188e-06 1.702879999993456365e-06 -2.572629999997389155e-06 -2.465820000008989018e-06 4.336550000016359605e-06 -8.026100000051883002e-07 1.669310000011137117e-06 7.995599999958358744e-07 -2.633670000000165487e-06 1.733399999989160305e-06 2.395426333332579874e-05 -2.395121333333918195e-05 -1.708999999891602828e-07 -1.229859999989457645e-06 1.397709999992002778e-06 -1.834110000004329824e-06 1.803590000008625885e-06 2.032776500000181910e-05 -2.232971500000076068e-05 2.081450999999106147e-05 -2.351374999989275289e-06 -1.296386500000608061e-05 1.813048999999864605e-05 2.475219700000025249e-04 3.394314589999999215e-03 -1.467900000011468358e-06 -2.685599999722398888e-07 -1.425018300000147184e-04 2.700800000002345902e-06 1.205449999997654180e-06 -9.704599999849961043e-07 -5.163580000021283686e-06 1.007100000038008154e-07 4.531859999997322877e-06 1.973114499999155809e-05 -2.003021499999704330e-05 -1.068120000002181863e-06 -8.331300000008923456e-07 -6.988499999920350194e-07 -1.565550000009352501e-06 1.260380000007899126e-06 1.171869999984664863e-06 3.967300000113027874e-07 2.301019999993059194e-06 -1.998899999978220704e-06 2.304993499997181082e-05 -3.065489999971759772e-06 1.316829999973379045e-06 -2.086792499999319216e-05 3.295900000011897391e-07 -1.281699999935881349e-07 7.965100000035363394e-07 -2.264410000009320471e-06 2.163391500000670921e-05 2.499390000002676931e-06 -5.749509999986912949e-06 4.080199999998512949e-06 4.669149999926957924e-07 3.852849999998398142e-06 -2.217100000007121768e-06 1.201324399999975856e-04 -1.211517349999894526e-04 -2.951044999986152248e-06 1.634209999974700628e-06 1.152040000005172180e-06 1.000974999999471003e-06 -6.500199999891264725e-07 -1.786805000006097490e-06 1.417540000011285893e-06 1.861599999983809435e-07 -8.392499998990387558e-08 1.195663449999869935e-04 -1.218994150000071437e-04 1.600650000011682996e-06 1.197311449999915561e-04 -1.197311450000142972e-04 -3.357499999765422949e-08 2.151550000064616933e-07
1.500000000000000000e+00 -3.361373900002036241e-05 1.575646939999842278e-04 -1.245597849999512704e-04 4.912542499996561454e-05 7.693277000000761754e-05 2.005010000016227595e-06 -1.739500000030602697e-06 -1.217147874999682241e-04 -4.456327499997314295e-06 5.107345166666164246e-05 -2.711986666645316448e-06 -4.627940500001841427e-05 -6.876285785715480897e-05 1.926535428571469436e-04 -7.415466333332005721e-05 -5.010833666667622194e-05 1.246627800000169343e-04 -1.308125783333707567e-04 4.372913333349970370e-06 2.783965000003263229e-06 4.752451666668093625e-05 -4.583994666670605718e-05 4.526214666670966914e-05 7.674560333330190899e-05 -1.262031524999883837e-04 -1.407622499982608048e-06 1.276443449999760426e-04 -1.246269199999915219e-04 1.359560000014425851e-06 -3.089900000077250094e-07 1.221389799999883475e-04 1.867670000001453450e-06 -1.280403124999793447e-04 4.068754999957490950e-06 -7.781749995956488561e-08 4.742990833333351260e-05 2.309166666691453429e-07 7.535705999998753961e-05 2.685500000097818071e-07 -1.238777150000032619e-04 1.225776649999716088e-04 -1.239204399999834893e-04 -1.249692500005039613e-06 1.310661325000410176e-04 -7.859904333336089060e-05 2.038599683333131929e-04 3.469150288333389554e-03 -3.865600000381164183e-07 -4.801399999905697804e-07 -7.287801333334300430e-05 2.600100000017846451e-06 8.026099999824509713e-07 -2.349799999819879275e-07 -5.932620000021415833e-06 1.467890000003535619e-06 3.366090000031363077e-06 -5.035400000224398825e-07 4.363999999895895582e-07 -1.666260000001784691e-06 -3.662100000042300775e-07 -6.347600000140119375e-07 -1.531980000004295924e-06 1.397700000029544697e-06 9.368900000254142909e-07 5.279499999687686902e-07 1.800540000010641912e-06 -1.663210000003800718e-06 2.600099999972371793e-06 -3.665159999991374060e-06 2.365110000027925704e-06 -1.434320000021216371e-06 1.431270000011863945e-06 -8.300799999915398140e-07 1.196290000001454171e-06 -2.362060000007204402e-06 1.065059999996265150e-06 1.199349999978949116e-06 -4.464729999972405557e-06 3.796389999979510190e-06 5.676300000118317347e-07 3.533930000003237930e-06 -1.898190000008526054e-06 7.078552333334755793e-05 -7.232361333333302018e-05 -2.432249999992563777e-06 1.400759999989986751e-06 1.101680000010674153e-06 3.356999999368781337e-08 3.357000000050902660e-07 -1.971440000011170806e-06 1.266479999981129319e-06 4.364000000350642690e-07 1.678499999798077512e-07 7.073059333333730494e-05 -7.269898333333344820e-05 8.026200000017524812e-07 7.127481999998507738e-05 -7.124430999999730872e-05 3.662200000007942585e-07 2.349800000047253094e-07
2.500000000000000000e+00 -2.176513499997554288e-05 1.452325439999640479e-04 -1.241845739999916914e-04 4.677428999998483103e-05 7.925781199999164977e-05 1.572268000040821834e-06 -6.597880000072109024e-07 -1.224600220000183874e-04 -4.016109999986383344e-06 4.852752333334819896e-05 -2.165736666665907331e-06 -4.441018666667559617e-05 -2.300110000002177795e-05 1.466326860000094576e-04 -7.576680599999007697e-05 -4.848429499998019190e-05 1.249304229999779656e-04 -1.274481179999384102e-04 1.034544999947684046e-06 2.383419999989655653e-06 4.605204166663270129e-05 -4.439951166668834094e-05 4.350941500003955464e-05 7.870218800001111369e-05 -1.263955679999980949e-04 -3.189099999872268903e-07 1.274810819999856943e-04 -1.254455569999663486e-04 1.347349999969082984e-06 -1.016234999997322973e-06 1.227944939999929476e-04 1.707153999984711838e-06 -1.274160679999567815e-04 4.415889999972932723e-06 -6.195100000240927073e-07 4.573110000001179065e-05 -9.908033332976628609e-07 7.937316933331431163e-05 -1.921387999993839979e-06 -1.232876529999885008e-04 1.226486149999800551e-04 -1.236511249999693994e-04 -5.340500000329484114e-07 1.297985770000195747e-04 -8.886840700001812337e-05 2.139541650000410333e-04 3.522549434999973361e-03 1.536559999988185150e-06 -1.136780000035741977e-06 -4.165649999663401265e-07 2.684020000003783877e-06 7.827749999933075859e-07 -1.081845000021530661e-06 -5.267334999984995940e-06 2.366640000008146520e-06 1.750184999991688487e-06 8.819549999998344168e-07 2.182000000175321345e-07 -2.566525000020192380e-06 -3.997849999961999748e-07 8.087500002602609439e-08 -1.329040000018721911e-06 9.979250000014872417e-07 1.399229999969975292e-06 1.983650000283887491e-07 1.568599999984598933e-06 -1.834104999977625914e-06 2.932740000005651551e-06 -3.999330000010559495e-06 2.935789999969529319e-06 -2.568049999979393723e-06 1.982114999998429850e-06 -7.843000000093524632e-07 5.508399999996527441e-07 -2.146910000010393517e-06 1.416015000006609680e-06 1.266475000022637607e-06 -3.349300000013499860e-06 2.780150000012326841e-06 1.846299999783695905e-07 4.031370000006973278e-06 -1.448054999980286134e-06 -2.282715000046664702e-06 3.814700000020821002e-07 -2.799989999948593168e-06 1.484679999975924178e-06 1.434325000008129850e-06 -1.400755000014441937e-06 8.193999999775769652e-07 -2.053834999958326026e-06 1.733400000000528969e-06 -6.714000003285036399e-08 2.125244500000462796e-05 -1.467899999988731029e-06 6.714000002148168629e-08 -2.008209500000930216e-05 -3.189049999946291850e-07 -6.652850000136822469e-07 2.129821500001298655e-05 3.356999999937216016e-07
3.500000000000000000e+00 -9.002599999348603500e-07 1.104719999966618969e-06 -1.535020000028453150e-06 6.652799998846603563e-07 3.332510000109323288e-06 8.331300000463671094e-07 -8.972100000391946746e-07 -7.019999993644887154e-08 -2.963250000084372067e-06 1.632689999951253456e-06 -1.333609999983309522e-06 2.267450000022108610e-06 -2.102649999983441457e-06 1.535020000005715610e-06 1.635739999915131224e-06 -2.001949999976204677e-06 1.431270000011863945e-06 -3.900139999950625161e-06 8.667000000059488168e-07 2.133170000001882725e-06 -1.953100000037011302e-07 2.264409999952476937e-06 -3.164670000023761367e-06 2.395620000061171562e-06 -2.362060000018573278e-06 -1.870719999965331218e-06 4.000849999965794257e-06 -1.498409999885552702e-06 2.062979999936942488e-06 -2.230830000030437148e-06 -1.983599999903162800e-07 7.629299999280192624e-07 -3.161619999991671612e-06 4.928589999963151377e-06 -1.132199999938166105e-06 -1.666250000016589281e-06 1.400749999993422465e-06 4.974300000412768433e-07 -1.699829999915891741e-06 2.380400000220106336e-07 -8.361700000023120318e-07 5.004799999369425186e-07 -1.168820000020787095e-06 5.770870000014838011e-06 4.736938499995631323e-05 2.040954650000912783e-04 3.601098629999978460e-03 1.537017999995668878e-05 -2.987674999951650668e-06 8.178749999501633175e-07 2.816775000007964884e-06 8.148199999595817449e-07 -9.643600000345032395e-07 -5.516054999952757409e-06 -1.008300999999391886e-05 1.439667500001178276e-05 -1.206512500002645534e-05 1.135249999970255860e-06 9.367370000052233878e-06 -1.240082000000484127e-05 1.159667999997964299e-05 -1.326293999995868929e-05 -7.606811000005109138e-05 7.856445000006715914e-05 3.997799999524431735e-07 1.433563500000900685e-05 -1.718134999975973089e-06 -1.031646999999793477e-05 -4.000859999996464326e-06 2.770999999938794482e-06 -7.926635999997414970e-05 1.038726800000404181e-04 -2.590942000003906281e-05 1.165770000011434669e-06 -1.562500000000000075e-06 -7.760009999999510340e-05 7.909851000001709214e-05 -3.131099999973230344e-06 3.063959999963117189e-06 3.051999997296661724e-08 4.000860000019202078e-06 -2.697760000023663544e-06 -5.676299999322509776e-07 -7.019000000582309792e-07 -2.899170000000594762e-06 7.324200000084601550e-07 2.304079999998975907e-06 -4.028300000072704159e-07 3.661999996893427887e-08 -1.437379999970289549e-06 1.467899999988731029e-06 2.319300000635848968e-07 1.113179333326570422e-05 -2.974751833330628766e-05 -1.034545000004527580e-06 1.908874999998033781e-05 -4.699699999719087005e-07 -1.199350000047161315e-06 -1.558379999995622680e-05 -3.326400000105422708e-07
4.500000000000000000e+00 -1.499939999939670154e-06 1.614379999955417513e-06 -1.313785000002098982e-06 3.662099999928614131e-07 3.948975000002974524e-06 2.502450000065437284e-07 -1.251220000085595541e-06 -3.326399999423301781e-07 -2.600099999995109122e-06 2.482605000000148748e-06 -2.249145000041607913e-06 2.416995000044153258e-06 -1.316835000056926278e-06 9.338350000689388177e-07 1.367190000019036168e-06 -1.817325000047276299e-06 2.015690000007452797e-06 1.608124000003954344e-05 4.669199999625561689e-07 -1.746368499998425110e-05 1.896819500007040750e-05 -1.688537500003803950e-05 -4.199220000009518199e-06 3.366089999963151090e-06 -2.166749999969397173e-06 1.714783499996883710e-05 4.568480000011732091e-06 -2.116699999994580255e-05 2.206726999993406955e-05 -2.330017499998575552e-05 2.010192499999448055e-05 1.098639999986517138e-06 -4.132079999908455306e-06 5.264279999937571151e-06 -1.165770000079646656e-06 -1.535039999907894444e-06 2.536010000039823475e-06 1.647999999249805087e-07 -2.468869999916023676e-06 -1.281800001379451656e-07 -3.021200000148382783e-07 9.338400001070112867e-07 -2.001960000052349827e-06 6.503300000076705669e-06 -1.968380000039360298e-06 2.635009699999727676e-04 3.637730410000040038e-03 -1.763153000003967594e-05 -3.567509999970752800e-06 1.666259999979047362e-06 2.301030000057835468e-06 9.338399999251123377e-07 -9.368899999572021983e-07 -5.130010000016227321e-06 2.361907999999175416e-05 -1.901702999997496486e-05 2.159729000004517738e-05 1.219179999952757573e-06 -2.418366000001697196e-05 2.068329499999208734e-05 -2.215118499999562041e-05 2.021789499999613210e-05 -1.237518350000300449e-04 1.262649600000259077e-04 1.383970000006229316e-06 -2.008362000001397943e-05 -2.496339999970587176e-06 2.512970999996469058e-05 -4.199229999994713610e-06 1.802074999977776418e-06 -1.188324049999664553e-04 1.192459100000178320e-04 -1.716615000009369451e-06 1.451110000016342470e-06 -1.431270000034601274e-06 -1.173492449999912461e-04 1.191833499999802383e-04 -2.833554999961052251e-06 2.014159999907860899e-06 -1.007049999088849314e-07 4.434200000002874659e-06 -2.301025000008394228e-06 -1.914979999946808620e-06 -1.678500000707572257e-07 -1.899714999990464938e-06 -4.333499999916057440e-07 2.354430000013962749e-06 -3.707850000296275395e-07 9.857200000396916081e-07 -2.153020000037031531e-06 1.417545000026620927e-06 1.748660000021118268e-06 1.092524999967281418e-06 -4.508970000006229042e-06 1.432795000016540158e-06 -2.899000008937946272e-08 -9.521449999283504694e-07 -2.822949999426782638e-07 2.381904999947437311e-06 -1.501470000016524935e-06
5.500000000000000000e+00 -1.800539999953798589e-06 1.263429999926302024e-06 -8.972199999334406637e-07 3.356999986863229255e-08 3.833010000016656310e-06 7.995600000867852960e-07 -1.803590000054100543e-06 1.037600000927341174e-07 -2.099610000072971086e-06 2.432250000015301529e-06 -2.035520000026736124e-06 1.467900000011468358e-06 -7.965099999864833427e-07 8.636499999965962852e-07 1.931760000002213755e-06 -2.496339999925112518e-06 1.565549999941140514e-06 1.855011500001637638e-05 1.383965000059106480e-06 -1.969909000010830008e-05 1.922912000002270383e-05 -1.816406000007191483e-05 -3.836059999957796749e-06 2.804570000080275244e-06 -2.337650000049506930e-06 2.035369500001707037e-05 3.668219999963184991e-06 -2.258758499992836744e-05 2.290190999992773699e-05 -2.413481999999476138e-05 2.099914000000353687e-05 2.104190000022754108e-06 -3.720095000062428698e-06 4.435730000022886118e-06 -1.417540000056760551e-06 -1.815799999349110390e-07 1.812745000006543750e-06 -2.304099999946629346e-07 -2.532960000053208378e-06 1.164250000056199484e-06 -9.979299999940849470e-07 1.417545000003883599e-06 -2.600100000017846451e-06 7.328795000012178323e-06 -3.012080000007699751e-06 3.792327899999691052e-04 3.518399049999970923e-03 2.197260000070855441e-06 -1.898200000073302328e-06 2.014200000530763680e-07 2.700819999949999394e-06 8.026000000427302185e-07 -6.979166333337616596e-05 6.378276333339271765e-05 3.100580000000263733e-06 2.706900000043788082e-06 9.765999993760488197e-08 -4.699600000094506188e-07 -1.699839999969299138e-06 7.995599999958358744e-07 -1.992800000039096715e-06 -2.307119999932183606e-06 -1.213623100000404568e-04 1.244018500000492996e-04 1.763919999939389586e-06 7.995600000185732033e-07 -1.931760000047688836e-06 3.100579999954789075e-06 -3.100579999954789075e-06 1.495360000080836448e-06 -8.270200000197292005e-07 -1.708999999891602828e-07 -1.312200000256780219e-07 3.326399999878048889e-07 -3.662000001440901612e-08 1.709000000346350201e-07 1.953000000639804039e-07 -1.931760000115900823e-06 1.370240000142075662e-06 1.065059999905315622e-06 4.269410000006246027e-06 -3.134149999937108111e-06 -1.467899999988731029e-06 7.324199999857228261e-07 -3.234860000156914015e-06 -9.673999999222360693e-07 2.365099999997255636e-06 3.387600000223755902e-07 1.394639999966784662e-06 -2.597039999977823956e-06 1.328429499997127932e-05 -9.146115000021382260e-06 -1.773059999868564809e-06 -2.496340000084273821e-06 1.434319999998479042e-06 3.265400000827867349e-07 -8.270200000652039643e-07 -1.004039999975248092e-06 1.803599999971083966e-06 -2.014200000303389861e-07
6.500000000000000000e+00 1.075157174999503664e-04 7.324199999857228261e-07 -6.903177666656574703e-05 2.888999999868247197e-07 7.104390666670497485e-05 -1.076087975000973498e-04 3.926264416672893483e-05 6.864827333338325470e-05 -2.099610000072971086e-06 -6.511230333337607258e-05 6.524048333340034026e-05 1.568599999995967598e-06 -6.849772333334840969e-05 6.789652333332014901e-05 2.966309999942495930e-06 -2.996819999862054719e-06 -6.618957666676124427e-05 6.332397666672022571e-05 3.732300000046961872e-06 -6.715393666672753680e-05 6.458435666663717341e-05 3.536979999989853450e-06 -7.051391333327501133e-05 6.911316333328159267e-05 -4.743652999998175930e-05 -2.335306333334301695e-05 3.944903333353977015e-06 -6.581633333780700647e-07 4.150433333734326957e-07 6.678872999998474846e-05 -1.702879999993456365e-06 2.368169999976998883e-06 -7.002462000000377615e-05 7.049153999996633248e-05 -6.652899999608052944e-07 -3.997800000433926480e-07 1.596070000050531310e-06 -1.983599999903162800e-07 -3.164679999940744791e-06 2.264409999952476937e-06 -9.979299999031354195e-07 7.995599999048863470e-07 -1.113334599999689150e-04 1.166953999999350368e-04 -3.662109999982021634e-06 3.814987249999603745e-04 3.520498655000119624e-03 1.249694999933126479e-06 -8.819600000606442148e-07 1.526000005469541118e-08 3.182984999966720145e-06 4.562400000395427946e-07 -1.203506500000003145e-04 1.146453849999943528e-04 2.781679999998232094e-06 2.790829999958077809e-06 6.942750000234809326e-07 -7.019050000053539208e-07 -1.800534999961200884e-06 3.509499999836407259e-08 -1.159670000015466935e-06 -2.940370000032998985e-06 -1.177780149999307506e-04 1.208007849999376070e-04 2.143855000122130030e-06 5.996749998985251367e-07 -1.710509999952591813e-06 1.783749999958672490e-06 -8.178699999007221840e-07 5.111699998451513565e-07 -7.415799999307637392e-07 5.752550000124756820e-07 -6.271300000207702849e-07 3.784150000001318632e-07 -1.501464999978452360e-06 1.089479999973264026e-06 1.077269999950658489e-06 -2.183534999949188026e-06 1.525000061519676850e-09 1.365664999934779092e-06 4.640195000001767467e-06 -3.417969999941305858e-06 -1.922610000019631135e-06 1.716614999986632122e-06 -3.248595000059140032e-06 -7.171649999463624624e-07 2.282719999993787326e-06 -1.617449999912423643e-07 8.285500000511092180e-07 -1.799010000058842651e-06 1.244857799998953731e-04 -1.212127699999655263e-04 -1.023859999895648728e-06 1.880034999996951393e-05 1.205449999997654180e-06 -2.140503499997521407e-05 -1.480100000208039893e-07 -1.202394999972966720e-06 2.332000999997489837e-05 -2.178497000002153181e-05
7.500000000000000000e+00 1.329461620000074544e-04 1.340334000087750697e-06 -8.365478599994276678e-05 -7.537833334936295043e-07 8.542175333332125515e-05 -1.324661299999888844e-04 4.984385666673461042e-05 8.248860733328911541e-05 -2.984639999681348770e-07 -8.093485666678362073e-05 7.903422266674624990e-05 2.033690000041587883e-06 -8.211160933350356266e-05 8.217813933348452698e-05 2.645871999982318628e-06 -3.492431999984546567e-06 -7.987589599999864588e-05 7.748820200001773348e-05 2.230835300001672331e-05 -1.000742650000347513e-04 7.915385600003901857e-05 3.280027999971935120e-06 -8.450196066678472464e-05 8.305359466678509915e-05 2.073110199999064291e-05 -1.066624999999248757e-04 4.196164999939355658e-06 -3.967166658185306266e-08 -7.766733335074604557e-07 8.186066200007643945e-05 -5.016888666659724692e-06 -5.945333333306734520e-06 -7.418366000001697775e-05 7.596740999997564727e-05 6.582640000056017387e-06 2.788087999965682590e-06 -1.887818000022889395e-06 2.342605750001212236e-05 -2.695999416665699816e-05 -6.549073333371779959e-06 1.453826999999364587e-04 2.014200001212884606e-07 -2.462005700001100128e-04 1.140218066667557703e-04 1.339121633333434066e-04 3.595672499999864056e-04 3.533378600000014729e-03 1.420594999945024038e-06 -1.106872499995006366e-05 1.003264999999373660e-05 4.081729999961680874e-06 -1.067504999991797372e-05 -8.206940000009126676e-05 8.734741500002200689e-05 1.284785000029842215e-06 -7.929989999979625078e-06 1.593019999927491816e-06 -4.638700000214157828e-07 -1.901239999938297829e-06 1.116790500000206567e-05 -1.309661500006313814e-05 -2.069099999971513242e-06 -7.999877999991440475e-05 8.316650999986450663e-05 1.164550500006953385e-05 -8.782954999992397715e-06 1.018981499994424621e-05 -1.195068499991975845e-05 6.652899999608052944e-07 1.296990000082587376e-06 9.020999999938793934e-06 -9.155270000064774148e-06 9.353640000063023432e-06 -1.045532999999068101e-05 -2.230830000075911806e-06 8.056600000827529245e-07 2.462769999942793059e-06 7.800295000015466988e-06 -1.083679500006837824e-05 1.733400000080109832e-06 3.671260000010079335e-06 8.049020000021301244e-06 -1.255341000005500951e-05 1.281585500009896289e-05 -1.528472500003772474e-05 7.018999999900188866e-07 2.069089999986317831e-06 1.373300000068411405e-07 1.953099999127516557e-07 -8.697499999243518211e-07 1.427368200000046349e-04 -1.414306599999690713e-04 3.295900000011897391e-07 1.848296499999832964e-05 5.233749999888459390e-07 -2.170410000003357751e-05 3.052000004117871649e-08 -1.263430000039988880e-06 2.341613500000221251e-05 -2.008361499997590664e-05
8.500000000000000000e+00 -1.699829999938629070e-06 1.699829999779467556e-06 -2.398679999896558096e-06 -5.676299999322509776e-07 3.665159999945899402e-06 1.834109999981592495e-06 -2.465819999997620566e-06 -2.014199999393895381e-07 5.004900000812995494e-07 6.347699997832024058e-07 -3.134159999899566193e-06 2.499390000116363999e-06 -3.326400000105422708e-07 6.683399999701578260e-07 1.831049999896094920e-06 -3.765869999915594264e-06 2.099610000004759100e-06 -3.265380000084405968e-06 6.328277500015246754e-05 -5.928192500007298791e-05 -3.567499999985557389e-06 3.967280000142636523e-06 -3.036490000158664730e-06 8.361799998965580209e-07 -1.034549999917544422e-06 -2.600099999813210067e-06 6.770019999987652909e-05 -6.393432999996093906e-05 6.326751999986299582e-05 -6.366424999989703758e-05 1.390767466666431953e-04 1.879679333333115137e-05 -9.799194499992154020e-05 9.970779499994933458e-05 -1.895828333329063715e-05 -1.401672366665707148e-04 1.413330066666049006e-04 -7.798156166677471944e-05 7.429198833337977430e-05 1.865768666655185363e-05 -2.227401599993754754e-05 5.456500000036612129e-07 -1.118722539999453193e-04 1.215672866667546212e-04 -7.033898666827553451e-06 5.215673820001938627e-04 3.620632929999737740e-03 2.465820000065832552e-06 -8.071746499988421248e-05 7.758331499992437085e-05 5.566409999914867722e-06 -7.956238499991741232e-05 -4.398498500004279768e-05 1.180481000000554559e-04 8.666999999604740531e-07 -7.786407999990387606e-05 -1.916961000006267460e-05 -3.326500000184751162e-07 -2.441710999999031781e-05 1.237487799999598798e-04 -8.182983499998500024e-05 -2.393493499994292614e-05 3.564449999976204540e-06 -3.052000010939082237e-08 1.017639200001212862e-04 -9.989929000000756921e-05 1.022033700000747516e-04 -1.038665800000671913e-04 1.333619999968504933e-06 8.972199999334406637e-07 1.001037500000393279e-04 -1.001373199999079536e-04 1.004699699999264402e-04 -1.006378199999744487e-04 -2.532959999939521310e-06 -2.288800000997071024e-07 4.095459999984996254e-06 9.766845000012836105e-05 -1.009338300000308671e-04 1.898189999906207862e-06 3.170780000073136710e-06 9.819946000004620514e-05 -1.023681600001509658e-04 1.028991600000153986e-04 -1.058349599999928607e-04 1.501470000016524935e-06 1.666260000047259349e-06 1.708999999664229010e-07 6.408000001556501332e-08 -1.101680000033411482e-06 1.238189700000702964e-04 -1.223815900000772697e-04 8.271483999997144383e-05 -8.295287999992523938e-05 -1.361080000015135694e-06 8.313140999996449475e-05 -8.370208999997430315e-05 -1.300049999986185896e-06 8.566741499998898192e-05 -8.236541500002658690e-05
9.500000000000000000e+00 -2.969360000020060342e-06 2.536010000039823475e-06 -2.969360000133747410e-06 5.340499999874737536e-07 2.999880000061238940e-06 2.166750000105821570e-06 -3.100590000030933801e-06 2.655100000993115954e-07 2.349799999819879275e-07 1.300050000031660554e-06 -3.799440000148024342e-06 2.099610000072971086e-06 8.331299998872054893e-07 -7.324199999175107335e-07 2.532960000030471049e-06 -4.434209999817540315e-06 1.867679999850224675e-06 -2.734380000038072335e-06 1.834109999981592495e-06 2.099610000072971086e-06 -3.198240000051555484e-06 4.864499999894178238e-06 -4.232789999878150591e-06 1.434330000120098638e-06 -5.676300001368872555e-07 -3.668210000046201567e-06 5.334470000047986046e-06 -1.565550000191251556e-06 1.699830000143265454e-06 -1.034549999917544422e-06 -5.004900000130874567e-07 -1.647900002126334686e-07 -3.167729999768198585e-06 5.499269999927491897e-06 -1.766959999804385087e-06 -1.312300002609845272e-07 1.367190000019036168e-06 6.714000007832510124e-08 -2.136230000155592288e-06 1.678399999946122876e-07 -9.674099997937446237e-07 1.934819999951287357e-06 -3.662099999928614131e-07 3.964229999837698821e-06 -2.465819999838458840e-06 6.313339250000580844e-04 3.644700634999753584e-03 2.731320000179948896e-06 2.349799999365131903e-07 -4.367059999935918394e-06 5.599980000010873403e-06 1.968379999925673654e-06 -1.480682499997783448e-04 1.408660899998494676e-04 9.002800000416755683e-07 2.334579999956076615e-06 -1.216354299999693439e-04 1.160995499999444334e-04 -1.411315900000090684e-04 1.463317900000220024e-04 -9.643600000117659106e-07 -1.126861499997176011e-05 -1.122329750000062605e-04 1.495349999458994716e-07 1.239166350000232234e-04 -1.236831699999356795e-04 1.266830499999969202e-04 -1.272155800000291455e-04 1.733390000026702223e-06 1.160995500000353844e-04 6.584179999913430560e-06 -1.216339249999464365e-04 1.215667849999363186e-04 -5.500799999936134480e-06 -2.131660000100055361e-06 -1.174682599999186971e-04 1.212829600000304742e-04 3.250119999938760936e-06 -7.167050000043673288e-06 2.301030000057835468e-06 2.749630000016622901e-06 4.817210000032901381e-06 -8.816534999914437927e-06 8.715814999868597916e-06 -1.121521000004577161e-05 1.498415000037311921e-06 1.400760000024092745e-06 -4.150449999997363297e-07 3.646899999921515700e-07 -1.281745000028422528e-06 9.883115000116049939e-06 -7.847585000126854887e-06 6.080625000140571803e-06 -6.683355000109259270e-06 -1.185333200000059160e-04 1.267852749999974645e-04 -8.952324999995653749e-06 -5.493200000046272333e-07 9.098824999978205925e-06 -8.132944999988467923e-06
