#icel C11 C12 C13 C14 C15 C16 C22 C23 C24 C25 C26 C33 C34 C35 C36 C44 C45 C46 C55 C56 C66
0 323.508243662991 222.678830482982 221.581334518987 -6.58506743998259 -10.711640180989 -9.84945986501771 314.55518142202 214.868573997046 -9.20843051299016 -11.7853755609758 -6.76831780301654 338.869267372002 25.7821407930351 21.1202648330072 26.3761514770067 120.282812551 2.84012946399343 1.31198366998433 118.135943349097 -3.92882724789843 127.30711802501
1 271.384620173012 194.22941697303 192.368650863045 -14.8435882580088 -9.04092427599608 -13.6498981530167 280.260592683101 197.852741055908 -5.51069520539613 -4.83471598560072 -7.43511880339156 311.197774710809 23.5394077496039 26.2606452898012 24.0177158724009 112.147572507001 0.112030946002051 1.10131519099923 109.784867332019 -1.98541262798244 111.001625192398
2 270.832051961997 182.475830711019 186.324298854015 -15.861788643997 -11.3032468169877 -13.1750613929853 286.853124930985 212.285715899998 -0.528640688025916 0.890122524015169 6.07988179799577 299.380459863005 11.171559416016 12.1225819680149 13.9384113620508 103.956527250989 0.710119502991802 1.11903670199354 95.5595717382039 -4.71129800070003 105.579082282497
3 315.471183706995 221.782889348015 221.307105343021 -7.90043766892268 -9.98001995394588 -11.6707022539231 316.878909649859 251.848761630026 17.9096188299809 16.2080440399222 16.0245106399088 333.771287495074 0.0108301221189322 -0.370627550910285 -0.194301637020544 125.976257958996 3.08883907200652 0.457172542996886 122.861910398979 -2.64253594400543 117.973540554294
4 245.020358620059 169.455975670098 172.257105229983 -8.61470583986375 -8.077510899966 -8.72308105990669 317.217802239975 205.118250660053 29.7582386700014 33.3513081099227 32.280786750016 256.192432450007 -19.0876272101377 -19.0876892300366 -18.7472350500684 99.0257429091969 -0.587829506599746 0.294093476895796 97.2622769796004 0.770545387310051 97.588671581093
5 316.961218920005 215.31277498998 214.808297859963 -9.99353051010985 -10.7637151200834 -8.82085344001098 368.98344313995 257.111441850066 35.7210910100548 35.4829825500929 27.6423818599142 292.977007345144 -27.8077347658837 -32.5435599928824 -27.4095036289509 120.358638651942 2.59416334192792 0.867106817986496 120.95460790021 -0.1234965490994 118.052090431002
6 296.50918253501 212.340122600017 213.507367163993 -10.9397428660031 -5.06735726999068 -9.15146877600819 306.677505679909 238.351914540181 17.7287892500317 21.481256790139 21.9931425701361 289.024045823499 -23.9654527176015 -26.4842153635016 -22.9657440609003 114.462441599017 2.43189184297989 3.42968875697807 113.429642066012 0.348497169989059 110.250869848005
7 274.585747360925 213.891701439934 206.458588997975 1.45032340597027 -3.92958027405257 -5.30593020603192 310.015590799958 223.892810653888 14.6315547979611 14.7856731178763 17.9331718160029 269.432370108007 -7.37397447301191 -12.4063920169647 -7.50113120902824 111.931700046989 2.41740858700723 1.37268081698494 111.315722232104 0.113307935799867 112.193830476986
8 312.198454536019 211.487852804021 212.740420605996 -12.0164462469802 -8.60249995298545 -8.91184289398552 330.86172596004 217.260620039997 -0.91455790998225 4.51299736896544 4.89373131795219 318.454469703011 -0.0592837430076543 3.23298262499065 3.77881697099838 119.294694501991 3.10181479999301 3.71369665299426 124.043785328013 2.68442664200848 120.397662837968
9 241.381990900027 191.127625806985 192.02948960201 -7.11064450397316 -5.35930399200879 -5.62333504299204 248.010104445599 184.8471045586 -2.90425195539967 -5.84744103449992 -3.4397382267997 261.013673100024 15.2353175240023 11.8887239970263 12.6183339039926 97.7840709929751 2.84792565998941 3.49338370697296 100.571495366012 2.05626432202735 97.5852226972052
10 310.067953943963 207.649482307988 209.438143557964 9.84282592899035 9.53977090402987 3.38339261497822 281.969612782996 169.86871183999 -21.9378200140454 -19.3348508279996 -25.0939393999943 299.906557957001 13.0195917006972 14.9890302697941 16.845990703996 110.139471243019 0.636208487003387 1.95024062800258 106.442201728987 -1.87523752802008 106.317231532603
11 226.910131063698 166.551730657903 163.195086888703 1.79983019430097 -0.817968927299262 1.97594068150124 187.007003212966 166.03578656086 -5.68950040615164 -4.85888606799563 -3.7853520751014 234.819852009059 9.7163378210098 4.7115229440351 8.76051126106177 85.2632765879889 1.35177627198573 0.832202499987034 86.2160051079968 -0.322054097694036 87.2374781979488
12 271.610065851019 173.733036847989 179.628284429009 -3.28396250697551 -0.0260181439898588 -5.59187943499637 254.613287451048 184.576185175047 -1.3214580139902 -5.7249972270256 -5.53765223403389 269.526025378991 10.7009496290175 6.31473819298662 4.13384913799746 94.8508689590199 1.63331241601554 1.34340890901967 93.6831646541009 -1.26405587880072 97.1284650850066
13 275.88903997829 195.244968417001 195.995475602899 -2.86655347690612 -6.31880619920366 -2.80979304670836 271.598156443042 203.173864262999 6.68146107400389 4.94067453901152 7.58448266701635 294.928370133994 -5.41018381200047 -6.9614036709936 -7.05991151203307 108.802190602 2.45554716100287 -0.0550870840015705 105.500661792996 -0.90550169600192 104.164617787046
