# r	p	err_p
2.525610720755620875e+00 5.682803386214566599e-01 8.840260826180832690e-04
3.570833469994546316e+00 4.888217254100182263e-01 1.402272117429430309e-03
4.390358916692267854e+00 4.650086818911137176e-01 7.190626427166816551e-04
5.010796220085004471e+00 4.156173566446236256e-01 1.090101250412026622e-03
5.683503457033779682e+00 3.862437829596860883e-01 8.315894687797710603e-04
6.139513194885492631e+00 3.727945361411497127e-01 1.268423796049958233e-03
6.666942896213271297e+00 3.643605549519249309e-01 5.590744330153950324e-04
7.778718081659592443e+00 3.474376468804488138e-01 4.711540072167105147e-04
8.874018308880609496e+00 3.426670080682245878e-01 3.923188585149566692e-04
9.837988302871872648e+00 3.517853668214404039e-01 4.713837441237026210e-04
1.040159024167969903e+01 3.539285517089061917e-01 5.169373272350282194e-04
1.103365728831807502e+01 3.498215145445066065e-01 3.816431836739568270e-04
1.162995778750149434e+01 3.681027295554667456e-01 5.299780190656760807e-04
1.211160386803808109e+01 3.665423704888721712e-01 4.096555777831069832e-04
1.264516692153946131e+01 3.590993087858980193e-01 4.397939475665836920e-04
1.326963752888727832e+01 3.615150158723631213e-01 3.015183778574117234e-04
1.408569080167479193e+01 3.696585691096920812e-01 3.357398175641949922e-04
1.462887382745502762e+01 3.607759969405138767e-01 3.535895577240255648e-04
1.533642671516982858e+01 3.571093248070572601e-01 2.582689070701839665e-04
1.655392112081484868e+01 3.546029231357184508e-01 1.892727726989942123e-04
1.758627002994922606e+01 3.479317829308465337e-01 2.650711922670170016e-04
1.851942251967571806e+01 3.472146090407391417e-01 1.905902279399592013e-04
1.927525012342888644e+01 3.477999748144177672e-01 3.074196525591839542e-04
