# r	vx_0	vx_1	vx_2	vx_3	vx_4	
8.810132385072164141e+01 1.759827933334236118e-03 1.465190883332368734e-03 -1.262443533332159931e-03 3.168335000009392323e-04 -6.103363000001991133e-04
8.910132385072164141e+01 1.536987274999773896e-03 8.929138500006956504e-04 -1.043338775001757205e-03 2.910041750001255366e-04 -6.991580000067187906e-05
9.010132385072164141e+01 1.374416399999972864e-03 9.125899749997188736e-04 -9.530868500005453339e-04 7.016757500059612193e-05 -2.998350000780192153e-06
9.110132385072164141e+01 1.420406350000121259e-03 1.066585525000846284e-03 -9.899902249999286818e-04 -7.942580000053567151e-05 -3.770191666873756805e-06
9.210132385072164141e+01 1.518932349999886459e-03 1.027885425000931666e-03 -4.284095999992132203e-04 -6.861648250014695501e-04 6.628265250001277214e-04
9.310132385072164141e+01 1.799209600000423875e-03 8.592033500002145812e-04 -7.709120000072288987e-05 -1.354496050000307235e-03 1.461986575000992104e-03
9.410132385072164141e+01 2.039988216666344546e-03 7.918395999986386829e-04 -2.603378249987144968e-04 -1.198371925000174055e-03 1.001125349999711133e-03
9.510132385072164141e+01 1.626918800000567078e-03 1.298835749999852941e-03 -6.627540500012401182e-04 -5.782432499981950916e-04 7.068328499990457698e-04
9.610132385072164141e+01 1.776058175000798638e-03 8.941968416663002286e-04 -2.497685666664182006e-04 -7.371749999983876443e-04 6.634177999985695811e-04
9.710132385072164141e+01 2.053001450000010823e-03 5.116270000144141012e-05 -2.577000000019325117e-04 1.466236250016663561e-04 4.108427499886602001e-05
9.810132385072164141e+01 1.945503224998901791e-03 5.249784999978146635e-05 -9.687143999981345181e-04 9.983927499997661409e-04 -4.960098250012379530e-04
9.910132385072164141e+01 1.338409424999554252e-03 2.400210000087099564e-05 -1.255329175000952004e-03 1.880336775000614495e-03 -1.134002674998555371e-03
1.001013238507216414e+02 1.316326124999250141e-03 -5.479125999991083483e-04 -8.066711250012304109e-04 2.002998349998960995e-03 -1.675575274997754497e-03
1.011013238507216414e+02 7.799186750016814983e-04 -7.028274500007682547e-04 -1.166000499997608167e-04 1.294228875000044340e-03 -1.548878950001380790e-03
1.021013238507216414e+02 5.911635999982536816e-04 -6.370086999995692653e-04 1.249699999971198927e-05 9.345092500007012729e-04 -1.746826175001842812e-03
1.031013238507216414e+02 6.915855749994079911e-04 -7.269287249982881328e-04 2.402877583323714784e-04 5.910835291673067126e-04 -1.973609912499341579e-03
1.041013238507216414e+02 1.337589275000937092e-03 -1.178760525001052882e-03 4.614944250006373949e-04 7.687721250003960250e-04 -1.800018300000374386e-03
1.051013238507216414e+02 1.527664199998980676e-03 -1.147506699999212201e-03 8.109130749999166705e-04 6.288884416674846763e-04 -1.665723166666182838e-03
1.061013238507216414e+02 6.920699833341785326e-04 -1.015041341668620643e-03 7.057457249993603779e-04 7.343940250011656099e-04 -1.341560325001410004e-03
1.071013238507216414e+02 -3.108597500067844472e-05 -1.118419649999850655e-03 6.199150249995000455e-04 8.044751583341422634e-04 -9.068959833324044453e-04
1.081013238507216414e+02 2.465060000031371468e-05 -1.195503250000911136e-03 1.025775000198336847e-05 9.646669833327905022e-04 -3.625017833328456822e-04
1.091013238507216414e+02 -3.899268999994092203e-04 -8.634147999982815522e-04 -3.083030000198050727e-05 1.102256699999998096e-03 -2.700881499986280813e-04
1.101013238507216414e+02 -4.738349499984906440e-04 -1.839142000007996144e-04 -1.589202999984991088e-04 6.235237249984493637e-04 -7.142257499981496851e-05
1.111013238507216414e+02 -8.381652999996731974e-04 7.669448999998423194e-04 -5.724449000002352229e-04 -4.407882499799597824e-05 6.428934583327646033e-04
1.121013238507216414e+02 -1.109025325000402486e-03 1.430088025001168819e-03 -1.189998624999134315e-03 -1.528358250034216265e-04 1.397827150001830976e-03
1.131013238507216414e+02 5.224610000095708735e-05 1.278671249998296908e-03 -1.351493824999124623e-03 -1.448415083317087214e-04 1.055672983332740875e-03
1.141013238507216414e+02 5.955810749965166758e-04 1.055004125002597043e-03 -1.057830825000564880e-03 -1.951713500002369959e-04 3.595886250004696051e-04
1.151013238507216414e+02 2.503356500019435671e-04 8.966636749992176704e-04 -9.296684249984536698e-04 -2.743301000009523813e-04 8.236694000006536572e-04
1.161013238507216414e+02 1.956418583322374585e-04 3.592669166664564035e-04 -6.048240749987599234e-04 -1.845016750012291472e-04 1.038253824999628774e-03
1.171013238507216414e+02 9.119033916673941961e-04 -8.267326416668509996e-04 4.433822500141104526e-05 -6.491661000018211260e-04 1.037582400000246685e-03
1.181013238507216414e+02 1.415706599998884426e-03 -1.618202224997730742e-03 6.046638499974506470e-04 -5.935821249986474426e-04 5.045814250006514651e-04
1.191013238507216414e+02 1.245002699997712617e-03 -1.110351549998085793e-03 2.856877833322215340e-04 -9.014943333325646469e-04 7.023315249989536477e-04
1.201013238507216414e+02 1.237335224999697040e-03 -1.581417108332971175e-03 1.629896666661068209e-05 -3.330408833341351633e-04 6.848335250015225419e-04
1.211013238507216414e+02 1.515632624999852917e-03 -1.647331241667416256e-03 -3.317031833339569892e-04 2.794952250005735585e-04 1.084976250003819622e-04
1.221013238507216414e+02 1.591087324999534806e-03 -1.221408824998434367e-03 -3.387603999999555375e-04 -5.865857500066340235e-05 4.869041249985457199e-04
1.231013238507216414e+02 1.263420100001894694e-03 -1.283340450001560322e-03 1.018638750010723002e-04 -1.124458250014868157e-04 6.739959750011622047e-04
1.241013238507216414e+02 1.255668649999279376e-03 -1.285507249998772738e-03 6.633000000147148956e-05 -3.898625000147149238e-05 4.117355499984114392e-04
1.251013238507216414e+02 1.300746900000376719e-03 -1.319839474999753241e-03 3.482817499934753863e-05 -1.215742499880434513e-05 3.758237499823735778e-05
1.261013238507216414e+02 1.188327824998850792e-03 -1.259742749998622562e-03 -4.441834999852290128e-05 -2.016450000155600611e-05 2.089042750012595209e-04
1.271013238507216414e+02 1.191828416665273926e-03 -1.314570066667627730e-03 1.856688999996549598e-04 -3.950882499884755946e-05 4.167442249981832044e-04
1.281013238507216556e+02 7.742462250007519980e-04 -5.471535000015137007e-04 -1.188272499894083000e-05 -3.168754749985964905e-04 5.318736749986783521e-04
1.291013238507216556e+02 6.115798749979148427e-04 -1.381683500003418963e-04 8.608627500143484776e-05 -7.567558250011642952e-04 1.581649750023643799e-04
1.301013238507216556e+02 1.142581950000021510e-03 -7.681770249982946544e-04 9.492112499901850904e-05 -8.058433500009414127e-04 8.045882749993325117e-04
