# r	vx_0	vx_1	vx_2	vx_3	vx_4	
-8.986761492783585936e-01 1.820087425000011276e-03 -1.054650633333338323e-03 -1.073633166666638740e-04 -1.382446500000043008e-04 7.500839000000070504e-04
1.013238507216414064e-01 1.244987499999950864e-03 -1.330490099999963099e-03 5.993271000000106354e-04 -4.644928500000276091e-04 1.295333900000031173e-03
1.101323850721641406e+00 1.291152950000025532e-03 -1.338989250000054143e-03 6.666603000000464151e-04 -5.846672000000126225e-04 1.333335850000025823e-03
2.101323850721641406e+00 1.484465299999996549e-03 -1.279834725000029072e-03 1.227416974999982714e-03 -5.666580499999441210e-04 7.214851499999781585e-04
3.101323850721641406e+00 1.135334000000000213e-03 -7.675056500000323459e-04 1.391250624999997845e-03 -6.025695749999613379e-04 6.772308250000378142e-04
4.101323850721641406e+00 1.063594850000015423e-03 -1.762581250000039377e-04 1.184749650000071694e-03 -9.070739750000598491e-04 1.296569824999949019e-03
5.101323850721641406e+00 6.396712750000688001e-04 -2.711919083333640362e-04 1.384530383333398579e-03 -5.834998999999357070e-04 8.417561833332456479e-04
6.101323850721641406e+00 2.701721500000075875e-04 -6.613197499998477646e-04 1.564151749999950986e-03 -6.366730000002007749e-05 4.025802500000281504e-04
7.101323850721641406e+00 1.652526999999963722e-04 -5.819129750000229598e-04 1.236824000000069689e-03 5.495872749999079722e-04 -1.997566250000772895e-04
8.101323850721641406e+00 5.226821999999628878e-04 -9.492123750000019218e-04 1.645798975000047895e-03 4.789199999999027763e-04 -8.925692249999173100e-04
9.101323850721641406e+00 3.024444666666568351e-04 -1.245658900000080286e-03 2.451332100000172282e-03 -1.061630000001514425e-04 -1.098636649999889473e-03
1.010132385072164141e+01 2.891693500002929986e-04 -1.223335250000218317e-03 2.594913450000149030e-03 -5.754089250001470255e-04 -1.168216699999902576e-03
1.110132385072164141e+01 5.709418999999797554e-04 -1.818508150000297920e-03 3.187671675000046737e-03 -1.311412825000047525e-03 -7.425842249998595816e-04
1.210132385072164141e+01 7.032394499999555185e-04 -1.632995599999958287e-03 2.853508000000147277e-03 -1.711166350000212265e-03 -2.153358999999000021e-04
1.310132385072164141e+01 5.651550499997028566e-04 -8.764876999998705807e-04 2.007080050000013306e-03 -1.322410550000086048e-03 -3.433229999973263905e-05
1.410132385072164141e+01 6.353263750002042512e-04 -5.431671250000817902e-04 1.957752249999885046e-03 -1.393405925000251863e-03 -1.564000166664953934e-04
1.510132385072164141e+01 6.374892999999701593e-04 -5.606612999997651059e-04 1.594825700000001342e-03 -1.196403475000124700e-03 -2.291450750001331545e-04
1.610132385072164141e+01 6.691703999997571312e-04 -7.832489249999525626e-04 7.559112550000434945e-04 -7.010749799999728719e-04 9.466552499998215668e-05
1.710132385072164141e+01 7.053337499999087941e-04 -1.382663749999892390e-03 3.136749000000236230e-04 -3.233337250001113534e-04 2.445793500000945845e-04
1.810132385072164141e+01 8.468322999997326831e-04 -1.374506012499864590e-03 -2.662696750001032511e-04 -3.796329374998777236e-04 6.615829249997204516e-04
1.910132385072164141e+01 1.650136833333448218e-03 -1.501311500000241479e-03 -3.617998666663879573e-04 -9.673055333332740381e-04 1.017341700000088224e-03
2.010132385072164141e+01 2.715415949999851458e-03 -2.012416850000363442e-03 -6.889915499996277816e-04 -6.418342249999113699e-04 1.117073025000081543e-03
2.110132385072164141e+01 2.172743474999990279e-03 -1.401613900000185610e-03 -6.451644500002658286e-04 -6.148300499994547924e-04 6.285019000001739473e-04
2.210132385072164141e+01 1.975189199999931571e-03 -8.098373000002539058e-04 -1.496617666666068703e-03 1.996129666666348669e-04 1.466674749995036079e-04
2.310132385072164141e+01 2.130996750000121922e-03 -1.300331099999766553e-03 -1.284004249999725396e-03 5.809097249996284787e-04 7.167052499994497610e-05
2.410132385072164141e+01 1.387084975000107143e-03 -6.617469999996500925e-04 -1.163501725000060149e-03 1.329002249995028123e-04 2.610017500046524084e-05
2.510132385072164141e+01 7.272529749998284413e-04 9.998325000196928917e-06 -1.210418700000445843e-03 -8.667000000059489016e-06 -3.623313749994849938e-04
2.610132385072164141e+01 6.310920999999325778e-04 6.828300000051967502e-06 -2.107785566666578285e-03 3.656247416668776469e-04 -4.280052250005610625e-04
2.710132385072164141e+01 4.433403499997439433e-04 1.645813000000089269e-04 -2.459758800000144945e-03 6.650772500001949456e-04 -7.710723999998662708e-04
2.810132385072164141e+01 -2.434120250004525611e-04 2.894211250004446122e-04 -2.009265925000363294e-03 7.542839000002458938e-04 -9.246979000004102844e-04
2.910132385072164141e+01 -9.179153250001945586e-04 3.002548250001382075e-04 -1.513343849999728265e-03 7.830124000001888185e-04 -1.037991816666973890e-03
3.010132385072164141e+01 -1.324253074999887656e-03 4.074973750002755068e-04 -1.059246025000447908e-03 7.314910499999314076e-04 -1.369415274999937447e-03
3.110132385072164141e+01 -1.240425099999356530e-03 5.695075999992695818e-04 -7.147102499998254400e-04 5.322952500000610295e-04 -1.649253850000150174e-03
3.210132385072164141e+01 -1.180915874999754990e-03 1.071754475000034380e-03 -9.652099499999166991e-04 2.135467499992955835e-04 -1.088588724999681309e-03
3.310132385072164141e+01 -1.217418675000317202e-03 1.635742200000095186e-03 -7.674662333332235792e-04 -5.422643166663618447e-04 -4.884262000005037095e-04
3.410132385072164141e+01 -3.579616374997840380e-04 1.308994275000259283e-03 -7.749557500028458488e-05 -1.330917349999708723e-03 4.574585000000297658e-05
3.510132385072164141e+01 -3.195368583328672771e-04 1.290509549999725898e-03 3.001035083332936676e-04 -1.382007624999914653e-03 9.504445500000002376e-04
3.610132385072164141e+01 -5.156631500003640983e-04 8.851547499998560324e-04 3.277358833332328996e-04 -6.290702833333199333e-04 1.345165274999999281e-03
3.710132385072164141e+01 -1.276073474999975515e-03 1.407566074999977001e-03 8.712774999821703572e-06 -3.805465749996983526e-04 1.195251449999887002e-03
3.810132385072164141e+01 -1.888908400000218618e-03 1.333415999999942782e-03 1.534919500004434760e-04 -1.720008750003216896e-04 1.369998925000345509e-03
3.910132385072164141e+01 -2.212821950000034166e-03 1.068580674999793654e-03 2.880706500000087579e-04 -1.239929250000386569e-04 1.246662125000057124e-03
4.010132385072164141e+01 -2.542659749999529560e-03 9.226684499994917401e-04 1.039047499998559890e-04 3.940886999998838075e-04 1.144836450000184455e-03
4.110132385072164141e+01 -2.589332600000034210e-03 4.799995499997748868e-04 1.479988250011956565e-04 6.764220999989447626e-04 1.241088875000059388e-03
4.210132385072164141e+01 -3.086174000000028311e-03 6.313324000002467577e-04 5.861664000003656734e-04 1.101760499986994591e-04 1.418052700000771481e-03
4.310132385072164141e+01 -3.341966599999523189e-03 6.702499249995525800e-04 6.225738749999436663e-04 -4.766084999937447589e-05 7.135848999996597221e-04
4.410132385072164141e+01 -2.680416125000192624e-03 7.500840000011522188e-05 1.217834449998918007e-03 -6.204261499992753557e-04 6.827583500003129094e-04
4.510132385072164141e+01 -2.385681149999072798e-03 -2.797699999973701657e-05 1.246154849999584358e-03 -5.940933499996390449e-04 1.956748499987952640e-04
4.610132385072164141e+01 -2.274589499999819797e-03 5.734214750000318859e-04 5.189170749999903005e-04 -3.504219249994093826e-04 4.631691250001494830e-04
4.710132385072164141e+01 -1.888923649999924145e-03 7.329940999989048231e-04 -1.479072749998522275e-04 -1.864636916661766106e-04 4.221242666662874260e-04
4.810132385072164141e+01 -1.464328774998648356e-03 7.846641749993068420e-04 -2.026596499999868577e-04 -5.985031000000163096e-04 8.778304999996180058e-04
4.910132385072164141e+01 -1.357910175000142782e-03 1.411998749998929310e-03 -5.392303499997979418e-04 -6.449317999990853778e-04 1.103160874999957637e-03
5.010132385072164141e+01 -1.714588150000054224e-03 1.457252475000132136e-03 -8.735885149992128835e-04 -2.686539100002818250e-04 1.100158700000065460e-03
5.110132385072164141e+01 -1.245338450000417702e-03 1.298503900000469013e-03 -1.634651183333218601e-03 2.512435583336554120e-04 9.273643500000616682e-04
5.210132385072164141e+01 -1.285755125000832789e-03 1.210418675000255557e-03 -2.032505000000128358e-03 7.331008750006731385e-04 2.744903499997235490e-04
5.310132385072164141e+01 -1.753997800000433932e-03 8.772888124999553847e-04 -1.657791162500416157e-03 7.115097500009141644e-04 6.473197499999515077e-04
5.410132385072164141e+01 -1.898674025000218627e-03 8.300779999990482230e-05 -7.334174999996321805e-04 5.265045250007461229e-04 7.470741249990169117e-04
5.510132385072164141e+01 -2.302682224999443895e-03 3.389333249997435096e-04 -5.370788749996791272e-04 -6.207783333891825411e-06 1.176282233334248473e-03
5.610132385072164141e+01 -2.214652999999088857e-03 6.360664249996262221e-04 -6.254081750003024839e-04 -3.199769999991985742e-05 1.318984999999884156e-03
5.710132385072164141e+01 -1.584739674999582426e-03 6.030769500002861440e-04 -1.412918099999842594e-03 7.368393249998916742e-04 3.240318250000200290e-04
5.810132385072164141e+01 -9.646492000010767212e-04 6.284942750007757898e-04 -2.085250850000193359e-03 1.358917225000368448e-03 2.216339999904448781e-05
5.910132385072164141e+01 -1.065139774999806837e-03 1.334312424999552519e-03 -2.066497800000433992e-03 1.271171550000872296e-03 6.149299999378854368e-06
6.010132385072164141e+01 -8.023147333330343150e-04 1.638732883334043230e-03 -1.991584750000584009e-03 1.333015424999757720e-03 -6.793212499997025361e-05
6.110132385072164141e+01 -2.422561500006850156e-04 1.368003849999695426e-03 -1.824836749999121871e-03 6.728439499993327895e-04 1.179046750003180926e-04
6.210132385072164141e+01 6.362418999997317050e-04 7.172508249996098657e-04 -1.311500549999436785e-03 1.982879999923170617e-05 7.548370500007877543e-04
6.310132385072164141e+01 1.217090574999929280e-03 7.790759999988949196e-05 -7.302513499998895428e-04 -7.182307500079332949e-05 8.716583250006806460e-04
6.410132385072164141e+01 2.186955766666869722e-03 -8.894551666671759787e-04 -6.710014250002132533e-04 3.592682500038790522e-05 1.103324900001098315e-03
6.510132385072164141e+01 2.872736025000449493e-03 -1.199829150000368810e-03 -6.270866499999101307e-04 6.691742499970132171e-05 6.569938749998983051e-04
6.610132385072164141e+01 2.882373812499736034e-03 -6.307487249996484094e-04 -1.060581225000532856e-03 -1.158446749986978840e-04 1.182922299999518163e-03
6.710132385072164141e+01 3.504917125000247321e-03 -1.628595750001551358e-04 -1.717381799999813602e-03 2.465054999993299020e-05 1.241844199999832211e-03
6.810132385072164141e+01 4.057670599999255341e-03 -4.467582999996011234e-04 -1.539241800000127128e-03 1.367454749997705206e-04 1.235672000000704457e-03
6.910132385072164141e+01 4.540256499999486585e-03 -5.133361999996850864e-04 -1.395160649999525014e-03 1.338309999991906701e-04 1.214004500001465226e-03
7.010132385072164141e+01 5.021011349999753709e-03 -4.525108499992711530e-04 -1.731407175000640626e-03 1.207737499953509467e-05 1.164421050000782930e-03
7.110132385072164141e+01 5.208247370000932720e-03 5.016324999996868471e-05 -1.773574800000460609e-03 8.316000003105727913e-07 1.190170300000318150e-03
7.210132385072164141e+01 5.735919949999697745e-03 -5.766677500014338555e-05 -1.306819899999936852e-03 1.049957249997532865e-04 1.128917700000784015e-03
7.310132385072164141e+01 5.669242850000955590e-03 -6.220741250008358751e-04 -8.613014000002295256e-04 6.081007500051782922e-05 7.839203000003181149e-04
7.410132385072164141e+01 5.741325375000087654e-03 -6.134033000007548106e-04 -4.447860749996834589e-04 -1.054892499966797491e-05 4.620030499997227337e-04
7.510132385072164141e+01 5.638156899999557589e-03 2.150729999993927780e-05 -7.996253999999680326e-04 8.081169000006411781e-04 3.625867499886226256e-05
7.610132385072164141e+01 5.635406499999590264e-03 8.725740000045334129e-05 -1.127090450000650971e-03 1.145256000000699622e-03 -2.592085000014776762e-05
7.710132385072164141e+01 5.786491400000159241e-03 3.202514499998869836e-04 -1.565334299999449367e-03 1.717338549999112771e-03 -5.220031499993637832e-04
7.810132385072164141e+01 6.270168299999568165e-03 4.341100000601727793e-06 -1.708011599999736041e-03 2.357337949999419122e-03 -1.028591174999746822e-03
7.910132385072164141e+01 5.687664050001330594e-03 7.286681999994471491e-04 -2.338077549999980059e-03 2.518993399999999456e-03 -7.700920000006589768e-04
8.010132385072164141e+01 5.086666100000002307e-03 1.416496274999190031e-03 -2.565162649998455838e-03 2.193160999999236183e-03 -1.561075666668330063e-04
8.110132385072164141e+01 4.997161900000719748e-03 1.286663049999333406e-03 -2.053836849999243156e-03 1.769691499999680650e-03 1.832580499994946970e-04
8.210132385072164141e+01 4.565330499999618354e-03 1.193584450000343983e-03 -1.525672924999526029e-03 1.618019099999401175e-03 -1.456336749997717546e-04
8.310132385072164141e+01 4.187091850000797602e-03 1.538578050000069270e-03 -1.955009449999124509e-03 2.105725099999105482e-03 -6.699951333334581505e-04
8.410132385072164141e+01 3.813667299998087321e-03 1.938339250001263258e-03 -1.877426150000246780e-03 1.438297249999777663e-03 -9.227104000010513587e-04
8.510132385072164141e+01 3.776752475001558026e-03 1.590312941666823486e-03 -1.543231941666206759e-03 6.470298749998590554e-04 -4.329706833330391027e-04
8.610132385072164141e+01 3.479438750000554345e-03 1.408790600000429591e-03 -1.307289149999633047e-03 1.053352999997514476e-04 -4.916859124996335317e-04
8.710132385072164141e+01 2.823101066667121212e-03 1.437366449999899574e-03 -1.355617524999615763e-03 1.354179500003738126e-04 -3.992741750016648244e-04
