# r	p	err_p
nan 0.000000000000000000e+00 nan
3.523293809293915668e+00 1.469883793134036942e-01 2.226546981211986048e-03
4.326503867234044343e+00 7.862687366167023240e-02 9.529709925316342785e-04
4.975750146361786364e+00 1.038114559502740925e-01 1.434797734883416082e-03
5.588494342368760748e+00 9.273097826086956763e-02 1.007822436787344589e-03
6.118710162896028315e+00 1.058175724203974100e-01 1.697969421119040158e-03
6.605370062830325573e+00 9.525460891354931015e-02 7.136775461533077097e-04
7.055130357433900379e+00 9.727587914809311676e-02 2.136027191257448658e-03
7.486987064664941016e+00 9.240816094243518852e-02 7.980645766789649107e-04
7.912113290955461231e+00 8.920049088677788063e-02 9.985578466490351284e-04
8.291699968264717668e+00 9.333445371090057230e-02 9.724600770594595857e-04
8.639736318779434043e+00 9.148264984227129359e-02 1.005080478575463973e-03
9.011116661792771154e+00 9.153395943922688904e-02 5.802505323123480999e-04
9.672709248026663431e+00 8.993622078578572543e-02 6.885627890686482969e-04
