# r	p	err_p
nan 1.007986742467834318e-01 4.649141434205325313e-04
3.523293809293915668e+00 8.724801438083533422e-02 6.303084904840361956e-04
4.326503867234044343e+00 9.343185587963208361e-02 3.223559867539275091e-04
4.975750146361786364e+00 9.123731197534513948e-02 4.461895526542053784e-04
5.588494342368760748e+00 9.219730858079269731e-02 3.228254572547121755e-04
6.118710162896028315e+00 9.079658248523683750e-02 5.276742276669015019e-04
6.605370062830325573e+00 9.183519303405127121e-02 2.268203868110366247e-04
7.055130357433900379e+00 9.233514545379092886e-02 6.813405937708868479e-04
7.486987064664941016e+00 9.230845965282372112e-02 2.561845698774698247e-04
7.912113290955461231e+00 9.218359719796420659e-02 3.239530682880116183e-04
8.291699968264717668e+00 9.277731828726183683e-02 3.129064070177528913e-04
8.639736318779434043e+00 9.238975718345879273e-02 3.231806200537447912e-04
9.011116661792771154e+00 9.209463051983388104e-02 1.867727495538529388e-04
9.672709248026663431e+00 9.190878059085803853e-02 2.227611764130524102e-04
