# r	p	err_p
nan 8.979520164360109691e-01 1.836500591508380821e-04
3.525026649769575915e+00 9.137411541046511765e-01 1.500478806734645960e-04
4.327740189345829158e+00 9.062747382517231109e-01 1.754375730790008064e-04
4.982350743021348727e+00 9.087166367693930713e-01 1.639441585581235953e-04
5.588497452704476842e+00 9.078644473801273929e-01 1.071921901715271798e-04
6.114015743806375802e+00 9.079764679742715616e-01 1.636569221709782034e-04
6.608071903434189487e+00 9.080176222328102398e-01 7.410428996975370090e-05
7.062373408251854556e+00 9.072125702605960962e-01 3.555372050719464655e-04
7.482853168214169237e+00 9.076153328075731164e-01 1.558435210828594704e-04
7.911917928571460479e+00 9.075221505141995992e-01 1.683656410228719276e-04
8.289336037012210667e+00 9.072226683274059456e-01 1.386192092225617292e-04
8.643536546370601314e+00 9.073233208111913806e-01 1.414368772388080084e-04
9.011808562267694001e+00 9.077490378820445294e-01 1.082949122750862333e-04
9.670194055459814919e+00 9.075776129208121823e-01 7.106690953597275559e-05
