# r	p	err_p
nan 2.000111268875812254e-05 1.027475926790705965e-05
3.525026649769575915e+00 1.500660968127908446e-01 1.228202843024889983e-03
4.327740189345829158e+00 8.054904079459626609e-02 5.239011941473731022e-04
4.982350743021348727e+00 1.053269465071267758e-01 6.659728004121493470e-04
5.588497452704476842e+00 9.007470889657653856e-02 4.332630272222997474e-04
6.114015743806375802e+00 1.045639068495280433e-01 9.384648411039576065e-04
6.608071903434189487e+00 9.622211355789406229e-02 2.965756265697093506e-04
7.062373408251854556e+00 9.528613070553722253e-02 6.115971623915162150e-04
7.482853168214169237e+00 9.084517169535048786e-02 2.108780859437275673e-04
7.911917928571460479e+00 9.106251519291314045e-02 3.103130330202567714e-04
8.289336037012210667e+00 9.138576167506899661e-02 4.837093867012935721e-04
8.643536546370601314e+00 9.183253582944986282e-02 6.790191438537580056e-04
9.011808562267694001e+00 9.227032706062431033e-02 2.855586598686833959e-04
9.670194055459814919e+00 9.312835048513340430e-02 2.575098771135434211e-04
