# r	p	err_p
2.529510455655713752e+00 6.730735230975172234e-01 7.404620268211605265e-04
3.103144500000780681e+00 nan nan
3.573306769485404377e+00 5.699502891346250877e-01 1.317603975634220421e-03
4.379614363520924591e+00 5.086957074075485474e-01 7.290039691310763736e-04
5.042554988822582906e+00 4.336193070441179964e-01 1.134636075276852308e-03
5.650741889422822517e+00 3.855880405439820469e-01 8.398979458765948617e-04
6.174846885187816881e+00 3.688489349228063485e-01 1.490939434007440166e-03
6.691984613891845513e+00 3.292402003977744629e-01 6.135293339154285382e-04
7.143904047233457177e+00 3.041431844924754047e-01 1.946540874917752255e-03
7.572161751416789599e+00 2.865934247480588226e-01 7.149309988772601081e-04
7.999119157453588258e+00 2.805641391331907264e-01 9.052826504707647999e-04
8.378299050115039392e+00 2.947055204710667953e-01 8.793175118587214347e-04
8.725984250973967349e+00 2.859123355554244461e-01 9.554646963605710388e-04
9.104385327486536283e+00 2.664484384328742461e-01 5.067598070862770060e-04
9.821588931147733348e+00 2.701819932153662895e-01 5.975117481241464055e-04
1.039425101819344732e+01 2.923667283507289105e-01 5.686057213187525796e-04
1.098571664134379589e+01 2.943278874972871662e-01 4.113692390681963624e-04
1.158350181197853068e+01 2.963625494343787303e-01 5.318796792559668703e-04
1.210403165516917490e+01 3.110961554639521953e-01 5.487124397045421188e-04
1.263401662859948438e+01 3.402596753120917250e-01 4.297117803894150287e-04
1.323074640716462014e+01 3.357130027952687779e-01 3.218034348091602568e-04
1.407052147293451050e+01 3.408347891190416923e-01 4.291492256977232946e-04
1.467870292107959429e+01 3.676901135957109101e-01 3.023136795513227284e-04
1.536453321352220591e+01 3.538186592749288928e-01 3.176170304204345277e-04
1.583097529115833169e+01 3.522322895377264507e-01 5.693356984273920075e-04
1.643848205853573674e+01 3.609818636978198159e-01 2.755866900852877691e-04
1.695263840017330281e+01 3.584996560493371454e-01 3.719488883419730450e-04
1.733459815359963940e+01 3.550672137838085662e-01 4.283232308208898931e-04
1.771462277956593212e+01 3.457878641427289401e-01 3.452058705912313882e-04
1.823186295184571648e+01 3.420487583446517044e-01 3.258713106449706142e-04
1.871113072831012403e+01 3.447092779586760081e-01 3.157670573195748686e-04
1.921948898467853084e+01 3.295399092286124265e-01 2.903844273374713209e-04
1.968746904212462923e+01 3.291962327441620428e-01 3.320148932202761686e-04
