# r	p	err_p
2.529510455655713752e+00 3.139097744360902498e-01 1.233376393338262138e-03
3.103144500000780681e+00 0.000000000000000000e+00 nan
3.573306769485404377e+00 5.095345911949685780e-01 1.449029494227482623e-03
4.379614363520924591e+00 4.769120042425849526e-01 7.592795319519273509e-04
5.042554988822582906e+00 2.997539257718359051e-01 1.247815164341621900e-03
5.650741889422822517e+00 2.724474741822251467e-01 8.898411028564550632e-04
6.174846885187816881e+00 1.547078176406078698e-01 1.493368004817671344e-03
6.691984613891845513e+00 3.891001267427122712e-01 5.893011584657304206e-04
7.143904047233457177e+00 4.769594077099821305e-01 1.706957406089421687e-03
7.572161751416789599e+00 2.921479213127849972e-01 7.164379197835120481e-04
7.999119157453588258e+00 3.614205666900690006e-01 8.726355395127046626e-04
8.378299050115039392e+00 3.728050199888669480e-01 8.457214329607702251e-04
8.725984250973967349e+00 2.760482220031844625e-01 9.710164966026641571e-04
9.104385327486536283e+00 2.681429610767551708e-01 5.076436793890608560e-04
9.821588931147733348e+00 3.594510126809808415e-01 5.781339816745004667e-04
1.039425101819344732e+01 3.105960967331353184e-01 5.681610560508058936e-04
1.098571664134379589e+01 3.481699661192479978e-01 4.035970030558536981e-04
1.158350181197853068e+01 2.946407806729490209e-01 5.352191659739982980e-04
1.210403165516917490e+01 3.200834314684337656e-01 5.487936360612926138e-04
1.263401662859948438e+01 3.223065461597107162e-01 4.364965252315345648e-04
1.323074640716462014e+01 3.399763675393536744e-01 3.225972007297507344e-04
1.407052147293451050e+01 3.545931020538402589e-01 4.281553622885721309e-04
1.467870292107959429e+01 3.444183826978760576e-01 3.083664550861291219e-04
1.536453321352220591e+01 3.272800411750342864e-01 3.244565320068103892e-04
1.583097529115833169e+01 3.485941162615942002e-01 5.726612481392063646e-04
1.643848205853573674e+01 3.464412153659535698e-01 2.797296259962381271e-04
1.695263840017330281e+01 3.389575507409210986e-01 3.776984181900555431e-04
1.733459815359963940e+01 3.484500334894035656e-01 4.329476859779602944e-04
1.771462277956593212e+01 3.413012434686186758e-01 3.474402383652248232e-04
1.823186295184571648e+01 3.352629955633585346e-01 3.292986863493250344e-04
1.871113072831012403e+01 3.360650560825354516e-01 3.183263552593427375e-04
1.921948898467853084e+01 3.380976284703015033e-01 2.902095228487898567e-04
1.968746904212462923e+01 3.335353711887820705e-01 3.326901532304879917e-04
