# r	vx_0	vx_1	vx_2	vx_3	vx_4	vx_5	vx_6	vx_7	vx_8	vx_9	vx_10	vx_11	vx_12	vx_13	vx_14	vx_15	vx_16	vx_17	vx_18	vx_19	vx_20	vx_21	vx_22	vx_23	vx_24	vx_25	vx_26	vx_27	vx_28	vx_29	vx_30	vx_31	
2.030139220299999714e+00 5.143563214284001955e-02 5.051856842999999375e-02 5.272646484000000772e-02 5.153546277283999055e-02 5.375282898000000725e-02 5.212612407333331449e-02 5.095037721950668869e-02 5.120419464999999976e-02 5.181877134999999385e-02 5.101126386284000891e-02 5.216423186999999406e-02 5.216151429500000963e-02 5.235115185783999897e-02 5.082856139999998579e-02 5.168390198000001601e-02 5.132979566283998873e-02 5.316673278999999031e-02 5.135606688999998920e-02 5.181217633784002824e-02 5.410474701499999595e-02 5.125606994999998278e-02 5.001179639284002859e-02 5.283576964999997516e-02 5.116911374284002084e-02 5.050185318000000728e-02 5.202366943999996857e-02 5.224664035284003194e-02 5.099684549999999178e-02 5.310046080999999280e-02 5.168658886284002024e-02 5.150551453999999141e-02 5.347839354000000212e-02
3.030139220299999714e+00 5.150940077284000412e-02 5.069180296999999114e-02 5.249338989999998567e-02 5.153180067284001548e-02 5.381056517999997790e-02 5.215156860000001726e-02 5.101312697284001579e-02 5.105553281999998527e-02 5.179726563999997868e-02 5.101440106284003267e-02 5.238140106999999296e-02 5.204876707999994689e-02 5.227199385284005823e-02 5.098076627999997834e-02 5.152592774999998487e-02 5.132093641284003749e-02 5.319379577999999026e-02 5.149753111000000133e-02 5.149443343283999219e-02 5.433546296000001802e-02 5.141036986999997921e-02 4.978689404284002834e-02 5.298583067999997759e-02 5.125145008284001658e-02 5.050398645999999714e-02 5.179176941000002837e-02 5.234043351283997753e-02 5.114002437999999595e-02 5.288066406000000580e-02 5.166580411283999696e-02 5.172775802000000034e-02 5.325856934000000598e-02
4.030139220299998826e+00 5.186171398784000797e-02 5.073413391000001355e-02 5.250899658999996777e-02 5.149313184284001060e-02 5.379233093999998688e-02 5.223877563000001167e-02 5.077811871283999939e-02 5.121983184999999439e-02 5.178134156000005484e-02 5.089426099283996668e-02 5.267331033999998052e-02 5.195208944000004325e-02 5.191599256617332458e-02 5.130493162666664719e-02 5.148912966000002839e-02 5.131053295283997950e-02 5.321626891999998998e-02 5.156190186000000203e-02 5.147192823284000435e-02 5.414796447999997014e-02 5.161099854000003595e-02 4.954809705283998861e-02 5.317737426000003487e-02 5.130645123283997244e-02 5.049507599999999985e-02 5.173486938000000646e-02 5.240099374283999079e-02 5.109992925000000213e-02 5.276143797999997137e-02 5.156746351284002827e-02 5.198069458000001419e-02 5.301713256000002705e-02
5.030139220299998826e+00 5.187191397283996697e-02 5.085498251000000053e-02 5.244689027000001835e-02 5.156380367283998345e-02 5.361766738999999837e-02 5.215930543000003861e-02 5.103921887283997816e-02 5.121053468000000275e-02 5.161880492000000403e-02 5.088152601283998239e-02 5.306423339999996602e-02 5.157263793000001900e-02 5.186699048284001273e-02 5.151980286000000520e-02 5.148493043999999297e-02 5.132219371284001824e-02 5.320743714999998791e-02 5.162109679000000118e-02 5.134386731284000527e-02 5.404452820000001101e-02 5.162000427999996477e-02 4.951492597284002511e-02 5.337803802000003206e-02 5.132634547283996401e-02 5.030181445000000279e-02 5.190319518999999410e-02 5.242823112617332748e-02 5.107080586666667282e-02 5.281623537999998591e-02 5.156155681284001202e-02 5.195210417999999303e-02 5.300380249999998156e-02
6.030139220299998826e+00 5.177532788283999848e-02 5.075896912000000399e-02 5.241822508999998548e-02 5.154436934284001293e-02 5.379123381999997844e-02 5.174876098999993401e-02 5.151626417284008858e-02 5.101282958999998896e-02 5.174633484000005362e-02 5.069613324283996081e-02 5.333313446999998070e-02 5.149400634000003002e-02 5.170338728283998403e-02 5.155910186999999173e-02 5.142439573999999652e-02 5.150473006284000954e-02 5.308463591999995623e-02 5.176659853000003392e-02 5.116983318284001186e-02 5.400809783999998420e-02 5.181493528999999570e-02 4.951186049283998886e-02 5.319010010000001926e-02 5.153842320784000203e-02 5.028140846499998956e-02 5.171492919000002242e-02 5.247541638283999277e-02 5.108568421000000276e-02 5.294203185999999534e-02 5.161880094284000686e-02 5.195248947000003642e-02 5.300284423999992306e-02
7.030139220299998826e+00 5.196082518284001611e-02 5.055496901999999987e-02 5.243372497000000493e-02 5.153076841283998205e-02 5.391776503999999581e-02 5.182139588000004432e-02 5.151446059283996265e-02 5.082733153999997866e-02 5.186350706999996729e-02 5.051066419284006709e-02 5.352260132000003640e-02 5.149182738999989045e-02 5.151079847284009000e-02 5.163396911999996314e-02 5.136306457000005404e-02 5.151142865283998146e-02 5.313393403000004483e-02 5.188676146999994521e-02 5.099199964284002740e-02 5.400497132000000450e-02 5.200279846000003398e-02 4.950712721283996587e-02 5.302696836999998276e-02 5.182316000283999219e-02 5.016913261000002094e-02 5.158623657999996531e-02 5.241943570284001569e-02 5.113789291000001014e-02 5.293170470999996463e-02 5.177368529284002291e-02 5.181276930999998559e-02 5.299696960999999984e-02
8.030139220299998826e+00 5.202239515283995502e-02 5.049320069999999050e-02 5.248992918000003338e-02 5.153759901283999634e-02 5.373046263999994854e-02 5.194700317999999956e-02 5.157699109284003686e-02 5.075906981999998846e-02 5.174713744999999421e-02 5.050539534284002874e-02 5.345403290000001750e-02 5.155953064000004527e-02 5.144136334283992001e-02 5.182773591000008895e-02 5.124270017999988519e-02 5.144712965284004708e-02 5.331516418000005475e-02 5.176112671999992532e-02 5.096219921284000226e-02 5.397513429000000418e-02 5.206820373000000529e-02 4.945145857283998747e-02 5.301713409000003568e-02 5.206351043283997254e-02 4.993698834999998892e-02 5.183249818000008197e-02 5.217284681283992920e-02 5.130994872000001206e-02 5.301646727999998615e-02 5.175744918283999019e-02 5.174681243000004566e-02 5.300940552000001776e-02
9.030139220299998826e+00 5.199539321284003118e-02 5.049460144000002260e-02 5.251832580000000139e-02 5.150893613283999417e-02 5.363719558000002580e-02 5.185593872999998133e-02 5.166385938283999529e-02 5.088320007999996147e-02 5.178046263999985799e-02 5.031953717284020494e-02 5.338769683999994298e-02 5.181456299999991078e-02 5.125520154284010643e-02 5.195706482000000265e-02 5.130680846999985389e-02 5.119248486284016381e-02 5.353023376999990757e-02 5.179453736000009384e-02 5.103894685950666893e-02 5.364901530333329727e-02 5.216189881000009299e-02 4.938099501283989279e-02 5.298893430999996462e-02 5.215693170284007446e-02 4.985543231999997604e-02 5.201122743000005655e-02 5.202066784283996409e-02 5.150346068000002248e-02 5.297603760999997774e-02 5.165715086284001362e-02 5.187414321999997413e-02 5.299393308999997276e-02
1.003013922029999883e+01 5.174742490283997659e-02 5.036846543500000939e-02 5.289486541500004746e-02 5.128106672283995471e-02 5.372529450000002038e-02 5.174710692000007717e-02 5.176872541283992352e-02 5.101793365999995195e-02 5.173666992000007514e-02 5.030232679283992703e-02 5.322133788000001087e-02 5.200426025999986546e-02 5.130179883284011200e-02 5.170323488000003881e-02 5.151042783999983110e-02 5.100492689284021747e-02 5.375707396999996474e-02 5.175925904999999216e-02 5.125429821284003401e-02 5.323237304000003750e-02 5.227312622999998049e-02 4.951226484283995088e-02 5.276413421999991138e-02 5.225342122284008795e-02 4.975864066999996504e-02 5.200393676000003573e-02 5.224825938284000104e-02 5.151113223000002017e-02 5.274900207999996815e-02 5.174865513284000740e-02 5.200117225999995041e-02 5.275843201000016136e-02
1.103013922029999883e+01 5.152432691283997945e-02 5.019743347000003159e-02 5.329103392999996053e-02 5.129422972284000681e-02 5.372073134999993949e-02 5.153509521000005505e-02 5.198500044283999033e-02 5.100053863000007098e-02 5.168246154999996816e-02 5.035353224284001838e-02 5.317943113999990673e-02 5.208349916000015734e-02 5.123756543283991549e-02 5.150213316999997792e-02 5.169559326999997179e-02 5.108626691284005178e-02 5.373513945999998376e-02 5.168442993999999846e-02 5.132122327283995811e-02 5.325940551999992778e-02 5.225142822000024972e-02 4.951056501283981198e-02 5.270302886000004239e-02 5.231366207284002257e-02 4.979137469000002175e-02 5.191246336999988387e-02 5.229928915284009355e-02 5.151291313000002509e-02 5.269943237999993868e-02 5.181183453284004398e-02 5.201222077000004773e-02 5.253659668000000560e-02
1.203013922029999883e+01 5.149889127284004720e-02 5.019359968999997229e-02 5.332582702999989072e-02 5.151553633284013112e-02 5.349106901999994140e-02 5.176649170000000716e-02 5.175536633284002347e-02 5.097650453000005660e-02 5.176982727000004059e-02 5.052509748283993962e-02 5.300323333000005882e-02 5.225486756000000121e-02 5.101033155283996728e-02 5.150332945999989281e-02 5.175993041999991245e-02 5.125406935284020082e-02 5.331816099999987096e-02 5.191980591000008166e-02 5.125605604284005218e-02 5.351723631999984881e-02 5.200973512000018478e-02 4.949555951283993865e-02 5.276590117999994944e-02 5.211185819284004650e-02 5.015744552999994166e-02 5.175366210000002104e-02 5.224334166284004544e-02 5.149068679999995596e-02 5.277886352000002446e-02 5.174580901284001749e-02 5.225382307999999754e-02 5.249023741999999521e-02
1.303013922029999705e+01 5.143802778284007476e-02 5.024916838999988339e-02 5.348806764000019198e-02 5.141152731950657251e-02 5.344363454333330571e-02 5.193086242999998131e-02 5.174429761284002338e-02 5.075693665000007709e-02 5.201539916999990687e-02 5.051689435284004159e-02 5.300700225999994269e-02 5.222756958000009109e-02 5.097719251283999720e-02 5.154186402000014017e-02 5.177486570999990240e-02 5.122726576283996580e-02 5.322233276666656770e-02 5.204776610333339271e-02 5.101542952283999455e-02 5.369723358000010049e-02 5.204750060000006007e-02 4.928449385283986683e-02 5.303316497999985279e-02 5.154550124284012352e-02 5.046052733000001150e-02 5.201353453999981585e-02 5.224522192284016681e-02 5.125881385000000123e-02 5.297856445000000136e-02 5.151024878284000269e-02 5.251317788000002540e-02 5.248203735000006587e-02
1.403013922029999705e+01 5.147863140284002909e-02 5.047183686000007719e-02 5.326169738999997350e-02 5.129066450283992218e-02 5.372606658000004393e-02 5.178480223999977483e-02 5.173299543284021890e-02 5.075739898000001388e-02 5.201586304000010985e-02 5.051439649283986227e-02 5.302326356000012370e-02 5.221486816999986597e-02 5.098546582284009532e-02 5.152600097999993772e-02 5.177759703999981755e-02 5.145516340284018303e-02 5.268370107666658919e-02 5.235446573333336906e-02 5.102253247283997789e-02 5.370633849999995046e-02 5.202692870999998942e-02 4.929046156284005303e-02 5.304326476999995238e-02 5.168478204284010502e-02 5.031320819999993837e-02 5.203225708000008831e-02 5.246486913283997938e-02 5.103461342000002732e-02 5.297113037999991170e-02 5.150571041284006391e-02 5.270601578000000398e-02 5.233853759999983896e-02
1.503013922029999705e+01 5.150772229284002884e-02 5.052114257999992114e-02 5.322976684000004649e-02 5.127562239284009366e-02 5.376363676999990071e-02 5.174730224999975897e-02 5.174899121284026737e-02 5.075279846000003287e-02 5.185240478999985497e-02 5.051009351284017207e-02 5.317782898999989794e-02 5.223499754999993278e-02 5.101520368284011286e-02 5.150130156999994241e-02 5.175449829000008245e-02 5.149659253283991878e-02 5.252520447999995540e-02 5.231829834000012447e-02 5.118576185284008651e-02 5.375010069999989343e-02 5.199166565999985279e-02 4.911583081284018326e-02 5.316446838000001701e-02 5.175966493283997577e-02 5.027312450000007843e-02 5.199213257999981547e-02 5.250148907284010735e-02 5.083904876999997824e-02 5.301846008000004468e-02 5.165776730283996865e-02 5.275739518999998656e-02 5.208493652000006219e-02
1.603013922029999705e+01 5.128554212283997771e-02 5.051551819999994947e-02 5.346667784999990791e-02 5.126842099284010384e-02 5.359333571999991275e-02 5.191636353000012721e-02 5.175599500283999815e-02 5.052570189999996964e-02 5.181947022000021885e-02 5.050536024283985848e-02 5.319763182999986267e-02 5.230200195999987201e-02 5.102376233284014462e-02 5.149606933000013681e-02 5.192919923999998050e-02 5.126385785283994051e-02 5.252287139000009347e-02 5.229626159999992141e-02 5.120742932284000348e-02 5.381036988000005572e-02 5.217113036999999204e-02 4.884723188283999346e-02 5.342863005999997500e-02 5.175516892283999609e-02 5.027092800999996558e-02 5.176586607999997952e-02 5.250514090284005148e-02 5.097695883999997513e-02 5.284146119000008440e-02 5.168562681283995347e-02 5.282790603000001028e-02 5.197843017999994458e-02
1.703013922029999705e+01 5.154391156783999506e-02 5.052720184000009107e-02 5.349547119999988054e-02 5.130672435284006766e-02 5.349306336000017592e-02 5.201933593999965438e-02 5.175295851284015397e-02 5.050083616999995889e-02 5.175573424999983796e-02 5.051385939284030319e-02 5.320226746000007723e-02 5.217826537999972064e-02 5.114533523284010147e-02 5.149286192000018109e-02 5.200133666000001514e-02 5.124625837283985907e-02 5.247453765999998687e-02 5.229399413999997331e-02 5.126506788283999999e-02 5.375080261000012016e-02 5.225909423999983150e-02 4.876076489284007776e-02 5.350445862000015318e-02 5.170598813283983075e-02 5.031475296000004205e-02 5.170180053999975239e-02 5.255341627284022127e-02 5.095677795999995624e-02 5.263462524000007969e-02 5.191091329283997052e-02 5.276612051999993863e-02 5.186806642000010154e-02
1.803013922029999705e+01 5.198896543284003968e-02 5.046760024999989713e-02 5.348486633000011647e-02 5.114549772283996654e-02 5.367786177999982894e-02 5.201700439999985826e-02 5.166359085284032149e-02 5.063753354000009171e-02 5.146603394999983705e-02 5.057186261284007250e-02 5.337410125000005556e-02 5.200626526000014238e-02 5.113670027283972325e-02 5.150136259999999605e-02 5.199299927000029103e-02 5.149359572283977032e-02 5.240600278999991285e-02 5.212872925000008179e-02 5.162433302284002989e-02 5.332096862999997217e-02 5.242963256000020972e-02 4.884513075283978406e-02 5.331859131000001029e-02 5.186497460284003602e-02 5.038686084999997872e-02 5.169236755000001377e-02 5.238021853284000051e-02 5.107550792000002671e-02 5.260593872000001586e-02 5.187439405283994498e-02 5.265236205999999919e-02 5.187420350000011143e-02
1.903013922029999705e+01 5.230886671283997008e-02 5.028240662000016403e-02 5.346979368999964233e-02 5.126586592284022859e-02 5.375386505999995429e-02 5.210381977999998387e-02 5.141173942284003873e-02 5.076836243000006771e-02 5.124656982000014988e-02 5.075896437283974882e-02 5.324640197000007902e-02 5.201920165999981971e-02 5.132812329617349872e-02 5.142746886666652723e-02 5.181199952000024173e-02 5.170033093283984971e-02 5.218656922000008969e-02 5.231849669999992514e-02 5.176862929283999881e-02 5.298316650000015060e-02 5.252853393000005144e-02 4.900512984283979939e-02 5.325146329999988493e-02 5.174883406284015025e-02 5.057243804999992515e-02 5.169325562000012808e-02 5.217440549283994949e-02 5.109242935000002372e-02 5.275169066999999684e-02 5.175452558283998028e-02 5.256898041000001437e-02 5.193059693000013494e-02
2.003013922029999705e+01 5.256676161284003918e-02 5.028023680000005824e-02 5.328093262000001967e-02 5.145459883283990538e-02 5.356936493000007127e-02 5.239265136333331324e-02 5.130217419950654223e-02 5.070289611000007579e-02 5.112834168999998152e-02 5.088026105283999928e-02 5.306316374999996838e-02 5.207660218000000757e-02 5.150024142284009843e-02 5.138165078999984425e-02 5.156283570000014249e-02 5.194369642284002442e-02 5.207210082000001544e-02 5.250066527999990712e-02 5.176846143284001556e-02 5.298706972000000182e-02 5.232219847999985962e-02 4.901559736284018254e-02 5.337506560000001427e-02 5.181651634283994390e-02 5.052508658000003788e-02 5.168389281999988955e-02 5.200011026284007826e-02 5.113985080999996352e-02 5.286997069999999771e-02 5.180872479284003018e-02 5.234217072999985954e-02 5.217666933000036922e-02
2.103013922029999705e+01 5.280472243284002609e-02 5.022433775999980005e-02 5.326812744000017363e-02 5.152193739283995877e-02 5.332959594000021702e-02 5.246420491999997243e-02 5.140295494283975836e-02 5.057683869000002136e-02 5.124786683999991294e-02 5.075849589284009422e-02 5.295429840000015487e-02 5.231066284000007727e-02 5.149473403283975903e-02 5.120299682000022806e-02 5.149240111999988517e-02 5.201419507284001792e-02 5.231793518000003862e-02 5.249993285999989684e-02 5.176946089283985392e-02 5.298626861000002575e-02 5.225526429000019318e-02 4.901592847283993415e-02 5.319309996999982415e-02 5.207513792284017978e-02 5.050532912000008784e-02 5.147582703999960263e-02 5.199535619284031268e-02 5.129458045999986393e-02 5.271853026000010434e-02 5.196574041284004325e-02 5.232578925999985253e-02 5.221753539999990368e-02
