# r	vx_0	vx_1	vx_2	vx_3	vx_4	vx_5	vx_6	vx_7	
2.030139220299999714e+00 -1.049810000000661603e-02 -1.652909927999999695e+02 1.652812957999999526e+02 -3.717039999997950872e-02 -1.652777863000000025e+02 -1.994320000000016080e-02 1.652441532999999367e+02 -1.652746479999999565e+02
3.030139220299999714e+00 -2.315519999996240585e-02 -1.648874015500000212e+02 1.640368843000000254e+02 8.050155999999901724e-01 -1.648796997499999861e+02 -1.619335000000887703e-02 1.648508948999999291e+02 -1.648789329999999609e+02
4.030139220299998826e+00 -2.865599999995538383e-02 -1.640633849999999825e+02 1.639773940999999695e+02 4.799649999989696880e-02 -1.640698240999998347e+02 -8.537400000022898894e-03 1.640327225999999996e+02 -1.640593567999999891e+02
5.030139220299998826e+00 -2.750395000020944281e-02 -1.651317062999999052e+02 1.651268920999999636e+02 -3.017419999991943769e-02 -1.651323509500000171e+02 -1.450349999998934436e-02 1.651072120499999585e+02 -1.651350440999999876e+02
6.030139220299998826e+00 -2.549745000010261720e-02 -1.654505843499998718e+02 1.654454498000000058e+02 -2.217865000011443044e-02 -1.654591445499999054e+02 -1.373289999997950872e-02 1.654363555500000871e+02 -1.654768218500000785e+02
7.030139220299998826e+00 2.908248500000354397e-01 -1.656938629500000388e+02 1.653777084999999261e+02 -3.383639999992738012e-02 -1.653805389500000445e+02 -7.991749999945341187e-03 1.653583335499999407e+02 -1.653930740499999956e+02
8.030139220299998826e+00 6.196748000002116896e-01 -1.658407746000001453e+02 1.643174285999997437e+02 -3.367619999971793732e-02 -1.643164215000000468e+02 8.857700000021395681e-03 1.642759018000001561e+02 -1.643239898000001631e+02
9.030139220299998826e+00 -3.199764999999388237e-02 -1.652503280499999505e+02 1.636899872000000755e+02 -4.367070000012063247e-02 -1.636839980999999398e+02 4.688300000054823613e-03 1.636453132499999015e+02 -1.636929855499999462e+02
1.003013922029999883e+01 -4.316710000011880766e-02 -1.664252547999999479e+02 1.655267524500000036e+02 -3.899759999990237702e-02 -1.655153503500000625e+02 -5.256700000018099672e-03 1.654802780249999614e+02 -1.655264206249999006e+02
1.103013922029999883e+01 -4.332735000002685410e-02 -1.667674369000000638e+02 1.667584341999999538e+02 -2.933499999971900252e-02 -1.667714652500002330e+02 -4.070350000006328628e-03 1.667302017500001057e+02 -1.663059883000001378e+02
1.203013922029999883e+01 -3.132629999981872970e-02 -1.672992325000000164e+02 1.672845917499998905e+02 -3.183750000016516424e-02 -1.673060036499997523e+02 1.261145000012220407e-02 1.672590369999996938e+02 -1.660577240499997060e+02
1.303013922029999705e+01 -2.349844999980632565e-02 -1.662867737499999521e+02 1.662641448999996783e+02 -3.316499999982625013e-02 -1.661460800499999095e+02 1.243599999997968553e-02 1.660987930000001143e+02 -1.657069702333333225e+02
1.403013922029999705e+01 -1.565549999941140413e-02 -1.674089736000000812e+02 1.673789748000003783e+02 -3.033450000020820880e-02 -1.663549728000002688e+02 1.553350000017417187e-02 1.663171004999996967e+02 -1.674183654999997088e+02
1.503013922029999705e+01 -2.799224999989746721e-02 -1.672871933000001263e+02 1.672661895500000355e+02 -1.850124999964464223e-02 -1.671996384000003673e+02 -1.146699999981137807e-02 1.671714325499997358e+02 -1.673096161499997834e+02
1.603013922029999705e+01 -1.650235000033717370e-02 -1.684784354499998926e+02 1.684561042500000667e+02 -2.184299999998984276e-02 -1.684901313500000697e+02 -5.348249999997278792e-03 1.684608040499996378e+02 -1.685009918499996502e+02
1.703013922029999705e+01 -2.433769999970536446e-02 -1.677550392499999816e+02 1.677437171499998385e+02 -2.334590000009484356e-02 -1.679999236999997265e+02 1.342799999974886305e-03 1.679562378999996781e+02 -1.679977493999997478e+02
1.803013922029999705e+01 -1.524734999998145213e-02 -1.661229286249999859e+02 1.661050262499998098e+02 -2.133179999987078190e-02 -1.660085831000000098e+02 1.137930000004416797e-02 1.659587783500002161e+02 -1.659996299500002124e+02
1.903013922029999705e+01 -1.615904999971462530e-02 -1.644276313999999957e+02 1.644099693499998693e+02 -2.333829999952286016e-02 -1.644420204500003138e+02 2.437600000007478229e-03 1.644107513000005838e+02 -1.644464569000006122e+02
