# r	vx_0	vx_1	vx_2	vx_3	vx_4	vx_5	vx_6	vx_7	vx_8	vx_9	vx_10	vx_11	vx_12	vx_13	vx_14	vx_15	vx_16	vx_17	vx_18	vx_19	vx_20	vx_21	vx_22	vx_23	vx_24	vx_25	vx_26	vx_27	vx_28	vx_29	vx_30	vx_31	
5.000000000000000000e-01 9.338400000046930948e-07 6.042399999955705632e-07 -8.666999999832114879e-07 -2.667240000005222276e-06 -4.632874756000000122e-02 -4.455559999996694787e-06 4.633226929999998550e-02 -4.633093874000000084e-02 4.632993164000000913e-02 -2.539059999992332366e-06 -2.270080350000171047e-04 2.259399349999967040e-04 -3.759277399999973353e-04 3.794738800000118425e-04 -1.947020000011434813e-06 -4.633192139999998960e-02 4.610679474499999181e-02 2.203292949999991032e-04 3.356800000005932925e-07 -4.632606201999999590e-02 4.634351197999999478e-02 -1.358643999998321382e-05 -8.123780000016722465e-06 -1.261352499999929949e-04 1.270752099999981433e-04 2.917479999996430917e-06 -3.930679999996300785e-06 -2.234298650000027828e-04 -4.610822907499998596e-02 4.610701295999998506e-02 -1.387848000000076231e-04 3.170349100000066644e-04
1.500000000000000000e+00 -7.743528999998261183e-05 8.023377000000664284e-05 -1.501470000005156271e-06 -4.031380000003536718e-06 -4.633537291999999946e-02 -3.329469999994216957e-06 4.634130250000000756e-02 -4.634157105000000221e-02 4.633810425999996402e-02 3.906100000335755142e-07 -8.482360000001562485e-05 8.372803000000886070e-05 -4.164184633333093246e-04 3.367248633333246944e-04 7.979125999997904793e-05 -4.634112854999998532e-02 4.633909301999997177e-02 -2.795419999984005557e-06 3.662199999894255411e-07 -4.633489685999999524e-02 4.633429565999999666e-02 4.699719999985063208e-06 -9.460459999979775445e-06 -2.990722700000219593e-04 3.017425500000285653e-04 -7.904052000001229004e-05 7.749633000001950284e-05 2.075199999580945485e-07 -4.634176635999995297e-02 4.633985900999996327e-02 -3.021942099999705791e-04 3.012664800000038404e-04
2.500000000000000000e+00 -2.506347600000026683e-04 2.507965100000091995e-04 -1.733400000011897634e-06 -1.998900000012326909e-06 -4.665330046499997080e-02 -5.264290000002347001e-06 4.665786589499998360e-02 -4.665655058999999827e-02 4.665508574999997771e-02 1.092530000005353992e-06 -2.562591599999905251e-04 2.538604800000257415e-04 -2.475250200000346274e-04 -1.336679999985790310e-06 2.505279599999994254e-04 -4.666016387499998669e-02 4.665919646499996909e-02 -4.263299999979608012e-06 -1.202399999988301754e-06 -4.665027923000000104e-02 4.665018157000001831e-02 4.565439999987574653e-06 -9.359750000021449884e-06 -2.476074199999857479e-04 2.511718699999619490e-04 -2.523071299999628432e-04 2.521697999999787556e-04 -1.959219999957895200e-06 -4.673291076800002025e-02 4.673220275799996187e-02 -2.506317099999250835e-04 2.491699199999629702e-04
3.500000000000000000e+00 -2.043334999999842701e-04 2.047302200000103694e-04 -5.981400000564462569e-07 -1.330580000012560116e-06 -4.675993649999996005e-02 -5.267360000016196453e-06 4.676347048000002032e-02 -4.687804770666667564e-02 4.687597860666661842e-02 1.800540000022010576e-06 -2.122680599999512095e-04 2.099975399999493670e-04 -2.049316399999952406e-04 -3.356799999437498643e-07 2.075378399999408497e-04 -4.676640013999994877e-02 4.676606443999990065e-02 -5.395499999940511447e-06 -1.074220000009518050e-06 -4.687235107999994377e-02 4.687135619999997782e-02 3.299561999997422415e-05 -3.712769999997362708e-05 -2.038696200000231326e-04 2.064697200000409837e-04 -2.087341200000082729e-04 2.102660999999898112e-04 -4.003899999952409354e-06 -4.696639404000006734e-02 4.696553343999994301e-02 -2.055358799999339691e-04 2.055358800000249065e-04
4.500000000000000000e+00 -2.529602000004160738e-05 2.503356000006533427e-05 -1.342600000498350635e-07 -1.599119999991671749e-06 -4.691604411333333974e-02 -3.871666666634610341e-06 4.691691283999998435e-02 -4.703486938000005224e-02 4.703393554000003668e-02 2.069099999971513242e-06 -3.043517999990399546e-05 2.749937999992653340e-05 -2.289732999997795397e-05 -3.603617666667560416e-05 6.053872666670940557e-05 -4.692062580000005284e-02 4.692195637999996977e-02 -6.665040000007138765e-06 -1.934819999951287357e-06 -4.702933350000002705e-02 4.702919922000001196e-02 2.178649999999834137e-04 -2.201293999999507029e-04 -2.410278000002108535e-05 1.989013699999759416e-04 -1.983001799999783510e-04 2.590027000001100596e-05 -3.204340000047523007e-06 -4.699216003999995284e-02 4.699276427999998090e-02 -2.650144999997792311e-05 2.416991000000052632e-05
5.500000000000000000e+00 2.066039999999702734e-06 -5.340600000636186917e-07 -2.133189999949536218e-06 -6.683300000531744021e-07 -4.682185362999994466e-02 -1.625824100000045243e-04 4.698164064000002332e-02 -4.682234192999999017e-02 4.682044066999992843e-02 2.032480000070791095e-06 -3.399670000044352605e-06 -2.990599999520781904e-07 4.901119999976799863e-06 -6.728113333349483240e-06 5.058793333330413171e-06 -4.698539732999997692e-02 4.698670043999995938e-02 -6.402589999970587258e-06 -2.899179999985790173e-06 -4.697620543000002868e-02 4.697610472999999565e-02 2.623687800000880301e-04 -2.625335700000505385e-04 1.901239999961035158e-06 2.558349700000235312e-04 -2.582672200000161013e-04 1.828000000023166679e-06 -3.134150000005320098e-06 -4.698458863000000429e-02 4.698562317000001126e-02 -1.696770000035030549e-06 -2.334599999994679846e-06
6.500000000000000000e+00 1.562489999923855137e-06 1.037699999869801065e-07 -1.602179999918007599e-06 -1.901240000097459343e-06 -4.710561726666661481e-02 -7.541605333329925455e-05 4.717886657999997846e-02 -4.710901286666667465e-02 4.710994669666661305e-02 3.050000032089883339e-09 -4.467769999973825243e-06 2.764889999980368878e-06 3.050000032089883339e-09 -1.968380000016622970e-06 1.303099999950063664e-06 -4.718316955000000090e-02 4.718523254000001749e-02 -6.631469999865657579e-06 -2.664190000177768481e-06 -4.717200621999986798e-02 4.717293700999994344e-02 8.249817000005349888e-05 -8.493347000012364020e-05 1.504510000086156608e-06 8.169554999994942958e-05 -8.269956999993156117e-05 1.101680000010674153e-06 -1.434320000043953699e-06 -4.718172913000003021e-02 4.718086243000002566e-02 7.018900000730354627e-07 -2.636710000115272241e-06
7.500000000000000000e+00 2.526860000034503103e-06 2.014199999393895381e-07 4.638599999452708447e-07 -3.997799999888229845e-06 -4.707386473999995019e-02 -1.216674799999964277e-04 4.719486083999999831e-02 -4.719912720000011414e-02 4.719840088000000489e-02 3.356999999596155023e-07 -4.406740000013087432e-06 1.403800000116461958e-06 1.336679999985790310e-06 -1.141360000110580519e-06 -2.563599999120924862e-07 -4.719893797999993867e-02 4.720286863999990923e-02 -7.336419999955978313e-06 -3.527820000090286983e-06 -4.723440552999991215e-02 4.723619994999998795e-02 3.936780000003636760e-06 -6.799320000027364226e-06 2.331539999977394681e-06 2.990719999979773841e-06 -4.461660000015399638e-06 8.056600001509650172e-07 -2.935800000159361114e-06 -4.719600219999992713e-02 4.719493409999995365e-02 2.728260000003501581e-06 -3.594960000009450398e-06
8.500000000000000000e+00 2.664179999919724700e-06 1.132210000014310832e-06 -2.239990199999738259e-04 2.212982099999862939e-04 -4.728742979999997487e-02 -1.344665600000553298e-04 4.741989746000008221e-02 -4.742132874000008075e-02 4.741940002999999598e-02 1.007100000606442303e-07 -1.373290000083216101e-06 -2.359019999948941605e-06 -1.788665600000058581e-04 1.818603400000028938e-04 -1.495359999989886921e-06 -4.742050170000002007e-02 4.742613524999997332e-02 -8.166509999955450655e-06 -4.098500000054627504e-06 -4.743860779999995586e-02 4.744120788999998950e-02 3.497309999966091810e-06 -6.234729999960109173e-06 -1.824646099999881774e-04 1.854614199999559754e-04 -1.193229999989853232e-06 -1.845367500000065812e-04 -3.131099999882281028e-06 -4.723706970000002975e-02 4.723766783999999719e-02 2.197279999927559194e-06 1.788696300000083362e-04
9.500000000000000000e+00 1.660159999846655443e-06 8.667200001582386931e-07 -2.947998200001165762e-04 2.917968600000676697e-04 -4.734916075999999474e-02 -1.276336599999922290e-04 4.747426150000001038e-02 -4.747599489000012968e-02 4.747360229000014559e-02 -2.014000001508975334e-07 -8.056799997575581523e-07 -2.526840000064112281e-06 -2.420349200001510332e-04 2.458252000002175849e-04 -4.577600002448889685e-07 -4.747530519999991483e-02 4.747923584000009189e-02 -7.397440000022470876e-06 -3.332540000155859259e-06 -4.746643675999984852e-02 4.746623534000009303e-02 6.134039999778906078e-06 -5.596919999879901170e-06 -2.482696600000054037e-04 2.487945599999875608e-04 6.042400000296765566e-07 -2.491699100000005235e-04 -2.398690000063652561e-06 -4.716643064999998664e-02 4.716860044999993812e-02 -8.392299999286478815e-07 2.433715899998787713e-04
