# r	vx_0	vx_1	vx_2	vx_3	vx_4	vx_5	vx_6	vx_7	vx_8	vx_9	vx_10	vx_11	vx_12	vx_13	vx_14	vx_15	vx_16	vx_17	vx_18	vx_19	vx_20	vx_21	vx_22	vx_23	vx_24	vx_25	vx_26	vx_27	vx_28	vx_29	vx_30	vx_31	vx_32	
2.050000000000000000e+01 -4.017639999983657617e-02 1.751710000007733470e-02 -2.545014000006631250e-01 2.496644000002561370e-01 2.347735493333341878e+02 -6.888631333325179185e-01 -2.341161804000012125e+02 2.341111450000016703e+02 -2.340898132000011174e+02 -2.917480000087380176e-02 -2.123412999990250682e-01 -2.667240000118908938e-02 2.801520000139134936e-02 2.388457999986712821e-01 -1.402279999911115738e-02 2.340595091999994111e+02 -2.340998229500000889e+02 -2.268371499994827900e-01 2.731320000020787120e-02 2.342923584000000119e+02 -2.342880249000008916e+02 2.021789500004160800e-01 -3.767389999939041445e-02 -1.945038499998190673e-01 -1.699830000143265352e-02 4.269410000051720999e-02 -1.901240000006509945e-02 -1.232909999998810235e-02 2.343053283999997802e+02 -2.343283386999992217e+02 2.151794499995958176e-01 -2.218627499996728147e-01 0.000000000000000000e+00
2.150000000000000000e+01 -2.233890000024985056e-02 6.011999999827821739e-03 1.093292499999733991e-01 -1.113434499993672944e-01 2.337230225000002974e+02 -2.969360000133747235e-02 -2.337346496999998635e+02 2.337366638000021339e+02 -2.337179870000018127e+02 -1.834109999981592409e-02 1.569824000007429277e-01 -3.317255000092700357e-02 2.783205000014277175e-02 -1.316528999996080529e-01 -2.435300000070128590e-02 2.336973572000006243e+02 -2.337200011999993876e+02 1.416625499996371218e-01 1.882934999957797118e-02 2.335438232000005883e+02 -2.335374908000003416e+02 -1.744841999998243409e-01 -2.633670000068377703e-02 1.743164000008619041e-01 -1.531980000072508119e-02 3.350824999961332651e-02 -1.002499999958672561e-02 -9.658799999670009129e-03 2.335528258499998628e+02 -2.335826415499996074e+02 -1.506652499992924277e-01 1.502989999989949865e-01 0.000000000000000000e+00
2.250000000000000000e+01 -1.467899999988730997e-02 1.327500000115833245e-03 -3.414915000030305237e-02 3.367619999971793732e-02 2.332893066000006002e+02 -3.282165000018721912e-02 -2.332969970999993166e+02 2.333063202000003002e+02 -2.332853241000011622e+02 -1.483155000005353941e-02 1.232909999998810235e-02 -2.366634999998495914e-02 1.484679999975924147e-02 7.156350000514066778e-03 3.696445000014136895e-02 2.332013625999993565e+02 -2.332739867999998751e+02 -6.011949999447097071e-03 7.827749999705702066e-03 2.332550048500006596e+02 -2.332396545500005232e+02 -3.500365000036254060e-02 -2.282715000001189765e-02 2.182005000031495001e-02 -1.583859999936976237e-02 3.550724999877274968e-02 -1.998949998778698500e-03 -1.466370000071037794e-02 2.332658081000008679e+02 -2.333021392500004367e+02 5.660999999236082658e-03 8.499150000716326758e-03 0.000000000000000000e+00
2.350000000000000000e+01 -1.367180000033840770e-02 -6.500299999061098788e-03 -3.550710000126855448e-02 3.585810000004130416e-02 2.329633027000018046e+02 -2.200319999974453822e-02 -2.329753265500021371e+02 2.329793547499994020e+02 -2.329586791499996252e+02 -1.681519999965530587e-02 1.348880000023200409e-02 -2.017214999978023116e-02 1.701355000022886088e-02 -6.500200000118638854e-03 -2.302555000005668262e-02 2.329479981000004045e+02 -2.329528199000005770e+02 -1.416009999957168475e-02 1.600640000015118858e-02 2.329320221999987552e+02 -2.329253540499994415e+02 -2.416994999930466292e-02 -2.066040000045177294e-02 2.232364999963465380e-02 -2.465824999944743467e-02 3.149415000007138588e-02 5.035499989389791153e-04 -1.516724999964935705e-02 2.329483033500009697e+02 -2.329849702000001344e+02 1.766965000024356414e-02 -2.670249999937368557e-03 0.000000000000000000e+00
2.450000000000000000e+01 -1.034540000000561122e-02 -6.652900001427042298e-03 -3.369139999995240942e-02 3.268440000101691112e-02 2.320368194500006211e+02 -1.550295000015466940e-02 -2.320513153000010789e+02 2.320563507000006211e+02 -2.320403595000007044e+02 -2.297969999926863238e-02 1.864620000014838297e-02 -2.966310000010707881e-02 2.334599999994679820e-02 -1.165779999973892700e-02 2.319399998668814078e-03 2.322099914999998873e+02 -2.322319946999996318e+02 -1.501459999963117298e-02 2.435300000070128590e-02 2.320110015499994915e+02 -2.320233306499994796e+02 -3.326400001242291182e-03 -1.635739999983343296e-02 5.004800001188414171e-03 -2.066040000136126764e-02 3.701790000013716053e-02 -1.235970000016095582e-02 1.007100001515937038e-03 2.320206451499980176e+02 -2.320729827499981184e+02 2.899169999909645412e-02 -6.317199999102740549e-03 0.000000000000000000e+00
2.550000000000000000e+01 -2.014200001212884672e-03 -1.065059999928053003e-02 -3.601069999967876356e-02 3.567499999917345122e-02 2.306191711500014208e+02 -2.033990000199992210e-02 -2.306285248499989393e+02 2.306391906499993638e+02 -2.306201781500003563e+02 -2.899169999909645412e-02 1.599119999991671648e-02 -2.798459999939950649e-02 2.066039999954227824e-02 -1.266480000049341470e-02 -1.073455999994621379e-01 2.313046874499996193e+02 -2.312096709500001452e+02 -2.566529999967315234e-02 3.967279999960737769e-02 2.305884704500003863e+02 -2.306094970499998453e+02 1.168829999915033113e-02 -1.934819999951287173e-02 -1.647900000534718856e-03 -2.734379999856173526e-02 3.100590000030933879e-02 -3.662100001747603528e-03 0.000000000000000000e+00 2.306064911000012216e+02 -2.306598358999999618e+02 3.265379999902506825e-02 -3.326399999423301779e-03 0.000000000000000000e+00
2.650000000000000000e+01 -6.820649999099259730e-03 7.003749999057617970e-03 -4.284664999977394473e-02 4.116820000035659177e-02 2.286443481499991321e+02 -1.318354999966686592e-02 -2.286703491500002201e+02 2.286663512999994055e+02 -2.286501769999986209e+02 -2.716065000095113646e-02 1.716615000077581499e-02 -2.265930000066873617e-02 7.995649999429588206e-03 -6.484999998974672053e-03 -1.265487700000448967e+00 2.311749877999991440e+02 -2.299185180999984368e+02 -2.415465000103722559e-02 2.682495000044582412e-02 2.286353454999989481e+02 -2.286410064999981842e+02 8.499149998897337355e-03 -2.017209999939950649e-02 -6.820700000389479101e-03 -1.684574999944743467e-02 2.568059999975957908e-02 -3.173799999785842374e-03 -6.515550000585790258e-03 2.286445160000002943e+02 -2.287016601499999524e+02 3.897094999956607353e-02 -2.655049999702896457e-03 0.000000000000000000e+00
2.750000000000000000e+01 -5.340549999345967080e-03 8.010899999135290273e-03 -4.367064999951253412e-02 4.582209999989572680e-02 2.274660186999990401e+02 -6.683399999019457027e-03 -2.274968261499998334e+02 2.267589518833325997e+02 -2.267446391333330098e+02 -2.566529999967315234e-02 9.201100000609585550e-03 -1.383975000044301851e-02 1.525500001662294380e-04 -4.882499997620470822e-04 -1.141998250000142434e+00 2.287318969599993466e+02 -2.276087280599996916e+02 -8.834749999550695065e-03 6.667999999081075657e-03 2.267330424500008235e+02 -2.267183787500010226e+02 -1.510599999164696783e-03 -3.300480000052630203e-02 4.989650000425172038e-03 -1.731864999965182506e-02 3.082269999958953122e-02 5.187499991734512150e-04 -1.649474999885569559e-02 2.274664917500003867e+02 -2.275144958000009865e+02 3.132624999943800503e-02 -3.662049999547889456e-03 0.000000000000000000e+00
2.850000000000000000e+01 3.631600000517209992e-03 -6.652899999608052894e-03 -3.567500000099244062e-02 4.797359999975014944e-02 2.273537140000007639e+02 2.033233999991352903e-01 -2.275843200999988767e+02 2.260873107999977947e+02 -2.260706786999980977e+02 -3.033449999929871410e-02 3.051799998502247036e-03 -8.667000000059488229e-03 -3.049999941140413284e-05 2.014100000451435335e-03 6.286599998929887079e-03 2.260413819000004878e+02 -2.260809936999994534e+02 9.766000002855435014e-04 -9.766000002855435014e-04 2.260713195999978780e+02 -2.260480040999973426e+02 -5.676300001141498797e-03 -3.601080000044021290e-02 5.981500000416417606e-03 -1.361080000060610473e-02 2.529900000081397593e-02 -6.407999990187818184e-04 -1.565560000017285347e-02 2.275673218000010820e+02 -2.276006775000023481e+02 2.069090000077267177e-02 -2.349800000956747681e-03 0.000000000000000000e+00
2.950000000000000000e+01 3.051999992749188095e-04 -8.667000000059488229e-03 -2.200319999974453822e-02 3.732300000046961941e-02 2.263496703999990132e+02 1.809998000007908558e-01 -2.265489807000012661e+02 2.252756653000014921e+02 -2.252626953000017238e+02 -3.366089999872201588e-02 8.026100000279257074e-03 -1.300050000099872705e-02 -1.007099999696947634e-03 5.676299999322509393e-03 -8.023528999983682297e-01 2.260500029999984690e+02 -2.252846678999994765e+02 -4.333499999120249413e-03 6.011899999066372402e-03 2.252720033000005060e+02 -2.252463380000008328e+02 -1.168820000020787120e-02 -8.444824499993046629e-01 8.148193499991975841e-01 -7.659899998543551192e-03 1.599119999991671648e-02 4.028299999845330603e-03 -7.995600000867852941e-03 2.265349884000006568e+02 -2.265729828000003181e+02 2.200319999974453822e-02 -8.026100000279257074e-03 0.000000000000000000e+00
3.050000000000000000e+01 -1.112364999971759971e-02 2.593999988675932400e-04 -2.009584999905200675e-02 3.099059999931341736e-02 2.264406281000019590e+02 -1.232910000180709176e-02 -2.264458313499999349e+02 2.251825256499996613e+02 -2.251780090000002019e+02 -3.530889999910868937e-02 1.594549999936134554e-02 -7.827799999176932033e-03 5.676300000232004095e-03 4.318249999414547347e-03 -1.134796500009542797e-01 2.252649994000003062e+02 -2.251923522999995839e+02 -1.034549999985756585e-02 5.691549999937706161e-03 2.251744995500002915e+02 -2.251426849500003300e+02 -1.577759999963745940e-02 -1.523590500000864267e-01 1.285247999994680868e-01 -1.004029999967315234e-02 1.086429999941174174e-02 1.898195000012492528e-02 -1.651004999985161703e-02 2.264308319000001575e+02 -2.264733581499995125e+02 3.002934999949502526e-02 -1.448059999984252499e-02 0.000000000000000000e+00
