# r	vx_0	vx_1	vx_2	vx_3	vx_4	vx_5	vx_6	vx_7	
0.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000222e+00 9.999999999999998890e-01 1.000000000000000222e+00 1.000000000000000444e+00 1.000000000000000000e+00
1.000000000000000000e+00 6.287771580940495486e-01 9.932682186880840147e-01 9.935493054291831827e-01 6.697595518393485436e-01 8.161573070108700811e-01 6.749261220138021988e-01 7.284705935515841668e-01 8.057876415752388555e-01
2.000000000000000000e+00 2.172400165433495678e-01 9.818438596186944700e-01 9.813670927160034196e-01 3.562300670385428747e-01 5.797409488111552323e-01 3.453073268558818354e-01 4.428841701054127555e-01 5.330992852571392326e-01
3.000000000000000000e+00 1.491933718815859067e-01 9.662148371956411630e-01 9.647296973403044484e-01 1.459148300267917864e-01 4.133605915697465272e-01 1.128043388711660738e-01 3.359798847064310312e-01 3.374796937691973975e-01
4.000000000000000000e+00 1.279990297524372100e-01 9.484958431257486389e-01 9.462840971949203484e-01 -2.786910854756286015e-04 2.520554942293689593e-01 -8.299954166416885493e-02 2.186852989256830304e-01 1.810230185340146181e-01
5.000000000000000000e+00 2.984806910489760240e-02 9.274691344203802590e-01 9.246378955359148000e-01 1.297620696632854551e-02 1.814648815853682762e-01 -1.257509449775950361e-01 6.524470532723096461e-02 3.977971851389066477e-02
6.000000000000000000e+00 -3.501067738464919837e-02 9.043578049006695263e-01 9.013009805888926307e-01 1.806987952938827191e-01 2.281008621834260675e-01 -3.635657245585253300e-02 3.231110493789799559e-02 -1.692973056180755234e-02
7.000000000000000000e+00 -3.628577934406954780e-02 8.792007747909742488e-01 8.760968356270938395e-01 3.152860440727969782e-01 2.667534568714075016e-01 -1.045985915492932648e-02 3.377087673834866521e-02 -1.354259675701999233e-02
8.000000000000000000e+00 -2.279417266081515056e-02 8.525715652296592673e-01 8.488429166056986608e-01 4.182069934372698583e-01 2.657672203576106340e-01 6.196319002802666565e-02 2.222166243624252094e-02 2.409809789257424603e-02
9.000000000000000000e+00 -8.544896869445234300e-02 8.230796648936354876e-01 8.198606722777851408e-01 4.258840164919945881e-01 2.476420669519964479e-01 1.548145309600010566e-01 4.082579883368227767e-03 2.893225974804643219e-02
1.000000000000000000e+01 -1.932991709246625056e-01 7.884889528173885109e-01 7.875162778637003758e-01 2.472336934915350670e-01 1.750987754670024765e-01 6.786247529523087296e-02 -3.037961488785651670e-02 8.454675766163762679e-03
1.100000000000000000e+01 -2.000939770790179928e-01 7.517103818745808352e-01 7.526107780817267168e-01 8.891890833357622703e-02 1.201389095105798305e-01 2.809963291508361938e-02 -6.895210826886957745e-02 -3.410142770123743977e-02
1.200000000000000000e+01 -1.567512068056076402e-01 7.125017519522852671e-01 7.138353972611011233e-01 1.911825905235254100e-02 7.474995426136574195e-02 -2.834114100046477777e-02 -5.004983767090210450e-02 -4.187964778155984363e-02
