# r	h_0	h_1	h_2	h_3	h_4	h_5	h_6	h_7	h_8	h_9	h_10	h_11	h_12	h_13	h_14	h_15	h_16	h_17	h_18	h_19	h_20	h_21	h_22	h_23	h_24	h_25	h_26	h_27	h_28	h_29	h_30	h_31	h_32	
5.000000000000000000e-01 3.177346802000000139e+02 3.202816773000000126e+02 3.202883300999999392e+02 3.202973327999999924e+02 3.453018188500000178e+02 3.452833404499999688e+02 3.720820006999999237e+02 4.811126708999999551e+02 5.078212829599999054e+02 5.087483520999999200e+02 5.068926543999999694e+02 5.087690277499999638e+02 5.069010162499999410e+02 5.078507934999999520e+02 5.087736816499999577e+02 5.078249512200000026e+02 5.087574920999999790e+02 5.069056854499999645e+02 5.088059997999999382e+02 5.087936554499999602e+02 5.087146607000000245e+02 5.088045043999999280e+02 5.065983276499999874e+02 5.069173431499999651e+02 5.087623595999999679e+02 5.087493286000000126e+02 5.069380035499999622e+02 5.069306640999999445e+02 5.087493592000000149e+02 5.076320648500000061e+02 5.087730103000000099e+02 5.076487427499999967e+02 5.087560119999999415e+02
1.500000000000000000e+00 3.173483581999999501e+02 3.207940216499999906e+02 3.208021850999999742e+02 3.208118438999998716e+02 3.462891540499998655e+02 3.462685242000000017e+02 3.717736664499999506e+02 4.817288361000000236e+02 5.093856658999998217e+02 5.093681640999999445e+02 5.075303344999999808e+02 5.093936615500000471e+02 5.072485046499999157e+02 5.084579773000000387e+02 5.092443236999999954e+02 5.092406615999998394e+02 5.084346618999999237e+02 5.075563201999999592e+02 5.092746581999998625e+02 5.092666626000000178e+02 5.090539856499999587e+02 5.092766724000000522e+02 5.072449951499999088e+02 5.075554809500000601e+02 5.090918426999999724e+02 5.090833435000000122e+02 5.075736541999999645e+02 5.075648194000000331e+02 5.090750122499998724e+02 5.090826569000000745e+02 5.090958404499999119e+02 5.086973266499999227e+02 5.090801696999998853e+02
2.500000000000000000e+00 3.167338410000000408e+02 3.204773255000000063e+02 3.204840088000000833e+02 3.204973449999999957e+02 3.482072082600000158e+02 3.481851440599999705e+02 3.720351715499998591e+02 4.814116821000000073e+02 5.090983276000001752e+02 5.090633239999999660e+02 5.080586547999998857e+02 5.091053466999996999e+02 5.065723267000000760e+02 5.080916747999999643e+02 5.093241577500000403e+02 5.093276519500000177e+02 5.080686645999999200e+02 5.080873413000001619e+02 5.093529968499999541e+02 5.093485107499998321e+02 5.093476715500000864e+02 5.093583221500000491e+02 5.080936889999998129e+02 5.081026611000002049e+02 5.093768310499998506e+02 5.093796691999999666e+02 5.081140136999999868e+02 5.081036682000001292e+02 5.093653411999998752e+02 5.093758392499998990e+02 5.093914947499999926e+02 5.081403503000001365e+02 5.093795165999999881e+02
3.500000000000000000e+00 3.170025024999999914e+02 3.201691436999999496e+02 3.201773376500000268e+02 3.201978149499999518e+02 3.500826721500000076e+02 3.500728454999998576e+02 3.723998107999998410e+02 4.810866546999998263e+02 5.086119995000003655e+02 5.087231751500000883e+02 5.077751770499999111e+02 5.087708282999999483e+02 5.062468414499999199e+02 5.078061676499999066e+02 5.086243285999998989e+02 5.086250000000000000e+02 5.077871704500000760e+02 5.077939758499999243e+02 5.086563415999999052e+02 5.086536559999999554e+02 5.086503296000000773e+02 5.086540221999998721e+02 5.078223571999999422e+02 5.078178101000000879e+02 5.086906739000000925e+02 5.086833191000000625e+02 5.078243102999999792e+02 5.076216430999998011e+02 5.086693420999999944e+02 5.086799927000001844e+02 5.087036742999998751e+02 5.076613158999998632e+02 5.086820069000000331e+02
4.500000000000000000e+00 3.166803283999997802e+02 3.208059692499999755e+02 3.207373047000000952e+02 3.207626648000000387e+02 3.517279205999999476e+02 3.517117538750001131e+02 3.720966491999997743e+02 4.823888397500001020e+02 5.080156860499996583e+02 5.092606811999999081e+02 5.080292053500002112e+02 5.093099975999998605e+02 5.068680267499996717e+02 5.080504761000001963e+02 5.084902038499999435e+02 5.080302123999999822e+02 5.080233307000000877e+02 5.080448151000000507e+02 5.085183410999998159e+02 5.080541381999998976e+02 5.080481415499998548e+02 5.080610351500001798e+02 5.080776977999998962e+02 5.080603027999998176e+02 5.083063659999997981e+02 5.080839843999999630e+02 5.082803039999998873e+02 5.081526337000000240e+02 5.082790221999998721e+02 5.082976380000000063e+02 5.083113708999999290e+02 5.081853027499998916e+02 5.082999878000000535e+02
5.500000000000000000e+00 3.163698272999999972e+02 3.214165038999999524e+02 3.204769897500000297e+02 3.205111847000000580e+02 3.535642191999998545e+02 3.543205384200000481e+02 3.717651367499997832e+02 4.838633423000001130e+02 5.075286712500001158e+02 5.086466675499998473e+02 5.075208588000000418e+02 5.086813354500000059e+02 5.075596924000001309e+02 5.075601348999998663e+02 5.088857118000000810e+02 5.075440216500001043e+02 5.075299682999996094e+02 5.073863526000004640e+02 5.089023437999999260e+02 5.073996581999999762e+02 5.074053344999997535e+02 5.074147033999997802e+02 5.074260254000000714e+02 5.074066467000002376e+02 5.076730347499999425e+02 5.074436341000000539e+02 5.076434936999999081e+02 5.076478272000001652e+02 5.076530457500000466e+02 5.076533203499998308e+02 5.076700439999997343e+02 5.076734924999996110e+02 5.076569671500001277e+02
6.500000000000000000e+00 3.168886413999998695e+02 3.220330047500001456e+02 3.211244965500000035e+02 3.211623687500000415e+02 3.548074951999997211e+02 3.559421691999996256e+02 3.722416382000001249e+02 4.841044922500000212e+02 5.080570067999997264e+02 5.080480041999999230e+02 5.080520020000003569e+02 5.080756836000000476e+02 5.080723267000003034e+02 5.081033019999995304e+02 5.082818450999998277e+02 5.080703430000003209e+02 5.080669860999996672e+02 5.078926696499997888e+02 5.083115081999999347e+02 5.079186859500000537e+02 5.079088439999995899e+02 5.079190216499996495e+02 5.079125214000000597e+02 5.079100036500003625e+02 5.079618529999997918e+02 5.079461364999997386e+02 5.079256744499998604e+02 5.079276733499996226e+02 5.079408569500001249e+02 5.079380035499998485e+02 5.079540252999995573e+02 5.079516601499999524e+02 5.079428100999998605e+02
7.500000000000000000e+00 3.162483215499999005e+02 3.226623383000001013e+02 3.217011566999999559e+02 3.217388458999998875e+02 3.552239989999998215e+02 3.551826781999998275e+02 3.716306457499999851e+02 4.834353332999999111e+02 5.076059875999999349e+02 5.075996703999999227e+02 5.076016540999999052e+02 5.076259766000002855e+02 5.076273193999995783e+02 5.076486816999995426e+02 5.076266480000003867e+02 5.076250000000000000e+02 5.076137085000000297e+02 5.076333008000001428e+02 5.076589966000001368e+02 5.076470031999997445e+02 5.076463317999996434e+02 5.076506652999996732e+02 5.076443177000001015e+02 5.076449890000003506e+02 5.076869811999995363e+02 5.076817017000003034e+02 5.076589966000001368e+02 5.076669922000000952e+02 5.076726685000003272e+02 5.076709899999996196e+02 5.076866454999999405e+02 5.076860047000000122e+02 5.076710204999999405e+02
8.500000000000000000e+00 3.156353454999998576e+02 3.231846618999998100e+02 3.221889953999998397e+02 3.222139893000003212e+02 3.573436802571433191e+02 3.570788635600001726e+02 3.710516356999996788e+02 4.839564972499997566e+02 5.081269989499996882e+02 5.081160125999999764e+02 5.070056915499999377e+02 5.081433105999999498e+02 5.070435028499996406e+02 5.081718597499998396e+02 5.081516723999998248e+02 5.070301666499995008e+02 5.081441955499999494e+02 5.070431366499997239e+02 5.081724853499999881e+02 5.081630096499998217e+02 5.081771698000002289e+02 5.081664733999996315e+02 5.070605011000002378e+02 5.070601501500000268e+02 5.082103118999998514e+02 5.081936798000001545e+02 5.070741576999998870e+02 5.070848235999997087e+02 5.082054748499999732e+02 5.082015228500004014e+02 5.082074737500001902e+02 5.082188415500004339e+02 5.081920013500002824e+02
9.500000000000000000e+00 3.152259826999998040e+02 3.227316590000000360e+02 3.226594848999998248e+02 3.226858215500001279e+02 3.610461818714284163e+02 3.601924621599999341e+02 3.705843200999997862e+02 4.844736786000003121e+02 5.075785065000000031e+02 5.075731659000002765e+02 5.063380432000003566e+02 5.076021576000002824e+02 5.063746947999998156e+02 5.076259918499999912e+02 5.076070251500000268e+02 5.063613586999999825e+02 5.076094818000001396e+02 5.063800049000001309e+02 5.076318206999999347e+02 5.078440247999997155e+02 5.078683472000002439e+02 5.078553161999998338e+02 5.063983459999999468e+02 5.064043578999999227e+02 5.078979798000000301e+02 5.078860168000001067e+02 5.064100342000001547e+02 5.064113464000001841e+02 5.079039917999998579e+02 5.078903503999990789e+02 5.078999940000003335e+02 5.079070130000000063e+02 5.078873596000003090e+02
