# r	h_0	h_1	h_2	h_3	h_4	h_5	h_6	h_7	h_8	h_9	h_10	h_11	h_12	h_13	h_14	h_15	h_16	h_17	h_18	h_19	h_20	h_21	h_22	h_23	h_24	h_25	h_26	h_27	h_28	h_29	h_30	h_31	h_32	
5.000000000000000000e-01 4.341920165999999313e+02 -6.860962217000007968e+01 1.803250122000000033e+02 4.469643249999999171e+02 -6.819998471999997491e+01 1.992576751999999658e+02 4.482948302999999441e+02 6.721103515999998308e+02 1.803786621000000139e+02 4.495630188499999349e+02 -6.231732477000002746e+01 1.916863098000000036e+02 4.483703307999999765e+02 6.909476623499999732e+02 1.603446807999999635e+02 4.404736633999999640e+02 -6.100412291999998615e+01 2.004680099500000097e+02 4.683000182999999197e+02 7.173026734000000033e+02 2.156009827000000030e+02 4.771226806999999326e+02 -2.696512137000007669e+01 2.256800079999999866e+02 4.683396607000000245e+02 7.223253173999999035e+02 2.105979920000000050e+02 4.770893249999999171e+02 -3.340381167000003870e+01 2.256733474999999771e+02 4.759186707999999726e+02 7.274073485999999775e+02 2.367300109999999620e+02
1.500000000000000000e+00 4.345154876499999546e+02 -6.914898987000003672e+01 1.797923431999999764e+02 4.464553375499999675e+02 -6.885696717000007538e+01 1.998955078499999445e+02 4.476828460999998924e+02 6.727636718999999630e+02 1.802641296999999554e+02 4.498903503999999884e+02 -6.281912537000005159e+01 1.911526565499999606e+02 4.477146606999999108e+02 6.907343445500000598e+02 1.598843384499999729e+02 4.410984802499999091e+02 -6.126129457000001821e+01 2.011263427999999749e+02 4.677572021999999379e+02 7.167821655499999451e+02 2.161843338499999732e+02 4.766196746999998481e+02 -2.757846372000011570e+01 2.256289977999999792e+02 4.678238221000000294e+02 7.218244933999998239e+02 2.112310027999999988e+02 4.766034851499999832e+02 -3.363150322000001324e+01 2.263163147000000208e+02 4.765111541999999645e+02 7.269296874999998863e+02 2.370638503999999784e+02
2.500000000000000000e+00 4.339033356000001049e+02 -6.888397517000009884e+01 1.800716704999999820e+02 4.467326659999998810e+02 -6.849499817000014446e+01 2.005520020000000159e+02 4.470495147999999972e+02 6.733833617999998751e+02 1.805630035499999622e+02 4.505481567499998619e+02 -6.254431456999998318e+01 1.905381698499999743e+02 4.479876709999998639e+02 6.903556518999998843e+02 1.601809997999999950e+02 4.407556457499998714e+02 -6.163397527000006448e+01 2.014879914000000554e+02 4.680756836000000476e+02 7.170803223000002617e+02 2.167849883999999747e+02 4.769656677999998919e+02 -2.728564757000015106e+01 2.254373321500000316e+02 4.681286620999999286e+02 7.221649779999997918e+02 2.118420105999999805e+02 4.769010009999999511e+02 -3.338263247000008960e+01 2.267336425999999392e+02 4.765489806999999018e+02 7.272513427999997475e+02 2.364606705000000488e+02
3.500000000000000000e+00 4.332644958500000030e+02 -6.819015812000003507e+01 1.807475128500000210e+02 4.470554962500000329e+02 -6.938748466999999209e+01 2.000006714499999703e+02 4.462980346999997892e+02 6.738083495999999286e+02 1.804558410999999296e+02 4.502553405999999541e+02 -6.183481141999999409e+01 1.899589996500000098e+02 4.483219909999997981e+02 6.898755187999997815e+02 1.604636687999999367e+02 4.401383057000000463e+02 -6.218228457000003573e+01 2.017645034999999325e+02 4.683970184499999050e+02 7.173668213000000833e+02 2.159394989000000464e+02 4.772920075000000679e+02 -2.662481987000001027e+01 2.260633239999999660e+02 4.684228210499999250e+02 7.224493408499999987e+02 2.113218154999999570e+02 4.775553436499999407e+02 -3.301233217000003606e+01 2.270228119500000048e+02 4.760433197500000233e+02 7.275601807000000463e+02 2.358973312499999793e+02
4.500000000000000000e+00 4.326250000499999260e+02 -6.750061337000011008e+01 1.813630066000000625e+02 4.465626526000000922e+02 -7.001880187000000433e+01 2.002819976999999199e+02 4.464451904499999273e+02 6.744261474999998427e+02 1.801021728999999141e+02 4.505610047000000122e+02 -6.113531797000007373e+01 1.903026580999999169e+02 4.478110047000000122e+02 6.892236328500002855e+02 1.601401824999999235e+02 4.404263305999998011e+02 -6.279199521999998979e+01 2.014688263499999721e+02 4.680906676999998126e+02 7.171216736000001220e+02 2.150103301999999985e+02 4.766848297499998353e+02 -2.599634097000011934e+01 2.263654861499999242e+02 4.680808258499998828e+02 7.218136902500000360e+02 2.116496429999999691e+02 4.781385193000000982e+02 -3.268362732000002779e+01 2.267343445499999461e+02 4.754343414499999199e+02 7.272376709000000119e+02 2.353716736000001220e+02
5.500000000000000000e+00 4.319758453499998723e+02 -6.722583312000000433e+01 1.819610138000000461e+02 4.471779785999999604e+02 -6.940033267000001160e+01 2.005725021500001048e+02 4.472363586999999825e+02 6.750343018000003212e+02 1.797613525499999696e+02 4.508654937999999675e+02 -6.085931701999999177e+01 1.908414612500000658e+02 4.484399871999999050e+02 6.886153259500001695e+02 1.598591842999999244e+02 4.407523346499997388e+02 -6.306265562000004365e+01 2.011900024499999518e+02 4.677886810500001502e+02 7.177606812000003629e+02 2.144111556999998811e+02 4.760376739499999985e+02 -2.572314752000011140e+01 2.257364959999998746e+02 4.679103393999998843e+02 7.214566650499996285e+02 2.119449844499999926e+02 4.784530258249998269e+02 -3.327014467000003606e+01 2.263521804999999176e+02 4.747983398500002750e+02 7.278613281999996616e+02 2.359606704499999523e+02
6.500000000000000000e+00 4.314546509000001606e+02 -6.855940549499999292e+01 1.826693573000000015e+02 4.476616516499998397e+02 -6.901166077000004861e+01 1.999481736000000183e+02 4.474081726500003242e+02 6.754470215000001190e+02 1.801053466999999273e+02 4.502963257000001249e+02 -6.143298646999994617e+01 1.911750640750000230e+02 4.490123290999999881e+02 6.881056519000003391e+02 1.601730193999999301e+02 4.401188354500000059e+02 -6.245300596999993559e+01 2.015320129999997789e+02 4.680566711000001305e+02 7.182130127000000357e+02 2.138756561999998667e+02 4.753813476499999524e+02 -2.627167047000011735e+01 2.251809997999998814e+02 4.676167398999999136e+02 7.221133423000001130e+02 2.113600006000001486e+02 4.779004823000000215e+02 -3.361014097000008860e+01 2.266283263999998780e+02 4.742753296000000773e+02 7.282739867999998751e+02 2.366036834999999883e+02
7.500000000000000000e+00 4.324157918666666660e+02 -7.001730647000005092e+01 1.829865035999999918e+02 4.471579894999995304e+02 -6.880798642000007703e+01 1.994549866000002112e+02 4.472115020999999615e+02 6.756573486499996761e+02 1.804536743500000284e+02 4.505608215500001279e+02 -6.080646057000012661e+01 1.919246521999998549e+02 4.492608337500000744e+02 6.886538086000000476e+02 1.604916763499999206e+02 4.395626525999996375e+02 -6.205231017000005522e+01 2.018336716499998147e+02 4.685536804000003031e+02 7.188550109999996494e+02 2.141101684499999465e+02 4.747953339499999856e+02 -2.601965637000012066e+01 2.254344940500000121e+02 4.682164612333332911e+02 7.224574889999998959e+02 2.115673370499998782e+02 4.773966369999998278e+02 -3.380896307000011802e+01 2.270761527749999686e+02 4.741430053999999359e+02 7.287674357333329453e+02 2.372620239499999570e+02
8.500000000000000000e+00 4.339543304499998158e+02 -7.028949277000003804e+01 1.822582206750000751e+02 4.475496521000004577e+02 -6.902414242000014610e+01 2.000699996999999257e+02 4.478440247999997155e+02 6.753776855500000238e+02 1.798001632499999687e+02 4.503338318500000241e+02 -6.016162417000009555e+01 1.926094894499999555e+02 4.490316619999998693e+02 6.891519775500000833e+02 1.599263458000000355e+02 4.402101746499997716e+02 -6.138199156999996831e+01 2.012263488500000221e+02 4.691558227500004250e+02 7.194856567999995605e+02 2.138771591500001250e+02 4.742673340000001190e+02 -2.627429502000001094e+01 2.252026596000000609e+02 4.677881622999998399e+02 7.218301391500008322e+02 2.113581696000001102e+02 4.780786896500003422e+02 -3.386114807000006977e+01 2.263258438499999556e+02 4.729530029999996259e+02 7.294819946999996318e+02 2.378846893999998429e+02
9.500000000000000000e+00 4.344595031999997445e+02 -6.961395566999999573e+01 1.816886673499998324e+02 4.481584930499998336e+02 -6.843634337000003143e+01 2.005768356500000209e+02 4.482860108000004402e+02 6.759389953500003685e+02 1.791715011500000401e+02 4.508525085999999646e+02 -5.956448667000000796e+01 1.931523284999998396e+02 4.497099914999998873e+02 6.885208435499998814e+02 1.603423156999997445e+02 4.407496795499996551e+02 -6.074664617000007638e+01 2.006140136999999868e+02 4.696403198499997416e+02 7.200916442500001722e+02 2.144394989499999156e+02 4.746793518000004042e+02 -2.488479922000004763e+01 2.258996581999999762e+02 4.671353301999997711e+02 7.212276611499992214e+02 2.118859939500000564e+02 4.785631866499993521e+02 -3.332532042000008232e+01 2.258963469999998779e+02 4.733836670000000595e+02 7.299313354000005347e+02 2.383326720999998543e+02
