# r	p	err_p
2.653698381176470722e+00 9.809172432248655649e-02 6.013499112713478149e-04
3.519749892994607610e+00 1.003298607883785915e-01 1.405695490878695973e-03
4.322691824184581755e+00 9.830973681178842294e-02 3.652331900042768702e-04
4.975988088531915210e+00 1.010389477385738727e-01 6.116268462493570359e-04
5.584405782753156799e+00 1.014173072204783005e-01 5.839827405753854469e-04
6.104981480314951803e+00 9.909574158228909302e-02 7.659064549301519351e-04
6.605821287803802733e+00 9.935370230275672454e-02 2.916995205640385172e-04
7.427543579080572833e+00 1.015373200823826150e-01 2.826885028757728847e-04
7.908410931594061388e+00 1.010912202981815305e-01 8.650785685982984637e-04
8.289810432760399195e+00 1.003060588449893320e-01 5.941093465061985171e-04
8.619612607438075003e+00 1.009616596079103007e-01 4.627776875732745113e-04
9.009221434463473344e+00 1.011636047823150225e-01 3.078541388517477915e-04
9.656809037715090582e+00 9.977150306118105771e-02 5.352989618321922580e-04
