# r	p	err_p
2.664425190641249497e+00 9.695849437069399557e-02 1.389781704260824010e-03
3.523161579079503447e+00 1.005384485949857021e-01 1.986183363021144267e-03
4.338549515157914982e+00 9.985494754987492283e-02 9.910143476467687083e-04
4.983353079291393151e+00 1.001943881000676162e-01 1.406351620465900358e-03
5.585881170701975762e+00 1.028414797455641100e-01 9.964950783291207700e-04
6.112907769640671951e+00 1.004010695187165791e-01 1.769751445421330208e-03
6.618814351315474021e+00 1.008557205743201568e-01 6.950366036010085895e-04
7.446896582085941851e+00 1.016800881986386768e-01 7.518617462019250557e-04
7.905763599041342182e+00 9.996296861045156357e-02 1.009087364667698473e-03
8.289140151678642709e+00 1.000559782721373303e-01 9.847015760661118489e-04
8.622033661364261192e+00 9.816843999788259223e-02 1.106875724932515495e-03
9.002046047834596720e+00 9.986697509223278757e-02 5.533176043144400705e-04
9.674908401115175138e+00 9.778313505581467946e-02 6.958103594735059148e-04
