# r	vx_0	vx_1	vx_2	vx_3	vx_4	vx_5	vx_6	vx_7	vx_8	vx_9	vx_10	vx_11	vx_12	vx_13	vx_14	vx_15	vx_16	vx_17	vx_18	vx_19	vx_20	vx_21	vx_22	vx_23	vx_24	vx_25	vx_26	vx_27	vx_28	vx_29	vx_30	vx_31	
2.030139220299999714e+00 2.429200000000264665e-06 -1.855480000000397830e-06 -2.522279999999454780e-06 1.129200000008268047e-07 -4.776000000020986186e-07 -1.067999999975199836e-08 -3.370659999998792907e-06 5.493000000001302068e-07 -2.728260000000659786e-06 4.199220000000991966e-06 -3.741460000000529230e-06 -6.027200000005450523e-07 -4.364000000009582227e-07 5.370999999996683984e-07 -1.870719999999437211e-06 2.364999999997507938e-07 -2.302539999999453475e-06 1.899720000000115746e-06 -2.053839999999240608e-06 1.342800000003308015e-07 -1.924139999999851951e-06 -4.302979999999934363e-06 -1.739400000019486600e-07 2.410880000002180209e-06 3.647000000000844154e-07 -6.988599999999678648e-07 -3.715520000000083394e-06 -4.241800000016837730e-07 1.443480000000363277e-06 -3.323380000000497736e-06 2.233900000001654162e-06 -1.980600000001686589e-06
3.030139220299999714e+00 3.902440000001661398e-06 -1.206210000003693539e-06 -3.256989999994175428e-06 -1.739500000041971467e-07 1.538090000002512171e-06 -2.198030000005246465e-06 -2.736659999999346669e-06 1.689909999998917462e-06 -3.542329999999083017e-06 4.439550000000735773e-06 -4.290009999999710598e-06 -2.194219999995539330e-06 1.737219999995431939e-06 -3.196799999955146573e-07 -2.626790000005030243e-06 5.744800000002214393e-07 -7.385199999987435572e-07 5.638099999998757682e-07 -2.404019999997330896e-06 1.240539999994894155e-06 -1.012419999995017920e-06 -2.430730000003222810e-06 -1.403039999996735742e-06 1.609799999999950265e-06 -1.942439999999123819e-06 2.235399999960918713e-07 -2.393339999997579037e-06 -1.817320000003519498e-06 1.205440000001090105e-06 -2.249139999997851112e-06 2.346800000000825987e-06 -9.834400000045206384e-07
4.030139220299998826e+00 4.280079999989539337e-06 7.934599999998681400e-07 -5.400079999992612660e-06 2.239980000001651315e-06 7.858399999975063361e-07 -2.206419999998843251e-06 -3.666700000007949805e-06 2.441420000002381175e-06 -4.121380000003682393e-06 3.573580000005449653e-06 -3.898620000006758429e-06 -1.580799999993587293e-06 3.526320000003124851e-06 -2.593999999999141599e-06 -3.952040000007173380e-06 4.258720000001403647e-06 -1.132200000000693866e-06 -1.693719999997256356e-06 -1.181040000005850714e-06 -9.151999998948668160e-08 3.355999999712366545e-08 -9.613200000046617863e-07 -1.773079999992432918e-06 9.933599999953913425e-07 -3.979479999998147595e-06 2.239999999994779465e-06 -2.920559999989791342e-06 -2.273560000008956405e-06 2.026360000002114136e-06 2.747999999428429966e-08 -7.461599999942336172e-07 2.990800000020499276e-07
5.030139220299998826e+00 3.329460000003337108e-06 1.779939999994439800e-06 -4.698179999996909653e-06 1.789860000002363395e-06 -1.888280000002850972e-06 3.273100000001250274e-07 -5.432139999999208331e-06 2.072139999995670257e-06 -2.433769999993273620e-06 1.792149999999992447e-06 -2.526860000006081336e-06 -4.547099999967940597e-07 5.744899999967856203e-07 -4.981999999984055144e-07 -6.481930000001057224e-06 6.554410000006783191e-06 -2.257540000005065076e-06 -1.280209999998760473e-06 1.343539999999165857e-06 -1.456459999997150694e-06 -4.150400000014542392e-07 -1.962270000001353831e-06 -3.303540000001703436e-06 2.775580000002264572e-06 -3.816980000004832664e-06 2.690890000002354834e-06 -3.741459999997687011e-06 1.444249999997282485e-06 -1.602179999997588250e-06 8.552599999973153787e-07 -8.125399999983074118e-07 -5.806000000006860943e-07
6.030139220299998826e+00 3.152460000001155829e-06 1.519780000000992002e-06 -3.800960000000941335e-06 1.086420000001453518e-06 -7.324200000084601550e-07 1.541200000019671344e-07 -6.015019999995274964e-06 2.502440000000660904e-06 -2.787780000005568493e-06 1.058960000000297415e-06 -1.232919999995374358e-06 -1.992800000004990510e-06 1.945499999999356093e-06 -7.583599999975376447e-07 -6.355280000002494759e-06 7.202140000003964415e-06 -1.135239999996429114e-06 -2.893080000001191527e-06 -7.619999996677506389e-09 -2.197200000068733132e-07 6.256000000348649252e-08 -2.455140000006394940e-06 -9.811399999989590590e-07 6.286599999953068742e-07 -4.432679999990796363e-06 3.080739999995784996e-06 -2.955620000000180675e-06 1.914980000003652154e-06 -2.342220000002726088e-06 -5.111800000008770517e-07 7.995600000072045389e-07 -3.646839999998974042e-06
7.030139220299998826e+00 4.035190000001876248e-06 1.953099999923324393e-07 -1.170350000001008123e-06 -7.560699999999088049e-07 -1.774599999998827199e-06 6.454500000018015325e-07 -5.081950000010237771e-06 1.785280000012789942e-06 -1.068110000011302014e-06 -2.626799999990225653e-06 3.523249999989275398e-06 -3.227989999993496893e-06 1.808160000001635051e-06 -1.464840000005551646e-06 -5.261229999996430712e-06 5.783080000003338190e-06 -4.798900000025696774e-07 -2.680960000003551602e-06 -2.172860000001719625e-06 5.332900000041718287e-07 9.216300000048249923e-07 -2.334589999998115559e-06 -5.271900000025197620e-07 3.448500000047260940e-07 -3.907780000008642664e-06 1.026920000003883633e-06 4.364000000009582227e-07 -1.395420000005742603e-06 -6.149200000038490797e-07 -1.891329999995150507e-06 2.096559999995406674e-06 -2.700049999998555055e-06
8.030139220299998826e+00 3.480540000009568730e-06 -7.675200000221593148e-07 1.554860000010194135e-06 -1.739399999905799690e-07 -5.754100000012840697e-06 1.974500000005719066e-06 -4.179380000005039462e-06 -7.202199999937874631e-07 1.864619999992101024e-06 -4.791260000001784629e-06 6.866460000014740052e-06 -4.705820000003768907e-06 1.818860000003041930e-06 4.730199999812612322e-07 -6.013499999994564697e-06 1.058960000000297415e-06 -4.579999995257821839e-09 3.662200000007942585e-07 -2.073659999996380100e-06 -1.393140000004677838e-06 2.360539999995126106e-06 -1.721199999997225048e-06 -3.752119999990100048e-06 4.885859999990316558e-06 -4.440320000003339208e-06 -1.274100000000544226e-06 4.882800000132192483e-07 -2.526860000011765774e-06 4.333600000109072539e-07 -3.128199999991920543e-07 1.274119999993672588e-06 -3.260799999998198549e-06
9.030139220299998826e+00 1.271060000010493204e-06 -1.075799999966875465e-07 1.037599999995109047e-06 -1.032250000002932159e-06 -3.271489999997356914e-06 7.377600000040729679e-07 -4.003139999997529302e-06 1.861599999870122791e-07 -4.745599999978367133e-07 -3.881830000000263664e-06 6.079870000007758431e-06 -5.806740000002719050e-06 2.780919999997877385e-06 7.385200000044278895e-07 -4.376210000009450753e-06 2.449000000069645457e-07 -1.608279999993555984e-06 1.730349999991176543e-06 -1.683809999997265501e-06 -1.282500000002073751e-06 2.112580000004982018e-06 -2.602390000004106838e-06 -2.687080000009700590e-06 4.119120000018483743e-06 -3.926850000016202405e-06 -1.123809999990044189e-06 -2.178960000003371586e-06 -1.762399999961417072e-07 9.536799999978029559e-07 -5.439799999976457559e-07 4.241999999976542482e-07 -2.964020000001710201e-06
1.003013922029999883e+01 8.758400000033361316e-07 -1.528920000009748087e-06 -1.469650999998748391e-05 1.713638999998465864e-05 -4.832480000004580097e-06 1.789880000001175983e-06 -5.044559999987541530e-06 -1.176460000010592823e-06 1.304619999996248165e-06 -3.800959999989572882e-06 3.852840000013202731e-06 -6.883240000001933624e-06 7.684319999998478706e-06 -1.884440000003451188e-06 -3.335579999998117219e-06 -6.012000000055195414e-07 -1.498399999991306607e-06 1.618940000003021912e-06 2.273599999853104294e-07 -2.206419999993158813e-06 -1.615066000000524649e-05 1.442335999998931595e-05 -4.293819999998050128e-06 1.204444900000112295e-04 -1.184974699999997896e-04 -8.667000000059488168e-07 -4.626460000008591710e-06 3.836060000003272254e-06 3.112800000053539551e-07 -2.784719999999651781e-06 4.012999999986277803e-07 -2.473459999987426082e-06
1.103013922029999883e+01 -7.511750000001030027e-05 7.613983999999618000e-05 -2.508499099999881069e-04 2.528572100000019206e-04 -3.213510000000496872e-06 -7.954330000000027229e-05 7.457580000000234299e-05 -7.562940999999909740e-05 7.618330999999897702e-05 -8.099365000000488567e-05 1.776880000011260628e-06 7.349013999998987531e-05 -7.123642000001381941e-05 -3.066999999998643081e-06 7.481688000000303966e-05 2.899170000011963639e-06 -8.375167000000373818e-05 3.059380000001965715e-06 2.289000000246232990e-08 -1.673120000009476012e-06 -1.762520000000108750e-04 1.739822500000173127e-04 -3.743739999993067549e-06 5.810529999985192254e-06 7.387697000000343782e-05 -7.808760999998867172e-05 -4.946150000000670919e-06 8.242339999998194225e-05 -1.073450000001230388e-06 -8.231048999998620021e-05 2.267449999999371281e-06 7.635270000000673389e-05
