# r	h_0	h_1	h_2	h_3	h_4	h_5	h_6	h_7	h_8	h_9	h_10	h_11	h_12	h_13	h_14	h_15	h_16	h_17	h_18	h_19	h_20	h_21	h_22	h_23	h_24	h_25	h_26	h_27	h_28	h_29	h_30	h_31	h_32	
2.030139220299999714e+00 5.245556640999999445e+02 5.733370055999998840e+02 9.924174796142000332e+02 9.911369849641999963e+02 9.911283179641999368e+02 9.923898231141999986e+02 2.348019866999999579e+02 2.347830047999999863e+02 9.923984901142000581e+02 9.910413809642000160e+02 9.923861533141999871e+02 9.924048224641999241e+02 2.360928344999999808e+02 2.359981079666666517e+02 2.360598449999999957e+02 2.360706786999999736e+02 2.360331573499999820e+02 2.360565032999999744e+02 2.347853088999999898e+02 2.360500107499999842e+02 2.360646591000000001e+02 2.348100128000000097e+02 2.360626602499999933e+02 2.360444870000000037e+02 2.360641555999999923e+02 2.360561599999999771e+02 2.360631713999999874e+02 2.360383224499999812e+02 2.360591736499999627e+02 2.360701599999999871e+02 2.360486755499999845e+02 2.360439910999999995e+02 2.360599899499999879e+02
3.030139220299999714e+00 5.257060140333334175e+02 5.739310304000000542e+02 9.918113165642000695e+02 9.916611396142000103e+02 9.916679831641997680e+02 9.926196509142000650e+02 2.353419876500000214e+02 2.353128280999999902e+02 9.917919836641999609e+02 9.916594763641999180e+02 9.917793036641999151e+02 9.917929907642001126e+02 2.354753418000000238e+02 2.355518417499999941e+02 2.354496613000000025e+02 2.354493255999999519e+02 2.354296569999999633e+02 2.362858352999999738e+02 2.353123245499999712e+02 2.354559936999999650e+02 2.362923355000000072e+02 2.353395080500000063e+02 2.354553222999999775e+02 2.354446563999999853e+02 2.354566651000000093e+02 2.354526519999999437e+02 2.354646758999999747e+02 2.354290008999999486e+02 2.354486694999999941e+02 2.354603271999999379e+02 2.354379882999999154e+02 2.354383239999999091e+02 2.362910003999999731e+02
4.030139220299998826e+00 5.268516846000002261e+02 5.745559998000001087e+02 9.923543082641999717e+02 9.923233176141998229e+02 9.923269721642000150e+02 9.923976355642003000e+02 2.359986724999999979e+02 2.359810028499999817e+02 9.923356544141997801e+02 9.923271475641997768e+02 9.923274908641999446e+02 9.923403006641999582e+02 2.360079880499999945e+02 2.360018234499999608e+02 2.359971771500000273e+02 2.359843369499999426e+02 2.359671631499999194e+02 2.360733336999999210e+02 2.359751663499999950e+02 2.359986724500000150e+02 2.360713195999999243e+02 2.359874955000000227e+02 2.359938354999999888e+02 2.359876709499999379e+02 2.359941634999999565e+02 2.359938278999999284e+02 2.360046615500000371e+02 2.359755020500000455e+02 2.359888459000000012e+02 2.360000000500000397e+02 2.359793396000000030e+02 2.359768295499999340e+02 2.360666808999999375e+02
5.030139220299998826e+00 5.270989991000001282e+02 5.751883545000000595e+02 9.929763022642000578e+02 9.929466315641998335e+02 9.929436408141996253e+02 9.929583045141998809e+02 2.366136856499999794e+02 2.366039886999999453e+02 9.929544974641999033e+02 9.929456320642002538e+02 9.929521628642000906e+02 9.929701300642000206e+02 2.366311569499999905e+02 2.366236496499999475e+02 2.366246872500000791e+02 2.366166840000000775e+02 2.365858230999999705e+02 2.366248245499999712e+02 2.365990219499999512e+02 2.366283569499998976e+02 2.366176528999999391e+02 2.366086502499999824e+02 2.366181564499999013e+02 2.366088181000000077e+02 2.366166534999999840e+02 2.366139907999998968e+02 2.366294860999998946e+02 2.366043319999999994e+02 2.366146927500000174e+02 2.366199951500000225e+02 2.365985260500000322e+02 2.365994950000000472e+02 2.366221924000000172e+02
6.030139220299998826e+00 5.265123290999999881e+02 5.756359864000000925e+02 9.935348273141999016e+02 9.935309592141998110e+02 9.935181265641995196e+02 9.935436240142003044e+02 2.371975098000000344e+02 2.371893157999999175e+02 9.935261527141997249e+02 9.935332938142000785e+02 9.935279837642001439e+02 9.935328208142000221e+02 2.372016754499999251e+02 2.372000122500000998e+02 2.372103424499998710e+02 2.372001800999998977e+02 2.371671524500000032e+02 2.372064743500000077e+02 2.371818466499998976e+02 2.372003402999999935e+02 2.371960144500000069e+02 2.371886444500000835e+02 2.371928100999999742e+02 2.371838073999998642e+02 2.371963119499999948e+02 2.371921463499999163e+02 2.372025070499998947e+02 2.371974792500000149e+02 2.371865082000000484e+02 2.371958084499998449e+02 2.371816787999999860e+02 2.371868134000001191e+02 2.371985092499999155e+02
7.030139220299998826e+00 5.259131876666666585e+02 5.759208373999999822e+02 9.941279974642002344e+02 9.941178046141994855e+02 9.941209631641995657e+02 9.941354590142000234e+02 2.377965011500000401e+02 2.377911529999998947e+02 9.941231452642005024e+02 9.941329642642003819e+02 9.941268149141997128e+02 9.941151573141996778e+02 2.377918548999998620e+02 2.377933425999999599e+02 2.378105011499999364e+02 2.377949981500000831e+02 2.377668228499999259e+02 2.378013152999999420e+02 2.377803268999998636e+02 2.377838287999998101e+02 2.377943496499999583e+02 2.377789841000001161e+02 2.377864838000000418e+02 2.377823181999999633e+02 2.377939834999999675e+02 2.377913208500001474e+02 2.377923507499999687e+02 2.377954865499998505e+02 2.377843323500001134e+02 2.377901534999998603e+02 2.377803344999999808e+02 2.377893143500000406e+02 2.377814941999999974e+02
8.030139220299998826e+00 5.264715576333331910e+02 5.753315124499999911e+02 9.937709876642002200e+02 9.937956458642001962e+02 9.937753210642003978e+02 9.937789832641992689e+02 2.374646606999999676e+02 2.374573365000001104e+02 9.937672949642001186e+02 9.938043127641994943e+02 9.937859717642004398e+02 9.937566443641990190e+02 2.374493407999998453e+02 2.374416657000001578e+02 2.374523162999998931e+02 2.374519958999999290e+02 2.374246674000000894e+02 2.374499970000001667e+02 2.374429931999998189e+02 2.374329834000000119e+02 2.374416657000001578e+02 2.374403382000000420e+02 2.374410094999998364e+02 2.374303436999998667e+02 2.374476776000001337e+02 2.374530030000000806e+02 2.374303436999998667e+02 2.374550018999998429e+02 2.374286498999999822e+02 2.374400024999999914e+02 2.374426574999997683e+02 2.374503478999999970e+02 2.374183197000002110e+02
9.030139220299998826e+00 5.271570129499996256e+02 5.747528381500001160e+02 9.934392997641998591e+02 9.934353247642002316e+02 9.934269934642006774e+02 9.934329978641999332e+02 2.369840851333333376e+02 2.370926819000001160e+02 9.934226371142003700e+02 9.934488288142001693e+02 9.934339820142004100e+02 9.934176398141999016e+02 2.371046524500000032e+02 2.370934905999999955e+02 2.371081618999999137e+02 2.370981597499999225e+02 2.370663452499998129e+02 2.370901794500000506e+02 2.370904923000000508e+02 2.370889968499998304e+02 2.371026535000000877e+02 2.370925063999998201e+02 2.370923461999998381e+02 2.370826797499998975e+02 2.370911788999999317e+02 2.371081772000000001e+02 2.370866623500000969e+02 2.371026841000000331e+02 2.370836638999999195e+02 2.370943451000000550e+02 2.370831604499999230e+02 2.371011811000000762e+02 2.370764999499999703e+02
1.003013922029999883e+01 5.266680297999992035e+02 5.742210082999999941e+02 9.947126456392006730e+02 9.940568228642005124e+02 9.940329886641993653e+02 9.947123175641995658e+02 2.376153411999998752e+02 2.377118453999999019e+02 9.947043066892001661e+02 9.940713263641991944e+02 9.947331419892002486e+02 9.940273047641994708e+02 2.384035835749998569e+02 2.383844146999997520e+02 2.383990745749998723e+02 2.383891639999999370e+02 2.376720046999998885e+02 2.383687553500000149e+02 2.376994933999999375e+02 2.383762398249999706e+02 2.383960838750000448e+02 2.384050064499998598e+02 2.377043533500000194e+02 2.383755112000000054e+02 2.376930084499999793e+02 2.384006767500001160e+02 2.383620796250000922e+02 2.384042587500000536e+02 2.383724136499999986e+02 2.383866729999998597e+02 2.377078246999999465e+02 2.383946762499999750e+02 2.383607483000000684e+02
1.103013922029999883e+01 5.272980041499995423e+02 5.748313598999998248e+02 9.962058096642012970e+02 9.946944876642010058e+02 9.946859885141993800e+02 9.961983176142002776e+02 2.377714487666665661e+02 2.383663482999997996e+02 9.961976462142010860e+02 9.947148276642001292e+02 9.962181387642012851e+02 9.946909781641988957e+02 2.398883362000001398e+02 2.398585052500002348e+02 2.398888244499999018e+02 2.398736648499998410e+02 2.383278351000001294e+02 2.398580016999999316e+02 2.383456649499999003e+02 2.398571548999998413e+02 2.398860015999998723e+02 2.398921737999999095e+02 2.383586807500000759e+02 2.398668365500002437e+02 2.383416748000001917e+02 2.398776779499999066e+02 2.398593292000000474e+02 2.398811721999995825e+02 2.398619994999999108e+02 2.398656692499998826e+02 2.383564911000000848e+02 2.398721694999999272e+02 2.398624878000000535e+02
1.203013922029999883e+01 5.279060059999992518e+02 5.754393311000003450e+02 9.965289832642010879e+02 9.952886572641982639e+02 9.952923194641989539e+02 9.965232992641995224e+02 2.389396667999999408e+02 2.389696655999996437e+02 9.965131521641997097e+02 9.953654929142012406e+02 9.965358192142011831e+02 9.953531409141996846e+02 2.402003402499999538e+02 2.401763382999997702e+02 2.401999969499997860e+02 2.401953429999998662e+02 2.389970016500001293e+02 2.401776504999997996e+02 2.390060042999998586e+02 2.401744995999997627e+02 2.401875000499999260e+02 2.402041626499999438e+02 2.390179977499997221e+02 2.401744918499998676e+02 2.389986725000003389e+02 2.401876602000002094e+02 2.401851730500002304e+02 2.401941604999997253e+02 2.401833420000002661e+02 2.401779861499999242e+02 2.390045014000002084e+02 2.401823272500000712e+02 2.401825027499999123e+02
1.303013922029999705e+01 5.283216553000002023e+02 5.758640137999991566e+02 9.958573065642012807e+02 9.956643133641991881e+02 9.956174841641986859e+02 9.958503180642001098e+02 2.392926712000003135e+02 2.393008346500000698e+02 9.960114890641998500e+02 9.958886481642002764e+02 9.958616400641985820e+02 9.960131369642003847e+02 2.396923218000001725e+02 2.396708221500002765e+02 2.396915054499995676e+02 2.396830062999997608e+02 2.396545028999998976e+02 2.396706695500001842e+02 2.396648330500001975e+02 2.396726760999999897e+02 2.396811600500000168e+02 2.396868362999998681e+02 2.396785049999998591e+02 2.396585082999999941e+02 2.396666717500002051e+02 2.396816711999999825e+02 2.396924896999998964e+02 2.396921768999995948e+02 2.396808395499997459e+02 2.396643371500003923e+02 2.396595001499999853e+02 2.396705017499998576e+02 2.396840057500003240e+02
1.403013922029999705e+01 5.277736511499997505e+02 5.764801940999996077e+02 9.963831320642002538e+02 9.963734961642003327e+02 9.963681632141997397e+02 9.963769904142009182e+02 2.400138473500001055e+02 2.400318375000001652e+02 9.965629797641995538e+02 9.963553229141998600e+02 9.963761512141991261e+02 9.965683050642001035e+02 2.402343140000002677e+02 2.402206421000000773e+02 2.402449950999998691e+02 2.402326659999998810e+02 2.402020111000001634e+02 2.402173462000000654e+02 2.402156677000002674e+02 2.402196654999997918e+02 2.402426452999998219e+02 2.402316895000003569e+02 2.402296906000001400e+02 2.402073516999998901e+02 2.402246857000000091e+02 2.402293548999996347e+02 2.402343140000002677e+02 2.402366791000004014e+02 2.402306670999996641e+02 2.402053527999996732e+02 2.402016602000003331e+02 2.402136841000001368e+02 2.402253418000000238e+02
