# r	p	err_p
nan 7.160842119608829615e-06 4.093957622050273003e-06
3.524248285922329860e+00 1.746021902745431009e-01 6.872154993055910399e-04
4.331099253913878400e+00 8.600360284025798663e-02 2.722455502625402922e-04
4.989612959140517390e+00 1.200280366506205482e-01 4.156062986487396409e-04
5.583487388937899532e+00 9.567859118087063131e-02 2.808700495180199599e-04
6.121110360886075519e+00 1.160140608462100487e-01 5.015920796608192055e-04
6.607949596772479062e+00 1.025213570179294431e-01 1.820696139726041296e-04
7.060380327702561409e+00 1.026799568142413854e-01 4.598394776868271866e-04
7.487799298105810131e+00 9.762485216891944595e-02 2.303581543825047786e-04
7.894440007255410841e+00 9.838951909499210613e-02 2.608371107886895118e-04
8.280538137103915730e+00 9.724806287774695468e-02 2.269325549194760674e-04
8.640072653299107230e+00 9.956678788762512999e-02 3.784479170234878159e-04
8.999496784626510149e+00 1.002190502323489635e-01 1.633750506973876673e-04
9.669252962861774492e+00 1.003104461966051186e-01 2.083868073258988074e-04
