# r	p	err_p
nan 8.892703425804533435e-01 1.389873578849304609e-04
3.524248285922329860e+00 9.084978470305057341e-01 8.985989353049116904e-05
4.331099253913878400e+00 8.987691947830381833e-01 1.077351410500535927e-04
4.989612959140517390e+00 9.023785304901831283e-01 1.030962448417293192e-04
5.583487388937899532e+00 8.997571003946216450e-01 8.006507213499185454e-05
6.121110360886075519e+00 9.018181012561625742e-01 1.063684435916587755e-04
6.607949596772479062e+00 9.005257730136179140e-01 7.433817552875977266e-05
7.060380327702561409e+00 9.005549804051675711e-01 1.340128027103178968e-04
7.487799298105810131e+00 8.999114483129747599e-01 5.337308371094749465e-05
7.894440007255410841e+00 9.001171271834407239e-01 8.879864886957211298e-05
8.280538137103915730e+00 8.997232141625681745e-01 7.500622672988724511e-05
8.640072653299107230e+00 9.002635509085975540e-01 8.508559746990050176e-05
8.999496784626510149e+00 9.002771993499897318e-01 5.058321937370366449e-05
9.669252962861774492e+00 9.003832789882527665e-01 6.981495799741557371e-05
