# r	p	err_p
2.662839762904640306e+00 1.000065772165219663e-01 4.686797501344478335e-04
3.519399610274570822e+00 9.968238455900317596e-02 6.622656451945480591e-04
4.343558951120601641e+00 1.003884033195098641e-01 3.316936037265078973e-04
4.993063828361401946e+00 9.981468764991957565e-02 4.687042646527593602e-04
5.587095616680723076e+00 1.000620481531273170e-01 3.315479254397837405e-04
6.126295368857743284e+00 1.003746907034287761e-01 5.755008911985252983e-04
6.615991477325652959e+00 1.005345423669977006e-01 2.344966207996169527e-04
7.054126388511011925e+00 1.029786984446638548e-01 6.813693442885307644e-04
7.497157482199592771e+00 1.004499741510857386e-01 2.705558413848437017e-04
7.893676145864580995e+00 1.005128423987651926e-01 3.334043569987332365e-04
8.283524249413005691e+00 1.000883352898311318e-01 3.310632224496285803e-04
8.640599375586136333e+00 1.008143407937511365e-01 3.425442018016941893e-04
9.012740163549290529e+00 1.009655478451144950e-01 1.896211967792997023e-04
9.670873320835331910e+00 9.897705442840261381e-02 2.335878132620323956e-04
