# r	p	err_p
nan 9.999928391578802866e-01 4.093958560394491749e-06
3.524248285922329860e+00 8.253978097254570656e-01 6.872154992997852457e-04
4.331099253913878400e+00 9.139963971597419023e-01 2.722455502676377772e-04
4.989612959140517390e+00 8.799719633493794380e-01 4.156062986600788777e-04
5.583487388937899532e+00 9.043214088191291467e-01 2.808700495290343156e-04
6.121110360886075519e+00 8.839859391537899791e-01 5.015920796615684976e-04
6.607949596772479062e+00 8.974786429820705846e-01 1.820696139633939405e-04
7.060380327702561409e+00 8.973200431857585313e-01 4.598394776885247762e-04
7.487799298105810131e+00 9.023751478310805263e-01 2.303581543748487121e-04
7.894440007255410841e+00 9.016104809050076163e-01 2.608371108173979385e-04
8.280538137103915730e+00 9.027519371222532119e-01 2.269325548960337733e-04
8.640072653299107230e+00 9.004332121123748145e-01 3.784479170279187875e-04
8.999496784626510149e+00 8.997809497676509949e-01 1.633750507359665622e-04
9.669252962861774492e+00 8.996895538033947703e-01 2.083868073382468943e-04
