#icel C11 C12 C13 C14 C15 C16 C22 C23 C24 C25 C26 C33 C34 C35 C36 C44 C45 C46 C55 C56 C66
10 229.842327830011 169.621291913018 174.627303687021 -8.62105786200118 -8.09662239098543 2.24332534799032 214.764503980041 183.961603739044 4.97177453398763 5.1285478059981 13.6938635960178 215.148531752948 -16.3315659769978 -20.1657045909997 -10.5109709490534 88.237080907993 4.99300333999599 5.40358006101087 90.5917404758796 0.927207107499584 88.562462197001
11 245.356586674006 182.358173752982 173.47415314498 2.36910627800171 -10.429397937969 -6.03625992898742 248.618412120049 182.884028629996 8.93613134994666 9.41373991990986 8.62579873992217 218.533146740083 4.25516904979304 -7.76877608004725 -2.03291303987498 98.1579826340749 -0.379126250845729 -0.8220533198255 93.9788101360136 3.32529315701322 95.3253336399939
12 223.923725416898 155.568481190903 148.239364015603 -10.1174155066019 -5.11696595419835 -3.84699717319563 231.978634218706 145.184733326107 3.8502486485072 1.52039686490753 6.94228797869982 209.29376466097 8.99881384298169 2.62595353096913 5.1384749189765 84.1733490719889 2.17583377598203 3.7731205399723 86.5105833270263 2.13725486401017 89.4894233139894
13 248.333841939893 141.062036569929 151.843961539998 -17.755588 -12.5840824301122 -11.7352975801623 253.32007097004 151.253854089919 -5.16862179010786 1.09356316988851 -12.6711929400699 266.695636660006 15.8778101002099 8.82533258991316 9.33696387000964 97.7255869989676 -0.0926790970424918 3.28990823600179 93.4845050280273 -1.75443752796127 88.8922974877005
14 205.845197082999 183.648521910982 171.677056056069 -10.3319401730914 -4.38525336394378 -1.312303648956 215.194450398008 170.035004252986 -5.13112033700054 -10.0791945219953 -3.22952093599724 223.824500040064 7.2315444900596 13.907187320001 10.308850490037 83.1992427618388 1.42211837792274 2.32941618996847 86.8413188944942 5.02399734339178 81.9983681830081
15 260.482791680988 160.041458788987 156.121685824996 -6.10839795199354 0.818037327007914 2.32653281300372 201.752216635032 155.699933293999 -2.90366748404267 -0.763971897049487 0.0899446269613691 229.264210820111 13.8803188001475 12.4551853801677 18.0437437000364 83.4334858750026 3.77506547101802 2.53485095099677 84.0610197090427 -1.20263622093262 88.1973118699989
16 255.721525039917 170.198448009978 174.816425420067 6.30242425995675 -6.31480135998572 -7.76860778005357 205.150834419146 150.466866099123 -5.31130587787629 -11.1415652429059 -10.9529944049427 224.074683546041 17.6751618139861 10.5288754069988 11.2849538890259 90.7351934529743 0.723548730002221 1.77516915000524 84.3787521900595 -3.90536967988737 92.3464613500073
17 262.645159459862 173.362051840013 170.26023801991 -10.4781837599148 -2.89701178990072 -11.4807521498733 234.562241109961 182.417770829852 -4.63673865015153 -0.472574800005532 -2.89885214988317 298.340369719881 28.5060844700638 24.3085464298929 18.9193147500191 99.344049074989 0.400874588012812 1.67357369900856 100.760762108075 -3.45596969900726 102.555679770012
18 242.145330170024 200.597895029932 208.808847879845 -5.55487458987045 3.22378476994345 -0.5575603699981 250.509645000057 214.842030510044 1.63805307020084 -2.2652720399492 -4.91643475979799 266.019865310955 22.2711618689573 14.6907217078478 7.92057961498358 105.657351993295 3.94655026989312 3.24493580060334 94.9603639693976 -1.53806218469867 100.574847231019
19 216.376041534022 183.020189433955 161.608142735986 -4.46700240499922 -3.61263014401629 -1.17817911504972 277.40903274298 174.100261164949 8.27260198693693 7.74693866596863 14.1880802369997 232.084068085987 -4.21302395502607 1.81001702299 1.80019852700752 90.3678339919679 0.639562383003067 1.5822384330022 78.5933090529852 -3.90183540002909 96.9967415870087
20 243.559492003988 162.784649374953 157.59884784502 -0.795770097010973 -1.81381997599601 -3.18513057900418 209.986887682862 167.632253692864 0.844129976940167 8.97804378200817 8.71135361794586 237.054212422981 -15.7554523450017 -2.94692961801957 -3.74204310601272 86.5814202839829 -1.21525570300491 0.470763214002545 84.5238603510552 -2.0032423270095 79.7678993079899
21 219.505042464971 151.358131087 167.733536417018 -6.48325543897954 -8.79663354198783 -13.5058842120088 287.736864777003 181.759752120001 22.8460100930079 23.5144086080027 24.8564942880194 251.639986930059 -19.3198579099771 -20.6609596099952 -19.8783700099739 86.4916136820057 -1.28747437099719 -3.50767574800557 93.5675198831007 4.43762050820169 87.7122383560163
22 202.659908721012 153.243004291016 154.961092520011 -4.82718626599308 -8.89118642298854 -4.64512001299227 243.220842909 177.227874389996 20.3839370270089 18.796973426015 16.2437511330154 225.807694358991 -20.5179670810139 -25.8401443829825 -18.8309593840131 95.1082596815802 0.597969663470366 -0.138232324149357 90.0551050889817 1.46389439298673 77.5910834870047
23 262.295602347967 162.403684842002 154.566827026974 -4.48794318699584 -2.86333545900561 -5.2291536280336 309.551273483885 201.216205933997 32.8679249629204 29.2228971959048 26.8750205279503 243.456092019915 -19.8066009799732 -23.8912681899819 -17.0481710900276 101.819267322935 1.33437525100817 0.607668104930781 85.156920417603 -1.31695173949993 94.7106576639271
24 259.814764800103 147.363308100103 145.137367710049 -10.8620420600346 -5.84649504999106 -7.16112898990104 250.516720539963 190.044636019957 15.3263543099456 14.593014320053 16.7952279098245 241.268811609916 -24.2295133597509 -26.4917380100087 -23.9281248599582 91.6678773920012 1.64230630998645 5.06859788301881 84.9634638509997 -3.01534266100134 84.4433354110151
25 228.422847597017 188.062907644007 191.57949223802 -7.40672108997842 -4.72786942098082 -0.410120065998854 250.369427901978 196.963025393006 4.7373588409755 9.27710525097609 12.7829692280102 246.531708998299 -20.5869888742001 -15.3302947576009 -16.9139714486988 98.7758018969999 4.03532993900626 2.05787438399057 95.4295164220639 -0.254393380964757 83.5398420110323
26 211.128606405055 158.915580438043 152.289373963049 8.2284283140325 10.3193623870538 0.805388347998814 247.6409604602 153.740514396299 16.2007719840005 9.84656716889845 16.0760195328976 220.831541002008 -1.47147500699703 -0.411977918997763 -1.71314225599417 80.6731613760348 4.60774053699424 -0.164420270994015 77.6736013030131 2.22280295101882 83.4714514588995
27 231.45553720899 175.465832451982 168.43801074499 -4.5385580780021 -4.59075437299816 4.35858430598728 239.066592009021 178.054123761012 -1.0818160780218 1.81862276594984 13.1694360479742 227.535127157989 3.00608620600542 -5.81776433500636 4.84527546896061 93.8648245069999 8.15655088499625 4.00977940300891 96.0500996984102 4.40665928087043 92.6589827219687
28 225.418773569982 156.773260579939 154.601053569786 -3.71396286027448 -3.02298604001408 -11.3261132901243 216.09708520009 154.502495800261 1.59866033027356 0.353407849979703 -4.87753602974408 216.55902939001 7.76738384010969 5.00996034006675 4.35426559015468 89.0462517168032 2.826405690098 4.08005761719892 87.4816821760078 2.73084218401891 78.805569881979
29 237.890263100417 166.31623111025 170.970060110267 -3.67408315942157 -0.667031749617308 5.13342217018362 238.989942629996 157.528509640179 -15.0791180298256 -14.2954001999897 -10.8884367899009 297.933400769762 19.8157646198524 18.1612798100105 19.0266488698398 93.3679764199951 0.780176242005837 -0.0445961039986287 96.6478979300518 -2.05274171985366 98.0696881249969
30 313.649051627999 214.210830380944 217.06785756196 13.8476541729688 14.4591504669734 10.8477832120116 286.756083684031 150.09300813399 -28.62790859499 -31.2688505199731 -33.0830795939619 329.814920850004 20.5872674740021 17.7498682290206 23.5707557540081 109.450749418011 -1.76714418798838 4.58186433199899 109.134673559993 -1.25308760398184 103.642792443043
31 291.666662153011 192.605040423996 178.385959805973 8.486775279016 6.57857162500477 4.64950801401756 253.389175979919 149.329560280967 -20.8813813990673 -16.4298840350057 -23.6764047020188 279.174789355966 10.9527197189891 9.95405613684852 14.4324113329276 98.9401268969687 0.627174980991185 -0.733715421029046 99.2369763049965 -0.188428794012907 101.482058400006
32 318.545334225996 191.573397796992 196.829371910985 7.78829449498062 4.46598436799377 6.48022906898404 224.66757569 204.662737023864 -4.75594716299383 -6.01657358602097 -9.69266232004884 275.225812371991 11.8079825459972 5.37900213398643 8.3376149679907 111.360393281007 2.5002555590163 -0.943658128994684 107.45486769697 0.91835682396777 107.163286099967
33 375.295512199955 236.273496290232 236.736306800231 3.43449265019444 7.99537166021764 0.81139579997398 344.753537009819 238.609307329898 -5.23455833026674 -12.7399031400273 -7.7369022401399 357.475258900013 10.7134691501415 7.01568599033635 3.54054628005542 125.314367739065 -1.55895922798663 2.77524023904334 122.499109038017 -6.21092334504283 125.918911698
34 265.342835800038 211.797491750076 200.32733142998 3.446449150033 -2.73698710989265 -13.8904784798797 228.923274158933 190.047111197964 1.82894485196812 -0.398581640001794 -10.6110186849946 273.989774189977 0.838809060041967 -2.84537503994216 -7.12531949993718 99.471525709032 -0.641096471008495 -1.58728871997482 88.4286204080126 -0.979999554988353 103.143908653965
35 242.911402796017 181.768869840016 177.734108972982 -5.73482982690621 -2.37138195006992 3.86517504994117 277.590247899025 188.389256956998 12.0977572059928 10.7361116210086 13.3242994779721 277.372079537008 2.35711187301604 -12.6447476199701 -6.69464312800301 101.382602102967 5.97275230793457 1.78952314490743 96.9662715380309 3.56175113602148 87.0752785619516
36 214.407936809948 157.331714640168 168.283343940129 -4.6647549897898 -4.08904401992913 -6.32653242973902 273.959562769051 183.787296175069 16.1857773340671 16.3992445060103 20.5177980680673 238.410240080975 -11.9403930800217 -6.64351308701043 -10.8464218989866 93.5993836330454 4.1219975310014 0.322102625978005 99.538425360015 1.73102912704053 95.6071716869928
37 209.497493483013 181.775042397021 180.004223698961 -5.84550744297303 -3.79915253397485 2.12485990996356 254.47931111803 192.120734219043 10.6847199510412 13.263791585041 15.0711119249991 247.952267435994 -20.0586764639411 -14.5227575800163 -12.0948711510209 94.6087246183993 1.22772791980026 -1.10150816780106 96.7825472429922 -2.02541877602016 91.0633874712005
38 233.75851496894 166.732893646076 158.696432872057 -8.26341731699358 0.228768660053902 -0.225630898967211 243.779221479963 175.194152010045 11.9177852800931 16.1586111600627 16.48255074997 221.470049669915 -12.362880820001 -9.28085183004441 -8.2912759100509 81.8310323431035 0.565677924299735 -1.55760376069907 85.9344663500451 1.02973103003023 87.4584470640002
39 314.679707249002 193.707018264013 186.292702740002 -7.90290170898515 -4.85305978399992 -16.3247398779959 306.024619817981 225.802001779994 15.4109248889654 17.6740207338298 11.171607075994 293.77485739501 -15.7283134370118 -15.46613956898 -14.1429425840215 115.691259272705 -0.238387855097244 -2.74607605080064 113.843458745987 -3.9796421110168 104.008553788026
40 278.373668770291 234.189602480183 211.160031960026 -2.52688367982046 8.59689821008942 14.1020368100726 304.961115270089 224.011866719957 2.43992491996323 7.61147340999742 17.4366241300959 279.19857024699 -10.6720473489986 1.48212173789943 -1.89880628804531 105.000023849999 4.80195993789607 3.57353960639557 105.520630538012 0.372169927004506 103.887001889962
41 251.639176057984 219.31685999798 213.526779426002 1.57517763000214 7.48535607099257 -6.921854455004 289.832399384977 212.534605332985 8.1393564640166 6.60420651797722 2.5124824680006 247.472288867107 -4.41229119959416 -2.04897443229584 3.34030923870614 115.404045158039 0.766908154037083 6.54096576899974 111.947422992989 3.2749322089785 103.931571881299
42 296.48272077502 204.678014133015 184.493780076991 8.9856226700249 9.69339405401115 8.02479993399174 255.765799715005 162.6463381088 -5.02499136359802 -6.33997648229752 -4.85925316929752 259.041078723021 -2.12118302197268 3.07763191804042 9.322338848051 109.277163487059 2.82706174302803 3.01504999706594 115.599298515008 7.22098171700054 111.637997356002
43 276.945983659971 184.375094630013 176.905531450029 10.6353597799171 10.1650855100161 11.8253372998879 229.623377020107 163.993307030069 -5.79567063996365 -10.9738239299986 -5.37577550003334 238.906026580116 4.56205564005359 6.36331710011291 8.26559866000025 84.9517482040028 -1.57284339702528 -3.72052944899224 95.4460400418952 2.96990716599339 90.7862641549855
44 243.66473297996 180.714658340003 161.792125119973 1.67804574994079 8.42742525001086 4.40811378994113 226.372950059886 156.588715030011 -6.67425680985616 -7.252125209925 -12.6774767799361 254.649193300065 12.8637616602646 17.3552498501522 9.77674787027354 88.1254056460079 0.473174851504155 4.19998817930036 90.5891945389158 -1.69602862806641 92.4600996299887
45 321.03500639987 214.524457369953 208.816063209997 21.1538073599513 23.3141442999113 20.0944973299556 248.947556605071 167.178043750027 -21.9924408359475 -25.2756141699138 -17.9369043739825 317.588316460024 10.9114804301498 8.7991003299976 7.03340405016206 103.024608874011 0.163770870994995 -0.648322570987148 106.706465506699 -2.24051244690031 101.892508944002
46 318.469978656003 218.178425224005 209.782350760997 24.4982789600272 17.7692719590141 16.1382665600286 272.079071066037 157.537323721999 -30.083859143997 -37.5796394650024 -32.9781059849665 302.554190720002 12.0711384101014 13.6788621101005 9.98022189996846 103.023398383993 3.1053850239914 3.12790440000299 102.735965264992 1.44046185798743 101.215101029993
47 414.261503785997 269.061926024006 283.130475866005 31.6757882629872 42.2944306589898 36.4791559389914 332.01738849798 204.90957388497 -26.3478242220117 -29.5720603360223 -35.8807873099977 407.152449387013 8.27821358498113 20.9617685260127 14.6114693039635 127.255761621018 -0.747017849971598 -1.13273153096998 131.891337613001 -1.63965241499682 132.03923921601
48 356.315178682053 262.785145532052 246.561681391995 8.98465266300263 4.70263692304798 9.61978059604007 333.076112597996 223.768995576006 -29.0130845329941 -16.3068703030149 -19.227994214998 355.585113169946 0.86851250998734 9.88916397982393 2.42671343985421 129.227974275091 3.08875677401375 1.46705192601075 121.229855399906 -3.55867504003982 129.767993972018
49 282.4550247671 211.861872726198 222.8806783837 2.64234329459896 0.6349855173994 -1.99815360959974 280.589710064032 206.84820294 -1.15116008200857 -4.77182306494797 -11.5170389180093 305.616586878602 -2.97442437939708 -2.66709472530238 -5.28109340929177 100.539806351026 -1.26233429700733 2.0601734180218 101.780643823076 2.4941000770923 105.187447410003
50 293.967887690087 207.66815543011 201.004821720017 -2.90363631993387 -0.573265220009489 -0.538260519897449 282.139404880036 203.436499360032 -7.81244617992343 2.08019452002191 -0.204054069945414 311.346472777041 -6.33947130399974 -12.7192242510318 -7.6533305979865 109.519026720045 -2.48167052995996 -0.0957603098868276 110.441976713992 0.709205941984692 104.961616874016
51 293.493609489997 203.529859250011 211.232605680016 -6.43832764999388 -11.8896421699901 -8.30867252989265 289.356620525098 211.725986507906 5.861230779999 7.05380688669948 10.0073229836994 312.062738040004 -14.3228972201541 -9.073196620011 -11.3143723201574 112.696049678016 0.482473936062888 2.12019852506273 117.517748925002 3.85787292898385 113.711088883019
52 316.316565019952 221.357974310013 204.593256500084 -1.13538336991041 6.0922682601813 -9.91181815988966 334.820979729921 224.402693799857 13.8680899299288 19.262404699839 9.65194067994162 331.044989756992 -10.3080721170045 -11.6386678550043 -15.406111746961 114.658048667025 -2.12049789497541 -0.183705612016638 120.600032990001 -0.303472484006306 116.863787793909
53 328.211682065921 226.690845304984 205.813998184931 -4.82522993497696 8.88533617307985 1.69788229595724 323.547284699998 228.664470279909 11.2984540699472 13.1754854999599 13.2994192199476 306.582457751006 -3.71442220400695 -1.58702393500789 -9.20350005299042 116.004308333004 -0.987082489996283 -0.801656331009326 114.909584466022 3.68831721202696 121.805104711984
54 278.265730051953 180.248941439004 162.944110756962 -5.61906647099022 4.7917695869728 -3.39895026900194 280.39717419997 186.686957149868 9.78453980969789 9.86642413990921 10.484186749818 227.158798459823 -3.84936567006662 2.74914526999055 -3.92155683002784 94.7033136619666 -0.521974629009492 3.9712532789963 93.9878812113989 -1.37177353830111 96.7401374229667
55 206.947604064044 164.549334318053 160.228525197999 -4.31519217299865 -5.08839279000313 -3.3134064819933 258.186215122009 169.338391796009 3.89909479399648 -2.09256272200946 4.61349852400872 222.514996595055 -2.29863454896986 -0.62363744891627 -8.49717581095319 92.9606099030025 -0.125622831001238 -0.976792930941883 91.20500777899 -2.63645369500409 84.1463552879986
56 263.143458270133 219.297877610006 225.662272590125 5.07384082011413 3.46761444998265 -11.6141575799702 294.724037359993 223.306687729928 -4.38548642014212 -6.03890324018721 -10.9948503300984 297.333989529943 -3.08513510026387 -0.678744460310554 -2.65962902012689 115.72905665198 1.32027845302218 3.64057425704232 113.392730219039 4.72851612203158 109.814080338992
57 245.777945954978 207.668675729838 195.913749411011 10.9776637518735 7.04796450991125 4.380823118845 247.679317139955 172.799323759864 -11.0127594700316 -14.3514525101637 -8.32388982998964 244.251132923 1.22357041700525 1.24533896796493 -0.516124694013342 101.483773590007 5.34739171700949 4.57758986601675 100.393084031998 -0.933706536011414 94.8028167059874
58 293.379112460934 230.384193735881 251.714672794878 13.7659579650062 21.619039377947 12.4252820429319 303.084806429979 199.84686157004 -22.7678229799494 -24.9664964198018 -26.0147176599276 322.471423810202 8.08648255006119 10.0862960101949 3.57057342007465 116.196712094006 4.92789109903242 7.14056853203147 117.498787831005 6.87919209299253 111.283579118026
59 283.036021788985 232.082228718991 221.436780587987 1.03225694199409 13.1220890119948 17.6758261649866 271.995696090016 179.588762620006 -27.9421477500364 -20.8245085199451 -24.7815711800285 336.059602272104 2.79228926250426 4.76424107320099 8.39084648170001 110.589986356899 2.45891020895215 -1.37289865015191 113.635426032988 -0.90971833101321 106.411359690992
60 285.474238379902 186.494960029995 178.837920919977 29.1798782500337 24.2666233199998 30.8802441099033 219.521256353983 113.153686345049 -37.7966605899928 -36.539932425967 -42.026687544967 252.917913533929 -2.59087973699934 2.01050889500038 5.24244164698757 92.4731482009975 1.94031145297231 5.56953295199492 82.7697687430373 -4.60623152903281 88.2785395690007
61 271.961986140013 196.452267877066 205.325318876021 25.5529631880563 21.7020533511459 18.1539947501733 180.786497000008 175.465722769877 0.170812189935532 2.53002846002346 -3.20260375010548 256.387840980005 9.86634372302433 6.9147705999967 9.36405555603415 92.5791134109204 1.73281740298989 2.6153849579714 91.8875897840053 -4.36547568499464 89.9895488020093
62 330.195163949975 226.327990120262 236.241304620125 26.3497966399882 31.6974353299884 32.2339472200838 258.040030150005 167.329897459967 -36.1824632000207 -26.7900077999002 -25.3185292998751 304.37288055 4.46921130987903 7.86492912993708 7.48138787985226 109.429991408024 0.575412182024593 -0.0706139579961018 111.659226346001 -4.88939179699628 109.419327548039
63 264.32631858097 210.882943774959 204.198989206998 5.1919247409387 -1.58936853104024 12.4550523210019 254.687293176016 163.82005177602 -22.0155432819865 -29.4927089819794 -20.8967087409974 264.495202994999 -3.72110694599996 -12.7642336730105 4.07531583300624 104.017601626998 -0.390527586500866 -3.99748180950041 102.439851250006 -0.138761957009592 107.487904025299
64 274.074987848053 197.36367079804 189.46189456201 16.3092002870144 12.1310499100218 14.3800745310728 242.300903684009 168.217309663032 -12.6503801609942 -16.0428594040241 -8.59665373200187 268.015221530004 -2.74814681299631 -10.7337003179964 0.457771403989682 99.615690354608 0.813797806802086 -0.669700081994051 97.6419652935007 3.12317336169912 92.649931560004
65 222.917841259914 167.488470489843 169.715459409963 -3.75339301008353 1.14713088987628 -2.60902467016422 217.943403375102 168.402301147034 -3.0716710818524 -1.43831003188097 -6.67558492386888 238.011030871985 -1.55294871901788 -7.27393110701087 -6.62644305803042 87.2718905699003 -0.869965820129437 1.94649262994062 93.3606196619621 1.41451786794278 81.0064776610034
66 265.008846379897 181.987412829949 178.193550839933 1.64013044995954 -0.906054850020155 1.53783835994545 245.358870090058 179.651132830077 1.28617262998887 0.747540029988158 6.88566098997399 214.752286870134 -0.880666779994499 -9.24554425000679 -2.01847536991409 88.8914462189859 -1.16580484500446 -0.595648802982396 93.4762331670072 2.05411652700604 92.4600184310066
67 216.185096661957 170.34826559493 159.37573457395 -1.18266074205167 3.95844562199272 1.61732221095008 215.171127764006 167.160300226988 -2.51334487902568 5.32226441600869 5.2285427879724 195.762808166 -3.46044589905432 -0.878054777967918 3.5718428130167 85.4979236009967 -2.1855898729882 -0.0649637439892103 83.4588182757997 -1.71313099049968 88.7391059009019
68 269.744046735013 171.361939992039 168.285618542996 0.539203433982038 9.41112770997279 6.8162337760441 276.03447589504 168.666956775041 11.0313524080084 7.33811927302668 16.2670612580314 232.630902401979 3.13148940203973 0.627667797016329 -0.887374690046272 84.9537790389149 1.48039366195007 4.48682779497176 90.8285794879703 -2.02540358804981 93.6357392819446
69 275.674620710015 149.980023624084 146.070388400949 0.19904459695681 -0.280724858930625 -1.90980079587462 248.044906407995 155.488786112005 -3.02931179401185 3.28315716499219 5.82209837400569 229.394672122999 -1.44203502895834 -2.29085968894651 -3.32321661599053 83.1459371310075 -0.142188745007843 3.80651888099237 85.8881477270188 1.29015704496851 83.1144526609933
70 219.242503632995 165.632880153134 167.770455667051 2.36074681815808 4.99320692306355 2.47311187213199 243.877305139904 173.615951849933 -0.803956199888489 -3.72893728017516 -3.22086986998329 259.934918980071 4.5741612000711 -3.36334276998969 -0.0890207898919471 95.931216407007 2.72254757101109 1.93281199499324 92.7221485537984 2.86001115049999 82.9984753030999
71 220.107905670011 163.787244279956 174.056913000095 6.58959185020649 1.83566964005877 7.92441402991244 202.799238573061 156.771317575112 3.06043452310405 -5.71522840600664 -3.75971866087639 282.003842775975 6.62792545599586 -7.14034954703493 2.13598734899278 90.901582835977 4.02834388296469 0.432426093993854 93.2927395429942 3.53351419498722 92.0234584660648
72 211.32174409704 180.87982583711 186.609740237145 7.82010803613957 3.78354446511366 9.26206626299972 230.854424460085 147.478151289943 -23.1875599800333 -18.3791741399546 -10.0248475599074 267.01105728007 2.59070409993001 -1.76543960005802 4.76019981997524 95.0161746100093 3.54022040601194 1.04257535601846 79.9694976150022 -1.51239472997986 92.2985879368071
73 225.412635982002 169.160770396002 173.931789996004 14.3447162320172 12.7379353909873 16.0684754110207 200.194191934042 158.544379154955 -13.1463135479862 -9.11268221898354 -12.9568058199766 248.879759225019 10.1709490870235 -2.23900767396117 6.12249792302464 94.2263113050103 0.419790772002671 -2.59800335300042 82.5456065510025 -1.49625218100482 86.8435853767991
74 289.472912110068 197.316054840121 189.11375983007 18.6381336701743 24.8795375002373 25.221339680138 229.480810880978 139.209159736993 -28.4151447689965 -25.5642855519909 -23.5566139110233 265.972110161965 3.68687114596469 6.24550002594333 8.17922562500826 80.4741197160183 -3.62697577793369 -2.19581299597849 92.5184896170322 -3.71540764899692 92.780032933598
75 278.467919707964 197.211646451979 197.752688935998 25.5801630230053 29.9688547839651 22.1651241919972 200.051619146007 137.845087614005 -30.8875403179854 -23.6097468359958 -25.8049645789924 248.776198545499 -2.28103063730032 13.1928997188993 6.62781852860235 91.7591426640229 0.599316857005761 1.33866351898178 95.0202947213029 -4.31052920370121 91.8009453052946
76 219.28620706999 173.628083864969 183.544012431003 16.2873283629779 16.8627650339658 21.6996885299977 189.231196346009 140.491286920997 -17.1817161589843 -20.7829664849669 -13.0576886680046 218.73617400297 6.72066237093532 -0.115408949022822 6.06944271194152 84.6284785779972 0.085380966993398 1.54679807301363 86.9241592210528 -4.10231230998761 82.7138310509326
77 368.893336379915 261.763157579844 259.627867799645 31.6304303898505 30.4944806797721 26.1987926398433 296.444900549977 168.589759420138 -38.8919800901931 -44.4167308898614 -55.9781699201267 280.334744739957 15.7368042098824 -3.11665250992519 5.92519849997188 107.583437763992 0.950429302997691 -3.08020081799896 115.552603782999 -3.85172804503782 123.604165170036
78 209.58634335102 186.796345658058 195.603491575002 6.44987965906694 9.56266859202515 10.8991079529915 212.102559351979 172.51919769501 -3.62026397201589 -3.84803123001802 -7.44214756100519 204.471921671029 -4.24312606010062 0.936112857016269 -0.992609739114414 87.6778329500667 1.42904399999679 -0.338831699991715 96.9765450010073 1.48644091000278 90.6375576380015
79 295.220057496999 177.360176392995 171.274873144012 25.4750158479965 20.6305530849932 25.3007538150086 225.129598613967 162.966580091961 -5.20309027497206 -10.5287101019712 0.217941677965428 215.659772808976 0.661344825039123 -4.766944433959 0.997630912024761 83.9782729310173 -3.94860191199768 -1.74604761200499 81.1446526449799 2.72475111396489 86.5112210516997
80 190.892059156977 197.061391902935 200.77598648495 -6.07825286115258 -2.52407658499578 -4.1003332931723 222.417878111992 186.762979689979 2.22450108399244 4.2468972910001 5.14813617799064 238.396729245005 6.44930006296818 -5.08559463000893 1.91955882496586 91.0699040869986 1.10366543103737 -5.54472093699587 95.7959227927063 2.52491853269703 89.476166443
81 226.73541157792 159.735409329005 155.716223422951 6.50789434694161 14.4422418969953 -3.39440310799546 230.186824116026 160.421275928002 3.31635223001285 -0.881389060987203 -2.36036603100729 226.053318403046 -6.20321868200335 -2.47930164696299 -5.21291160403052 89.76665710872 3.86344971471004 -0.170175044320331 83.9764827089994 2.9975311239923 77.1917278669662
