# r	h_0	h_1	h_2	h_3	h_4	h_5	h_6	h_7	h_8	h_9	h_10	h_11	h_12	h_13	h_14	h_15	h_16	h_17	h_18	h_19	h_20	h_21	h_22	h_23	h_24	h_25	h_26	h_27	h_28	h_29	h_30	h_31	h_32	
2.030139220299999714e+00 3.671224823500000412e+02 6.025358276499998738e+02 9.202394870000000537e+01 3.393438008999999056e+02 -1.842809820641999750e+02 6.840048219999999901e+01 3.025161743499999716e+02 5.509256593000000066e+02 4.210120009999999979e+01 2.845933227999999531e+02 -2.193859624642000199e+02 2.585740859999999941e+01 2.599636687999999367e+02 5.134621582500000159e+02 7.631916503999998440e+02 2.453081550750000019e+02 5.033391723999999385e+02 7.446063232999998718e+02 2.243029449599999623e+02 4.784433441499999162e+02 7.170825194999999894e+02 1.895366668999999717e+02 4.413155212499999607e+02 6.846013183999999683e+02 1.683206634999999949e+02 4.234213104499999645e+02 6.633533324999999650e+02 1.487771836000000008e+02 4.008161773499999754e+02 6.295753173999999035e+02 1.133730086999999855e+02 3.620880127000000357e+02 -1.530889654641999869e+02
3.030139220299999714e+00 3.668931427500000382e+02 6.026477051000001666e+02 9.148952104999997914e+01 3.401598205999999891e+02 -1.847822943141999872e+02 6.777212529999999902e+01 3.018211670000000026e+02 5.502983093499999541e+02 4.154513549999999356e+01 2.840435029000000213e+02 -2.198656073142001333e+02 2.531426714999999916e+01 2.601206664999999703e+02 5.127898559999999861e+02 7.626898193499999934e+02 2.440078277999999727e+02 5.031060181000000284e+02 7.440935058999998546e+02 2.228368454999999813e+02 4.777908173000000716e+02 7.168481750499997815e+02 1.901885070499999983e+02 4.406476745999999594e+02 6.840841674999999213e+02 1.677651672000000076e+02 4.240007934500000601e+02 6.637663573999997197e+02 1.489536744000000112e+02 4.005791626000000178e+02 6.290643310499999643e+02 1.139691696499999836e+02 3.618461608999999726e+02 -1.550063849242000344e+02
4.030139220299998826e+00 3.671383362000001398e+02 6.021333618500000284e+02 9.177391049999999950e+01 3.408073730999999498e+02 -1.844570074642000463e+02 6.832235339999999724e+01 3.020780029000000013e+02 5.506063232999999855e+02 4.206892590000000354e+01 2.843413390999999137e+02 -2.193069830642000397e+02 2.563710980000000461e+01 2.605896606999999676e+02 5.130936889999998129e+02 7.632284851499996421e+02 2.444813384999998789e+02 5.027883300999999392e+02 7.445471801999997297e+02 2.231396789999998873e+02 4.780706481999998232e+02 7.170736693999997442e+02 1.908300170999999636e+02 4.408596802000001844e+02 6.846205140000001848e+02 1.680806579999999144e+02 4.246839600000000701e+02 6.643873596500000076e+02 1.496493480000000034e+02 4.008353271999999379e+02 6.293663330000001679e+02 1.145660019000000034e+02 3.621069946000000073e+02 -1.567159796141999664e+02
5.030139220299998826e+00 3.666496734999998353e+02 6.024719849000002796e+02 9.209356315000002269e+01 3.402767029000001457e+02 -1.841408148642000810e+02 6.805725870000000555e+01 3.015786590499999420e+02 5.509121703999999227e+02 4.183989524999999787e+01 2.846664886999998316e+02 -2.192876349308667159e+02 2.598010539999999224e+01 2.609021606499999280e+02 5.135216878666666389e+02 7.632199706999999762e+02 2.451216735999998946e+02 5.022268219000000045e+02 7.451493530000002465e+02 2.234881744499998604e+02 4.787506409000000076e+02 7.174933472000002439e+02 1.899720077999999717e+02 4.412510071000001517e+02 6.845726929000002201e+02 1.684008331499999827e+02 4.250816649999997026e+02 6.640568543000001682e+02 1.498226394999999229e+02 4.012466431000000284e+02 6.300056763000002320e+02 1.140383377500000108e+02 3.622997588999999152e+02 -1.564046392642001138e+02
6.030139220299998826e+00 3.669450074000001223e+02 6.031163330499998665e+02 9.180202105000000756e+01 3.405860290999999052e+02 -1.844339667142000962e+02 6.828643039999997200e+01 3.018729858000001514e+02 5.505948486499996761e+02 4.151124579999998332e+01 2.840008240000000796e+02 -2.179499274142000331e+02 2.567859845000000973e+01 2.606363068000000567e+02 5.127874756499995783e+02 7.630855102499999703e+02 2.455873261000001548e+02 5.015718383999997059e+02 7.453608704000002945e+02 2.228395004999999855e+02 4.784179840500003138e+02 7.181495055999998840e+02 1.893143387000000075e+02 4.418338164999997844e+02 6.843966674999996940e+02 1.677786636999999814e+02 4.256755066000000625e+02 6.643656615999998394e+02 1.503190383999999540e+02 4.018749847999999929e+02 6.306513061999994534e+02 1.143633194000000231e+02 3.628233185500000673e+02 -1.557753058142000100e+02
7.030139220299998826e+00 3.672078246999999465e+02 6.027998351999999613e+02 9.152286529999997811e+01 3.409086608999998589e+02 -1.847777777642000956e+02 6.776476289999999381e+01 3.024931792999998379e+02 5.502785034500002439e+02 4.126646045000001095e+01 2.833904724499998338e+02 -2.175458746642000278e+02 2.630046079999999620e+01 2.603539886500000193e+02 5.121684875500000089e+02 7.644488119000001234e+02 2.458849868499999047e+02 5.009416809500003183e+02 7.459206950000001370e+02 2.221935043000000860e+02 4.787523193999995783e+02 7.178763428000002023e+02 1.899443208000000141e+02 4.415908203499998308e+02 6.840924988000001576e+02 1.674475097999999207e+02 4.253031616499997654e+02 6.646761780000001636e+02 1.511901474000000007e+02 4.024906922000000122e+02 6.309443054499997743e+02 1.146928139000000328e+02 3.621613311999999496e+02 -1.560522833642000933e+02
8.030139220299998826e+00 3.665326843500001814e+02 6.031646729000003688e+02 9.094977194999995618e+01 3.403045043999998143e+02 -1.845333013642000424e+02 6.803253170000004957e+01 3.031166686999999911e+02 5.506130370999999286e+02 4.188043979999997646e+01 2.830936585000001742e+02 -2.169796515642001395e+02 2.689274695000000293e+01 2.606516723999998248e+02 5.115805054000002201e+02 7.655928344999992987e+02 2.455839996499998961e+02 5.003043212999996285e+02 7.455596618500003387e+02 2.215468445499998325e+02 4.790386657999997624e+02 7.181716919000000416e+02 1.903503266000000167e+02 4.418729857999996966e+02 6.843946532999998453e+02 1.681043242999999165e+02 4.255769958999999290e+02 6.641976929000002201e+02 1.518169860999998946e+02 4.028098296999999093e+02 6.302873230499999408e+02 1.141004867499999591e+02 3.618768310499999643e+02 -1.557233038641998064e+02
9.030139220299998826e+00 3.659079894999999851e+02 6.035146484500000952e+02 9.127401729999996860e+01 3.397616576999998870e+02 -1.842304755142001795e+02 6.868392570000003161e+01 3.034243317000000388e+02 5.509228515499999048e+02 4.225040819999998121e+01 2.829290162000002056e+02 -2.166479865142000563e+02 2.748186499999997068e+01 2.609428405500000281e+02 5.109361572499997237e+02 7.659113464499996553e+02 2.454206696000001102e+02 4.996719970999997713e+02 7.453566895000003569e+02 2.209223251499997787e+02 4.784248199499998009e+02 7.185770263999993404e+02 1.905523148000000901e+02 4.421849823000002289e+02 6.846868286499993701e+02 1.683976517000000968e+02 4.259203185999999732e+02 6.644366760500001874e+02 1.524689865000001419e+02 4.022669982999996137e+02 6.296383362000001398e+02 1.134793281499999011e+02 3.617606812000003629e+02 -1.553086310642001990e+02
1.003013922029999883e+01 3.653064880500000982e+02 6.029860229999994772e+02 9.169049840000002405e+01 3.403911591000000953e+02 -1.848298101642001257e+02 6.938551329999995687e+01 3.029523315999999795e+02 5.503361816499996166e+02 4.287182619999998678e+01 2.828498535499998070e+02 -2.172891302642001392e+02 2.788100059999999303e+01 2.604350281000001814e+02 5.103051605499995276e+02 7.653223571999997148e+02 2.454058456500001739e+02 4.991356812000003629e+02 7.452963257000001249e+02 2.204386597000002439e+02 4.777853088500000922e+02 7.191524963499996375e+02 1.902894897500000297e+02 4.416389771000003748e+02 6.840750122499994177e+02 1.677631607499999973e+02 4.253980103000003510e+02 6.640948181500007195e+02 1.531183166999999230e+02 4.029216613999997207e+02 6.291596679999993285e+02 1.129903259999998681e+02 3.617119904000001043e+02 -1.546714545141999224e+02
1.103013922029999883e+01 3.647171784499996647e+02 6.035886841000001368e+02 9.190800094999997327e+01 3.409338074000002052e+02 -1.853978033641999446e+02 6.966635894999996026e+01 3.039116821666666510e+02 5.497028503500005172e+02 4.339847379999997656e+01 2.833970031999997445e+02 -2.179549933141997826e+02 2.790890569999999116e+01 2.610301819000001160e+02 5.098383484000005410e+02 7.648074950999998691e+02 2.459453430500002469e+02 4.993568573499997001e+02 7.458878174000001309e+02 2.210198288500000672e+02 4.771953125000000000e+02 7.196629944500000420e+02 1.908331757500000094e+02 4.419071655499997178e+02 6.834309997499995006e+02 1.672736510999998245e+02 4.260690002999999706e+02 6.655095215000001190e+02 1.533661499499999081e+02 4.034788361000000805e+02 6.297991943500001071e+02 1.136021614500000396e+02 3.622603302000002259e+02 -1.541702948141999059e+02
