# r	h_0	h_1	h_2	h_3	h_4	h_5	h_6	h_7	h_8	h_9	h_10	h_11	h_12	h_13	h_14	h_15	h_16	h_17	h_18	h_19	h_20	h_21	h_22	h_23	h_24	h_25	h_26	h_27	h_28	h_29	h_30	h_31	h_32	
2.030139220299999714e+00 6.123269652999999835e+02 8.636693106641999975e+02 3.486043396000000030e+02 5.885251465000000053e+02 8.468056870000000913e+01 3.247094878999999992e+02 5.748133544999999458e+02 8.233675375642000063e+02 3.134920043999999848e+02 5.585586547999999993e+02 5.469593049999999579e+01 2.997933044999999765e+02 5.423126830999999584e+02 7.858483096641999737e+02 1.038917304164200004e+03 5.211290282999999590e+02 7.646952048141999967e+02 1.017362784464199876e+03 5.035706634999999096e+02 7.385578308499998457e+02 9.836413031642000533e+02 4.621352131999999528e+02 7.085176391999999623e+02 9.561509924642000442e+02 4.473153381000000195e+02 6.871601867499999798e+02 9.359666205641999568e+02 4.172511596999999597e+02 6.510510253999999577e+02 9.096863165642000695e+02 4.072102966499999752e+02 6.385418396000000030e+02 1.259036559999999980e+02
3.030139220299999714e+00 6.142959961200000407e+02 8.630333243642000980e+02 3.491383361999999124e+02 5.879768371999998635e+02 8.529689794999998753e+01 3.253468323000000737e+02 5.736634724999998980e+02 8.238003035141998680e+02 3.140260010499999908e+02 5.579340210000000297e+02 5.533555794999998767e+01 2.991966858499999944e+02 5.428553466999999273e+02 7.863478585141999702e+02 1.038908148864200029e+03 5.199625651000000062e+02 7.652716514642002039e+02 1.016707648364199940e+03 5.029849853999999141e+02 7.387420043999998143e+02 9.830083075642000949e+02 4.620134989666666456e+02 7.090529784999998810e+02 9.566654731142000401e+02 4.477920227499998873e+02 6.878251647999999250e+02 9.355903082642000754e+02 4.175135040499999945e+02 6.515753479499999230e+02 9.101486349641999141e+02 4.078759765499999617e+02 6.369922282333332078e+02 1.264933204999999958e+02
4.030139220299998826e+00 6.148113403500001368e+02 8.626169882641997901e+02 3.497578430500000195e+02 5.873163451999998870e+02 8.475571064999999749e+01 3.247904968499999541e+02 5.724643554999997832e+02 8.235499792641999193e+02 3.135456695999999965e+02 5.573133544999998321e+02 5.474960524999997347e+01 2.985376587000000654e+02 5.422674865999999838e+02 7.861246806642002412e+02 1.038627966964199913e+03 5.185568237499999213e+02 7.664824169891999190e+02 1.015895656964199929e+03 5.025713195999999243e+02 7.384946288999999524e+02 9.823563071641999613e+02 4.604016621999999188e+02 7.085459899999998470e+02 9.561274710642001082e+02 4.472445220999999265e+02 6.873389892499999405e+02 9.349284812142000192e+02 4.173287048000001960e+02 6.510301513499998691e+02 9.098716193641998871e+02 4.073661651999999549e+02 6.360453490999998394e+02 1.259754867499999591e+02
5.030139220299998826e+00 6.141953734999997323e+02 8.623223143141999572e+02 3.503468322999999600e+02 5.877566833499997756e+02 8.412108610000001363e+01 3.250548553500000253e+02 5.721873169000000416e+02 8.229655028642002890e+02 3.138213348499998574e+02 5.578353271999999379e+02 5.501477624999998284e+01 2.990188140999999860e+02 5.423640136999997594e+02 7.855010959142000502e+02 1.038035147764200246e+03 5.186613158999998632e+02 7.666531930641999679e+02 1.016302680114200029e+03 5.022803344999998671e+02 7.391050109999998767e+02 9.825954657642000711e+02 4.593556519000003391e+02 7.086216431000002558e+02 9.562056342641999436e+02 4.466133423000001130e+02 6.873896484999995664e+02 9.351008419975331662e+02 4.178916930999998840e+02 6.512974853999999141e+02 9.092687903641997309e+02 4.066863708999999290e+02 6.353995055999996566e+02 1.260220616666666018e+02
6.030139220299998826e+00 6.147458495999999286e+02 8.626296492641999976e+02 3.500319823999998334e+02 5.874456786999999167e+02 8.368856049999999414e+01 3.265326614499999778e+02 5.727933349499999167e+02 8.223310080642004323e+02 3.135736695000000509e+02 5.575429687999999260e+02 5.536976620000001503e+01 2.987166442999998708e+02 5.428323364999998830e+02 7.848476687641996250e+02 1.037460639064200222e+03 5.200181274599998460e+02 7.660274811642002533e+02 1.016631995264199759e+03 5.028996581999999762e+02 7.387883301000001666e+02 9.823826361642004485e+02 4.587278290499998548e+02 7.087978515499999048e+02 9.576305701241999486e+02 4.462116698999998334e+02 6.875466308499999286e+02 9.348836585642002319e+02 4.175970154000001457e+02 6.510403441999997085e+02 9.091782904641995628e+02 4.062220154000001457e+02 6.353636475000002974e+02 1.260623169000000416e+02
7.030139220299998826e+00 6.153507995499999197e+02 8.628977996142002667e+02 3.493953246999999465e+02 5.871311950999997862e+02 8.302159119999998893e+01 3.278563385499999185e+02 5.734333496500003093e+02 8.228770018641998831e+02 3.141001587000000654e+02 5.572328490999998394e+02 5.564404110000000969e+01 2.981184998500000347e+02 5.431328125499999260e+02 7.844436999642002775e+02 1.037972663064199878e+03 5.215923156999997445e+02 7.665847741142006271e+02 1.016929480664199218e+03 5.035436554000000342e+02 7.384736633499996969e+02 9.819876318642000115e+02 4.590208434999999554e+02 7.091059875999999349e+02 9.591771536641999774e+02 4.459498290999999881e+02 6.878716736000001220e+02 9.344546423642004811e+02 4.172740020999999615e+02 6.515593567500000063e+02 9.098039694641997812e+02 4.056888427499998215e+02 6.359218445000001338e+02 1.265914955499999905e+02
8.030139220299998826e+00 6.150173340000001190e+02 8.625636359641994204e+02 3.497039947499997652e+02 5.874531860499996583e+02 8.345000459999999975e+01 3.275606689999995069e+02 5.739660033999998632e+02 8.225707007641995006e+02 3.137716675000001487e+02 5.575469970999997713e+02 5.499264140000002499e+01 2.974819947000000866e+02 5.424730225000002974e+02 7.838528872641995804e+02 1.037661658364200775e+03 5.213033446999997977e+02 7.662861110642006679e+02 1.016314337864199842e+03 5.038228149500000654e+02 7.387964782500002912e+02 9.813519659642006445e+02 4.587136841000001368e+02 7.087966309000003093e+02 9.588456488642004842e+02 4.463255005000000892e+02 6.884833374499994534e+02 9.337891532142002688e+02 4.177330017000003863e+02 6.512593384000001606e+02 9.101179725141996641e+02 4.050823363999998037e+02 6.365390014999993582e+02 1.262793349999999464e+02
9.030139220299998826e+00 6.145780030000005354e+02 8.622378112141996098e+02 3.503216705500003627e+02 5.877700196000005235e+02 8.313360600000009981e+01 3.272186737000001813e+02 5.732909850999999435e+02 8.222774954642000012e+02 3.134743194499999390e+02 5.578416748499998903e+02 5.471399115000002666e+01 2.971993255999998382e+02 5.421798095499998453e+02 7.841379929641998388e+02 1.036986136514199643e+03 5.208590088000000833e+02 7.660255481142003191e+02 1.016044669214199530e+03 5.031700134000002436e+02 7.394098205999998754e+02 9.816191550641997310e+02 4.584283447499997237e+02 7.085158386499997505e+02 9.585064841142002479e+02 4.457040099999994709e+02 6.890836792000000059e+02 9.331719732641995506e+02 4.175018462999996700e+02 6.506644897500004845e+02 9.095333166641994467e+02 4.044443206999999347e+02 6.371523437500000000e+02 1.259820022999999765e+02
1.003013922029999883e+01 6.143698120000008203e+02 8.628348151642003359e+02 3.500186768000003212e+02 5.883572997999999643e+02 8.273569489999999860e+01 3.277839966000001368e+02 5.726986694999995962e+02 8.228911810642002820e+02 3.140944977000001472e+02 5.575216675000001487e+02 5.524429699999996046e+01 2.977073365000001104e+02 5.428073120500002915e+02 7.838730936642004963e+02 1.036315283864199955e+03 5.202386474999993879e+02 7.665306750641993858e+02 1.016649161414200535e+03 5.035094299499996850e+02 7.402570190999995248e+02 9.822093268642001931e+02 4.590528259500001695e+02 7.091408080999990489e+02 9.590756293642007222e+02 4.452693176000002495e+02 6.887703246999990370e+02 9.328271323142007532e+02 4.177823486499996761e+02 6.508783569999995962e+02 9.098719054142002278e+02 4.037673340000001190e+02 6.384901734000000033e+02 1.272825984999998923e+02
1.103013922029999883e+01 6.149683532499993817e+02 8.635141363642005672e+02 3.495646667999999408e+02 5.887526550999991741e+02 8.245802689999993618e+01 3.275128174500000569e+02 5.725003356999995958e+02 8.234271765642006358e+02 3.147091522499999883e+02 5.571996765499998219e+02 5.536288199999997772e+01 2.971048279499998443e+02 5.434318237500001487e+02 7.835596400642007211e+02 1.036027121614200041e+03 5.196060180999993463e+02 7.662988635142000931e+02 1.017288306364199343e+03 5.045406799499996850e+02 7.395811462500005291e+02 9.825366508142005841e+02 4.596896667999999408e+02 7.097858581999998933e+02 9.588854743142010193e+02 4.449993438999995305e+02 6.882913207999990846e+02 9.334909735641995212e+02 4.172503357000000506e+02 6.512374878000000535e+02 9.112986441641996862e+02 4.034355163499999435e+02 6.400126953499993760e+02 1.287501525999998648e+02
