# r	p	err_p
2.512606653733189255e+00 2.938778306896433490e-01 0.000000000000000000e+00
3.561929021238021686e+00 2.501526562181966007e-01 0.000000000000000000e+00
4.356729213393080613e+00 2.349173092445345223e-01 0.000000000000000000e+00
5.013447545478241452e+00 2.400980826209855867e-01 0.000000000000000000e+00
5.620089346788216922e+00 2.465638244933678891e-01 0.000000000000000000e+00
6.149261213124503911e+00 2.569673587491750899e-01 0.000000000000000000e+00
6.655384449579979211e+00 2.483405286418783886e-01 0.000000000000000000e+00
7.101836817437120253e+00 2.533709149082044587e-01 0.000000000000000000e+00
7.535305600349580857e+00 2.443151358112937710e-01 0.000000000000000000e+00
7.948968646753948875e+00 2.459471656194675004e-01 0.000000000000000000e+00
8.330669832460708690e+00 2.461294298401121017e-01 0.000000000000000000e+00
8.677382656976314834e+00 2.508364475924005355e-01 0.000000000000000000e+00
9.055600823514188491e+00 2.471188455569131304e-01 0.000000000000000000e+00
9.757349031813612683e+00 2.502060017678697235e-01 0.000000000000000000e+00
1.034155892302051605e+01 2.481553648437611892e-01 0.000000000000000000e+00
1.092298669527841426e+01 2.461185162997354126e-01 0.000000000000000000e+00
1.152879877210405546e+01 2.476587146637908021e-01 0.000000000000000000e+00
1.201923328105170974e+01 2.473031769733793350e-01 0.000000000000000000e+00
1.256399778041992832e+01 2.481217222614957307e-01 0.000000000000000000e+00
1.317008539061381533e+01 2.471726535869184227e-01 0.000000000000000000e+00
1.398349568614121630e+01 2.471151082091084528e-01 0.000000000000000000e+00
1.458665112772921901e+01 2.481390461198378916e-01 0.000000000000000000e+00
1.526823969279726434e+01 2.460823382345831700e-01 0.000000000000000000e+00
1.572201740103708367e+01 2.463719654918745394e-01 0.000000000000000000e+00
1.633347268265018570e+01 2.465942132037098333e-01 0.000000000000000000e+00
1.684598927334981866e+01 2.474449988589614569e-01 0.000000000000000000e+00
1.722744559681595433e+01 2.478118440926656008e-01 0.000000000000000000e+00
1.760861920172568773e+01 2.468139746402011614e-01 0.000000000000000000e+00
1.813273114702672117e+01 2.454378164512586724e-01 0.000000000000000000e+00
1.860802749525613820e+01 2.471976575000340015e-01 0.000000000000000000e+00
1.911191182195393878e+01 2.458448415355428962e-01 0.000000000000000000e+00
1.957714372032868866e+01 2.455029610589328226e-01 0.000000000000000000e+00
