# r	p	err_p
2.567774391430185599e+00 3.378294733584360499e-01 1.236098250605782147e-03
3.602549747062275376e+00 3.385516506922257585e-01 1.775394157260609066e-03
4.419629655241656963e+00 3.415676717153028341e-01 8.675541795301874642e-04
5.085161779679309824e+00 3.392030171098971425e-01 1.280736019506021131e-03
5.731495756887706960e+00 3.402278521717160276e-01 8.237094443211456828e-04
6.725370186494494362e+00 3.427396544971933467e-01 5.660312665188981397e-04
7.808691476701287826e+00 3.415566135766782141e-01 5.278375922933244884e-04
8.450965426503298517e+00 3.400241710892754066e-01 1.017369651652328842e-03
9.102150840991843239e+00 3.393879150264818012e-01 4.246397499715022571e-04
9.907503767817559037e+00 3.388656965648855213e-01 5.940499583778002194e-04
1.093459557114096548e+01 3.397680148254005328e-01 3.123228132787473211e-04
1.196058201318144931e+01 3.396940793472427722e-01 4.186593300733863115e-04
1.310804206556425733e+01 3.382461351603254784e-01 2.531836241283003976e-04
1.454081215093928137e+01 3.380385357175470507e-01 2.552745755330481357e-04
1.557060366458089185e+01 3.369671085758810802e-01 2.695447619011625282e-04
1.678990269827329485e+01 3.351318353965681562e-01 2.130783980998129164e-04
1.778058672214820390e+01 3.358508390429458257e-01 2.731167487052021709e-04
1.868553188527373266e+01 3.368267371079234906e-01 2.203784512144123199e-04
1.950125072835471585e+01 3.361652905747676834e-01 2.564471369304675407e-04
