# r	p	err_p
2.567774391430185599e+00 3.359105034182722216e-01 1.214924631888104813e-03
3.602549747062275376e+00 3.354699758986718905e-01 1.745325734398339929e-03
4.419629655241656963e+00 3.336288416075650076e-01 8.561080927404455957e-04
5.085161779679309824e+00 3.374087639324391819e-01 1.249730528327602265e-03
5.731495756887706960e+00 3.367079323450314354e-01 8.119213714034485309e-04
6.725370186494494362e+00 3.392525467092905589e-01 5.562918471826680837e-04
7.808691476701287826e+00 3.370831513033347715e-01 5.194577318888926685e-04
8.450965426503298517e+00 3.414514602487831452e-01 9.985294148696006490e-04
9.102150840991843239e+00 3.358020056373720585e-01 4.173357214031707765e-04
9.907503767817559037e+00 3.362889757407758196e-01 5.836156115273362583e-04
1.093459557114096548e+01 3.366466321507087245e-01 3.070883052933306664e-04
1.196058201318144931e+01 3.371457284710544511e-01 4.114313112268490054e-04
1.310804206556425733e+01 3.364876446593833004e-01 2.485755238496917176e-04
1.454081215093928137e+01 3.366756149801762854e-01 2.507396670065141888e-04
1.557060366458089185e+01 3.359487752580531117e-01 2.646933298392197204e-04
1.678990269827329485e+01 3.363291940087690945e-01 2.089458915237142676e-04
1.778058672214820390e+01 3.368751328476744522e-01 2.676337060942372554e-04
1.868553188527373266e+01 3.372749555650399467e-01 2.162584057925723573e-04
1.950125072835471585e+01 3.367298328180501343e-01 2.514321384506346927e-04
