# r	p	err_p
2.569771348303175440e+00 3.411156762575889845e-01 1.274802236151031899e-03
3.606807109539573730e+00 3.373144310556172032e-01 1.343506150681357102e-03
4.422847960969568781e+00 3.329220057616855133e-01 1.324664477813808404e-03
5.085406582099014194e+00 3.324632340950998133e-01 1.483510788407372974e-03
5.729857169253013360e+00 3.347915392055540451e-01 1.428469876675070999e-03
6.727763248961208475e+00 3.349342932364011149e-01 1.081265278750304830e-03
7.809251538762838507e+00 3.351506094115304091e-01 1.254671221041003164e-03
8.450404048679041935e+00 3.339137138690584927e-01 1.227671035362732114e-03
9.103058544360317583e+00 3.352277571094127717e-01 1.092817481773431746e-03
9.908924955874713447e+00 3.345184621924022772e-01 1.110982957358833643e-03
1.093652354227545587e+01 3.346201128717377626e-01 1.011088474480732313e-03
1.195974824835140637e+01 3.348640103550125091e-01 8.032329465237218920e-04
1.310933418978814835e+01 3.347090769647039776e-01 8.469538723340239248e-04
1.454214915370468830e+01 3.346384970456863783e-01 8.194159983994300659e-04
1.557272986615165777e+01 3.344926480260558832e-01 7.881444131223669988e-04
1.679200032335560877e+01 3.347005277053450301e-01 7.472035113644750646e-04
1.778027707247922606e+01 3.344222718135230754e-01 6.794969711350105435e-04
1.868645386698651834e+01 3.346028394836513820e-01 6.019334380023877483e-04
1.950159134113738091e+01 3.342931483028093731e-01 6.112206181131822668e-04
