# r	h_0	h_1	h_2	h_3	h_4	h_5	h_6	h_7	h_8	h_9	h_10	h_11	h_12	h_13	h_14	h_15	h_16	h_17	h_18	h_19	h_20	h_21	h_22	h_23	h_24	h_25	h_26	h_27	h_28	h_29	h_30	h_31	h_32	
2.030139220299999714e+00 3.257763366999999448e+02 5.433330078000000185e+02 -1.686844546420007873e+01 1.858164901999999756e+02 3.987474823499999843e+02 6.046298217999999451e+02 4.200692180000000064e+01 2.283586884000000055e+02 4.225606689499999220e+02 5.745838318499997968e+02 1.334917543579988930e+01 2.021296615999999631e+02 4.307180176499999789e+02 6.320679932000000463e+02 7.450268939999999418e+01 2.832603149999999346e+02 5.090876693999999816e+02 6.870861511999999038e+02 1.220470046999999880e+02 3.121003418000000238e+02 -2.350816107141999964e+02 7.133688354500000059e+02 1.408843383999999901e+02 3.533513489000000050e+02 -1.839090033142000493e+02 2.201643179999999944e+01 2.253332557999999608e+02 4.303321609749999652e+02 -1.267646246642001415e+02 6.825985719999999901e+01 2.682673340000000053e+02 4.858036804000000188e+02 6.501091919499999676e+02
3.030139220299999714e+00 3.263968201000000136e+02 5.428041686999999911e+02 -1.709448916420012665e+01 1.855964889499999799e+02 3.981288299999999367e+02 6.033999837333334426e+02 4.265262989999999377e+01 2.278561935500000004e+02 4.218195038000000068e+02 5.751929932000000463e+02 1.394899833579983550e+01 2.026419830999999476e+02 4.305115203999999949e+02 6.309741007666665382e+02 7.517064669999999182e+01 2.838881835999999339e+02 5.077463379999999233e+02 6.877336425999997118e+02 1.215354995999999801e+02 3.127041778999999906e+02 -2.357129889141999683e+02 7.130943298999998206e+02 1.415093154999999854e+02 3.539783325500000046e+02 -1.845289984642000718e+02 2.154096889999999931e+01 2.240033417500000041e+02 4.290345000999998319e+02 -1.272594977141999948e+02 6.889332964999999831e+01 2.677723235999999929e+02 4.862156372000000033e+02 6.502933349999998427e+02
4.030139220299998826e+00 3.270596618999999237e+02 5.431160277999997561e+02 -1.681064516420008204e+01 1.858063201999999592e+02 3.983540038999999524e+02 6.033339843999997356e+02 4.327931789999999523e+01 2.283921737499999836e+02 4.203625793749999957e+02 5.746873168999999280e+02 1.461791318579985699e+01 2.026559905999999955e+02 4.307853393999998843e+02 6.307973022999999557e+02 7.599576063333330467e+01 2.845193481999999676e+02 5.080610045999997055e+02 6.881799926999997297e+02 1.220238266499999895e+02 3.133653564999999617e+02 -2.354496222642001158e+02 7.133109740999998394e+02 1.421039887000000590e+02 3.545679626999999527e+02 -1.842782965641999908e+02 2.207097054999999131e+01 2.243293304999999691e+02 4.292839966000001368e+02 -1.278851690641999994e+02 6.951258089999998901e+01 2.680676574999999957e+02 4.868661346499999354e+02 6.497339782999999898e+02
5.030139220299998826e+00 3.276569671500000140e+02 5.434440002500000446e+02 -1.640665346419996240e+01 1.869700927999999465e+02 3.978055114999998523e+02 6.024693603999999141e+02 4.302139664999998558e+01 2.283093413999999939e+02 4.187643280500001310e+02 5.750023192999997264e+02 1.436119933579983154e+01 2.021140060499999436e+02 4.312103271999999379e+02 6.302571411500000522e+02 7.624360274999997955e+01 2.857151184666666381e+02 5.084046631000001071e+02 6.884776916499997697e+02 1.220115051499999481e+02 3.127941741999999294e+02 -2.350483160641999802e+02 7.127734986000002664e+02 1.415428314499999942e+02 3.540356445500000291e+02 -1.838856573642001422e+02 2.201167110000000093e+01 2.246433258499999965e+02 4.299303283999997802e+02 -1.275596685642001376e+02 6.899257280000000492e+01 2.683779906999999412e+02 4.865348053499999423e+02 6.500039673000001130e+02
6.030139220299998826e+00 3.277136535999998159e+02 5.431423340500000450e+02 -1.578800111420002850e+01 1.881026764000000639e+02 3.980889892999998665e+02 6.018616638500002409e+02 4.325027089999997543e+01 2.281033325999999306e+02 4.178231506999995872e+02 5.755946655499997178e+02 1.459310233580002603e+01 2.018235091999999895e+02 4.317959748000000673e+02 6.305006714000001011e+02 7.681349950000003446e+01 2.868906859999999597e+02 5.077869873500003450e+02 6.878238220500002171e+02 1.228622894666666525e+02 3.130956725999999435e+02 -2.347197943642000837e+02 7.118378296000000773e+02 1.418206634999999096e+02 3.542776488999998037e+02 -1.832577887141999327e+02 2.182132434999998338e+01 2.240336685500000158e+02 4.308207244999998693e+02 -1.269446478642000216e+02 6.931259160000001884e+01 2.680348358500000359e+02 4.868420105999998668e+02 6.505811768000003212e+02
7.030139220299998826e+00 3.271463318000000982e+02 5.437753296000000773e+02 -1.606684021420005593e+01 1.884280166500000178e+02 3.988180949999999143e+02 6.024960326999998870e+02 4.365764619999998786e+01 2.277809982500000388e+02 4.172174835499999972e+02 5.762219849000002796e+02 1.500136653579994572e+01 2.024300080000000435e+02 4.314434967499998947e+02 6.311730041999994683e+02 7.713315199999999550e+01 2.874856872499999554e+02 5.071466674999996940e+02 6.871663207999999941e+02 1.236280174500000157e+02 3.133871612499999628e+02 -2.350538092142001005e+02 7.109391784999997981e+02 1.424638290499999584e+02 3.549665069999998650e+02 -1.826439581642000576e+02 2.155170350000000212e+01 2.237021637000000283e+02 4.309721171000001050e+02 -1.272608099642000639e+02 6.964164354999999773e+01 2.686986695000000509e+02 4.874798431499998514e+02 6.512306519000003391e+02
8.030139220299998826e+00 3.268658447499999511e+02 5.444049988000001576e+02 -1.578562076419996174e+01 1.881398391499999434e+02 3.992132873499999732e+02 6.028303528500000539e+02 4.426172829999998726e+01 2.280566711000001305e+02 4.167052764999998544e+02 5.766439819999995962e+02 1.561879823579985782e+01 2.027493438499999456e+02 4.317019958999999290e+02 6.318519897999995010e+02 7.685096360000000004e+01 2.880683288999998695e+02 5.065131531000001814e+02 6.865508118000002469e+02 1.242926787999999760e+02 3.127944947000000866e+02 -2.344703130642001270e+02 7.102749938999995720e+02 1.430699767999999494e+02 3.556233216000000539e+02 -1.820314703642001177e+02 2.188104440000000750e+01 2.243329926000001251e+02 4.305984954999998990e+02 -1.269466314641999816e+02 6.915842440000005809e+01 2.693321838500000922e+02 4.881076659999998810e+02 6.518738403500001368e+02
9.030139220299998826e+00 3.267310180999998011e+02 5.440536499499999081e+02 -1.534030826419996174e+01 1.879829712000000654e+02 3.997256775500000003e+02 6.021983337499996196e+02 4.490364459999995006e+01 2.283643417499999941e+02 4.172203598500000226e+02 5.772878113000001576e+02 1.530693903580001347e+01 2.020901718499999333e+02 4.320621642999999494e+02 6.321558532999997624e+02 7.657412340000001905e+01 2.886384888000000046e+02 5.060163269000004220e+02 6.862941589499996553e+02 1.247260056000000077e+02 3.122524871499997516e+02 -2.340499640642001395e+02 7.097136840999992273e+02 1.433349915000000010e+02 3.558968506000001071e+02 -1.821443243641997469e+02 2.219725515000001792e+01 2.246073303499999838e+02 4.304253234999996494e+02 -1.266321478142001524e+02 6.940171434999996336e+01 2.699826966000000539e+02 4.884029998999999407e+02 6.524856567999995605e+02
1.003013922029999883e+01 3.266613311999997222e+02 5.435050049000001309e+02 -1.468866636420000304e+01 1.879238204999999198e+02 3.991920165999999881e+02 6.016640014999993582e+02 4.535358050000002095e+01 2.277565231500000209e+02 4.179630128000007971e+02 5.779370117999997092e+02 1.479616633579991003e+01 2.014590149499999825e+02 4.315249938999995720e+02 6.315373229999995601e+02 7.685916139999994812e+01 2.893133240000001933e+02 5.066569519999993645e+02 6.869199829999997746e+02 1.253425140499999770e+02 3.117286682000003566e+02 -2.334075079642000219e+02 7.103801574500002971e+02 1.426843261999999868e+02 3.553693542999999408e+02 -1.821804877141998986e+02 2.169024089999999205e+01 2.241086731000000327e+02 4.304201812999999675e+02 -1.271639776642000470e+02 6.911332324999995080e+01 2.704389648999999736e+02 4.878513184000003093e+02 6.528880006000008507e+02
1.103013922029999883e+01 3.272628326500002913e+02 5.431656494499998189e+02 -1.415848456420008006e+01 1.884303284000000076e+02 3.994015045500000269e+02 6.022136840999992273e+02 4.560123254999996334e+01 2.272896881000001486e+02 4.181976776000001337e+02 5.785508422999996583e+02 1.441326228579987401e+01 2.009386749999998756e+02 4.322339935499999228e+02 6.309446716499996910e+02 7.717411805000006098e+01 2.896318206999999347e+02 5.071713104000000385e+02 6.873303223000002617e+02 1.259056892500001368e+02 3.119119873499998903e+02 -2.328903265641999951e+02 7.110566405999998096e+02 1.421893462999998974e+02 3.552418721666666102e+02 -1.816663275142000202e+02 2.228544425000001183e+01 2.248026504999997996e+02 4.310246887000002971e+02 -1.272744309642001355e+02 6.978650670000001810e+01 2.706616516999999931e+02 4.881086578499998723e+02 6.535245056499998100e+02
