# r	vx_0	vx_1	vx_2	vx_3	vx_4	vx_5	vx_6	vx_7	vx_8	vx_9	vx_10	vx_11	vx_12	vx_13	vx_14	vx_15	vx_16	vx_17	vx_18	vx_19	vx_20	vx_21	vx_22	vx_23	vx_24	vx_25	vx_26	vx_27	vx_28	vx_29	vx_30	vx_31	
2.030139220299999714e+00 3.875075513284002848e-02 4.201304320000001646e-02 3.999284160666664173e-02 3.600022175333336683e-02 4.276830121283999031e-02 4.217657013000000732e-02 4.107479553000000644e-02 3.566525878999999427e-02 4.409096511283999015e-02 3.724526978000001348e-02 3.727669980999999411e-02 3.849523316000002388e-02 4.126816541283999384e-02 3.648066710999998963e-02 3.600726012999999615e-02 3.849550171999998466e-02 4.350869579284003669e-02 4.036393281499999625e-02 4.165029755499997238e-02 4.250677318284001860e-02 4.275839387000000824e-02 3.623052825999998477e-02 3.703293151000000560e-02 4.150664351284001630e-02 4.073952484999997237e-02 3.724663695000002966e-02 4.201906737999996921e-02 4.350405867284003192e-02 3.902106473999999992e-02 3.898620606000000738e-02 3.898613281999999819e-02 4.273032665283999637e-02
3.030139220299999714e+00 3.897916224283999587e-02 4.213105538333334482e-02 3.986087443666667257e-02 3.601174009999997400e-02 4.253107282284006307e-02 4.247678375999996980e-02 4.102733357333333136e-02 3.568246866666666128e-02 4.400556165283998900e-02 3.732236939000001946e-02 3.719292907999997844e-02 3.831609801000004228e-02 4.150576918283995637e-02 3.649326478000002733e-02 3.599333191000000931e-02 3.851176757000000783e-02 4.350572797283998316e-02 4.050610199000000133e-02 4.151087035999998648e-02 4.225556151950668471e-02 4.277459425333331872e-02 3.647163392000002391e-02 3.701263427999997718e-02 4.151263676284001891e-02 4.049903448999998823e-02 3.725242310000000806e-02 4.224990233999999234e-02 4.328006040284001349e-02 3.923916703000000089e-02 3.899403992000000096e-02 3.900249328000002236e-02 4.269886609283996687e-02
4.030139220299998826e+00 3.900144845284000961e-02 4.238391667000000751e-02 3.966066283999996472e-02 3.596836547000004797e-02 4.249609969283999616e-02 4.250193327999998022e-02 4.100318705000000757e-02 3.577021077999997106e-02 4.400759869283992626e-02 3.730633088000010616e-02 3.719266967999997064e-02 3.828406982000005787e-02 4.149382611283990857e-02 3.649859772000004637e-02 3.598210143999999722e-02 3.851049805000000131e-02 4.350862867284004121e-02 4.055186462999997576e-02 4.154645384999999108e-02 4.223606244284001249e-02 4.274114531999998606e-02 3.644197388999998594e-02 3.700826720000002096e-02 4.151171133284001225e-02 4.048848838999998673e-02 3.726529236000001438e-02 4.225916747999997058e-02 4.336929455284002644e-02 3.918699951999997377e-02 3.895497132000002444e-02 3.900202941000004836e-02 4.275066358283997892e-02
5.030139220299998826e+00 3.918606684283999775e-02 4.243240070000001835e-02 3.949463195999999149e-02 3.607253419000003292e-02 4.250656720283996215e-02 4.246233061000000142e-02 4.100399781999999188e-02 3.586030273000001545e-02 4.381822796284009364e-02 3.731979828999992810e-02 3.717726439000000604e-02 3.831623536999995833e-02 4.155209792284003667e-02 3.618275042666661834e-02 3.630911661333333096e-02 3.850800171999990001e-02 4.351319103284004286e-02 4.046260072000006786e-02 4.144612733000008209e-02 4.222586155283993004e-02 4.289453774999992669e-02 3.647653806000009796e-02 3.700446167999998925e-02 4.137018491283997457e-02 4.068852005000000993e-02 3.712562867000001460e-02 4.220506591999997198e-02 4.354179212284000483e-02 3.900490111000001758e-02 3.911364137999996660e-02 3.903112791000003245e-02 4.258499892283998389e-02
6.030139220299998826e+00 3.938739606283998135e-02 4.263301116999998475e-02 3.923155336000004600e-02 3.596856687999998303e-02 4.261904585283991798e-02 4.249251556000004093e-02 4.095357055000006102e-02 3.593880004999996242e-02 4.356982863284001445e-02 3.776659239999994450e-02 3.679836883999999114e-02 3.844586942999999452e-02 4.150659774284003872e-02 3.597086333999998525e-02 3.658936768000003309e-02 3.850783689999998094e-02 4.351569349283990890e-02 4.049296569000009755e-02 4.119906923000007937e-02 4.221693403283993673e-02 4.304876097999999623e-02 3.673381805199994743e-02 3.675855101800008101e-02 4.143988898283999106e-02 4.064537238000003744e-02 3.694010009999992850e-02 4.222902831999995193e-02 4.351666547284007563e-02 3.900359956000004624e-02 3.933323363999997879e-02 3.889083252000005014e-02 4.250806713284000643e-02
7.030139220299998826e+00 3.940825864283997032e-02 4.304126969000001551e-02 3.892953186000003979e-02 3.606920165999991101e-02 4.257297497284007193e-02 4.250425414999997598e-02 4.088383485000008505e-02 3.581499938999986588e-02 4.368972912284007498e-02 3.802719725999997857e-02 3.634369203000005488e-02 3.845730895999986687e-02 4.168922558284021002e-02 3.601300353999988685e-02 3.661013490000000065e-02 3.850982969999999783e-02 4.344609510283999054e-02 4.055710449999998940e-02 4.094649658000007464e-02 4.245170251283995888e-02 4.301569384999986284e-02 3.726761963400017363e-02 3.622394531599991419e-02 4.130599881284004182e-02 4.082569809000001493e-02 3.669356688999996646e-02 4.231489867999999044e-02 4.343973144284002386e-02 3.900590285000003071e-02 3.951456605000003286e-02 3.893676147000001142e-02 4.249996930284005714e-02
8.030139220299998826e+00 3.925570584283995940e-02 4.325772475999999783e-02 3.874062957999999807e-02 3.631673583000001593e-02 4.244880049283993040e-02 4.251362763000008510e-02 4.074590453999999556e-02 3.575852660000000682e-02 4.375599805284000748e-02 3.802380068000004582e-02 3.622156369999993131e-02 3.851283569999996298e-02 4.175452405284013624e-02 3.601054075999993859e-02 3.674639588999998457e-02 3.850550231999996104e-02 4.325382520283983789e-02 4.078567200000018239e-02 4.071279905999999893e-02 4.251607535284001455e-02 4.321404839000006493e-02 3.753516691999995991e-02 3.576503907000005977e-02 4.115020173950658527e-02 4.116608990333329998e-02 3.644566649000002823e-02 4.250794068000009196e-02 4.323662395283993376e-02 3.902313079999994438e-02 3.950320436000001600e-02 3.900199584000001857e-02 4.249986707283987669e-02
9.030139220299998826e+00 3.932803271283992486e-02 4.319296168000012065e-02 3.880326539000007041e-02 3.649309386999984722e-02 4.239403822284011636e-02 4.233332518999997907e-02 4.076747436000004859e-02 3.589072875999991391e-02 4.363739607284005534e-02 3.803660125999997615e-02 3.633786316000005290e-02 3.850133055999994947e-02 4.166223279284004405e-02 3.600610047999992097e-02 3.668940124000009961e-02 3.845615233999997301e-02 4.336037580283991916e-02 4.071850433000001601e-02 4.079095764000003482e-02 4.250328504284000414e-02 4.337298279000003504e-02 3.776978301999990573e-02 3.536804962000005687e-02 4.094438573283998989e-02 4.150713845999998847e-02 3.640483701999992078e-02 4.254343261000012588e-02 4.308303056283996346e-02 3.898043516000002789e-02 3.957843626999997533e-02 3.899362793999999049e-02 4.243659650283989476e-02
1.003013922029999883e+01 3.972802082883995084e-02 4.280411246399996872e-02 3.900819397999993887e-02 3.648212889999986192e-02 4.221129285284005300e-02 4.246239014500013259e-02 4.066355285499998612e-02 3.602029723999994326e-02 4.341346266283999111e-02 3.829363707000004585e-02 3.630363159999996925e-02 3.842269897000014783e-02 4.176329480284002998e-02 3.600300293999991741e-02 3.649619750000001467e-02 3.842458496999988371e-02 4.360344221284012667e-02 4.049546966999989506e-02 4.114616699500002472e-02 4.251728639784000535e-02 4.311110849000010514e-02 3.806690063999997042e-02 3.519006652999978613e-02 4.069247799284014810e-02 4.149961929999999161e-02 3.654243469999992472e-02 4.265575865999990390e-02 4.293116666284017835e-02 3.907736740999996627e-02 3.961373290000010788e-02 3.901276856000004262e-02 4.218655835283989519e-02
1.103013922029999883e+01 4.013540784284014284e-02 4.247949370999988539e-02 3.916946257999998071e-02 3.631249999999999756e-02 4.219093076284007038e-02 4.282363662999998793e-02 4.041769714000011116e-02 3.609199829999988618e-02 4.318802778284007438e-02 3.852117156999995684e-02 3.620946349000005171e-02 3.829333190999986702e-02 4.181022779284012530e-02 3.601953428999998125e-02 3.649877014999992897e-02 3.847444763000014423e-02 4.368907605283991330e-02 4.051027221999995570e-02 4.132319337000008030e-02 4.252130547283993617e-02 4.270642872999999562e-02 3.821106719000001706e-02 3.525593260999994316e-02 4.053536436284005395e-02 4.146996537000005589e-02 3.649833373999990943e-02 4.285112914999990308e-02 4.291449948284011690e-02 3.909856950000000636e-02 3.942956543000000064e-02 3.922076414999983024e-02 4.203946058284018655e-02
