# r	vx_0	vx_1	vx_2	vx_3	vx_4	vx_5	vx_6	vx_7	
2.030139220299999714e+00 3.253939999999033716e-02 -9.910599999997771192e-03 1.737980000000050040e-02 -1.439669999999182437e-02 1.652749938999999699e+02 -1.652676696999999706e+02 1.652826614999999606e+02 -1.319899999998597195e-03
3.030139220299999714e+00 1.445010000000479522e-02 6.488799999999628199e-03 -1.609850000008350435e-03 -1.666999999997642590e-03 1.648709449499999664e+02 -1.648681907499999397e+02 1.648830223500000045e+02 1.200864999998429994e-02
4.030139220299998826e+00 8.667000000031066520e-03 1.340479999998933636e-02 -4.943800000006604023e-03 -2.976000000387557520e-04 1.640593186000001538e+02 -1.640571137000001158e+02 1.640651093000000742e+02 1.501459999985854665e-02
5.030139220299998826e+00 1.984784999999078536e-02 -4.035950000002230809e-03 1.222615000000359942e-02 -1.750185000000215041e-02 1.651418342499999596e+02 -1.651300353999999402e+02 1.651272048999998674e+02 1.418305000015607220e-02
6.030139220299998826e+00 2.349850000001652006e-02 -1.544180000001915687e-02 2.145380000001750886e-02 -2.456660000001420485e-02 1.654647063500000854e+02 -1.654467849500000511e+02 1.654567794499998854e+02 -3.311149999944973388e-03
7.030139220299998826e+00 1.324844999999186257e-02 -1.088714999994522259e-02 1.224904999995146682e-02 -2.078249999996728548e-02 1.653884582999997974e+02 -1.653664665499998137e+02 1.653891258000001017e+02 -1.251985000021704764e-02
8.030139220299998826e+00 1.809689999993224774e-02 -4.707299999950009806e-03 2.002716000000077656e-01 -2.133255000000531254e-01 1.643162537000001748e+02 -1.642934571000001824e+02 1.643214570000001231e+02 8.643188000000918692e-01
9.030139220299998826e+00 2.366640000002462330e-02 -4.585300000030656520e-03 1.147840000004407557e-02 -2.963635000003250752e-02 1.636996192500000120e+02 -1.636791266999999834e+02 1.636939659499997788e+02 1.921025566666997975e+00
1.003013922029999883e+01 -5.813969999996970728e-02 7.758709999995971884e-02 1.335200000085023930e-03 -9.321985000002541710e-02 1.656073264999998287e+02 -1.655922469499998329e+02 1.656041602749998560e+02 1.723415325000019038e+00
1.103013922029999883e+01 -1.153269383333338283e+00 7.749772833333281596e-01 1.428605000000970904e-02 -9.821013999999763655e-01 1.677562560999998027e+02 -1.676479720999997198e+02 1.676463012499995102e+02 1.682280000045466295e-02
1.203013922029999883e+01 -1.485649066666681506e+00 2.233123666665761675e-01 3.014411750000363099e-01 -1.524776474999953280e+00 1.685403213499998856e+02 -1.672931937999999263e+02 1.672968559499997809e+02 1.667020000013508252e-02
1.303013922029999705e+01 -9.302214999999023348e-01 5.413050000015573460e-03 7.663192499999240681e-01 -1.883544900000060807e+00 1.674068298500000083e+02 -1.662860412999999653e+02 1.662783736999996336e+02 2.333070000031511881e-02
1.403013922029999705e+01 -8.400917000000163171e-01 5.760199999940596172e-03 8.763352000000850239e-01 -8.866958999999496882e-01 1.674383238999996593e+02 -1.674122542999996313e+02 1.673889235999997709e+02 2.566530000058264704e-02
1.503013922029999705e+01 9.231999999883555574e-04 1.153559999988829077e-02 2.459720000001652807e-02 -3.916170000002239249e-02 1.673354873999996926e+02 -1.673061141999996835e+02 1.672866058000004159e+02 2.217869999958566041e-02
1.603013922029999705e+01 9.235350000039943552e-03 -1.197749999960251444e-03 2.488320000009025534e-02 -3.653710000014598336e-02 1.685178680000000213e+02 -1.684904403999998976e+02 1.684657745499998782e+02 2.068325000027471106e-02
1.703013922029999705e+01 4.039700000021184678e-03 1.300850000006903429e-03 1.863479999997252889e-02 -2.203370000006543705e-02 1.677791328000002977e+02 -1.677699775500002488e+02 1.677636451500000021e+02 1.033019999977113912e-02
1.803013922029999705e+01 7.804900000110137626e-03 3.135699999802454840e-03 1.393119999988812197e-02 -1.153559999988829077e-02 1.661282386749999205e+02 -1.661249046749999252e+02 1.661220741500001168e+02 7.328025000106208608e-03
1.903013922029999705e+01 1.688769999987016490e-02 -4.249549999940427369e-03 1.219940000009955838e-02 -8.666950000133510912e-03 1.644421500500002367e+02 -1.644389534000002868e+02 1.644227943500001174e+02 1.365659999964918825e-02
2.003013922029999705e+01 2.210000000104628270e-03 1.775066666525049186e-03 1.094310000000575656e-02 -1.480863333321735809e-02 1.624465967333332514e+02 -1.624367980666665972e+02 1.624054717666658689e+02 1.464850000138540054e-02
2.103013922029999705e+01 -1.800539999976535910e-02 8.727999999791791197e-03 1.136780000024373294e-02 -1.713560000007419148e-02 1.607271041499998319e+02 -1.607165527500001190e+02 1.606920471500006897e+02 5.989049999698181637e-03
2.203013922029999705e+01 -1.827625000009902578e-02 8.132950000117489253e-03 1.591869999992923113e-02 -1.603314999988469935e-02 1.606933975500000997e+02 -1.606826744500001496e+02 1.606543388500001583e+02 8.972199999334407039e-03
2.303013922029999705e+01 4.692099999829224544e-03 1.197800000227289274e-03 1.062769999998636195e-02 -1.269530000035956618e-02 1.616602325500002735e+02 -1.616567230499999823e+02 1.616297303000005741e+02 1.231379999990167562e-02
2.403013922029999705e+01 3.946800000001076114e-01 -4.802700000254844781e-03 7.965100000319580431e-03 -6.896950000054857810e-03 1.615441588999999567e+02 -1.615389671499999622e+02 1.615007972999994763e+02 1.216890000068815425e-02
2.503013922029999350e+01 1.170089749999988271e+00 -1.485445000002982852e-02 8.682250000219937647e-03 -2.498600000080841710e-03 1.620367977999994764e+02 -1.620317852999994557e+02 1.620224520333332237e+02 2.243000000817119144e-03
2.603013922029999350e+01 3.776549999884082354e-03 -1.000589999989642820e-02 1.191709999989143398e-02 -7.633250000026237103e-03 1.636705780500003584e+02 -1.636687088000001040e+02 1.636780318999992687e+02 -4.653899999539135024e-03
