# r	vx_0	vx_1	vx_2	vx_3	vx_4	vx_5	vx_6	vx_7	
2.030139220299999714e+00 2.248382000000219705e-01 -9.338399999990087963e-03 -8.659350000016274862e-03 1.564790000000471082e-02 -1.652615279499999872e+02 1.652535247499999969e+02 -1.652506866499999774e+02 -1.020049999999628199e-02
3.030139220299999714e+00 -8.300093999999660355e-01 8.255004499999358814e-01 -1.266480000003866735e-02 -8.225097499999378670e-01 -1.640345268499999918e+02 1.648761940499999525e+02 -1.648650398999999709e+02 -1.063149999998813655e-02
4.030139220299998826e+00 -6.883239999996249026e-02 7.748409999993555175e-02 -2.366639999991093646e-02 -6.050104999997074628e-02 -1.639802093500000524e+02 1.640674133000000552e+02 -1.640494461000000115e+02 -1.696780000003172972e-02
5.030139220299998826e+00 7.649999872683110880e-06 1.097105000008014031e-02 -2.266695000002982852e-02 8.995050000066839857e-03 -1.651137428000000114e+02 1.651204414499999871e+02 -1.651036759000000131e+02 -2.563474999996628867e-02
6.030139220299998826e+00 -9.994499999834260962e-03 1.231379999990167562e-02 -4.165650000004461617e-03 3.669750000085514330e-03 -1.654534683500000938e+02 1.654581299000000172e+02 -1.654344330000000127e+02 -2.966299999997090708e-02
7.030139220299998826e+00 6.714499997997336322e-04 5.012550000174087472e-03 4.676799999970171484e-03 2.326949999996941187e-03 -1.653825531499999784e+02 1.653878784999999993e+02 -1.653582764500000053e+02 -3.496929999997178129e-02
8.030139220299998826e+00 7.339499999943654984e-03 4.013099999610858504e-03 6.668100000297272345e-03 7.675100000142265344e-03 -1.643138733000001821e+02 1.643115235000001348e+02 -1.642835923000001230e+02 -3.890230000001793087e-02
9.030139220299998826e+00 1.166535000015755941e-02 3.677349999861689867e-03 -1.831149999816261698e-03 1.300819999983104935e-02 -1.636840477000000078e+02 1.638619270500000198e+02 -1.638442764499999953e+02 -1.852040000005672482e-02
1.003013922029999883e+01 6.076824999922791903e-03 1.642989999993460515e-02 -2.033614999993460515e-02 3.400037500000507862e-02 -1.656006163999999785e+02 1.652413622166666869e+02 -1.652314783666666358e+02 6.744390000000066721e-02
1.103013922029999883e+01 -1.327550000269184238e-03 1.400760000024092733e-02 -2.667234999989887001e-02 4.367064999996728147e-02 -1.676356964500004096e+02 1.676481934000001957e+02 -1.676500244000001203e+02 1.241161350000027142e+00
1.203013922029999883e+01 -1.991250000628497219e-03 1.248170000053505646e-02 -2.132415000005494221e-02 2.666469999985565664e-02 -1.672892570500000602e+02 1.672917671500001688e+02 -1.672892647000002171e+02 1.226184900000021116e+00
1.303013922029999705e+01 -9.994500000175321475e-03 2.482604999977411353e-02 -1.966859999993175734e-02 1.567075000002660090e-02 -1.657863642166666409e+02 1.657888666666667064e+02 -1.662748222000000169e+02 5.562909333333863060e-01
1.403013922029999705e+01 1.100150000002031447e-02 2.799990000039542792e-02 -2.932740000051126117e-02 2.633670000068377703e-02 -1.663531799000004412e+02 1.663515013999997336e+02 -1.674088285999996515e+02 -3.163919999997233390e-02
1.503013922029999705e+01 -5.004850000204896787e-03 3.615570000056322897e-02 -3.616335000060644234e-02 3.366855000012947130e-02 -1.672134819499998457e+02 1.672023200999998380e+02 -1.673016051499998866e+02 -2.326969999990069482e-02
1.603013922029999705e+01 8.679885999999896740e-01 2.049254999974436942e-02 -3.583530000014434336e-02 3.666690000000016880e-02 -1.684897727999999688e+02 1.684827918499998987e+02 -1.684780768499998658e+02 -2.110289999984615861e-02
1.703013922029999705e+01 1.283149699999739823e+00 1.634209999974700622e-02 -3.298949999953038059e-02 3.799439999966125470e-02 -1.677692527499997368e+02 1.677719230500000549e+02 -1.677620048000001134e+02 -1.936719999991964869e-02
1.803013922029999705e+01 8.833999749997474282e-01 1.608655000018188730e-02 -2.841562499997962732e-02 3.424447499992311350e-02 -1.661152152750000823e+02 1.661092185999998492e+02 -1.661112556999996741e+02 -1.619720000007873750e-02
