# r	h_0	h_1	h_2	h_3	h_4	h_5	h_6	h_7	h_8	h_9	h_10	h_11	h_12	h_13	h_14	h_15	h_16	h_17	h_18	h_19	h_20	h_21	h_22	h_23	h_24	h_25	h_26	h_27	h_28	h_29	h_30	h_31	h_32	
5.000000000000000000e-01 2.521185073499999589e+02 3.779746703999999227e+02 2.131330260999999950e+02 4.481651764000000071e+02 6.884486694999999372e+02 2.017233429000000058e+02 4.645591735999999514e+02 6.889091796999999815e+02 1.628156585999999777e+02 4.067186585000000036e+02 -1.076232940700001564e+02 9.486622619999999984e+01 3.325693360000000212e+02 5.714303588999999874e+02 5.459799959999999430e+01 2.885948486500000172e+02 5.048016662999999653e+02 7.286576537999999346e+02 2.269463347999999883e+02 4.576683044999999765e+02 -7.439667052000010017e+01 1.427289887000000022e+02 3.978686676499999066e+02 6.419048462000000654e+02 9.978200534999999149e+01 3.310213317999999845e+02 5.649140016000000060e+02 4.705827329999999620e+01 2.961678008999999747e+02 5.173383178999999927e+02 7.399293212999998559e+02 2.017293090999999663e+02 4.341919860999999514e+02
1.500000000000000000e+00 2.527673340499999881e+02 3.785179900999999063e+02 2.122631607499999689e+02 4.487736816999998837e+02 6.888896484000000555e+02 2.021900023999999974e+02 4.644870300999999699e+02 6.884539794999998321e+02 1.622461471500000130e+02 4.071323242000000278e+02 -1.081479827700000556e+02 9.546035769999997456e+01 3.329573364000000311e+02 5.718709718000001203e+02 5.409790419999999500e+01 2.879701537999999346e+02 5.052286682000000155e+02 7.280963440499999706e+02 2.264083404999999800e+02 4.571141510499999185e+02 -7.506482236999994484e+01 1.431543426999999724e+02 3.978366699000000608e+02 6.416804810500000258e+02 1.003857346000000348e+02 3.317031860499999425e+02 5.652355041999999230e+02 4.649624254999999096e+01 2.955298309500000187e+02 5.168116455000000542e+02 7.396576539000000139e+02 2.023806610500000431e+02 4.345155182500000137e+02
2.500000000000000000e+00 2.524629974999999149e+02 3.782030029000000013e+02 2.116353149500000086e+02 4.492523499000001266e+02 6.894926452999999356e+02 2.028190002500000162e+02 4.643451691000000210e+02 6.882940063499997905e+02 1.625313262999999893e+02 4.077759857999999440e+02 -1.078713409700000057e+02 9.497728349999999864e+01 3.335325011999999560e+02 5.724760131999998976e+02 5.465950395000000128e+01 2.882623290999999881e+02 5.055381774999999607e+02 7.283983153999997739e+02 2.267136841000000231e+02 4.564875030499999866e+02 -7.483264456999995673e+01 1.437753524999999968e+02 3.977189941999999974e+02 6.419483031999998275e+02 9.991734319999997638e+01 3.323730163999998695e+02 5.645734863499999392e+02 4.682263950000000818e+01 2.958469849999999042e+02 5.170886841000001368e+02 7.399429931999998189e+02 2.030210114000000203e+02 4.339033508999999640e+02
3.500000000000000000e+00 2.521366577499999266e+02 3.778906708000000663e+02 2.113278351000000157e+02 4.495501709000000119e+02 6.900866698999998334e+02 2.034629975000000286e+02 4.640776672500001041e+02 6.889343262000002142e+02 1.628299866499999666e+02 4.084010009999999511e+02 -1.075343353200000820e+02 9.530680089999998472e+01 3.332181701499998780e+02 5.738648885000001201e+02 5.461179740000000038e+01 2.885673218000000588e+02 5.048909912000001441e+02 7.287211609000000863e+02 2.270048370499999351e+02 4.561698455999999169e+02 -7.536596982000003209e+01 1.444243621999999050e+02 3.983670043999998143e+02 6.414361572499999511e+02 9.930644989999998984e+01 3.326646881499999608e+02 5.639388427999999749e+02 4.716413310000001502e+01 2.961534881499999301e+02 5.174076537999999346e+02 7.394091797000003226e+02 2.024786605999999551e+02 4.332645264000000225e+02
4.500000000000000000e+00 2.527271728999999141e+02 3.781994934000001649e+02 2.116420135999999275e+02 4.492208405000001221e+02 6.907086486999996850e+02 2.041416550000000143e+02 4.643936767999998665e+02 6.895340271000000030e+02 1.622261504999999602e+02 4.090013275500000418e+02 -1.081510040199999594e+02 9.589229584999998224e+01 3.335153197999998156e+02 5.750113524999997026e+02 5.412042809999999804e+01 2.882191467499999362e+02 5.043113097999998899e+02 7.284206848499998159e+02 2.264363250999999764e+02 4.559330140000001848e+02 -7.503595276999999442e+01 1.447683486999999900e+02 3.989841613999999481e+02 6.417176514000002499e+02 9.959108739999999216e+01 3.322831573499998967e+02 5.633308410499998899e+02 4.557604373999998870e+01 2.955198212000000240e+02 5.169206543999998757e+02 7.397546387000002142e+02 2.027723235999999361e+02 4.326250305499997921e+02
5.500000000000000000e+00 2.533473434499999257e+02 3.775989989999998215e+02 2.119330139500000314e+02 4.490646667999999408e+02 6.913633423000001130e+02 2.039783173999999235e+02 4.647053375499999675e+02 6.901260376000000178e+02 1.615981445499999154e+02 4.086801605499999823e+02 -1.087869903200000863e+02 9.558088305000001128e+01 3.338670044000000416e+02 5.753150024499996107e+02 5.384205629999999587e+01 2.880709839000001011e+02 5.045348357999998825e+02 7.290629883000001428e+02 2.270769881999999598e+02 4.555463257000001249e+02 -7.474347227000004068e+01 1.442083283000000620e+02 3.988300171000000773e+02 6.420010071500000777e+02 9.993824769999997670e+01 3.320826415999999881e+02 5.627810059000003093e+02 4.369523619999998232e+01 2.949298248499999318e+02 5.171730041499999970e+02 7.400578307999999197e+02 2.030783157500000016e+02 4.319758301500000925e+02
6.500000000000000000e+00 2.538963469999998779e+02 3.772123412999999346e+02 2.113483276499998738e+02 4.490578308499998457e+02 6.918067016999993939e+02 2.038878250000000207e+02 4.642113342000002376e+02 6.905286864999998215e+02 1.610059966999999688e+02 4.089563293999999587e+02 -1.093316680699999779e+02 9.586882779999996274e+01 3.333456725999999435e+02 5.748553468000000066e+02 5.442368699999997261e+01 2.880350036499999078e+02 5.043038483000000269e+02 7.294736327999999048e+02 2.276749877999998262e+02 4.548748169000000416e+02 -7.543112487000007604e+01 1.447856674500000054e+02 3.987478332999999111e+02 6.414379883000001428e+02 9.931170654999999670e+01 3.320363158999998632e+02 5.634364928999998483e+02 4.277161979999999630e+01 2.942864837999998144e+02 5.168871765499998219e+02 7.394853515999993760e+02 2.024194870499999297e+02 4.314546509000001606e+02
7.500000000000000000e+00 2.536718369000000166e+02 3.765369873500001177e+02 2.108519897999999557e+02 4.496846618999998100e+02 6.924200133999997888e+02 2.044486618500000077e+02 4.644538268999999673e+02 6.911561889999998129e+02 1.612928390499998841e+02 4.092721710499999972e+02 -1.090446502200002215e+02 9.617633820000003197e+01 3.339804993000000195e+02 5.754453430499997921e+02 5.470919994999997016e+01 2.885686798500000805e+02 5.048486786499997834e+02 7.297538147499999468e+02 2.278846816999998737e+02 4.546860046500000863e+02 -7.603131406999995079e+01 1.453983459999999468e+02 3.992603149500000654e+02 6.417095337499999914e+02 9.872167209999997795e+01 3.325788116499998068e+02 5.639606628500000625e+02 4.215381239999999252e+01 2.937426453000002766e+02 5.174353027500001190e+02 7.393582357333331174e+02 2.017788238999999066e+02 4.324157715333330998e+02
8.500000000000000000e+00 2.543596572999999808e+02 3.759033508000002257e+02 2.114375000499999260e+02 4.502688445999997384e+02 6.929577025999997204e+02 2.039453278000000864e+02 4.641471557499999108e+02 6.917259826999998040e+02 1.611108169500000713e+02 4.087990112999996200e+02 -1.092888214199999766e+02 9.559378815000002305e+01 3.345796813999995720e+02 5.760520019999994474e+02 5.408621410000000651e+01 2.880490111999997680e+02 5.043373412999999346e+02 7.295006713999991916e+02 2.274613494999998693e+02 4.552876891999994768e+02 -7.653662416999986817e+01 1.455796814000000268e+02 3.987219849000002796e+02 6.414830016999994768e+02 9.810584260000007362e+01 3.320753174000001309e+02 5.634496460000009392e+02 4.160865790000002562e+01 2.943603210500000387e+02 5.169320067999997264e+02 7.382146606999995129e+02 2.012433319000001575e+02 4.339543304499998158e+02
9.500000000000000000e+00 2.546730042000003778e+02 3.757263336999999410e+02 2.119588394499999140e+02 4.507758637000001727e+02 6.933946532999998453e+02 2.043323212000000240e+02 4.647996521000004577e+02 6.912423096000002261e+02 1.616256561500001681e+02 4.092646789999998873e+02 -1.087676726700000245e+02 9.498969275000001744e+01 3.350043335000000297e+02 5.766964722500006246e+02 5.347127535000004173e+01 2.884890137000002142e+02 5.039638366499998483e+02 7.300264893000003212e+02 2.281435242000000017e+02 4.557080077999999048e+02 -7.594049376999998913e+01 1.452496796000000359e+02 3.991866760000002614e+02 6.420146484499991857e+02 9.745385365000004185e+01 3.327513275999999678e+02 5.639153442000006180e+02 4.201507189999995262e+01 2.948638306000002558e+02 5.174129639000002499e+02 7.384291382000001249e+02 2.018968353499999466e+02 4.344595032000001993e+02
