# r	vx_0	vx_1	vx_2	vx_3	vx_4	vx_5	vx_6	vx_7	vx_8	vx_9	vx_10	vx_11	vx_12	vx_13	vx_14	vx_15	vx_16	vx_17	vx_18	vx_19	vx_20	vx_21	vx_22	vx_23	vx_24	vx_25	vx_26	vx_27	vx_28	vx_29	vx_30	vx_31	
5.000000000000000000e-01 4.226846923999998118e-02 -2.865613403999996145e-02 3.220747069999997658e-02 4.576512513400003007e-02 3.469486693999997151e-02 4.176109618999999940e-02 4.878907760399999599e-02 4.981315690000000240e-02 4.478746947999996675e-02 4.893221267400001823e-02 5.013658065999998525e-02 3.647449952000000883e-02 4.952016601000000517e-02 4.277036499400001246e-02 4.278042906999999367e-02 4.676994018000000392e-02 5.105675874399998732e-02 4.603103484999999245e-02 4.300632934000002405e-02 4.878880009399999551e-02 5.105166684000000954e-02 4.679186399999999552e-02 5.029159663399998537e-02 5.248526860000000960e-02 3.301473083999999225e-02 5.031499634000000803e-02 4.979220337399999780e-02 4.476066588999999540e-02 4.553679810000003242e-02 5.233509887399998006e-02 4.021569518999999759e-02 3.925643309999999470e-02
1.500000000000000000e+00 4.207017209999997648e-02 -2.861597289999999807e-02 3.239693603000000366e-02 4.577942871400000197e-02 3.499307556200001446e-02 4.146218871799998984e-02 4.878939499400000712e-02 4.956677016999999630e-02 4.500736693999999455e-02 4.896759152400000092e-02 5.010577029000000404e-02 3.639100037999996873e-02 4.963114012000000713e-02 4.283052583400001612e-02 4.246213226000000729e-02 4.699609986000000128e-02 5.097783265400000763e-02 4.577293089333332038e-02 4.311740112666664210e-02 4.896692794400003129e-02 5.091880264999999045e-02 4.663875324666667821e-02 5.063331757733335187e-02 5.235619516999995282e-02 3.291086120000002307e-02 5.055116882999995814e-02 4.956353210400002429e-02 4.500549621000000250e-02 4.546793518000001588e-02 5.228639282400004279e-02 4.021780089999995450e-02 3.925733031999995709e-02
2.500000000000000000e+00 4.200773927000002461e-02 -2.880513917000002838e-02 3.245233155000000480e-02 4.578013063399994503e-02 3.540210263000008462e-02 4.105463256999996452e-02 4.879960847400006962e-02 4.949185331999992471e-02 4.507360229999994583e-02 4.899901603400005912e-02 5.008037301999999913e-02 3.648204039000001869e-02 4.949917296999997024e-02 4.305505738400002003e-02 4.220973204999996925e-02 4.706333008000006257e-02 5.106836915399999566e-02 4.549842833999996616e-02 4.327473146000002102e-02 4.912292615399999063e-02 5.072567673000000915e-02 4.653165892999995557e-02 5.080655541400001113e-02 5.232625159999999831e-02 3.288259277999998342e-02 5.060927123999999638e-02 4.959726317400002527e-02 4.496346742000002783e-02 4.548626707999996882e-02 5.237628998399995739e-02 4.021130218000005391e-02 3.926306153000002491e-02
3.500000000000000000e+00 4.214373474999995317e-02 -2.881043702000001677e-02 3.233616944000004823e-02 4.577623200399993930e-02 3.565623321000002677e-02 4.079866332999999845e-02 4.873355546400003069e-02 4.953534163999998019e-02 4.508066406999996362e-02 4.919153806400004131e-02 4.984365846000000932e-02 3.647933653999998332e-02 4.949573363999998366e-02 4.323999542400003976e-02 4.207080230999997450e-02 4.708439941999999906e-02 5.100620025399998925e-02 4.539977163333332871e-02 4.343799234666665537e-02 4.923032975400001149e-02 5.073986738999998469e-02 4.640283205000002992e-02 5.081100342399995362e-02 5.232309751000002729e-02 3.305056153000000135e-02 5.044253539999995345e-02 4.977472748400005309e-02 4.478722990999994824e-02 4.565164185000003538e-02 5.214278931399999456e-02 4.022113342000002700e-02 3.925200196000000474e-02
4.500000000000000000e+00 4.202690430999991844e-02 -2.882323608999995401e-02 3.245870359999999261e-02 4.578776154399993165e-02 3.596802766200010021e-02 4.053653929799995448e-02 4.848712524399997892e-02 4.953880310000004228e-02 4.526183471999997709e-02 4.906198943400004453e-02 4.978980559999996586e-02 3.648013611999999933e-02 4.953006896000001352e-02 4.327065797400000274e-02 4.200273436000002275e-02 4.731399842000000994e-02 5.076949600399993656e-02 4.526223374000005323e-02 4.383650207000000520e-02 4.916376823399998264e-02 5.061679878000002741e-02 4.652766113999996095e-02 5.080898308400005892e-02 5.238630865999994307e-02 3.305647278000001243e-02 5.063008545400000254e-02 4.952897582999996745e-02 4.478399964000004396e-02 4.570946653999995168e-02 5.189182953400004600e-02 4.022383575999995131e-02 3.924686583999998507e-02
5.500000000000000000e+00 4.208347166999996947e-02 -2.899800414999995080e-02 3.257903441999992350e-02 4.578299317400014862e-02 3.628063353999982921e-02 4.023103943000005261e-02 4.829053406399998194e-02 4.955522461000005235e-02 4.500326537999994880e-02 4.936681218400003346e-02 4.980198725000000576e-02 3.656419677999997453e-02 4.943923950999996875e-02 4.327475646400003040e-02 4.194120484000004451e-02 4.724908447999998790e-02 5.101680817400008200e-02 4.507890165999992732e-02 4.407369994999998930e-02 4.917251114399996681e-02 5.043268662000000013e-02 4.646483457999998207e-02 5.099166769399998689e-02 5.244758463000007143e-02 3.306631163999995682e-02 5.080736999999990039e-02 4.909705566400011933e-02 4.494079896000002794e-02 4.579993285999998942e-02 5.183216461399997588e-02 4.002757109999997842e-02 3.924887086000007630e-02
6.500000000000000000e+00 4.230673217999992436e-02 -2.902199095999985837e-02 3.241392821999997814e-02 4.577272707399988871e-02 3.652073668000007517e-02 3.993126830000000987e-02 4.828935761400007104e-02 4.957160492999992257e-02 4.475236815000002699e-02 4.985696815399996706e-02 4.978182640000000658e-02 3.647032776999994952e-02 4.949554139000010566e-02 4.331305601399994959e-02 4.171856688999996815e-02 4.706166993000006349e-02 5.126462769399995484e-02 4.505467223999998910e-02 4.427633055999995182e-02 4.898566879400004931e-02 5.060712355999998080e-02 4.629573975000002978e-02 5.099173358400003325e-02 5.261618939999993666e-02 3.290159912000008291e-02 5.080500487999997650e-02 4.907246155399994092e-02 4.503366698999998474e-02 4.573386230999994945e-02 5.182673399399991693e-02 3.986635742666685273e-02 3.938984375333335480e-02
7.500000000000000000e+00 4.230723267000002785e-02 -2.919196779000012704e-02 3.239606934000012484e-02 4.576769013399998448e-02 3.653427580999991930e-02 3.991986084000009177e-02 4.829468445399989068e-02 4.965864868000003512e-02 4.460500487999997932e-02 5.007485375400000382e-02 4.954464149000001316e-02 3.646389161000006263e-02 4.967573241999998640e-02 4.323036559399993234e-02 4.163609620000006256e-02 4.708823241999989667e-02 5.130826782400017827e-02 4.506416625999991321e-02 4.442480164999992875e-02 4.882132246400001235e-02 5.061997450999996401e-02 4.645189210000007923e-02 5.082576631400006345e-02 5.254850493999988631e-02 3.296459348999997152e-02 5.080860290999999335e-02 4.901796172400003926e-02 4.504743501000002537e-02 4.574574279999987780e-02 5.181945555400015863e-02 3.972967223999990249e-02 3.949746094000002039e-02
8.500000000000000000e+00 4.226926267999988468e-02 -2.913516844999994651e-02 3.235357667000007820e-02 4.578272003399997542e-02 3.654620512999995352e-02 3.989793091000001096e-02 4.829135497399984073e-02 4.955984498000007288e-02 4.451940612000002823e-02 5.002822308400002582e-02 4.940338967666664527e-02 3.670600687333339107e-02 4.979833679999992602e-02 4.327292999400001589e-02 4.141036527999995137e-02 4.728120118000024574e-02 5.130766053399966192e-02 4.500329590000014951e-02 4.435093383000011935e-02 4.896094574399990212e-02 5.064575349000001447e-02 4.619856870999997089e-02 5.121127590899995918e-02 5.215522250500002899e-02 3.319265747999997768e-02 5.082147826000000396e-02 4.878899293400004028e-02 4.527199402000005313e-02 4.551837157999980010e-02 5.181289885400019307e-02 3.972500153999986017e-02 3.951519470000011691e-02
9.500000000000000000e+00 4.221793825000004496e-02 -2.910380249000009065e-02 3.216156616000007823e-02 4.604669250400020286e-02 3.647647094999988127e-02 3.970016478999987414e-02 4.830008072400014674e-02 4.957461470999983272e-02 4.449880371000017321e-02 5.005711426399991198e-02 4.911978150000002874e-02 3.716662903000005763e-02 4.982893675999985200e-02 4.323373169400006322e-02 4.128982848999994404e-02 4.712933350000002991e-02 5.145813125399999882e-02 4.495146408000005173e-02 4.453556518999985531e-02 4.876635345400011368e-02 5.083284759999998764e-02 4.601533201999991746e-02 5.161059832400005654e-02 5.177953290999998820e-02 3.318226318000006697e-02 5.086300049000001128e-02 4.871543335399997066e-02 4.531275939000006803e-02 4.550966796999982716e-02 5.179200198399994126e-02 3.973519590000018642e-02 3.972647093999994578e-02
